drug1,drug2,conn score
amitriptyline,hydroflumethiazide,66.99
amitriptyline,glipizide,68.68
amitriptyline,ubenimex,36.66
amitriptyline,propentofylline,48.0
amitriptyline,phenylbutyrate,3.74
amitriptyline,nateglinide,70.15
amitriptyline,clotrimazole,2.04
amitriptyline,metformin,13.4
amitriptyline,clomifene,99.44
amitriptyline,atorvastatin,83.78
amitriptyline,amodiaquine,88.32
amitriptyline,bupropion,80.7
amitriptyline,rabeprazole,28.15
amitriptyline,ribavirin,33.87
amitriptyline,metoprolol,52.66
amitriptyline,ataluren,36.82
amitriptyline,sulfafurazole,86.55
amitriptyline,prednisone,83.8
amitriptyline,itraconazole,94.5
amitriptyline,fluspirilene,94.47
amitriptyline,fluvoxamine,97.3
amitriptyline,pindolol,69.19
amitriptyline,altretamine,52.55
amitriptyline,clofibric-acid,-0.26
amitriptyline,vardenafil,94.06
amitriptyline,quetiapine,10.59
amitriptyline,azathioprine,44.08
amitriptyline,amantadine,93.66
amitriptyline,ticlopidine,48.54
amitriptyline,loperamide,98.38
amitriptyline,molsidomine,51.16
amitriptyline,chlorambucil,71.11
amitriptyline,thiothixene,99.86
amitriptyline,amlexanox,9.67
amitriptyline,mefloquine,64.29
amitriptyline,anastrozole,59.54
amitriptyline,estradiol,98.27
amitriptyline,diazoxide,83.84
amitriptyline,metolazone,10.98
amitriptyline,primidone,79.31
amitriptyline,racecadotril,53.07
amitriptyline,oxfendazole,97.35
amitriptyline,mirtazapine,26.85
amitriptyline,terbinafine,52.52
amitriptyline,bimatoprost,91.0
amitriptyline,letrozole,69.36
amitriptyline,triflupromazine,99.79
amitriptyline,triamterene,47.9
amitriptyline,imipramine,37.75
amitriptyline,balsalazide,43.41
amitriptyline,duloxetine,97.16
amitriptyline,doxepin,48.81
amitriptyline,protriptyline,95.07
amitriptyline,fluconazole,67.57
amitriptyline,bosentan,74.63
amitriptyline,carvedilol,97.18
amitriptyline,risperidone,61.87
amitriptyline,ambroxol,33.4
amitriptyline,bezafibrate,96.92
amitriptyline,tamibarotene,28.91
amitriptyline,quinidine,39.52
amitriptyline,nimodipine,56.2
amitriptyline,metronidazole,22.63
amitriptyline,oxiconazole,-15.81
amitriptyline,escitalopram,47.68
amitriptyline,piretanide,65.91
amitriptyline,decitabine,20.28
amitriptyline,floxuridine,15.19
amitriptyline,ranolazine,64.13
amitriptyline,cimetidine,60.42
amitriptyline,oxybuprocaine,56.8
amitriptyline,afatinib,90.76
amitriptyline,droperidol,80.78
amitriptyline,imatinib,40.69
amitriptyline,tiabendazole,92.3
amitriptyline,dextromethorphan,53.23
amitriptyline,flecainide,60.25
amitriptyline,rilmenidine,69.85
amitriptyline,lapatinib,3.21
amitriptyline,primaquine,59.64
amitriptyline,rizatriptan,49.58
amitriptyline,ketanserin,38.31
amitriptyline,tolazamide,63.51
amitriptyline,idebenone,-85.72
amitriptyline,fexofenadine,80.24
amitriptyline,sertraline,99.89
amitriptyline,norgestrel,62.47
amitriptyline,dantrolene,65.96
amitriptyline,danazol,32.88
amitriptyline,pravastatin,60.4
amitriptyline,pregnenolone,32.58
amitriptyline,chlorphenamine,56.41
amitriptyline,spironolactone,95.06
amitriptyline,indapamide,22.92
amitriptyline,nicotine,53.07
amitriptyline,ozagrel,63.56
amitriptyline,atracurium,91.81
amitriptyline,erlotinib,53.28
amitriptyline,fenoldopam,33.89
amitriptyline,betahistine,94.47
amitriptyline,rosuvastatin,97.48
amitriptyline,dexamethasone,28.345
amitriptyline,nevirapine,28.12
amitriptyline,sertaconazole,92.77
amitriptyline,fosinopril,77.44
amitriptyline,capsaicin,72.06
amitriptyline,penciclovir,27.31
amitriptyline,meclofenamic-acid,36.05
amitriptyline,gestrinone,61.67
amitriptyline,felodipine,36.43
amitriptyline,urapidil,48.51
amitriptyline,fluphenazine,99.47
amitriptyline,pimozide,99.05
amitriptyline,buflomedil,82.3
amitriptyline,tibolone,76.41
amitriptyline,pyrimethamine,90.54
amitriptyline,amiloride,23.55
amitriptyline,topiramate,0.03
amitriptyline,finasteride,89.46
amitriptyline,trifluoperazine,94.22
amitriptyline,phenytoin,18.16
amitriptyline,glimepiride,97.81
amitriptyline,propafenone,96.81
amitriptyline,enalapril,38.89
amitriptyline,valsartan,74.3
amitriptyline,everolimus,65.26
amitriptyline,simvastatin,98.96
amitriptyline,benzbromarone,44.72
amitriptyline,losartan,57.83
amitriptyline,sotalol,29.64
amitriptyline,granisetron,55.71
amitriptyline,melperone,17.95
amitriptyline,tizanidine,43.08
amitriptyline,amoxapine,97.5
amitriptyline,loratadine,62.17
amitriptyline,diflunisal,67.35
amitriptyline,ibuprofen,62.385
amitriptyline,papaverine,73.32
amitriptyline,gefitinib,91.91
amitriptyline,metoclopramide,82.78
amitriptyline,piroxicam,44.41
amitriptyline,phentolamine,86.92
amitriptyline,gemfibrozil,48.34
amitriptyline,varenicline,51.1
amitriptyline,levofloxacin,91.22
amitriptyline,rifaximin,-10.31
amitriptyline,levonorgestrel,30.65
amitriptyline,esmolol,-20.06
amitriptyline,doxycycline,27.96
amitriptyline,chloroquine,73.17
amitriptyline,paclitaxel,66.03
amitriptyline,penfluridol,99.54
amitriptyline,mepivacaine,43.07
amitriptyline,cyproheptadine,52.3
amitriptyline,quinine,97.18
amitriptyline,ofloxacin,24.86
amitriptyline,dolasetron,95.36
amitriptyline,ropinirole,20.78
amitriptyline,niclosamide,89.61
amitriptyline,cladribine,66.19
amitriptyline,daunorubicin,57.38
amitriptyline,tofacitinib,58.75
amitriptyline,nicardipine,41.89
amitriptyline,orphenadrine,61.15
amitriptyline,lidoflazine,86.69
amitriptyline,pyrazinamide,2.29
amitriptyline,doxorubicin,71.07
amitriptyline,chloramphenicol,48.98
amitriptyline,estrone,52.31
amitriptyline,mephentermine,58.08
amitriptyline,chloroxine,48.21
amitriptyline,milrinone,25.73
amitriptyline,metergoline,99.14
amitriptyline,telmisartan,14.2
amitriptyline,midostaurin,78.36
amitriptyline,etoposide,4.65
amitriptyline,verapamil,52.51
amitriptyline,vinpocetine,20.64
amitriptyline,ondansetron,32.25
amitriptyline,diltiazem,81.02
amitriptyline,gliquidone,77.25
amitriptyline,palbociclib,19.15
amitriptyline,cefdinir,84.67
amitriptyline,artesunate,5.76
amitriptyline,propranolol,52.37
amitriptyline,norethindrone,31.86
amitriptyline,doxapram,26.37
amitriptyline,lamotrigine,12.88
amitriptyline,niacin,58.74
amitriptyline,menadione,16.83
amitriptyline,clofazimine,41.7
amitriptyline,perhexiline,95.55
amitriptyline,ethinyl-estradiol,22.41
amitriptyline,sunitinib,60.900000000000006
amitriptyline,dopamine,8.68
amitriptyline,carbamazepine,21.78
amitriptyline,nortriptyline,99.89
amitriptyline,olanzapine,50.65
amitriptyline,bosutinib,96.93
amitriptyline,podophyllotoxin,71.6
amitriptyline,oxybutynin,3.81
amitriptyline,fasudil,89.68
amitriptyline,sumatriptan,27.69
amitriptyline,famotidine,84.4
amitriptyline,pioglitazone,3.66
amitriptyline,tadalafil,20.09
amitriptyline,benzylpenicillin,6.4
amitriptyline,quinapril,43.01
amitriptyline,yohimbine,27.82
amitriptyline,levetiracetam,-28.22
amitriptyline,epinephrine,6.48
amitriptyline,mitoxantrone,25.72
amitriptyline,pilocarpine,7.58
amitriptyline,azithromycin,61.2
amitriptyline,dasatinib,98.71
amitriptyline,anagrelide,87.77
amitriptyline,perindopril,24.21
amitriptyline,hydrocortisone,15.814000000000002
amitriptyline,leflunomide,34.44
amitriptyline,maraviroc,86.39
amitriptyline,etacrynic-acid,21.9
amitriptyline,naftifine,16.9
amitriptyline,lacidipine,56.62
amitriptyline,econazole,91.87
amitriptyline,dicloxacillin,42.25
amitriptyline,nicergoline,54.36
amitriptyline,etodolac,30.9
amitriptyline,pinacidil,42.27
amitriptyline,praziquantel,96.47
amitriptyline,propylthiouracil,12.84
amitriptyline,bromocriptine,73.71
amitriptyline,butoconazole,99.33
amitriptyline,trimipramine,99.4
amitriptyline,acarbose,77.24
amitriptyline,homochlorcyclizine,82.9
amitriptyline,bisoprolol,7.9
amitriptyline,milnacipran,11.67
amitriptyline,sirolimus,60.15
amitriptyline,zidovudine,45.79
amitriptyline,eplerenone,66.54
amitriptyline,selegiline,67.59
amitriptyline,doxazosin,31.22
amitriptyline,candesartan,5.66
amitriptyline,exemestane,47.94
amitriptyline,picotamide,79.07
amitriptyline,warfarin,15.42
amitriptyline,toremifene,28.74
amitriptyline,gemcitabine,9.92
amitriptyline,sildenafil,48.64
amitriptyline,nilotinib,42.3
amitriptyline,zileuton,22.2
amitriptyline,ritodrine,0.11
amitriptyline,nimesulide,2.67
amitriptyline,cytarabine,0.21
amitriptyline,pantoprazole,62.31
amitriptyline,tivozanib,86.3
amitriptyline,felbamate,14.21
amitriptyline,triclabendazole,6.33
amitriptyline,irinotecan,7.37
amitriptyline,lopinavir,81.01
amitriptyline,sorafenib,30.69
amitriptyline,vemurafenib,37.3
amitriptyline,elvitegravir,15.16
amitriptyline,pitavastatin,89.82
amitriptyline,calcitriol,9.96
amitriptyline,reboxetine,25.54
amitriptyline,bifonazole,3.66
amitriptyline,vorinostat,75.97
amitriptyline,clofarabine,11.06
amitriptyline,belinostat,78.97
amitriptyline,rimexolone,23.0
amitriptyline,nicotinamide,78.52
amitriptyline,vidarabine,31.85
amitriptyline,isradipine,39.56
amitriptyline,ruxolitinib,34.79
amitriptyline,dilazep,96.23
amitriptyline,metixene,61.79
amitriptyline,olaparib,10.17
amitriptyline,mepacrine,30.81
amitriptyline,temsirolimus,15.34
amitriptyline,ipriflavone,19.96
amitriptyline,atovaquone,6.67
amitriptyline,mebendazole,48.89
amitriptyline,ranitidine,18.01
amitriptyline,tranilast,22.9
amitriptyline,acyclovir,40.2
amitriptyline,dapsone,12.5
amitriptyline,ritonavir,88.35
amitriptyline,carprofen,25.82
amitriptyline,eugenol,-7.42
amitriptyline,mercaptopurine,3.24
amitriptyline,methimazole,74.01
amitriptyline,maprotiline,96.79
amitriptyline,ivermectin,94.75
amitriptyline,tranylcypromine,37.14
amitriptyline,crizotinib,49.0
amitriptyline,pazopanib,25.59
amitriptyline,fludroxycortide,95.55
amitriptyline,actarit,34.57
amitriptyline,fulvestrant,7.56
amitriptyline,lasalocid,98.04
amitriptyline,lenalidomide,0.42
amitriptyline,reserpine,99.93
amitriptyline,masitinib,46.67
amitriptyline,quercetin,26.91
amitriptyline,scopolamine,31.835
amitriptyline,rivaroxaban,4.81
amitriptyline,docetaxel,40.22
amitriptyline,entecavir,31.47
amitriptyline,neratinib,95.97
amitriptyline,valproic-acid,3.63
amitriptyline,azacitidine,29.51
amitriptyline,formoterol,25.7
amitriptyline,amsacrine,57.48
amitriptyline,naftopidil,20.1
amitriptyline,raltegravir,6.72
amitriptyline,aspirin,12.48
amitriptyline,raloxifene,25.68
amitriptyline,ketoconazole,98.98
amitriptyline,griseofulvin,9.47
amitriptyline,vinburnine,12.88
amitriptyline,temozolomide,29.77
amitriptyline,SN-38,22.18
amitriptyline,digoxin,26.57
amitriptyline,mepyramine,89.05
amitriptyline,physostigmine,31.37
amitriptyline,medrysone,13.52
amitriptyline,cholic-acid,53.15
amitriptyline,deferiprone,32.77
amitriptyline,tamoxifen,95.5
amitriptyline,noscapine,11.79
amitriptyline,homoharringtonine,0.0
amitriptyline,ziprasidone,-5.79
amitriptyline,methazolamide,12.72
amitriptyline,phensuximide,1.55
amitriptyline,sitagliptin,5.45
atomoxetine,cabergoline,99.89
atomoxetine,trimebutine,27.15
atomoxetine,secnidazole,99.68
atomoxetine,ipratropium,86.94
atomoxetine,mestinon,99.89
atomoxetine,clarithromycin,89.6
atomoxetine,rifabutin,99.19
atomoxetine,zafirlukast,75.04
atomoxetine,oxaprozin,86.54
atomoxetine,tolbutamide,98.97
atomoxetine,prochlorperazine,39.53
atomoxetine,celecoxib,92.01
atomoxetine,methylprednisolone,55.29
atomoxetine,bicalutamide,84.57
atomoxetine,moclobemide,86.03
atomoxetine,tacrine,77.73
atomoxetine,rutin,77.53
atomoxetine,lamivudine,99.89
atomoxetine,famciclovir,94.68
atomoxetine,capecitabine,55.73
atomoxetine,meloxicam,90.72
atomoxetine,ganciclovir,14.51
atomoxetine,molindone,87.84
atomoxetine,clonidine,53.68
atomoxetine,latanoprost,98.51
atomoxetine,etomidate,83.0
atomoxetine,diclofenac,90.83
atomoxetine,moxonidine,76.02
atomoxetine,ketotifen,95.24
atomoxetine,flavoxate,75.05
atomoxetine,benzthiazide,94.64
atomoxetine,fluoxetine,74.24
atomoxetine,disopyramide,93.27
atomoxetine,medetomidine,80.86
atomoxetine,flutamide,37.08
atomoxetine,bifemelane,86.54
atomoxetine,bucladesine,80.07
atomoxetine,riluzole,89.54
atomoxetine,aripiprazole,95.88
atomoxetine,sulpiride,-0.3149999999999977
atomoxetine,busulfan,98.75
atomoxetine,clozapine,81.89
atomoxetine,paroxetine,89.32
atomoxetine,atomoxetine,100.0
atomoxetine,amitriptyline,91.83
atomoxetine,prazosin,98.19
atomoxetine,dihydroergocristine,93.59
atomoxetine,progesterone,89.48
atomoxetine,saquinavir,75.38
atomoxetine,clomipramine,80.01
atomoxetine,proguanil,98.49
atomoxetine,irbesartan,60.19
atomoxetine,aminoglutethimide,93.49
atomoxetine,altrenogest,-9.99
atomoxetine,piperidolate,92.03
atomoxetine,hydroflumethiazide,39.04
atomoxetine,glipizide,98.27
atomoxetine,ubenimex,97.96
atomoxetine,propentofylline,96.19
atomoxetine,phenylbutyrate,99.05
atomoxetine,nateglinide,99.93
atomoxetine,clotrimazole,96.88
atomoxetine,metformin,89.38
atomoxetine,clomifene,35.87
atomoxetine,atorvastatin,38.42
atomoxetine,amodiaquine,99.54
atomoxetine,bupropion,85.58
atomoxetine,rabeprazole,64.67
atomoxetine,ribavirin,42.33
atomoxetine,metoprolol,72.16
atomoxetine,ataluren,93.55
atomoxetine,sulfafurazole,73.69
atomoxetine,prednisone,91.44
atomoxetine,itraconazole,99.61
atomoxetine,fluspirilene,50.78
atomoxetine,fluvoxamine,89.2
atomoxetine,pindolol,91.39
atomoxetine,altretamine,76.94
atomoxetine,clofibric-acid,-3.07
atomoxetine,vardenafil,88.98
atomoxetine,quetiapine,69.78
atomoxetine,azathioprine,97.43
atomoxetine,amantadine,-17.0
atomoxetine,ticlopidine,50.59
atomoxetine,loperamide,63.09
atomoxetine,molsidomine,99.19
atomoxetine,chlorambucil,93.53
atomoxetine,thiothixene,93.06
atomoxetine,amlexanox,82.99
atomoxetine,mefloquine,-6.98
atomoxetine,anastrozole,62.85
atomoxetine,estradiol,97.71
atomoxetine,diazoxide,58.68
atomoxetine,metolazone,70.34
atomoxetine,primidone,55.44
atomoxetine,racecadotril,55.07
atomoxetine,oxfendazole,68.15
atomoxetine,mirtazapine,48.54
atomoxetine,terbinafine,76.35
atomoxetine,bimatoprost,76.58
atomoxetine,letrozole,46.62
atomoxetine,triflupromazine,88.39
atomoxetine,triamterene,67.2
atomoxetine,imipramine,53.76
atomoxetine,balsalazide,99.49
atomoxetine,duloxetine,67.31
atomoxetine,doxepin,44.92
atomoxetine,protriptyline,66.57
atomoxetine,fluconazole,42.22
atomoxetine,bosentan,99.89
atomoxetine,carvedilol,74.09
atomoxetine,risperidone,81.29
atomoxetine,ambroxol,40.96
atomoxetine,bezafibrate,93.07
atomoxetine,tamibarotene,88.1
atomoxetine,quinidine,17.04
atomoxetine,nimodipine,82.71
atomoxetine,metronidazole,72.44
atomoxetine,oxiconazole,12.19
atomoxetine,escitalopram,20.22
atomoxetine,piretanide,91.4
atomoxetine,decitabine,90.6
atomoxetine,floxuridine,95.81
atomoxetine,ranolazine,67.03
atomoxetine,cimetidine,97.46
atomoxetine,oxybuprocaine,33.77
atomoxetine,afatinib,37.01
atomoxetine,droperidol,78.1
atomoxetine,imatinib,53.59
atomoxetine,tiabendazole,49.92
atomoxetine,dextromethorphan,95.19
atomoxetine,flecainide,72.47
atomoxetine,rilmenidine,80.82
atomoxetine,lapatinib,16.31
atomoxetine,primaquine,20.36
atomoxetine,rizatriptan,68.76
atomoxetine,ketanserin,63.72
atomoxetine,tolazamide,60.33
atomoxetine,idebenone,99.75
atomoxetine,fexofenadine,67.99
atomoxetine,sertraline,68.54
atomoxetine,norgestrel,49.67
atomoxetine,dantrolene,62.02
atomoxetine,danazol,99.51
atomoxetine,pravastatin,73.74
atomoxetine,pregnenolone,15.594999999999999
atomoxetine,chlorphenamine,15.8
atomoxetine,spironolactone,60.7
atomoxetine,indapamide,9.78
atomoxetine,nicotine,91.06
atomoxetine,ozagrel,99.41
atomoxetine,atracurium,13.97
atomoxetine,erlotinib,77.09
atomoxetine,fenoldopam,19.88
atomoxetine,betahistine,58.12
atomoxetine,rosuvastatin,61.45
atomoxetine,dexamethasone,80.2
atomoxetine,nevirapine,25.64
atomoxetine,sertaconazole,41.0
atomoxetine,fosinopril,17.95
atomoxetine,capsaicin,98.27
atomoxetine,penciclovir,63.49
atomoxetine,meclofenamic-acid,86.0
atomoxetine,gestrinone,23.79
atomoxetine,felodipine,52.92
atomoxetine,urapidil,80.97
atomoxetine,fluphenazine,57.24
atomoxetine,pimozide,71.96
atomoxetine,buflomedil,84.78
atomoxetine,tibolone,66.63
atomoxetine,pyrimethamine,72.0
atomoxetine,amiloride,40.67
atomoxetine,topiramate,93.26
atomoxetine,finasteride,40.07
atomoxetine,trifluoperazine,75.29
atomoxetine,phenytoin,56.18
atomoxetine,glimepiride,90.64
atomoxetine,propafenone,58.49
atomoxetine,enalapril,74.16
atomoxetine,valsartan,42.61
atomoxetine,everolimus,85.14
atomoxetine,simvastatin,78.18
atomoxetine,benzbromarone,57.53
atomoxetine,losartan,31.78
atomoxetine,sotalol,22.77
atomoxetine,granisetron,14.54
atomoxetine,melperone,55.03
atomoxetine,tizanidine,92.68
atomoxetine,amoxapine,56.61
atomoxetine,loratadine,98.23
atomoxetine,diflunisal,99.04
atomoxetine,ibuprofen,32.43
atomoxetine,papaverine,97.84
atomoxetine,gefitinib,57.48
atomoxetine,metoclopramide,40.39
atomoxetine,piroxicam,59.52
atomoxetine,phentolamine,7.82
atomoxetine,gemfibrozil,15.39
atomoxetine,varenicline,0.99
atomoxetine,levofloxacin,81.05
atomoxetine,rifaximin,77.53
atomoxetine,levonorgestrel,20.22
atomoxetine,esmolol,44.14
atomoxetine,doxycycline,38.3
atomoxetine,chloroquine,30.51
atomoxetine,paclitaxel,57.06
atomoxetine,penfluridol,12.42
atomoxetine,mepivacaine,87.21
atomoxetine,cyproheptadine,65.33
atomoxetine,quinine,6.37
atomoxetine,ofloxacin,3.68
atomoxetine,dolasetron,71.0
atomoxetine,ropinirole,62.27
atomoxetine,niclosamide,24.46
atomoxetine,cladribine,84.22
atomoxetine,daunorubicin,97.22
atomoxetine,tofacitinib,20.79
atomoxetine,nicardipine,24.23
atomoxetine,orphenadrine,78.15
atomoxetine,lidoflazine,40.97
atomoxetine,pyrazinamide,0.21
atomoxetine,doxorubicin,47.28
atomoxetine,chloramphenicol,83.35
atomoxetine,estrone,27.35
atomoxetine,mephentermine,18.99
atomoxetine,chloroxine,69.25
atomoxetine,milrinone,65.3
atomoxetine,metergoline,53.5
atomoxetine,telmisartan,79.96
atomoxetine,midostaurin,47.35
atomoxetine,etoposide,94.86
atomoxetine,verapamil,48.29
atomoxetine,vinpocetine,98.93
atomoxetine,ondansetron,94.95
atomoxetine,diltiazem,74.12
atomoxetine,gliquidone,24.78
atomoxetine,palbociclib,97.96
atomoxetine,cefdinir,49.98
atomoxetine,artesunate,42.4
atomoxetine,propranolol,70.52
atomoxetine,norethindrone,3.63
atomoxetine,doxapram,96.37
atomoxetine,lamotrigine,48.77
atomoxetine,niacin,88.55
atomoxetine,menadione,41.54
atomoxetine,clofazimine,47.28
atomoxetine,perhexiline,59.09
atomoxetine,ethinyl-estradiol,97.06
atomoxetine,sunitinib,32.165
atomoxetine,dopamine,98.68
atomoxetine,carbamazepine,23.96
atomoxetine,nortriptyline,26.96
atomoxetine,olanzapine,85.93
atomoxetine,bosutinib,79.72
atomoxetine,podophyllotoxin,45.73
atomoxetine,oxybutynin,97.57
atomoxetine,fasudil,94.09
atomoxetine,sumatriptan,86.12
atomoxetine,famotidine,17.71
atomoxetine,pioglitazone,24.23
atomoxetine,tadalafil,33.99
atomoxetine,benzylpenicillin,31.23
atomoxetine,quinapril,45.68
atomoxetine,yohimbine,72.65
atomoxetine,levetiracetam,86.19
atomoxetine,epinephrine,25.5
atomoxetine,mitoxantrone,86.5
atomoxetine,pilocarpine,92.97
atomoxetine,azithromycin,24.15
atomoxetine,dasatinib,78.17
atomoxetine,anagrelide,45.28
atomoxetine,perindopril,21.65
atomoxetine,hydrocortisone,27.746
atomoxetine,leflunomide,32.66
atomoxetine,maraviroc,37.5
atomoxetine,etacrynic-acid,7.29
atomoxetine,naftifine,26.77
atomoxetine,lacidipine,8.78
atomoxetine,econazole,59.23
atomoxetine,dicloxacillin,45.1
atomoxetine,nicergoline,74.15
atomoxetine,etodolac,31.1
atomoxetine,pinacidil,47.77
atomoxetine,praziquantel,70.11
atomoxetine,propylthiouracil,3.66
atomoxetine,bromocriptine,23.57
atomoxetine,butoconazole,76.79
atomoxetine,trimipramine,80.7
atomoxetine,acarbose,83.62
atomoxetine,homochlorcyclizine,42.59
atomoxetine,bisoprolol,31.22
atomoxetine,milnacipran,22.25
atomoxetine,sirolimus,24.44
atomoxetine,zidovudine,91.4
atomoxetine,eplerenone,98.91
atomoxetine,selegiline,28.69
atomoxetine,doxazosin,-84.41
atomoxetine,candesartan,31.56
atomoxetine,exemestane,-8.22
atomoxetine,picotamide,75.91
atomoxetine,warfarin,26.56
atomoxetine,toremifene,17.97
atomoxetine,gemcitabine,80.85
atomoxetine,sildenafil,61.88
atomoxetine,nilotinib,23.93
atomoxetine,zileuton,65.38
atomoxetine,ritodrine,64.23
atomoxetine,nimesulide,-29.23
atomoxetine,cytarabine,69.09
atomoxetine,pantoprazole,19.68
atomoxetine,tivozanib,21.44
atomoxetine,felbamate,63.63
atomoxetine,triclabendazole,89.4
atomoxetine,irinotecan,88.26
atomoxetine,lopinavir,53.02
atomoxetine,sorafenib,32.89
atomoxetine,vemurafenib,19.87
atomoxetine,elvitegravir,63.17
atomoxetine,pitavastatin,41.42
atomoxetine,calcitriol,40.99
atomoxetine,reboxetine,94.39
atomoxetine,bifonazole,84.37
atomoxetine,vorinostat,47.79
atomoxetine,clofarabine,7.82
atomoxetine,belinostat,92.37
atomoxetine,rimexolone,82.93
atomoxetine,nicotinamide,30.01
atomoxetine,vidarabine,22.41
atomoxetine,isradipine,26.68
atomoxetine,ruxolitinib,67.38
atomoxetine,dilazep,-9.44
atomoxetine,metixene,14.18
atomoxetine,olaparib,14.16
atomoxetine,mepacrine,22.33
atomoxetine,temsirolimus,36.69
atomoxetine,ipriflavone,24.18
atomoxetine,atovaquone,61.6
atomoxetine,mebendazole,2.68
atomoxetine,ranitidine,89.21
