#1.3
2429	22	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K99107520-summary	BRD-K70401845-summary	BRD-A73368467-summary	BRD-K08206212-summary	BRD-K32977963-summary	BRD-A07395371-summary	BRD-K51677086-summary	BRD-A02367930-summary	BRD-K70301876-summary	BRD-A30815329-summary	BRD-K13514097-summary	BRD-A54880345-summary	BRD-K63630713-summary	BRD-K76617868-summary	BRD-K54472332-summary	BRD-A50684349-summary	BRD-K37798499-summary	BRD-A74667430-summary	BRD-A18917088-summary	BRD-K45033733-summary	BRD-A73741725-summary	BRD-K00673382-summary
BRD-K09497549	CP	kawain	calcium channel modulator, mTOR inhibitor, Sodium Channel  Blockers	MTOR		6.77, 3.65	77.96	1.07, 0.28	84.09	44.87	99.54	96.41	99.89	71.52	91.17	79.79	78.14	53.86	17.90	97.16	64.82	65.29	92.64	40.84	33.05	74.59	80.00	13.14	77.78	83.20
BRD-K51671335	CP	sulpiride	carbonic anhydrase inhibitor, dopamine receptor, dopamine receptor antagonist	DRD2, CA7, DRD3, CA1, CA12	Dopamine receptor antagonist	10.23, 6.82	77.82	2.11, 0.84	99.02	95.00	77.13	83.82	98.17	95.68	81.02	36.80	31.19	24.48	35.06	78.52	23.15	99.80	18.15	68.17	80.27	88.39	76.66	0.07	18.67	99.93
BRD-A05352148	CP	ipratropium	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5		8.17, 4.33	77.82	0.75, 0.27	36.44	87.11	94.33	80.46	73.04	87.33	94.44	82.11	73.05	17.54	34.43	89.64	42.79	97.51	60.61	11.57	16.38	76.76	98.73	78.87	71.70	88.59
BRD-K25394294	CP	oxaprozin	cyclooxygenase inhibitor	PTGS1, PTGS2		10.58, 5.77	77.78	0.91, 0.16	49.63	85.72	98.45	74.70	-39.94	91.69	97.54	53.81	99.06	87.35	9.37	50.51	43.35	80.87	11.16	83.50	69.36	55.70	93.18	29.73	85.00	89.64
BRD-A31801025	CP	formestane	aromatase inhibitor	CYP19A1	Aromatase inhibitor	10.10, 6.25	77.55	0.95, 0.25	86.73	82.50	99.40	91.09	61.22	97.24	20.38	41.57	99.47	91.54	61.22	72.60	86.67	59.08	55.43	38.45	16.21	66.86	92.43	88.96	94.30	29.70
BRD-A41450521	CP	tosufloxacin	topoisomerase inhibitor			7.95, 6.25	77.26	1.20, 0.28	59.94	74.48	97.51	88.91	77.87	89.57	56.68	33.42	89.28	77.06	27.84	99.55	91.70	99.58	52.87	69.88	77.46	60.58	37.94	75.12	88.01	98.59
BRD-A91866971	CP	SQ-29548	thromboxane receptor antagonist			5.73, 3.13	77.03	0.80, 0.14	22.96	67.55	4.77	72.60	99.58	55.31	37.17	87.00	98.17	99.44	8.83	81.50	85.04	19.37	93.91	93.16	85.51	81.46	9.73	70.06	91.38	28.33
BRD-K94649603	CP	taxifolin	apolipoprotein secretion inhibitor, beta amyloid aggregation inhibitor, cholesterol biosynthesis inhibitor, HMGCR inhibitor, NFkB pathway modulator, opioid receptor antagonist, reverse transcriptase inhibitor	APOB, APP, HMGCR		7.39, 3.98	77.01	2.00, 0.70	3.71	95.40	21.80	86.68	89.27	35.53	33.05	25.14	83.47	96.67	37.69	99.33	81.95	87.34	99.30	17.70	81.21	67.31	50.03	72.82	71.47	93.40
BRD-K57930253	CP	nitrazepam	GABA benzodiazepine site receptor agonist	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3, SCN1A	Benzodiazepine receptor agonist	8.52, 3.98	76.90	1.19, 0.33	98.59	65.85	-0.39	98.63	66.93	99.44	83.33	1.50	99.89	79.22	16.97	62.06	0.11	83.11	79.68	95.92	9.37	45.72	84.51	74.57	86.66	24.19
BRD-K54771420	CP	glycocholic-acid	cholesterol inhibitor	FABP6		9.13, 6.73	76.85	0.50, 0.11	72.93	87.45	99.22	87.65	72.77	80.76	99.51	69.55	90.66	84.77	62.88	33.07	86.17	60.08	92.17	44.45	32.44	62.82	97.52	99.22	66.26	63.75
BRD-K83302049	CP	protopine	acetylcholinesterase inhibitor, norepinephrine transporter inhibitor, serotonin transporter (SERT) inhibitor	ACHE, SLC6A2, SLC6A4		5.21, 2.60	76.72	0.68, 0.18	95.40	77.75	55.58	77.01	98.11	63.52	96.11	43.55	96.38	37.58	32.41	5.76	90.84	44.75	87.25	77.03	19.55	84.56	24.25	24.58	90.84	76.43
BRD-A56012032	CP	thiorphan	membrane metalloendopeptidase inhibitor	MME		10.10, 7.21	76.67	1.03, 0.25	85.97	37.38	98.98	94.29	47.18	77.15	98.64	85.94	92.67	36.37	16.37	74.16	87.65	88.43	50.00	93.65	20.07	39.37	99.86	76.20	73.86	32.93
BRD-K89274813	CP	DMP-543	acetylcholine release enhancer			3.85, 2.40	76.65	0.77, 0.24	17.38	97.65	5.59	79.75	-23.00	62.65	88.47	93.78	99.15	87.98	75.02	88.88	13.65	99.32	75.89	57.21	58.59	80.02	53.26	77.42	21.39	94.29
BRD-K25224017	CP	pirenperone	serotonin receptor antagonist	HTR2A, HTR7		9.62, 6.73	76.65	0.50, 0.07	91.02	74.29	99.22	85.97	90.01	96.98	99.79	21.34	99.01	92.02	47.18	87.59	61.37	74.04	68.59	77.98	26.41	73.48	75.31	45.34	82.10	68.88
BRD-K71534238	CP	GW-9508	Free Fatty Acid Receptor 1 (FFAR1;  GPR40) Agonists, G protein coupled receptor agonist, G-protein coupled receptor agonist	FFAR4, FFAR1		6.73, 2.88	76.63	0.51, 0.08	92.55	70.71	85.96	86.73	90.58	49.64	98.87	33.46	86.71	61.52	7.43	90.11	59.27	76.52	75.84	29.26	53.46	62.07	82.86	76.75	91.07	80.93
BRD-K15025317	CP	BAY-11-7821	NFkB pathway inhibitor	RELA	NFkB pathway inhibitor	7.21, 2.40	76.63	1.55, 0.50	87.24	81.84	93.09	95.88	-62.09	96.59	91.22	44.88	25.03	77.80	75.46	46.48	99.26	94.28	49.29	59.98	66.51	40.41	90.43	71.34	94.11	39.86
BRD-K66615216	CP	moxifloxacin	DNA gyrase inhibitor, topoisomerase inhibitor	TOP2A	Bacterial DNA gyrase inhibitor	7.69, 5.77	76.49	0.51, 0.09	53.73	86.70	92.09	98.38	74.99	97.72	60.20	44.06	99.41	78.46	18.60	93.24	12.13	78.00	44.51	33.37	81.13	28.37	55.01	85.09	46.26	89.27
BRD-K04196797	CP	oxcarbazepine	voltage-gated sodium channel blocker, Sodium Channel  Blockers	CYP2C19, CYP3A4, CYP3A5, SCN1A, SCN3A, SCN5A		7.95, 4.55	76.33	1.35, 0.35	19.39	-27.75	98.98	22.18	91.82	3.91	36.77	32.62	99.07	83.50	37.69	71.10	97.30	31.95	85.66	39.51	60.15	95.37	84.60	89.01	81.57	93.56
BRD-K94080537	CP	diethyltoluamide	DEET, activator of fly antenna ionotropic receptor IR40a			8.17, 2.88	76.29	0.78, 0.18	44.52	52.85	75.12	79.50	76.35	95.60	89.97	33.40	96.37	90.74	4.12	98.98	39.09	56.72	28.79	96.82	44.46	87.13	72.81	78.98	76.23	76.39
BRD-K49668410	CP	clarithromycin	50S ribosomal subunit inhibitor	CYP2C19, CYP3A4, CYP3A5, CYP3A7		9.09, 6.82	76.17	1.41, 0.39	99.82	89.17	71.53	97.11	97.50	98.80	81.58	45.49	99.47	74.04	23.38	68.90	25.29	85.48	25.83	71.70	78.31	55.45	81.90	55.88	72.31	84.21
BRD-K47639036	CP	flavoxate	acetylcholine receptor antagonist	CHRM1, CHRM2		4.81, 2.40	76.11	1.10, 0.34	77.45	55.85	88.61	78.01	88.18	42.24	79.56	83.57	99.93	90.58	17.10	95.78	82.11	56.09	79.76	62.11	12.48	63.50	4.02	60.10	11.37	74.77
BRD-K16485616	CP	mocetinostat	HDAC inhibitor, cell cycle inhibitor	HDAC1, HDAC2, HDAC3, HDAC11	HDAC inhibitor	7.21, 2.88	75.85	1.90, 0.51	74.56	98.29	97.58	68.66	4.87	2.28	85.74	39.38	22.19	2.11	96.58	97.78	90.12	86.09	83.90	44.25	77.15	-13.68	91.27	6.55	55.59	87.13
BRD-K28307902	CP	flutamide	androgen receptor antagonist	AR, AHR, CYP2C19		6.25, 3.37	75.81	0.97, 0.23	75.97	87.67	75.64	94.19	99.51	42.75	92.62	74.72	59.86	75.08	14.45	99.93	91.55	61.84	86.80	90.02	40.21	73.52	80.33	33.33	89.00	63.48
BRD-K88789588	CP	letrozole	aromatase inhibitor, estrogen receptor antagonist	CYP19A1		6.77, 2.08	75.81	0.50, 0.11	72.28	92.92	93.22	88.78	95.59	97.16	85.69	62.24	91.74	75.79	6.98	89.97	65.35	96.63	53.67	18.78	45.28	75.82	43.78	84.85	54.47	75.42
BRD-A16332958	CP	modafinil	adrenergic receptor agonist, dopamine receptor reuptake inhibitor	ADRA1B, CYP1A2, CYP2B6, CYP2C19, CYP3A4, CYP3A5, SLC6A3		5.77, 2.40	75.65	0.72, 0.18	85.78	87.27	93.37	83.86	74.38	93.98	98.33	83.23	62.99	44.48	23.20	63.25	15.58	81.20	76.92	42.82	53.07	77.88	31.66	6.59	42.95	92.25
BRD-A86044036	CP	flurbiprofen	cyclooxygenase inhibitor	PTGS1, PTGS2		7.81, 5.73	75.62	1.57, 0.39	99.82	93.33	95.84	94.16	35.17	94.32	85.52	61.23	25.47	57.54	57.82	86.35	9.66	88.65	75.32	92.80	58.47	54.62	75.91	55.45	42.10	98.84
BRD-A56359832	CP	zileuton	leukotriene synthesis inhibitor, lipoxygenase inhibitor	ALOX5		5.29, 3.37	75.42	0.57, 0.07	70.67	-5.72	81.62	80.43	94.01	55.43	80.17	54.91	39.76	87.28	-1.52	52.95	95.71	18.64	36.73	90.55	-49.65	88.11	84.54	85.12	91.41	53.38
BRD-K90976994	CP	dehydrocholic-acid	gastrointestinal agent that stimulates bile production or the flow of bile into the duodenum			4.33, 2.88	75.41	1.48, 0.41	59.38	72.64	14.18	90.54	-36.23	86.58	60.60	93.99	25.29	12.53	78.18	88.90	94.45	90.33	92.69	79.61	91.98	42.60	54.04	65.13	62.80	90.39
BRD-K99029477	CP	prometon	photosynthesis inhibitor			2.88, 1.92	75.41	2.05, 0.64	34.41	92.78	93.76	65.59	78.47	98.27	76.97	95.43	83.59	61.29	15.69	11.99	46.34	87.24	81.06	5.25	67.62	92.10	83.54	49.12	23.80	73.85
BRD-K97752965	CP	nicorandil	ATP channel activator, nitric oxide donor, potassium channel agonist	ABCC9, KCNJ11, KCNJ8		9.66, 6.25	75.31	2.11, 0.73	93.32	79.69	90.91	53.78	99.65	98.81	99.93	70.45	96.06	53.11	63.03	53.27	7.17	91.83	57.37	98.21	41.22	29.81	77.17	64.80	73.46	89.43
BRD-A92585442	CP	RU-28318	cytochrome P450 antagonist	NR3C2		7.29, 4.17	75.13	0.86, 0.19	67.29	92.69	80.09	96.25	97.67	73.13	98.24	96.65	14.71	45.26	63.87	81.35	44.06	91.01	75.78	79.08	32.02	54.62	74.49	57.32	34.34	91.09
BRD-A64092382	CP	mexiletine	sodium channel blocker, potassium channel blocker	SCN5A, AHR, CYP2B6, CYP2E1, KCNK2, KCNK3, SCN4A	Sodium channel blocker	9.62, 6.73	75.03	0.61, 0.13	98.48	84.04	99.82	88.16	77.08	94.83	90.88	47.43	76.42	98.38	9.25	73.64	23.36	20.28	50.78	56.54	24.96	83.27	59.44	38.78	80.33	23.04
BRD-A64977602	CP	mirtazapine	adrenergic receptor antagonist, serotonin receptor antagonist	ADRA2A, HTR2A, HTR2C, ADRA2C, HTR3A, ADRA1A, ADRA1B, ADRA1D, ADRA2B, ADRB1, ADRB2, DRD1, DRD2, DRD3, DRD5, HRH1, HRH3, HTR2B, HTR7, OPRK1, SLC6A2, SLC6A3, SLC6A4		7.21, 4.33	74.99	0.50, 0.14	65.34	78.54	29.18	84.17	49.47	95.64	91.23	79.15	76.25	45.20	8.63	79.55	73.72	59.01	89.05	96.20	38.00	94.98	42.80	80.59	68.83	62.55
BRD-K37206356	CP	rhamnetin	aldose reductase inhibitor, JNK inhibitor, lipoxygenase inhibitor, nitric oxide production inhibitor, p38 MAPK inhibitor	ALOX5, MAPK8		9.13, 3.85	74.97	0.80, 0.28	51.41	79.27	95.32	51.70	83.03	56.50	99.75	63.02	45.89	74.73	36.58	90.77	99.39	94.90	71.66	40.87	86.90	75.20	91.24	23.80	96.72	65.55
BRD-K99447003	CP	enalaprilat	angiotensin converting enzyme inhibitor	ACE		7.39, 2.27	74.92	1.80, 0.55	71.72	46.82	68.77	80.69	84.16	93.54	94.81	23.11	97.73	94.56	5.96	42.49	9.20	95.74	78.12	49.16	19.88	88.19	88.21	78.40	17.21	22.65
BRD-K25741894	CP	skimmianine	acetylcholinesterase inhibitor			3.85, 1.92	74.75	0.93, 0.18	30.66	74.95	29.08	94.25	88.95	74.56	92.23	88.52	78.47	86.56	44.97	80.00	13.07	92.43	34.79	30.05	39.71	92.57	27.57	26.14	30.11	79.54
BRD-K57569181	CP	pentoxifylline	phosphodiesterase inhibitor, acetylcholinesterase inhibitor, chitinase inhibitor, tumor necrosis factor production inhibitor	TNF, ACHE, ADORA1, ADORA2A, ADRA2B, CHIA, NT5E, PDE4A, PDE4B, PDE5A		4.81, 1.92	74.74	0.63, 0.14	96.90	78.13	91.68	78.49	90.57	84.08	64.00	77.08	27.88	52.78	5.00	76.30	13.14	62.23	76.37	95.32	24.08	76.74	7.15	73.17	40.74	70.45
BRD-K10961822	CP	latanoprost	prostanoid receptor agonist	PTGFR		10.23, 7.39	74.71	1.78, 0.70	92.05	78.48	46.48	98.34	95.51	99.93	45.00	29.74	70.94	66.86	80.19	14.31	8.59	91.83	5.96	99.79	66.44	5.75	78.89	27.57	89.59	99.30
BRD-K70358946	CP	aripiprazole	serotonin receptor agonist, serotonin receptor antagonist, dopamine receptor agonist, dopamine receptor partial agonist, serotonin receptor partial agonist	DRD2, HTR1A, HTR2A, HRH1, HTR1B, HTR1D, HTR2C, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD3, DRD4, DRD5, HTR1E, HTR3A, HTR6, HTR7		3.41, 2.27	74.68	0.97, 0.19	11.46	78.20	7.44	80.55	1.62	97.13	73.88	5.30	77.15	98.39	86.75	80.30	60.26	84.37	90.69	41.38	75.49	25.33	48.15	62.16	83.91	72.63
BRD-K18523449	CP	mestanolone	androgenic steroid		Androgen receptor modulator	6.82, 5.11	74.63	1.38, 0.44	69.15	19.56	18.51	94.63	93.03	91.83	27.85	34.41	70.69	71.88	50.94	89.75	44.75	45.22	81.49	94.93	77.37	71.29	83.96	86.11	96.64	90.32
BRD-A24817035	CP	laudanosine	central nervous system agent			6.25, 2.08	74.60	1.32, 0.27	63.33	85.28	90.60	96.20	88.35	95.01	94.06	95.89	62.76	79.03	6.94	55.88	46.63	35.26	54.07	81.86	27.29	69.59	70.17	19.04	81.53	96.65
BRD-K45117373	CP	Y-26763	potassium channel activator, potassium channel agonist	ABCC9, KCNJ8	Potassium channel activator	6.25, 3.37	74.60	0.83, 0.22	44.91	98.16	82.23	69.00	30.98	78.15	99.82	91.05	50.26	77.73	56.40	93.21	59.37	81.05	86.12	24.20	55.94	72.41	76.78	82.21	19.50	65.81
BRD-K51018020	CP	VAMA-37	DNA dependent protein kinase, DNA dependent protein kinase inhibitor, PI3K inhibitor	PRKDC	DNA dependent protein kinase inhibitor	5.73, 2.60	74.27	1.39, 0.48	33.01	96.39	21.29	81.48	97.72	77.34	71.21	91.82	65.60	16.61	39.91	61.55	98.12	86.73	67.52	83.83	88.62	14.77	37.58	26.37	79.01	90.78
BRD-A54487287	CP	cortisone	glucocorticoid receptor agonist	NR3C1		1.92, 0.48	74.10	0.72, 0.15	72.75	37.30	92.83	86.79	62.47	89.33	77.44	11.71	94.28	89.74	-3.31	36.47	77.07	77.50	21.53	73.67	7.20	94.48	59.65	83.33	74.53	49.58
BRD-K61192372	CP	capecitabine	dihydropyrimidine dehydrogenase inhibitor, DNA synthesis inhibitor, pyrimidine antagonist, RNA synthesis inhibitor, thymidylate synthase inhibitor	TYMS, DPYD	Thymidylate synthase inhibitor	5.77, 2.88	74.09	1.72, 0.45	98.22	2.29	82.49	94.33	14.28	99.72	71.38	43.20	76.81	76.88	-3.10	25.91	87.24	88.84	56.55	86.06	44.28	98.56	-2.70	92.19	62.79	24.42
BRD-K45296539	CP	ZD-7114	adrenergic receptor agonist	ADRB3		8.65, 4.33	73.88	0.56, 0.18	87.43	78.95	74.32	69.50	97.53	91.10	91.24	61.10	95.77	38.13	11.79	22.01	9.63	40.69	74.93	82.69	27.08	49.38	82.70	73.45	38.40	78.77
BRD-K50464341	CP	berbamine	calmodulin antagonist	CALM1	Calmodulin antagonist	1.56, 0.00	73.52	1.76, 0.69	70.68	58.82	80.48	92.22	83.03	33.04	91.20	53.24	83.44	15.98	95.76	27.20	90.53	89.73	95.84	24.67	73.29	-11.98	55.56	4.03	93.49	73.75
BRD-K81272440	CP	dantrolene	calcium channel antagonist	RYR1, RYR3		5.29, 3.37	73.50	0.70, 0.14	84.96	85.93	88.36	91.55	86.77	91.15	72.38	74.63	45.36	17.20	21.75	69.01	62.06	90.58	40.90	75.93	32.29	10.27	47.66	55.59	80.24	89.88
BRD-A34817987	CP	itraconazole	cell wall synthesis inhibitor, cytochrome P450 inhibitor, sterol demethylase inhibitor, VEGFR inhibitor	CYP3A5, CYP3A7, CYP51A1, KDR		2.88, 0.96	73.45	0.97, 0.13	54.78	73.92	74.16	93.88	80.37	92.64	87.96	90.84	93.26	39.66	52.17	61.11	59.75	46.74	72.99	85.77	68.81	72.15	71.10	38.16	76.19	79.41
BRD-K25310650	CP	ormetoprim	antibiotic			8.52, 6.82	73.35	1.85, 0.74	94.71	34.76	89.51	60.09	92.81	99.51	54.71	50.77	99.30	83.74	32.62	67.30	13.83	79.39	87.41	60.75	40.50	18.38	83.80	65.67	83.63	91.64
BRD-A02189320	CP	met-leu-phe	in touchstone			4.69, 4.17	73.31	1.18, 0.31	85.99	87.54	49.41	82.99	91.87	94.47	85.74	82.38	67.44	78.66	16.10	20.31	98.32	13.68	6.20	71.35	49.54	75.26	22.13	18.78	70.92	82.72
BRD-K47150025	CP	KI-8751	PDGFR alpha and c-Kit inhibitor, vascular endothelial growth factor receptor 2 (VEGFR2) inhibitor, VEGFR inhibitor	KDR	PDGFR/KIT inhibitor	5.73, 3.13	73.28	2.49, 0.72	25.76	85.79	85.11	65.56	91.99	59.15	75.51	86.52	86.08	71.04	61.66	46.74	97.39	52.05	78.68	37.84	97.22	17.37	77.18	5.65	96.05	58.69
BRD-K82561139	CP	ricinine	casein kinase inhibitor			5.77, 2.40	73.24	0.94, 0.19	38.04	96.17	98.73	92.56	26.65	80.59	98.56	71.73	66.96	60.25	48.64	97.65	83.28	91.34	86.63	39.65	27.40	42.13	98.45	7.15	66.23	74.74
BRD-A07824748	CP	flavanone	11-beta hydroxysteroid dehydrogenase inhibitor	ADORA3, HSD11B1		6.25, 3.13	73.10	1.26, 0.28	81.42	87.86	86.56	60.87	99.86	72.10	87.03	95.71	14.87	58.62	6.64	53.03	95.02	88.67	42.36	46.07	27.84	14.75	89.49	28.25	82.49	74.10
BRD-K22227508	CP	targinine	nitric oxide synthase inhibitor	NOS2, NOS3		6.25, 3.41	72.81	2.35, 0.69	83.32	63.92	98.45	80.00	97.50	92.29	83.79	65.63	97.00	33.49	25.37	18.74	62.01	94.86	31.45	97.01	83.84	14.37	36.49	7.89	36.72	93.20
BRD-A42571354	CP	cetirizine	histamine receptor antagonist	HRH1		3.37, 1.44	72.63	0.81, 0.11	88.43	89.40	94.34	77.59	85.88	89.26	72.99	56.88	89.89	54.95	23.26	45.84	19.77	90.26	54.79	72.27	21.12	88.64	85.30	52.79	17.20	23.82
BRD-A94669766	CP	naringenin	aromatase inhibitor, estrogen receptor agonist, quorum sensing signaling modulator, TRPM3 antagonist	CYP19A1, ESR2, CYP1B1, GLO1, HSD17B1		5.29, 1.44	72.63	1.16, 0.26	78.01	67.39	96.89	80.88	48.38	71.67	95.95	63.39	81.84	14.65	71.21	73.58	-25.84	99.19	68.53	35.36	55.26	76.85	73.71	92.45	-5.74	87.32
BRD-K60770992	CP	pergolide	dopamine receptor agonist, calcium-activated potassium channel blocker, potassium channel blocker, prolactin inhibitor	DRD1, DRD2, ADRA2A, ADRA2B, ADRA2C, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, ADRA1A, ADRA1B, ADRA1D, KCNA5		4.81, 3.37	72.60	0.58, 0.14	37.30	93.31	71.57	70.83	87.51	98.77	56.38	14.30	86.73	78.86	18.15	78.42	73.63	85.15	93.48	43.03	58.15	37.48	65.05	78.89	83.56	55.65
BRD-A29485665	CP	bicalutamide	androgen receptor antagonist	AR, CYP2C19		4.81, 1.92	72.58	0.67, 0.17	69.72	94.47	85.80	93.17	93.27	91.22	61.02	54.94	91.45	66.50	42.49	55.31	48.05	88.02	77.97	36.53	75.43	12.42	35.66	87.61	56.74	91.58
BRD-A06726973	CP	dibutyrylcyclic-gmp	cGMP analog			7.69, 3.85	72.56	0.98, 0.30	58.13	89.34	93.20	96.72	94.84	89.77	68.74	98.20	30.93	80.80	56.23	24.19	41.97	78.89	93.43	24.22	37.74	92.14	44.30	76.39	62.04	33.82
BRD-A42759514	CP	ornidazole	antiprotozoal agent			5.77, 2.88	72.56	0.88, 0.17	35.82	16.12	91.97	78.08	72.63	73.47	86.06	55.94	98.14	72.50	2.26	52.29	0.11	80.82	68.04	33.76	8.14	93.50	74.59	94.72	75.27	41.72
BRD-K07736136	CP	VX-702	p38 MAPK inhibitor	MAPK14, MAPK11, MAPK12	P38 MAPK inhibitor	9.13, 6.25	72.46	1.49, 0.30	96.28	98.06	83.30	99.93	78.96	32.77	86.83	52.44	99.81	46.40	31.68	59.01	59.37	89.35	89.48	87.41	15.71	65.96	32.83	10.97	50.13	89.23
BRD-K34437622	CP	BRD-K34437622	thymidylate synthase inhibitor	TYMS		7.39, 3.98	72.42	1.73, 0.50	74.23	81.03	93.17	92.76	85.96	99.93	85.07	71.01	98.14	27.92	12.79	17.76	3.44	68.27	65.57	73.83	20.63	61.80	78.80	29.61	63.84	75.90
BRD-K21733600	CP	rofecoxib	cyclooxygenase inhibitor	PTGS2, CYP3A4, ELN		7.69, 5.77	72.37	0.57, 0.15	75.27	87.18	93.13	81.97	89.20	79.43	79.93	40.70	80.23	86.72	0.31	56.77	33.86	47.94	57.71	52.74	17.36	88.41	55.98	90.19	50.00	69.47
BRD-K50135270	CP	GBR-12935	dopamine uptake inhibitor	AGTR1, SLC6A3		7.21, 2.88	72.33	1.25, 0.36	21.16	62.01	41.34	97.50	59.85	95.73	98.24	94.36	70.34	45.10	61.87	47.92	82.36	97.62	41.28	97.32	67.88	77.59	98.45	63.27	74.33	78.95
BRD-K68264559	CP	brimonidine	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, AOX1		8.65, 3.37	72.32	0.86, 0.16	56.58	72.89	72.85	98.94	90.57	56.30	88.73	66.09	64.62	80.81	29.06	77.17	71.79	75.13	55.38	94.86	42.20	59.90	51.28	82.92	95.13	67.45
BRD-K86301799	CP	dipyridamole	phosphodiesterase inhibitor, cyclooxygenase inhibitor, platelet aggregation inhibitor	ADA, PDE5A, PDE10A, PDE4A, PDE7B, PDE8A, PDE8B, SLC29A1		6.25, 3.37	72.30	0.55, 0.09	90.66	95.49	65.89	77.45	90.99	89.71	85.38	34.65	52.37	70.66	-1.16	21.64	92.44	8.39	92.11	93.61	31.07	96.36	26.07	63.19	73.93	60.11
BRD-K51541829	CP	RO-25-6981	ionotropic glutamate receptor antagonist, monamine transporter modulator	GRIN2B, SLC18A2		7.29, 3.13	72.18	1.07, 0.26	24.54	76.54	67.01	47.43	98.38	99.44	87.28	80.44	32.84	22.99	8.28	99.78	79.38	56.59	98.63	96.48	48.64	28.14	67.82	19.92	81.74	81.86
BRD-K69600043	CP	thiethylperazine	dopamine receptor antagonist	DRD1, DRD2, DRD4	Dopamine receptor antagonist	6.73, 1.44	72.14	0.92, 0.26	-14.15	61.45	91.10	77.89	43.83	68.46	96.08	68.54	93.48	29.82	80.04	83.03	24.74	89.66	84.73	14.01	32.72	96.37	75.73	98.75	54.88	45.44
BRD-M41783010	CP	acamprosate	glutamate receptor antagonist, excitatory amino acid receptor antagonist, GABA receptor agonist, glutamate receptor modulator	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, GRM5		10.81, 5.41	72.10	1.35, 0.39	41.54	27.91	92.71	34.47	48.78	97.43	96.83	95.17	99.12	14.57	17.87	99.30	80.16	96.86	31.65	73.76	31.16	5.07	76.54	70.45	87.12	69.64
BRD-K64402243	CP	ivachtin	caspase inhibitor	CASP3		4.81, 3.85	72.10	1.60, 0.39	93.79	72.93	15.13	94.95	94.26	84.62	89.37	80.43	77.83	94.53	37.61	7.13	-19.55	49.65	25.71	92.91	39.53	63.71	37.83	71.26	97.69	-17.77
BRD-K33106058	CP	cytarabine	antimetabolite, DNA polymerase inhibitor, DNA synthesis inhibitor, ribonucleotide reductase inhibitor	POLB, POLA1	Ribonucleotide reductase inhibitor	10.80, 7.95	72.07	1.28, 0.45	68.56	75.59	67.47	97.27	55.70	90.79	51.39	23.26	34.35	93.37	89.10	60.93	86.71	59.01	83.55	85.81	99.37	65.19	84.98	44.80	81.49	66.05
BRD-K32311154	CP	nifekalant	potassium channel antagonist, potassium channel blocker			4.55, 2.84	72.01	0.98, 0.32	70.79	29.46	73.24	77.19	77.80	84.71	80.48	23.08	99.93	39.67	-0.56	97.30	99.54	56.46	44.51	20.12	25.36	99.23	5.07	96.82	90.27	19.97
BRD-K62959606	CP	sphingosine	ceramidase inhibitor	GLTP, PVR, TRPM3		6.73, 2.88	71.92	0.88, 0.15	71.34	99.22	89.55	73.11	93.99	72.74	80.76	14.28	41.06	66.33	97.50	94.20	53.34	34.84	96.20	68.29	94.40	37.36	55.25	46.63	72.51	38.45
BRD-K14536225	CP	piceid	glucosidase inhibitor, ICAM1 expression inhibitor, VCAM expression inhibitor, xanthine oxidase inhibitor	GAA, XDH		5.73, 2.08	71.88	1.11, 0.41	92.10	83.10	70.07	96.67	77.29	95.57	60.78	87.81	49.54	91.98	2.96	43.40	78.30	36.70	73.70	77.31	17.33	-10.86	69.00	32.71	7.72	79.56
BRD-K70778732	CP	trazodone	adrenergic receptor antagonist, serotonin receptor antagonist, serotonin reuptake inhibitor, histamine receptor antagonist, serotonin uptake inhibitor	HTR2A, HTR2C, SLC6A4, ADRA1A, ADRA2A, HRH1, HTR1A, HTR2B		9.62, 4.81	71.86	0.77, 0.15	98.22	93.95	95.73	93.62	95.73	89.32	92.43	66.71	92.84	50.35	25.59	58.65	4.05	86.82	42.75	81.19	22.57	77.02	54.34	35.37	26.45	63.47
