#1.3
2429	20	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K71799949-summary	BRD-K93034159-summary	BRD-K17075857-summary	BRD-K02637541-summary	BRD-K43164539-summary	BRD-K37289225-summary	BRD-K33106058-summary	BRD-A91699651-summary	BRD-K19111024-summary	BRD-A17411484-summary	BRD-A10977446-summary	BRD-K78431006-summary	BRD-K28143534-summary	BRD-K29950728-summary	BRD-K98530306-summary	BRD-K29458283-summary	BRD-K56614220-summary	BRD-K15916496-summary	BRD-K52989797-summary	BRD-A04553218-summary
BRD-A56245458	CP	reichstein	androgen receptor antagonist	AR		7.85, 5.76	74.99	1.27, 0.35	99.65	74.32	41.33	99.33	93.12	22.85	89.51	68.02	75.67	90.52	89.40	0.67	68.07	66.80	98.31	92.84	58.53	34.18	93.85	-4.66
BRD-K54759182	CP	dosulepin	adrenergic transmitter uptake inhibitor, norepinephrine reuptake inhibitor, serotonin reuptake inhibitor, serotonin uptake inhibitor, tricyclic antidepressant	SLC6A2, SLC6A4, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C19, HRH1		5.24, 2.09	74.86	1.30, 0.30	76.35	18.20	66.03	42.30	76.17	53.98	55.55	99.89	80.66	93.76	42.15	46.93	48.36	93.73	97.67	22.32	73.56	88.55	98.98	94.78
BRD-K32526544	CP	DCEBIO	intermediate conductance potassium channel activator	KCNN2, KCNN3, KCNN4	Potassium channel activator	6.28, 3.14	74.68	0.80, 0.24	91.15	82.87	77.29	20.44	67.17	72.07	46.48	99.89	97.12	95.16	32.72	89.70	68.76	79.43	55.50	32.65	65.96	7.28	93.16	90.87
BRD-K95921201	CP	reserpine	vesicular monoamine transporter inhibitor	SLC18A2, SLC18A1		7.85, 3.14	74.56	1.59, 0.30	4.26	62.85	78.38	55.35	25.26	93.64	7.26	73.35	42.77	79.09	98.48	97.36	27.70	95.28	-3.90	75.76	84.44	91.32	99.22	8.26
BRD-A22713669	CP	BVT-948	tyrosine phosphatase inhibitor	PTPN1, PTPN11, PTPN2		9.09, 3.41	74.52	2.32, 0.45	40.60	97.87	96.42	77.48	-42.49	16.18	86.18	-95.66	30.44	37.58	-4.44	92.32	86.73	34.86	-3.13	96.87	78.89	94.40	71.55	90.79
BRD-K59332007	CP	linopirdine	acetylcholine release enhancer, acetylcholine release stimulant, neurotransmitter agonist, voltage-gated potassium channel blocker	KCNQ2, KCNQ3, KCNQ4, KCNQ5		6.28, 3.66	74.51	0.66, 0.20	99.30	67.48	58.47	93.16	83.70	17.35	41.78	37.12	92.27	72.43	76.60	30.81	88.72	40.45	56.68	53.41	92.17	92.58	98.18	86.15
BRD-K19352500	CP	prochlorperazine	dopamine receptor antagonist, dopamine receptor	DRD2, DRD1, DRD3, DRD4	Dopamine receptor antagonist	10.99, 5.24	74.37	0.93, 0.16	42.66	41.11	57.71	73.84	88.98	98.14	28.46	24.99	74.90	82.21	99.15	90.64	9.52	97.46	27.93	53.62	89.54	76.39	96.62	70.39
BRD-K44353683	CP	nateglinide	insulin secretagogue, ATP-sensitive potassium channel antagonist, meglitinide, sulphonylurea receptor activator	ABCC8, KCNJ11, CYP3A4, INS, KCNJ10, PPARG		10.69, 3.14	74.10	1.57, 0.31	98.41	46.62	16.83	28.02	92.85	93.19	69.66	85.66	47.15	98.13	78.53	6.98	52.36	53.70	97.74	67.96	88.30	96.93	2.47	96.84
BRD-K44094599	CP	tacrolimus	calcineurin inhibitor, FK506-binding protein inhibitor, immunosuppressant, insulin expression inhibitor, interleukin receptor antagonist, macrolide calcineurin inhibitor, rotamase inhibitor, T cell inhibitor	FKBP1A, CYP3A5, CYP3A7		11.32, 6.92	73.80	1.22, 0.44	99.93	83.52	62.77	81.69	84.15	14.65	63.14	81.98	36.23	79.85	72.22	0.00	-43.54	75.38	89.25	19.77	93.69	98.59	41.19	15.30
BRD-K26015241	CP	ODQ	guanylyl cyclase inhibitor, inhibitor of soluble guanylyl cyclase, potassium channel blocker	GUCY1A2, GUCY1A3, GUCY1B3		6.81, 4.71	73.79	1.08, 0.33	83.60	6.99	84.90	98.56	91.60	11.06	13.79	98.03	75.77	93.15	84.87	28.71	43.08	23.18	93.84	71.82	96.72	53.93	10.97	4.64
BRD-K99029477	CP	prometon	photosynthesis inhibitor			4.17, 2.08	73.42	2.05, 0.64	31.42	8.83	69.25	77.49	81.82	81.55	5.47	8.75	97.50	97.92	63.04	0.25	87.92	21.09	69.58	96.62	77.26	91.62	90.01	66.68
BRD-K77171813	CP	proxyfan	histamine receptor modulator	HRH3		4.19, 3.14	73.36	0.90, 0.24	76.87	70.45	59.98	86.94	83.20	90.62	43.53	99.68	67.47	89.93	76.27	7.48	20.48	33.61	99.65	17.22	12.30	85.29	95.32	9.12
BRD-K29582677	CP	flunarizine	calcium channel blocker, T-type calcium channel blocker	CACNA1G, CACNA1H, CACNA1I, CALM1, CYP2J2, HRH1		9.95, 4.71	73.31	0.92, 0.23	38.41	16.03	69.89	76.72	94.36	45.83	5.71	99.68	67.26	94.46	77.17	28.73	17.21	95.15	80.21	80.81	44.80	94.86	77.50	1.94
BRD-K20742498	CP	RS-39604	serotonin receptor antagonist	HTR4	Serotonin receptor antagonist	7.33, 3.14	73.28	1.50, 0.55	39.62	54.08	80.57	13.77	-35.61	80.64	94.15	27.21	68.40	71.73	97.67	95.19	58.11	96.11	5.93	12.86	74.82	87.91	88.01	80.66
BRD-K28936863	CP	ketotifen	histamine receptor ligand, leukotriene antagonist, phosphodiesterase inhibitor	HRH1, PDE4A, PDE4B, PDE4C, PDE4D, PDE7A, PDE7B, PDE8A, PDE8B, PGD		7.33, 2.09	73.23	0.52, 0.07	93.04	46.38	31.89	62.79	84.32	71.42	65.76	92.99	95.47	94.15	45.61	12.08	80.98	41.90	82.96	80.88	42.11	75.04	29.96	94.61
BRD-K06426971	CP	ryuvidine	histone lyinse methyltransferase inhibitor	CDK4, CDK2		5.76, 3.14	73.21	1.86, 0.38	63.39	97.49	92.85	45.08	-48.25	74.13	66.78	-4.32	91.68	32.58	-6.79	92.64	86.97	82.21	2.92	94.70	98.95	79.61	34.43	72.29
BRD-K60640630	CP	mometasone	glucocorticoid receptor agonist, immunosuppressant	NR3C1	Glucocorticoid receptor agonist	10.47, 4.19	73.00	1.19, 0.64	100.00	76.46	78.96	55.11	38.64	46.14	77.23	28.56	59.96	97.40	87.23	69.54	11.50	86.88	82.47	16.25	58.86	7.90	99.93	80.76
BRD-K52989797	CP	clomipramine	serotonin transporter (SERT) inhibitor, dopamine transporter (DAT) inhibitor, norepinephrine transporter (NET) inhibitor	SLC6A4, SLC6A2, CYP2C19, GSTP1, HTR2A, HTR2B, HTR2C, SLC6A3	Tricyclic antidepressant	11.52, 8.38	72.94	0.86, 0.22	70.13	35.34	78.58	24.80	75.99	98.05	18.42	98.13	60.81	88.61	67.67	87.06	30.53	89.54	22.80	32.92	94.74	75.75	99.99	69.70
BRD-K50464341	CP	berbamine	calmodulin antagonist	CALM1	Calmodulin antagonist	5.11, 2.27	72.78	1.76, 0.69	27.40	65.67	81.44	7.11	25.58	89.27	57.08	45.67	33.16	72.47	75.27	99.01	73.08	95.25	44.22	16.90	92.65	93.04	99.91	95.41
BRD-K91601245	CP	mercaptopurine	immunosuppressant, protein synthesis inhibitor, purine antagonist	HPRT1, IMPDH1, IMPDH2, PPAT		6.82, 5.11	72.67	1.15, 0.31	68.24	85.95	4.79	15.34	79.42	98.10	75.85	8.20	84.15	78.61	91.79	86.13	69.50	79.86	13.04	24.59	66.87	18.10	48.09	87.06
BRD-K04877770	CP	FTase-inhibitor-B581	farnesyltransferase inhibitor, protein farnesyltransferase inhibitor			6.28, 2.62	72.67	0.83, 0.30	75.67	39.37	69.75	87.77	88.63	45.07	48.99	79.20	92.16	78.16	68.87	0.70	52.80	46.01	84.64	75.59	18.87	81.04	56.81	87.26
BRD-K16664969	CP	GTP-14564	FLT3 inhibitor, tyrosine kinase receptor inhibitor	FLT3, CSF1R, KIT, PDGFRB		5.24, 3.14	72.49	0.93, 0.17	6.66	63.38	72.24	89.80	72.74	93.60	11.69	25.50	75.27	96.79	83.03	58.82	81.60	24.76	5.92	80.38	90.98	82.04	46.40	23.93
BRD-K60060639	CP	methyllidocaine	antiarrhythmic, phosphatidyl-inositol activator			5.24, 3.66	72.37	0.88, 0.19	88.96	58.80	51.66	99.09	80.05	21.79	38.12	98.07	33.21	62.69	11.58	23.93	34.45	76.57	96.49	98.03	68.17	93.08	81.74	85.51
BRD-K02637541	CP	celecoxib	cyclooxygenase inhibitor, caspase activator	PTGS2, CA12, CASP3, CYP2C19, PDPK1		12.57, 9.42	72.29	0.74, 0.09	99.61	39.36	45.45	99.97	73.04	33.95	69.44	71.89	92.93	72.16	32.80	11.28	54.78	-8.11	82.68	97.65	72.42	85.37	82.74	87.43
BRD-K54529596	CP	captopril	angiotensin converting enzyme inhibitor	ACE, LTA4H, MMP2, MMP9		8.52, 3.98	72.28	1.42, 0.42	97.28	71.46	11.76	89.64	88.83	99.40	2.22	8.14	98.21	4.51	57.08	2.40	71.20	35.56	94.19	95.70	91.61	51.63	94.20	73.11
BRD-A67799922	CP	phenoxybenzamine	adrenergic receptor antagonist	ADRA2B, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2C, ADRB2, CALM1		5.76, 2.62	72.19	0.77, 0.15	89.94	81.66	86.30	57.58	44.63	84.29	68.34	2.40	72.65	54.44	89.32	40.33	52.24	24.19	71.74	96.18	82.71	50.16	94.83	95.16
BRD-K37814297	CP	acepromazine	dopamine receptor antagonist	ADRA1A, ADRA1B, DRD1, DRD2, HTR1A, HTR2A	Dopamine receptor antagonist	8.89, 5.19	71.96	1.01, 0.24	87.71	30.84	28.55	16.25	77.55	83.16	84.32	98.03	84.97	73.40	13.16	22.79	65.79	79.43	70.51	0.07	85.72	56.88	60.85	97.52
BRD-K60460488	CP	nelfinavir	HIV protease inhibitor, proteasome inhibitor	CYP2C19, CYP3A5, CYP3A7	HIV protease inhibitor	4.71, 3.14	71.93	1.32, 0.41	4.89	78.87	92.44	35.95	91.87	93.01	89.75	35.49	17.21	69.21	39.29	74.65	-24.36	79.10	45.21	21.95	88.02	86.69	78.08	11.91
BRD-A29485665	CP	bicalutamide	androgen receptor antagonist	AR, CYP2C19		8.90, 3.14	71.90	0.67, 0.17	37.99	40.22	79.33	70.98	48.37	72.81	73.78	82.94	59.58	93.14	80.05	65.22	45.39	75.15	95.60	35.34	31.74	94.11	93.54	62.78
BRD-A11813248	CP	AM-92016	glutamate receptor antagonist, ionotropic glutamate receptor antagonist, time-dependent delayed rectifier potassium current blocker	GRIN1, GRIN2B		4.71, 3.66	71.74	0.78, 0.19	18.95	43.36	81.17	64.79	62.47	94.07	7.01	84.50	18.71	78.70	90.69	60.79	1.83	88.45	31.34	83.97	91.99	59.76	94.07	90.94
BRD-K28849549	CP	mesalazine	cyclooxygenase inhibitor, arylamine N-acetyltransferase inhibitor, beta catenin inhibitor, lipoxygenase inhibitor, prostanoid receptor inhibitor, protein phosphatase inhibitor, thromboxane receptor antagonist, thromboxane synthase inhibitor	PTGS1, PPARG, PTGS2, ALOX5, CHUK, CTNNB1, IKBKB, MPO, NAT1		8.81, 5.66	71.48	1.17, 0.58	57.36	38.05	52.47	30.73	67.86	62.81	96.55	93.32	59.97	94.07	79.15	26.32	84.81	25.27	99.82	75.10	99.01	99.19	62.56	99.93
BRD-A30435184	CP	metergoline	dopamine receptor agonist, serotonin receptor antagonist, prolactin inhibitor	DRD2, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7	Serotonin receptor antagonist	6.82, 2.84	71.33	1.90, 0.58	4.94	72.96	87.76	14.76	61.38	73.20	57.43	74.06	51.06	41.48	93.24	97.93	89.11	94.15	8.87	2.68	82.23	69.69	99.82	28.06
BRD-K64614248	CP	salicin	antiinflammatory agent			7.85, 4.71	71.28	1.13, 0.30	71.23	35.34	85.18	85.06	76.22	8.03	71.33	97.96	88.29	36.06	-4.67	8.37	36.55	32.26	98.61	85.21	-41.53	94.58	11.93	97.48
BRD-A21723284	CP	naltriben	opioid receptor antagonist	OPRD1, OPRK1, OPRM1		6.81, 4.19	71.22	1.01, 0.31	69.36	23.57	46.51	85.62	93.58	4.36	6.11	99.47	89.03	95.95	95.12	75.86	3.84	82.19	99.61	20.66	54.92	73.07	62.52	7.02
BRD-A49734948	CP	foliosidine	anticonvulsant			8.38, 4.71	71.18	0.94, 0.30	94.93	50.15	68.55	95.35	79.28	51.64	5.85	96.70	99.08	38.52	9.10	15.04	41.43	80.47	91.70	73.80	34.68	39.75	88.26	99.05
BRD-K62289640	CP	lylamine	cannabinoid receptor agonist	CNR1		6.81, 3.14	71.12	1.65, 0.63	43.01	82.86	92.42	0.00	-49.15	78.39	70.23	24.84	62.87	12.53	99.72	99.79	72.00	92.04	-3.59	3.52	99.44	90.47	97.21	20.04
BRD-A22769835	CP	homochlorcyclizine	antihistamine	HRH1		5.68, 0.57	71.05	0.95, 0.22	77.12	38.74	72.30	46.78	69.79	86.86	11.33	96.73	56.09	45.51	87.28	77.02	9.07	88.52	73.90	11.36	74.13	63.07	75.42	37.81
BRD-K16277217	CP	piperacetazine	antipsychotic			4.71, 1.05	71.02	1.14, 0.31	86.49	29.33	41.31	77.48	86.49	83.36	7.00	95.19	74.92	85.27	95.24	8.28	6.75	63.98	72.07	20.21	63.88	90.55	69.97	9.35
BRD-K98530306	CP	clonidine	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, ADRA1A, ADRA1B, ADRA1D		6.81, 4.19	70.91	0.95, 0.27	96.65	32.73	73.38	59.18	77.45	87.05	15.41	97.80	78.36	95.15	40.49	-3.56	32.21	33.60	99.02	80.98	68.44	65.37	20.36	75.35
BRD-K89274813	CP	DMP-543	acetylcholine release enhancer			5.76, 2.62	70.86	0.77, 0.24	0.81	63.85	46.03	97.46	63.35	97.99	28.81	91.76	79.25	81.17	21.59	72.71	96.12	36.66	79.50	69.01	92.21	96.77	30.22	68.71
BRD-A75552914	CP	isoxicam	cyclooxygenase inhibitor	PTGS1, PTGS2		9.42, 3.66	70.72	1.00, 0.19	92.20	5.24	42.09	96.53	92.91	41.88	69.59	99.58	92.59	60.17	95.64	5.67	5.71	25.34	91.99	71.85	74.94	41.19	85.33	25.08
BRD-K45033733	CP	famciclovir	DNA polymerase inhibitor, DNA directed DNA polymerase inhibitor		DNA polymerase inhibitor	5.76, 3.66	70.67	0.38, 0.10	70.68	32.66	64.34	90.21	84.62	22.66	84.98	75.25	74.91	97.93	99.29	7.97	59.05	26.74	70.66	63.73	82.31	83.26	4.60	59.59
BRD-K00486786	CP	RO-08-2750	nerve growth factor receptor ligand, NGF binding inhibitor	NGFR, NGF		6.28, 2.62	70.56	1.11, 0.30	10.33	87.85	93.01	69.11	36.35	9.27	13.04	-5.84	77.47	72.63	64.85	72.02	94.92	89.65	19.66	85.12	99.79	79.32	26.08	18.17
BRD-K18909381	CP	CGS-12066B	serotonin receptor agonist	HTR1B, HTR1A, HTR1D, HTR2A, HTR2B, HTR2C		9.42, 4.71	70.55	0.84, 0.18	31.19	19.72	37.93	72.37	67.38	87.55	78.24	97.67	98.20	49.65	43.22	47.71	62.68	68.73	97.32	65.17	90.53	85.59	97.05	93.36
BRD-K34533029	CP	tyrphostin-AG-494	epidermal growth factor receptor (EGFR) inhibitor, tyrosine kinase inhibitor	EGFR		7.33, 3.14	70.51	0.81, 0.25	89.55	86.44	94.45	62.52	-83.99	89.67	66.32	81.96	19.15	44.01	15.76	23.17	70.36	70.66	29.55	93.60	99.75	95.17	87.14	46.68
BRD-K70358946	CP	aripiprazole	serotonin receptor agonist, serotonin receptor antagonist, dopamine receptor agonist, dopamine receptor partial agonist, serotonin receptor partial agonist	DRD2, HTR1A, HTR2A, HRH1, HTR1B, HTR1D, HTR2C, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD3, DRD4, DRD5, HTR1E, HTR3A, HTR6, HTR7		7.55, 3.77	70.29	0.97, 0.19	15.07	77.40	89.68	85.02	69.89	70.70	95.95	28.29	56.97	96.41	63.95	75.79	68.41	90.80	29.00	35.01	98.25	98.31	22.75	28.07
BRD-A98283014	CP	calmidazolium	calcium channel blocker, calmodulin antagonist	ATP2B1, PDE1A		7.24, 3.29	70.22	2.63, 0.69	27.41	71.43	95.31	-17.98	-61.40	98.26	56.59	6.80	-15.45	75.74	69.02	99.12	98.00	82.15	4.79	3.02	96.93	79.87	92.29	15.85
BRD-K15025317	CP	BAY-11-7821	NFkB pathway inhibitor	RELA	NFkB pathway inhibitor	2.62, 1.57	70.19	1.55, 0.50	4.62	91.02	92.77	29.52	80.03	30.29	34.06	73.79	71.13	73.78	29.73	44.04	21.67	75.33	97.91	74.93	89.35	69.25	62.21	63.57
BRD-A09094913	CP	strychnine	acetylcholine receptor antagonist	GLRA1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA10, CHRNA9, GLRA2, GLRA3, GLRB		10.99, 5.76	70.10	0.85, 0.19	98.41	52.44	28.15	46.63	95.91	88.93	29.69	99.31	94.43	51.01	69.09	1.49	2.85	71.11	90.57	94.00	60.82	60.16	76.26	97.20
BRD-K28183345	CP	proguanil	dihydrofolate reductase inhibitor	CYP2C19, DHFR		13.09, 8.90	70.08	0.90, 0.27	99.89	58.09	37.03	99.15	83.27	98.23	6.56	60.31	96.41	96.67	99.12	36.91	0.35	81.94	34.33	79.85	53.17	40.03	95.64	42.76
BRD-K03670461	CP	tyrphostin-AG-82	EGFR inhibitor, epidermal growth factor receptor (EGFR) inhibitor, tyrosine kinase inhibitor	EGFR, LCK		9.42, 3.66	70.06	0.80, 0.15	32.71	55.16	84.02	86.60	72.51	6.82	25.12	93.50	84.69	97.57	71.11	4.72	69.00	56.19	33.31	82.25	95.59	74.26	8.56	14.34
BRD-K71926323	CP	marbofloxacin	DNA gyrase inhibitor		Bacterial DNA gyrase inhibitor	10.80, 7.39	70.01	1.03, 0.36	80.49	60.15	6.37	88.75	98.77	99.93	4.23	23.44	77.85	77.08	13.73	20.25	14.26	38.12	4.30	97.78	93.75	94.83	62.93	82.65
BRD-K62959606	CP	sphingosine	ceramidase inhibitor	GLTP, PVR, TRPM3		3.66, 3.14	69.97	0.88, 0.15	16.69	40.49	81.95	33.26	36.81	50.70	66.07	16.27	71.23	69.96	69.98	94.42	89.92	70.19	88.68	68.51	97.66	91.12	34.93	99.82
BRD-A03816571	CP	CP-55940	cannabinoid receptor agonist, CC chemokine receptor antagonist	CNR1, CNR2, CXCR4, GPR55		7.33, 4.71	69.97	1.01, 0.33	78.89	79.61	90.32	89.47	86.67	51.40	61.42	74.35	91.65	65.58	87.48	24.22	14.37	88.35	18.80	58.31	81.82	44.62	14.23	11.00
BRD-A36318220	CP	necrostatin-1	RIPK inhibitor, indoleamine 2,3-dioxygenase inhibitor	IDO1, KRR1, RIPK1		3.14, 2.09	69.90	0.58, 0.11	88.95	69.75	83.37	89.38	91.84	66.09	24.45	69.92	73.20	89.62	93.26	63.26	45.10	55.48	35.26	83.58	71.94	44.04	69.88	22.13
BRD-K92015269	CP	GBR-12783	dopamine uptake inhibitor			4.71, 2.62	69.85	0.94, 0.19	86.05	46.50	73.34	64.60	89.34	94.14	71.02	81.97	54.05	52.81	68.68	77.86	23.34	75.84	71.52	57.80	57.98	95.97	56.86	32.39
BRD-A10303790	CP	talampicillin	antibiotic			8.90, 2.09	69.82	0.80, 0.17	96.73	23.65	70.37	66.17	78.77	84.52	30.81	91.01	90.26	86.62	74.62	12.76	22.68	36.65	98.04	33.87	69.26	85.74	10.16	21.52
BRD-A26384407	CP	chlortalidone	carbonic anhydrase inhibitor, diuretic, sodium ion tranport inhibitor	CA7, CA1, CA12, CA14, CA4, SLC12A1		5.76, 3.14	69.74	0.86, 0.15	94.94	34.25	10.12	82.77	94.19	25.38	83.62	92.06	90.76	81.09	58.00	1.67	39.41	70.61	94.09	68.86	60.02	78.36	37.14	64.77
BRD-K26429091	CP	J-104129	acetylcholine receptor antagonist	CHRM3		5.76, 2.62	69.66	1.17, 0.33	44.65	29.26	84.80	87.62	64.26	73.56	16.43	95.79	82.33	65.77	77.24	34.92	0.00	83.88	44.53	62.52	38.37	86.67	99.65	83.29
BRD-A07440155	CP	labetalol	adrenergic receptor antagonist	ADRB1, ADRB2, ADRA1A, ADRA1D, ADRA1B		7.33, 3.66	69.58	0.61, 0.19	98.52	57.88	7.53	80.22	74.63	66.32	47.66	64.01	83.69	96.33	79.64	3.49	18.34	16.37	80.55	45.76	78.21	19.43	72.84	91.37
BRD-K59962020	CP	CHEMBL-374350	NFkB pathway inhibitor			4.19, 2.09	69.56	1.70, 0.33	23.80	57.93	83.62	32.44	16.07	85.54	68.62	70.50	57.30	82.83	98.17	93.81	45.29	75.41	16.31	19.76	93.03	78.91	93.90	22.93
BRD-K89125793	CP	tinidazole	anti-protozoal			4.71, 1.57	69.30	0.77, 0.15	49.60	57.73	46.18	52.82	86.46	72.27	78.85	84.36	66.34	91.40	93.16	79.04	81.61	28.94	24.44	54.00	88.64	64.31	8.33	83.13
BRD-K95202259	CP	ML-3163	p38 MAPK inhibitor	CYP2D6, CYP3A4, MAPK11, MAPK12, MAPK14	P38 MAPK inhibitor	4.19, 2.62	69.15	0.93, 0.22	49.34	55.99	51.36	75.54	62.72	63.09	73.81	57.00	82.50	87.37	64.49	39.43	93.74	85.84	98.63	41.60	88.40	83.30	32.80	94.05
BRD-A77291778	CP	cyclopentolate	acetylcholine receptor antagonist	CHRM1		3.66, 3.14	69.11	0.55, 0.11	7.41	25.88	73.17	45.96	87.23	54.10	10.82	89.98	69.61	95.51	62.54	14.08	7.82	89.65	85.90	70.31	83.67	62.34	68.61	94.37
BRD-A44133049	CP	azasetron	serotonin receptor antagonist	HTR3A, HTR3B		9.42, 4.71	68.92	0.66, 0.13	96.50	46.91	56.73	95.09	94.32	29.79	69.37	99.01	84.13	91.32	86.63	8.16	42.14	33.64	68.46	8.72	92.68	88.37	22.27	30.46
BRD-K49111258	CP	prazosin	adrenergic receptor antagonist, adrenergic receptor blocker, CDK inhibitor	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CDK1, KCNH2, KCNH6, KCNH7		10.47, 6.28	68.88	0.56, 0.13	80.73	54.59	24.02	89.43	81.74	79.61	43.10	36.72	67.00	99.34	99.15	27.99	70.77	16.40	32.13	97.61	88.58	89.20	45.54	55.05
BRD-K39915878	CP	loxapine	dopamine receptor antagonist, serotonin receptor antagonist, dopamine receptor ligand	DRD2, DRD3, DRD4, DRD1, HRH1, HTR2A, HTR2C, HTR6, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, ADRB1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD5, HRH2, HRH4, HTR1A, HTR1B, HTR1D, HTR1E, HTR3A, HTR5A, HTR7, SLC6A2, SLC6A3, SLC6A4		7.33, 5.76	68.86	0.76, 0.16	48.88	34.78	53.75	98.31	71.31	57.92	84.10	99.89	91.81	76.09	71.38	30.11	42.08	44.79	97.67	50.22	88.50	92.28	66.42	62.37
BRD-K36616567	CP	doxepin	histamine receptor antagonist, adrenergic transmitter uptake inhibitor, histamine receptor inhibitor, norepinephrine reputake inhibitor, serotonin reuptake inhibitor, tricyclic antidepressant	HRH1, HRH2, SLC6A2, SLC6A4, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C19, DRD2, HRH4, HTR1A, HTR2A, HTR2B, HTR2C, HTR6, KCNH2, SLC6A3		7.85, 5.76	68.84	0.76, 0.17	59.28	5.67	76.38	-5.65	35.94	12.12	40.75	98.99	91.44	48.30	86.87	84.99	20.18	80.38	75.16	3.40	68.85	68.84	89.74	90.61
BRD-K83837640	CP	JNJ-26854165	HDAC inhibitor, MDM inhibitor	HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, MDM2		8.38, 5.24	68.77	1.40, 0.39	48.61	96.65	70.53	4.73	93.05	70.86	87.15	28.38	69.00	68.54	96.93	86.79	27.82	80.67	4.26	38.50	41.98	-8.44	88.50	0.74
BRD-K80738081	CP	resveratrol	apolipoprotein expression enhancer, beta-secretase inhibitor, cyclooxygenase inhibitor, cytochrome P450 inhibitor, lipid peroxidase inhibitor, MAP kinase inhibitor, monoamine oxidase inhibitor, NFkB pathway modulator, SIRT activator, SIRT pathway, SIRT stimulant, sodium channel blocker, thioredoxin reductase inhibitor, topoisomerase inhibitor, xanthine oxidase inhibitor	PTGS1, PTGS2, SIRT1, APOA1, BACE1, CSNK2A1, MAOA, NQO2, SCN5A, TXNRD1, TXNRD2, XDH		7.85, 4.19	68.74	0.95, 0.20	51.81	91.47	34.20	87.27	75.83	31.32	94.19	83.94	76.75	73.57	11.62	0.46	63.76	85.99	97.72	91.40	63.91	47.86	9.07	58.23
BRD-K19136521	CP	indirubin	CDK inhibitor, glycogen synthase kinase inhibitor, cyclin-dependent kinase inhibitor, PKC inhibitor	CDK1, CDK5, CCNE1, CDK2, CDK4, CDK5R1, CDK9, GSK3A, GSK3B, LCK, LRRK1, LRRK2	CDK inhibitor, Glycogen synthase kinase inhibitor	5.76, 1.57	68.69	1.20, 0.28	75.12	93.16	91.97	3.77	39.15	64.04	56.09	29.03	19.35	91.64	61.37	-11.86	74.34	76.22	51.80	76.86	92.60	73.34	4.83	75.33
BRD-A92177080	CP	betamethasone	corticosteroid agonist, glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	7.85, 2.09	68.62	1.30, 0.82	99.93	68.78	61.60	97.31	68.46	66.07	34.69	17.88	92.77	20.09	9.25	6.59	48.61	34.45	88.05	92.13	73.01	69.22	85.39	95.92
BRD-K28346421	CP	rifapentine	DNA directed RNA polymerase inhibitor, DNA directed DNA polymerase inhibitor	CYP2C8, CYP3A4		8.90, 4.71	68.47	1.13, 0.32	4.61	39.80	39.23	84.26	89.16	87.16	76.50	92.18	94.27	41.33	18.17	87.10	95.91	60.43	37.41	40.95	98.45	91.97	39.20	13.49
BRD-A64297288	CP	amlodipine	breast cancer resistance protein inhibitor, calcium channel blocker, calcium channel inhibitor, L-type calcium channel blocker	CACNA1C, CACNA1D, CACNA2D1, ABCG2, CA1, CACNA1B, CACNA1S, CACNA2D3, CACNB1, CACNB2, SMPD1	Calcium channel blocker	9.43, 5.66	68.33	1.36, 0.33	11.29	64.20	23.25	12.27	16.26	98.06	83.14	27.85	72.46	74.92	57.72	47.97	83.86	94.50	30.60	48.37	83.70	98.59	96.88	91.99
BRD-K29950728	CP	clomifene	estrogen receptor antagonist, estrogen receptor modulator, selective estrogen receptor modulator (SERM), testosterone receptor agonist	ESR1, AR	Estrogen receptor antagonist	10.99, 6.81	68.27	0.81, 0.19	81.99	43.66	84.98	2.01	19.70	92.06	30.60	32.38	59.69	93.10	89.35	94.85	12.97	99.99	54.00	6.86	91.47	76.85	99.89	38.11
