#1.3
2429	20	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-A92630576-summary	BRD-K32107296-summary	BRD-K89732114-summary	BRD-K77695569-summary	BRD-K29653726-summary	BRD-K63675182-summary	BRD-K92049597-summary	BRD-K06335600-summary	BRD-K32164935-summary	BRD-K73999723-summary	BRD-K85119730-summary	BRD-A19195498-summary	BRD-K00603606-summary	BRD-K68132782-summary	BRD-K97309399-summary	BRD-A62025033-summary	BRD-K59574735-summary	BRD-K81916719-summary	BRD-K53414658-summary	BRD-K31283835-summary
BRD-K45158365	CP	valsartan	angiotensin receptor antagonist	AGTR1		8.56, 4.81	81.26	0.73, 0.22	75.01	97.67	-2.33	91.19	79.07	3.84	94.33	86.78	58.61	45.95	88.31	15.39	86.96	94.63	36.78	50.23	91.80	96.98	83.45	62.10
BRD-K44353683	CP	nateglinide	insulin secretagogue, ATP-sensitive potassium channel antagonist, meglitinide, sulphonylurea receptor activator	ABCC8, KCNJ11, CYP3A4, INS, KCNJ10, PPARG		8.75, 5.63	81.22	1.57, 0.31	99.80	98.12	-34.84	85.60	76.83	35.98	99.58	49.42	64.10	47.26	93.40	39.26	96.51	98.73	21.55	91.32	59.69	89.58	69.47	92.44
BRD-K02227374	CP	milnacipran	serotonin reuptake inhibitor, adrenergic transmitter uptake inhibitor, norepinephrine reputake inhibitor, norepinephrine reuptake inhibitor, serotonin uptake inhibitor	SLC6A2, SLC6A4, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B		6.88, 4.38	81.13	1.49, 0.43	71.22	57.84	15.83	90.71	95.16	51.17	84.61	92.13	44.78	32.55	45.57	6.93	86.47	96.23	33.05	85.61	82.87	88.21	87.65	79.38
BRD-K29178788	CP	dictamnine	furoquinoline alkaloid that causes smooth muscle contraction			5.15, 1.03	81.00	1.32, 0.44	91.75	70.78	89.51	96.79	39.85	29.17	9.67	94.47	97.32	72.49	23.71	-2.05	90.19	93.10	8.02	46.51	94.14	-33.32	95.31	98.73
BRD-K11163873	CP	phenanthridone	PARP inhibitor	PARP1	PARP inhibitor	7.49, 4.28	80.80	1.27, 0.39	19.49	98.59	3.00	85.69	84.76	34.91	80.28	76.21	87.65	84.99	81.32	48.70	91.49	59.51	76.95	86.51	35.61	89.97	79.78	94.54
BRD-K37206356	CP	rhamnetin	aldose reductase inhibitor, JNK inhibitor, lipoxygenase inhibitor, nitric oxide production inhibitor, p38 MAPK inhibitor	ALOX5, MAPK8		10.16, 5.88	80.80	0.80, 0.28	91.19	48.56	1.80	94.45	81.98	50.32	79.61	75.43	24.04	99.86	97.11	14.61	99.93	27.74	88.46	94.55	16.98	64.60	91.50	95.02
BRD-K72676686	CP	fluvoxamine	selective serotonin reuptake inhibitor (SSRI), serotonin reuptake inhibitor, serotonin uptake inhibitor	SLC6A4, CYP2C19		8.56, 4.28	80.79	0.50, 0.10	75.97	-23.19	85.15	71.54	99.40	83.48	3.29	56.45	80.79	74.22	23.68	94.82	80.79	87.53	82.63	46.70	99.40	35.07	91.52	90.84
BRD-K69650333	CP	idarubicin	topoisomerase inhibitor, radical formation stimulant, RNA synthesis inhibitor	TOP2A	Topoisomerase inhibitor	6.25, 3.13	80.59	2.64, 0.69	91.04	-18.27	81.29	89.70	79.23	6.44	84.34	79.89	16.85	97.24	15.63	0.07	96.23	0.28	0.00	93.96	78.33	94.41	93.27	98.73
BRD-K09416995	CP	lovastatin	HMGCR inhibitor	HMGCR, CYP3A5, HDAC2, ITGAL, NR1I2	HMGCR inhibitor	10.16, 4.81	80.50	0.77, 0.16	40.67	51.35	89.68	69.09	86.63	96.70	64.71	58.90	70.62	76.30	84.70	97.08	46.19	9.67	88.38	93.90	86.29	74.38	93.76	98.52
BRD-K30563334	CP	rifabutin	DNA directed DNA polymerase inhibitor, DNA directed RNA polymerase inhibitor, protein synthesis inhibitor	CYP3A4, HSP90AA1, HSP90B1		11.25, 7.50	80.34	1.76, 0.69	97.67	53.80	66.71	61.49	92.78	79.01	97.54	95.59	12.79	60.91	70.16	81.67	46.00	97.69	70.26	67.72	93.08	99.89	84.07	94.16
BRD-A64297288	CP	amlodipine	breast cancer resistance protein inhibitor, calcium channel blocker, calcium channel inhibitor, L-type calcium channel blocker	CACNA1C, CACNA1D, CACNA2D1, ABCG2, CA1, CACNA1B, CACNA1S, CACNA2D3, CACNB1, CACNB2, SMPD1	Calcium channel blocker	7.50, 2.50	80.24	1.36, 0.33	74.73	97.04	95.07	35.39	34.24	87.49	42.95	13.94	23.51	85.44	54.06	97.51	75.18	58.13	60.73	93.76	85.30	93.69	92.46	88.80
BRD-K02950022	CP	BMS-299897	gamma secretase inhibitor, antiamyloidogenic agent		Gamma secretase inhibitor	2.14, 1.07	80.15	1.18, 0.15	55.67	96.01	81.77	57.14	91.86	7.70	84.66	63.58	89.22	78.69	88.58	2.58	44.78	89.33	41.31	89.48	81.60	34.94	91.30	61.83
BRD-K53737926	CP	amitriptyline	norepinephrine inhibitor, serotonin receptor inhibitor, sigma receptor inhibitor	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HRH1, HTR6, SLC6A2, SLC6A4, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRB1, ADRB2, ADRB3, HRH2, HRH4, HTR1A, HTR1B, HTR1D, HTR2A, HTR2C, HTR7, KCNA1, KCND2, KCND3, KCNQ2, KCNQ3, NTRK1, NTRK2, OPRD1, OPRK1, OPRM1, SIGMAR1	Serotonin receptor antagonist	9.63, 3.74	80.15	1.08, 0.27	48.06	25.04	96.64	92.86	89.56	97.96	71.03	24.20	79.87	32.80	80.42	96.19	94.29	73.67	83.12	56.58	81.49	43.07	87.00	74.02
BRD-K89125793	CP	tinidazole	anti-protozoal			3.21, 0.53	79.95	0.77, 0.15	64.67	93.07	79.13	88.84	85.76	61.54	86.92	95.09	80.77	32.59	11.58	14.59	70.59	54.98	78.69	86.09	93.37	97.96	71.94	85.03
BRD-K19136521	CP	indirubin	CDK inhibitor, glycogen synthase kinase inhibitor, cyclin-dependent kinase inhibitor, PKC inhibitor	CDK1, CDK5, CCNE1, CDK2, CDK4, CDK5R1, CDK9, GSK3A, GSK3B, LCK, LRRK1, LRRK2	CDK inhibitor, Glycogen synthase kinase inhibitor	8.02, 3.74	79.89	1.20, 0.28	40.11	50.60	1.73	86.48	76.31	82.46	80.03	91.63	76.95	99.61	97.11	15.34	98.06	85.16	72.85	76.54	82.50	79.75	93.73	57.24
BRD-K04710043	CP	hexamethylenebisacetamide	differentiation inducer, NFKB inhibitor, AKT inhibitor			5.63, 4.38	79.85	2.07, 0.75	99.51	87.21	36.10	48.80	97.53	21.45	80.01	71.94	38.29	47.09	37.25	56.02	83.36	98.94	14.84	79.68	89.47	90.97	90.22	82.48
BRD-A70649075	CP	sulconazole	sterol demethylase inhibitor, cell wall synthesis inhibitor			10.70, 5.35	79.79	0.64, 0.11	10.65	-75.62	95.88	12.16	78.32	88.71	91.37	81.27	19.08	98.59	59.00	71.62	99.33	91.72	87.85	96.07	47.14	72.94	96.86	55.17
BRD-K18779551	CP	bifemelane	acetylcholine release stimulant, adrenergic transmitter uptake inhibitor, reducing agent	SLC6A2		9.09, 4.81	79.46	0.88, 0.18	59.12	9.59	87.92	72.85	4.89	88.70	88.95	46.57	90.70	65.22	73.89	76.84	87.02	67.62	85.78	63.63	96.07	92.16	83.92	82.08
BRD-K20482099	CP	rutin	aldose reductase inhibitor, antioxidant, capillary stabilizing agent, nitric oxide scavenger, prolyl 4-hydroxylase inhibitor	AKR1C3, AKR1B1, F10		4.28, 3.21	79.39	0.81, 0.10	62.11	90.66	28.44	90.63	78.84	47.94	79.95	85.59	83.43	99.30	59.01	2.53	99.47	59.19	44.43	83.84	63.21	54.51	80.04	91.39
BRD-A63043573	CP	cabergoline	dopamine receptor agonist, prolactin inhibitor, prolactin secretion inhibitor	DRD2, ADRA1A, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, ADRA1B, ADRA1D, ADRB1, ADRB2, HTR7, PRL		7.49, 4.81	79.28	1.43, 0.36	29.28	88.57	75.88	78.50	92.83	90.48	34.84	80.97	8.23	99.44	88.45	49.54	51.82	9.86	89.17	49.17	98.98	83.14	80.05	72.62
BRD-K18909381	CP	CGS-12066B	serotonin receptor agonist	HTR1B, HTR1A, HTR1D, HTR2A, HTR2B, HTR2C		8.56, 5.88	79.17	0.84, 0.18	88.40	26.70	96.74	36.35	90.55	87.76	33.47	69.51	54.13	97.99	28.69	94.10	74.27	48.50	84.50	65.82	93.29	72.64	84.07	99.40
BRD-K69195780	CP	NAN-190	serotonin receptor agonist	HTR1A, ADRA1A, ADRA1B, ADRA1D, HTR1F		10.16, 3.74	78.73	1.16, 0.38	63.96	88.52	67.84	94.72	97.11	70.81	99.64	83.92	-1.73	98.06	92.15	27.96	94.58	2.49	68.72	18.92	96.33	73.54	85.45	64.54
BRD-K51313569	CP	palbociclib	CDK inhibitor	CDK4, CDK6, CCND3	CDK inhibitor	5.35, 3.21	78.70	2.00, 0.52	79.56	25.77	89.03	75.94	60.57	7.09	38.24	79.46	39.36	84.78	77.94	79.70	84.73	94.12	43.29	88.74	14.79	24.82	96.38	99.37
BRD-A63546914	CP	RO-04-5595	ionotropic glutamate receptor antagonist			8.56, 3.74	78.68	0.98, 0.31	81.46	51.69	83.99	98.63	18.06	81.56	94.88	62.37	5.00	48.19	83.21	26.64	82.08	80.57	72.42	68.13	93.82	76.79	92.17	42.29
BRD-K40902647	CP	vincamine	adrenergic receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4		6.95, 2.67	78.68	0.98, 0.38	55.85	73.53	90.86	95.56	90.26	51.74	88.27	83.40	10.89	76.67	93.03	-2.89	95.12	75.07	64.28	71.19	92.37	76.61	80.69	95.70
BRD-K41713976	CP	E-4031	polarization inhibitor, potassium channel antagonist, potassium channel blocker	KCNH2, KCNH1		8.56, 4.81	78.56	0.72, 0.18	52.03	91.46	1.59	82.94	93.88	26.31	78.93	79.96	92.01	75.23	78.18	2.04	98.84	36.78	68.58	21.90	94.99	79.71	66.50	97.82
BRD-A78942461	CP	ICI-118551	adrenergic receptor antagonist			3.95, 2.82	78.53	1.08, 0.27	86.69	27.52	52.82	86.28	97.74	55.34	93.18	91.41	95.09	79.87	77.19	64.96	84.78	59.23	34.78	91.52	50.29	62.65	85.57	70.35
BRD-A10977446	CP	carvedilol	adrenergic receptor antagonist, reducing agent, ryanodine receptor channel modulator	ADRB1, ADRB2, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB3, CYP2C19, CYP2E1, GJA1, HIF1A, KCNH2, NDUFC2, NPPB, RYR2, SELE, VCAM1, VEGFA		13.90, 8.02	78.51	0.88, 0.16	50.39	96.65	96.93	61.72	80.94	94.92	60.57	88.72	16.20	64.40	76.21	95.93	82.70	66.32	90.03	80.81	27.58	6.52	93.31	66.00
BRD-K71534238	CP	GW-9508	Free Fatty Acid Receptor 1 (FFAR1;  GPR40) Agonists, G protein coupled receptor agonist, G-protein coupled receptor agonist	FFAR4, FFAR1		5.35, 1.60	78.35	0.51, 0.08	38.08	87.43	77.63	79.99	32.68	27.18	46.54	59.35	87.75	88.24	79.32	2.26	58.76	89.82	29.49	80.80	70.73	89.98	84.53	79.07
BRD-K21806131	CP	tegaserod	serotonin receptor partial agonist, serotonin receptor agonist	HTR4, HTR2B, HTR2A, HTR2C		7.14, 3.57	78.30	1.69, 0.63	74.81	-27.15	95.45	63.57	96.32	99.82	81.79	31.84	10.06	89.66	42.62	62.56	22.68	35.16	96.93	85.63	93.84	97.92	94.28	3.98
BRD-K28307902	CP	flutamide	androgen receptor antagonist	AR, AHR, CYP2C19		8.56, 3.21	78.15	0.97, 0.23	81.39	83.20	47.32	16.73	84.92	26.46	78.65	77.64	99.75	95.30	32.49	8.22	67.31	88.82	1.20	81.91	24.98	88.68	90.60	73.99
BRD-K61192372	CP	capecitabine	dihydropyrimidine dehydrogenase inhibitor, DNA synthesis inhibitor, pyrimidine antagonist, RNA synthesis inhibitor, thymidylate synthase inhibitor	TYMS, DPYD	Thymidylate synthase inhibitor	5.35, 1.07	78.13	1.72, 0.45	97.00	99.82	-87.45	85.38	85.85	-0.39	60.06	95.11	81.55	94.11	19.92	65.70	28.89	81.81	7.97	47.96	20.59	75.74	80.52	89.79
BRD-A68888262	CP	azelastine	histamine receptor antagonist, histamine release inhibitor, immunosuppressant	HRH1, CYP2C19		10.63, 5.00	77.83	1.81, 0.68	94.75	11.59	72.92	52.96	90.62	96.23	68.26	82.75	36.65	38.86	7.84	71.56	97.44	94.18	64.40	46.53	97.42	97.34	91.86	91.13
BRD-K15409150	CP	penfluridol	dopamine receptor antagonist, T-type calcium channel blocker	CACNA1G, DRD1, DRD2	T-type calcium channel blocker	7.49, 3.21	77.82	1.57, 0.35	25.68	-86.62	97.78	37.63	35.00	97.82	96.91	60.65	13.29	41.92	6.94	73.85	82.10	85.34	96.97	82.43	85.81	81.79	94.64	5.60
BRD-K92015269	CP	GBR-12783	dopamine uptake inhibitor			6.42, 3.21	77.79	0.94, 0.19	80.51	95.20	5.69	99.75	9.46	87.85	60.54	81.27	88.06	75.11	72.49	94.82	61.26	46.92	74.57	46.47	84.19	80.47	86.72	68.00
BRD-K95202259	CP	ML-3163	p38 MAPK inhibitor	CYP2D6, CYP3A4, MAPK11, MAPK12, MAPK14	P38 MAPK inhibitor	3.21, 1.60	77.75	0.93, 0.22	64.82	97.00	48.37	86.47	78.45	61.46	99.05	82.00	92.82	86.22	79.13	74.06	43.03	77.05	21.66	93.40	39.62	55.97	85.70	68.69
BRD-K17953061	CP	staurosporine	PKC inhibitor, AKT inhibitor, BMX inhibitor, CDK inhibitor, CHK inhibitor, G protein coupled receptor agonist, glycogen synthase kinase inhibitor, leucine rich repeat kinase inhibitor, ribosomal protein inhibitor, sodium/hydrogen exchanger inhibitor	CDK2, GSK3B, CAMK2B, CDK1, CDK5, CHEK1, CHRM1, CHRM2, CHRM4, CSK, DAPK1, GPR35, IKBKB, ITK, LCK, LRRK2, MAP2K4, MAP2K6, MAPKAPK2, PAK2, PDPK1, PHKG2, PIK3CG, PIM1, PKN1, PRKACB, PRKCI, PRKCQ, RPS6KA1, STK3, SYK, TNIK, ZAP70		5.99, 1.20	77.69	4.04, 1.01	38.36	-95.71	83.45	89.27	73.54	57.33	70.04	94.82	15.77	95.92	18.44	5.92	90.72	26.11	81.83	93.73	97.74	62.50	96.09	95.28
BRD-K51066026	CP	aminoindazole	ionophore			4.28, 1.60	77.64	0.99, 0.36	52.61	8.32	91.56	85.68	94.01	4.07	76.90	89.32	22.60	86.50	34.69	33.89	85.52	96.23	6.03	83.79	78.37	89.40	46.66	56.46
BRD-K01292756	CP	pimozide	dopamine receptor antagonist, dopamine receptor, opioid receptor antagonist, serotonin receptor antagonist	DRD2, DRD3, CACNA1I, CALM1, HRH1, HTR1A, HTR2A, KCNA10, KCNH2	Dopamine receptor antagonist	13.37, 10.70	77.60	1.60, 0.57	59.22	38.13	99.51	17.87	79.00	99.19	58.61	76.21	50.92	81.70	24.32	97.92	49.89	31.03	96.44	90.78	84.58	79.77	98.52	46.80
BRD-K75958195	CP	pizotifen	serotonin receptor antagonist	HTR2A, HTR1A, HTR2C	Serotonin receptor antagonist	11.76, 6.95	77.45	0.60, 0.09	59.40	40.15	96.03	82.17	71.73	84.71	59.94	16.67	41.88	74.43	56.98	95.28	96.90	87.61	81.90	55.63	55.05	80.74	80.47	89.32
BRD-A44780397	CP	mifepristone	glucocorticoid receptor antagonist, progesterone receptor antagonist, androgen receptor ligand, internal ribosomal entry site inhibitor	PGR, NR3C1, AR, CYP2B6, CYP2C8, CYP3A5, CYP3A7, NR1I2	Progesterone receptor antagonist	5.35, 4.28	77.44	0.90, 0.16	59.18	19.17	1.34	94.35	76.88	78.47	90.09	89.42	63.04	92.50	19.96	-4.64	72.48	78.01	67.17	93.09	99.04	56.63	92.05	92.85
BRD-K55034111	CP	pefloxacin	topoisomerase inhibitor	TOP2A		6.88, 4.38	77.40	1.27, 0.40	97.71	84.56	-6.43	52.98	98.23	26.73	25.61	81.93	72.86	85.60	71.28	25.03	94.15	94.13	22.55	82.52	90.36	98.98	35.46	31.54
BRD-A17448384	CP	beclometasone	glucocorticoid receptor agonist, corticosteroid hormone receptor agonist, immunosuppressant	NR3C1, CYP3A5, GPR97, SERPINA6	Glucocorticoid receptor agonist	6.95, 3.74	77.38	1.57, 0.56	22.81	91.44	80.73	96.67	21.29	9.00	48.03	99.86	99.93	9.98	88.55	83.67	3.59	98.45	76.50	41.72	19.59	89.36	78.27	62.11
BRD-K15567136	CP	papaverine	phosphodiesterase inhibitor	PDE10A, PDE4B, PDE5A		6.95, 4.81	77.33	0.84, 0.20	82.49	-87.53	82.68	72.54	91.28	78.92	97.71	92.61	60.10	99.82	47.05	45.85	95.51	74.56	46.57	85.92	22.60	72.98	88.65	75.75
BRD-A16694057	CP	bisphenol-a	synthetic compound with hormone-like properties	AR, ESR2, ESRRG, PPARG		7.49, 4.81	77.28	0.36, 0.09	78.94	99.68	9.21	97.22	74.68	20.32	77.62	85.35	94.91	99.37	75.65	49.11	60.10	87.64	64.74	96.48	98.77	74.35	32.42	76.93
BRD-K92870997	CP	pterostilbene	cyclooxygenase inhibitor, FAAH inhibitor, MAP kinase inhibitor, PPAR receptor agonist	FAAH, PPARA, PTGS1, PTGS2		7.50, 5.00	77.27	1.94, 0.63	93.50	60.81	40.81	96.97	88.15	58.97	91.29	61.54	39.30	60.41	27.64	5.07	98.84	97.59	39.45	66.39	95.77	97.73	89.60	94.63
BRD-K63068307	CP	ZSTK-474	PI3K inhibitor	PIK3CG, PIK3CA, PIK3CB, PIK3CD	PI3K inhibitor	5.88, 2.67	77.27	1.91, 0.60	43.84	72.03	93.64	31.55	73.84	84.77	73.24	59.77	92.87	80.88	71.99	80.70	90.79	51.10	70.96	98.59	40.82	81.20	93.31	82.20
BRD-K46435977	CP	valaciclovir	DNA directed DNA polymerase inhibitor, DNA polymerase inhibitor		DNA polymerase inhibitor	9.38, 5.00	77.11	1.90, 0.66	91.01	83.07	63.12	42.17	90.79	20.82	35.19	99.58	19.44	96.14	71.15	67.50	99.47	92.95	62.20	53.94	99.72	97.25	85.84	40.32
BRD-K49111258	CP	prazosin	adrenergic receptor antagonist, adrenergic receptor blocker, CDK inhibitor	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CDK1, KCNH2, KCNH6, KCNH7		12.30, 6.42	77.09	0.56, 0.13	47.10	97.23	17.71	92.95	77.77	68.58	95.16	92.60	55.83	45.57	99.79	60.01	94.71	93.78	59.13	27.20	75.28	78.31	83.76	76.41
BRD-K50135270	CP	GBR-12935	dopamine uptake inhibitor	AGTR1, SLC6A3		6.95, 2.67	77.03	1.25, 0.36	70.14	51.49	73.83	82.26	81.64	86.03	65.81	80.23	66.98	99.40	88.41	85.10	97.38	34.23	70.68	65.47	67.60	83.25	59.41	95.80
BRD-K89274813	CP	DMP-543	acetylcholine release enhancer			6.95, 3.74	77.00	0.77, 0.24	82.46	65.83	92.66	27.30	40.23	94.57	99.08	98.97	61.66	13.59	86.31	86.46	82.13	-37.97	83.72	69.48	99.44	71.88	51.08	18.34
BRD-K49481516	CP	galantamine	acetylcholinesterase inhibitor, acetylcholine receptor agonist, butyrylcholinesterase inhibitors	ACHE, BCHE, CHRNA1, CHRNA10, CHRNA2, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNA9, CHRNB1, CHRNB2, CHRNB3, CHRNB4, CHRND, CHRNE, CHRNG		7.50, 3.13	76.99	1.66, 0.57	94.33	66.93	31.95	89.28	91.73	20.31	42.36	88.83	4.39	78.53	25.31	42.35	98.04	75.44	18.54	64.80	83.56	95.98	80.84	80.85
BRD-K15715913	CP	fluperlapine	dopamine receptor antagonist, serotonin receptor antagonist	DRD2, HTR2A, HTR6, HTR7		10.16, 5.35	76.86	0.52, 0.17	87.84	87.36	37.74	83.79	95.59	72.23	84.65	59.73	14.09	82.36	64.04	40.56	97.74	59.13	27.51	76.28	77.44	57.99	82.08	95.94
BRD-A65449987	CP	flunisolide	cytochrome P450 inhibitor, corticosteroid agonist, corticosteroid hormone receptor agonist, glucocorticoid receptor agonist, immunosuppressant	NR3C1	Glucocorticoid receptor agonist	6.95, 3.21	76.85	1.23, 0.76	27.84	95.35	1.69	91.47	38.05	7.87	76.24	65.04	99.89	9.54	77.47	-11.48	80.37	97.04	36.57	47.48	88.34	93.89	89.02	82.48
BRD-K26429091	CP	J-104129	acetylcholine receptor antagonist	CHRM3		10.16, 5.35	76.80	1.17, 0.33	28.31	75.03	92.93	65.98	99.08	70.99	98.66	87.11	22.91	24.93	55.94	39.48	91.94	43.82	78.57	4.84	99.91	80.71	92.11	91.68
BRD-K93201660	CP	ML-7	myosin light chain kinase inhibitor	MYLK		6.42, 3.21	76.72	0.94, 0.22	5.97	60.31	86.67	82.62	79.43	91.80	97.99	68.22	40.25	77.35	74.72	83.22	41.25	30.02	76.10	75.66	92.82	36.39	95.03	88.40
BRD-K09963420	CP	saquinavir	HIV protease inhibitor, peptidase inhibitor	CYP3A4, CYP3A5		9.09, 4.28	76.64	1.15, 0.35	60.75	32.17	82.53	78.77	64.65	78.92	68.00	74.52	18.23	63.07	88.40	44.37	97.50	96.81	45.35	90.19	99.75	71.77	81.91	95.19
BRD-A39052811	CP	mosapride	serotonin receptor agonist, serotonin receptor antagonist	HTR4, HTR3A		4.28, 3.21	76.53	2.30, 0.74	79.65	79.85	50.48	85.66	90.81	42.45	48.82	91.47	94.26	83.71	37.12	7.36	43.87	9.04	12.52	71.20	85.26	94.93	73.42	91.86
BRD-K66874953	CP	pifithrin-alpha	TP53 inhibitor	TP53		5.35, 2.67	76.48	0.52, 0.11	58.25	89.20	68.76	57.34	79.89	60.97	81.57	40.41	28.63	73.07	70.01	32.87	80.78	96.13	38.81	80.46	97.48	85.52	89.92	91.38
BRD-A64092382	CP	mexiletine	sodium channel blocker, potassium channel blocker	SCN5A, AHR, CYP2B6, CYP2E1, KCNK2, KCNK3, SCN4A	Sodium channel blocker	9.63, 3.21	76.44	0.61, 0.13	78.67	93.03	-1.44	96.96	58.09	25.87	98.52	91.10	95.63	62.72	92.47	36.34	52.73	94.64	23.21	17.80	86.19	18.20	74.22	95.14
BRD-K34533029	CP	tyrphostin-AG-494	epidermal growth factor receptor (EGFR) inhibitor, tyrosine kinase inhibitor	EGFR		9.09, 3.74	76.44	0.81, 0.25	65.59	58.82	76.54	60.34	76.34	96.24	99.82	83.29	41.77	82.35	47.93	17.33	88.47	25.72	88.00	80.93	96.76	56.78	91.96	16.99
BRD-A41941932	CP	vitexin	antioxidant			9.63, 4.81	76.44	1.34, 0.58	11.30	92.24	64.85	57.77	69.87	36.47	91.56	59.12	12.03	86.74	99.47	2.34	99.47	96.68	28.58	76.44	83.33	80.14	76.43	90.46
BRD-A70083328	CP	secnidazole	acetylcholinesterase inhibitor, microtubule inhibitor			11.25, 6.88	76.40	1.44, 0.48	97.73	87.01	2.16	39.63	99.72	3.28	99.65	95.84	80.47	87.38	72.32	53.63	32.32	33.45	26.17	45.33	83.90	95.24	38.32	91.64
BRD-K52989797	CP	clomipramine	serotonin transporter (SERT) inhibitor, dopamine transporter (DAT) inhibitor, norepinephrine transporter (NET) inhibitor	SLC6A4, SLC6A2, CYP2C19, GSTP1, HTR2A, HTR2B, HTR2C, SLC6A3	Tricyclic antidepressant	12.83, 9.09	76.23	0.86, 0.22	54.76	-18.53	93.07	86.91	72.68	97.53	40.16	80.15	94.67	59.83	12.97	97.92	71.62	50.37	93.52	79.78	94.94	51.84	92.11	69.75
BRD-K52850071	CP	JAK3-Inhibitor-II	JAK inhibitor, ALK tyrosine kinase receptor inhibitor, EGFR inhibitor	EGFR, ALK, JAK1, JAK2, JAK3	JAK inhibitor	7.49, 3.21	76.18	1.22, 0.42	20.89	65.57	94.68	77.60	74.76	93.80	96.85	93.87	54.21	94.06	96.00	47.83	57.06	13.75	49.30	97.62	67.65	71.48	95.43	87.33
BRD-K65639003	CP	icariin	neuromedin receptor agonist, sorbitol dehydrogenase inhibitor	NMUR2, PDE5A, SORD		7.49, 3.74	76.15	0.50, 0.07	80.00	89.06	20.93	75.99	89.30	10.61	85.25	91.40	79.16	8.67	22.25	28.34	40.97	80.56	53.76	38.11	98.48	76.31	57.79	99.72
BRD-K05737787	CP	isoeugenol	nitric oxide production inhibitor			5.15, 2.06	76.14	1.83, 0.56	91.20	60.87	97.07	41.03	47.38	90.15	95.99	71.98	80.30	94.24	99.44	31.28	96.54	10.99	19.39	86.12	91.36	46.13	68.44	33.77
BRD-K90976994	CP	dehydrocholic-acid	gastrointestinal agent that stimulates bile production or the flow of bile into the duodenum			4.28, 1.60	76.14	1.48, 0.41	89.32	35.96	91.02	73.31	26.63	33.37	36.93	92.51	54.14	97.13	85.63	20.71	84.49	21.18	79.41	60.43	89.95	93.28	43.16	78.97
BRD-A11135865	CP	nor-binaltorphimine	opioid receptor antagonist			3.95, 1.13	76.10	0.80, 0.19	82.57	99.75	61.52	71.02	90.19	20.77	77.35	74.86	84.89	94.03	10.29	6.53	89.53	88.93	19.79	80.45	29.86	65.91	95.88	46.90
BRD-K82036761	CP	sertraline	serotonin receptor antagonist, serotonin reuptake inhibitor, serotonin uptake inhibitor	SLC6A4, CYP2C19, SLC6A3	Serotonin receptor antagonist	17.65, 11.23	76.05	1.59, 0.59	64.20	-22.10	100.00	54.11	93.23	99.82	14.25	71.64	75.16	76.93	7.75	99.86	64.20	46.73	98.13	90.49	77.70	84.77	96.34	59.01
BRD-K37289225	CP	clozapine	serotonin receptor antagonist, dopamine receptor antagonist, adrenergic receptor antagonist	DRD2, DRD4, ADRA1A, ADRA1B, CHRM1, DRD1, DRD3, HRH1, HRH4, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2C, HTR6, HTR7, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CALY, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C19, DRD5, HTR1F, HTR2B, HTR3A, HTR5A	Dopamine receptor antagonist, Serotonin receptor antagonist	6.95, 2.14	76.02	0.73, 0.14	33.99	30.75	34.96	91.36	91.32	82.58	51.29	77.55	12.86	43.96	77.28	77.05	74.98	59.09	70.63	85.88	98.03	32.34	77.24	92.03
BRD-K67637637	CP	olopatadine	histamine receptor antagonist, histamine blocker, mediator release inhibitor	HRH1, S100A1, S100A12, S100A13, S100A2, S100B		7.49, 3.21	76.00	1.86, 0.53	77.78	29.23	96.62	73.97	74.22	13.15	5.90	93.77	12.72	95.49	17.24	86.87	84.08	84.63	39.13	79.51	99.72	20.56	51.92	77.80
BRD-K61250553	CP	loperamide	opioid receptor agonist, atrial natriuretic peptide receptor antagonist	OPRM1, OPRD1, CACNA1A, CALM1, CYP2B6, CYP2C8, NPR2, OPRK1, POMC		12.83, 6.42	75.88	1.26, 0.56	72.41	40.28	98.17	57.96	79.35	97.15	49.21	89.33	25.24	61.72	52.45	96.03	86.51	55.07	95.75	93.27	93.52	42.75	96.34	68.12
BRD-K17110974	CP	aristolochic-acid	phospholipase inhibitor			10.70, 7.49	75.86	0.75, 0.11	84.68	89.56	15.30	98.66	42.31	16.56	98.12	95.39	42.46	52.86	66.71	1.02	99.47	67.04	5.07	47.05	97.67	89.31	94.36	98.66
