#1.3
2429	20	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K28936863-summary	BRD-K78659596-summary	BRD-K37516142-summary	BRD-K93618743-summary	BRD-K49404994-summary	BRD-K49671696-summary	BRD-K08547377-summary	BRD-K92723993-summary	BRD-K38436528-summary	BRD-K93460210-summary	BRD-K78692225-summary	BRD-A72711497-summary	BRD-K02992638-summary	BRD-K60038276-summary	BRD-K10961822-summary	BRD-K09471561-summary	BRD-A48570745-summary	BRD-A95869247-summary	BRD-K88789588-summary	BRD-A90799790-summary
BRD-K32311154	CP	nifekalant	potassium channel antagonist, potassium channel blocker			8.75, 5.00	79.16	0.98, 0.32	9.20	24.17	98.34	97.89	93.42	86.19	85.46	87.08	66.53	93.50	0.85	-3.02	99.93	44.12	72.86	96.57	4.24	57.59	61.60	96.12
BRD-K31553034	CP	zibotentan	endothelin receptor antagonist	EDNRA		6.11, 2.22	79.14	1.49, 0.32	26.78	10.22	94.42	92.06	72.24	90.72	78.20	99.05	80.09	76.84	89.44	-1.38	91.87	25.06	63.52	88.55	34.75	96.43	35.12	96.26
BRD-K46435977	CP	valaciclovir	DNA directed DNA polymerase inhibitor, DNA polymerase inhibitor		DNA polymerase inhibitor	15.63, 7.50	79.12	1.90, 0.66	91.76	51.90	97.99	73.66	64.08	85.08	94.26	29.67	67.73	98.87	84.57	1.52	97.04	12.55	97.57	57.74	9.34	99.86	39.91	97.39
BRD-K28346421	CP	rifapentine	DNA directed RNA polymerase inhibitor, DNA directed DNA polymerase inhibitor	CYP2C8, CYP3A4		9.44, 3.89	79.10	1.13, 0.32	91.36	80.35	71.44	87.93	85.49	67.55	20.05	55.38	98.81	97.03	32.61	81.21	93.28	22.32	77.86	65.32	38.54	99.86	54.44	98.84
BRD-K02227374	CP	milnacipran	serotonin reuptake inhibitor, adrenergic transmitter uptake inhibitor, norepinephrine reputake inhibitor, norepinephrine reuptake inhibitor, serotonin uptake inhibitor	SLC6A2, SLC6A4, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B		15.00, 11.25	79.10	1.49, 0.43	0.02	16.32	93.62	99.47	93.00	11.64	74.64	-47.79	96.64	99.86	73.87	1.14	48.59	62.37	98.73	82.16	76.04	99.40	95.79	98.44
BRD-K07303502	CP	arachidonyl-trifluoro-methane	cytosolic phospholipase inhibitor	PLA2G4A		7.78, 4.44	78.43	1.40, 0.15	20.70	99.82	77.09	67.46	96.86	47.26	88.65	53.27	86.33	81.86	83.73	65.58	33.51	79.77	32.06	90.07	87.03	45.84	4.09	84.56
BRD-K88304388	CP	dextrorphan	glutamate receptor antagonist, adrenergic transmitter release inhibitor, opioid receptor agonist, serotonin receptor antagonist	OPRM1, OPRK1, OPRD1, GRIN1, HTR1A, SLC6A2		13.75, 9.38	78.40	1.74, 0.72	12.85	0.56	98.90	97.35	97.04	86.36	54.33	39.15	95.30	99.93	58.08	0.95	70.45	50.42	99.72	98.87	7.76	98.01	65.49	94.85
BRD-K93460210	CP	lamotrigine	glutamate release inhibitor, serotonin receptor inhibitor, Sodium Channel  Blockers, sodium channel blocker, voltage-gated sodium channel blocker	SCN1A, SCN2A, SCN3A		12.78, 7.22	78.03	0.76, 0.11	96.30	24.18	78.45	82.68	96.90	89.27	37.57	31.18	88.45	99.99	76.37	1.35	66.52	5.53	92.10	24.37	77.61	55.88	99.61	80.89
BRD-K30480208	CP	torasemide	cytochrome P450 antagonist, diuretic, electrolyte reabsorption inhibitor, thromboxane receptor antagonist	SLC12A1, CYP2C8, SLC12A2		11.76, 5.29	77.94	0.84, 0.23	26.61	3.42	93.00	96.94	96.62	75.33	23.34	83.51	91.31	94.90	24.96	-2.15	70.67	61.64	80.55	96.02	9.19	98.94	82.81	69.26
BRD-A04706586	CP	bucladesine	adenosine receptor agonist, cAMP stimulant, vasodilator	PRKACA		6.11, 2.78	77.90	0.68, 0.18	54.97	15.60	82.36	77.49	88.71	70.31	45.27	84.10	89.32	81.14	78.30	-53.73	71.77	94.51	83.16	67.60	11.49	96.78	61.70	88.85
BRD-A30437061	CP	camptothecin	topoisomerase inhibitor, beta amyloid synthesis inhibitor, hypoxia inducible factor inhibitor	TOP1, HIF1A	Topoisomerase inhibitor	5.56, 2.78	77.76	2.19, 0.69	74.83	84.99	72.47	71.53	87.49	62.07	99.26	2.68	66.53	93.43	95.73	80.70	51.59	81.49	90.87	48.23	82.43	41.42	69.38	85.51
BRD-K82357231	CP	desloratadine	histamine receptor antagonist	HRH1		13.13, 5.63	77.69	0.78, 0.17	37.21	72.47	95.98	14.44	99.41	88.98	85.28	99.93	97.69	40.89	96.05	87.78	94.49	65.39	80.85	63.27	66.62	69.73	17.95	74.53
BRD-A00520476	CP	otenzepad	acetylcholine receptor antagonist			11.25, 7.50	77.65	1.58, 0.58	77.20	5.33	89.40	99.89	99.93	61.22	95.63	72.20	10.90	99.17	87.52	0.87	96.89	46.85	99.79	49.91	68.81	78.11	64.09	97.18
BRD-K13642330	CP	cosmosiin	cytochrome P450 inhibitor			6.67, 5.56	77.63	1.77, 0.51	95.85	23.91	-10.56	84.21	82.59	99.89	-6.46	94.65	44.86	68.22	94.16	10.94	98.93	98.17	-47.21	47.90	78.46	76.79	90.33	-9.01
BRD-K44432556	CP	VU-0418946-1	hypoxia inducible factor activator	HIF1A	HIF activator	11.11, 6.67	77.57	1.80, 0.63	1.20	98.27	77.66	77.48	94.51	32.26	96.89	49.09	90.10	50.09	80.02	98.94	9.09	54.68	80.96	64.90	99.22	0.07	9.67	78.23
BRD-K87909389	CP	alvocidib	CDK inhibitor, apoptosis stimulant, BCL inhibitor, cell cycle inhibitor, MCL1 inhibitor, survivin inhibitor, XIAP inhibitor	CDK2, CDK4, CDK1, CDK6, CDK7, CDK9, CDK5, CDK8, EGFR, PYGM, BCL2, BIRC5, CCNT1, MCL1, XIAP		3.89, 1.67	77.35	2.16, 0.70	87.68	0.00	15.06	92.49	89.62	72.78	39.32	95.20	81.93	92.28	91.45	1.52	58.31	87.71	92.34	84.17	0.92	23.92	72.28	46.48
BRD-K49049886	CP	CGS-15943	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3		8.82, 5.88	77.26	1.56, 0.28	8.00	86.03	75.74	29.35	99.75	47.27	46.53	99.72	95.36	90.51	67.33	77.06	50.98	36.34	77.47	87.85	89.77	85.89	57.36	84.66
BRD-M72442222	CP	vicriviroc	CC chemokine receptor antagonist, CC chemokine receptor 5 (CCR5) antagonist	CCR5		8.33, 6.11	76.87	0.97, 0.15	74.33	79.41	99.15	82.01	99.54	17.71	46.56	70.70	52.11	99.68	99.82	50.33	47.75	77.38	96.55	76.36	62.53	93.91	20.79	99.75
BRD-K15025317	CP	BAY-11-7821	NFkB pathway inhibitor	RELA	NFkB pathway inhibitor	6.67, 5.00	76.83	1.55, 0.50	29.52	98.17	63.13	80.16	87.89	76.71	93.22	32.77	98.53	72.67	30.22	63.01	98.10	88.96	36.59	76.94	70.30	94.77	3.03	92.63
BRD-K18618618	CP	cimetidine	histamine receptor antagonist, histamine receptor inhibitor	HRH2, SLC29A4, SLC47A1, SLC47A2		7.22, 5.56	76.72	0.72, 0.26	36.03	0.74	92.13	91.83	99.61	98.56	92.78	29.63	5.62	57.70	23.48	0.00	75.44	92.39	84.50	94.75	19.56	77.99	39.05	94.01
BRD-K47936004	CP	piribedil	dopamine receptor agonist, adrenergic receptor antagonist	DRD2, DRD3, ADRA1A, ADRA2A, ADRA2C, DRD4, HTR1A, HTR2B		5.29, 2.35	76.71	0.93, 0.11	85.98	37.71	90.31	84.37	84.52	69.05	48.09	84.42	47.03	46.00	86.19	1.87	49.77	52.37	60.00	91.21	24.36	89.45	98.62	90.88
BRD-K83302049	CP	protopine	acetylcholinesterase inhibitor, norepinephrine transporter inhibitor, serotonin transporter (SERT) inhibitor	ACHE, SLC6A2, SLC6A4		5.29, 3.53	76.56	0.68, 0.18	60.98	-29.45	72.49	88.10	97.59	91.79	19.40	72.26	98.52	85.20	36.18	1.09	92.38	40.18	80.63	91.12	32.03	87.98	-6.55	93.14
BRD-K60060639	CP	methyllidocaine	antiarrhythmic, phosphatidyl-inositol activator			6.11, 1.67	76.52	0.88, 0.19	30.88	7.75	81.82	89.78	99.54	93.34	84.14	34.97	95.23	72.66	94.40	-0.89	48.96	80.37	49.07	41.07	48.90	83.23	-10.93	80.69
BRD-K85871428	CP	SC-68376	p38 MAPK inhibitor	MAPK14		5.56, 3.33	76.51	0.84, 0.26	36.68	-2.89	49.24	87.79	92.99	80.18	4.19	98.24	24.71	92.67	94.75	10.64	72.85	45.14	87.93	82.60	-2.36	84.27	92.93	24.69
BRD-A37776212	CP	ICI-204448	opioid receptor agonist	OPRK1		7.65, 4.71	76.31	0.93, 0.23	25.24	6.47	89.98	88.49	80.74	93.98	13.72	96.66	81.03	83.21	33.72	3.24	71.89	34.04	51.27	47.84	22.18	92.95	95.00	99.82
BRD-K39983086	CP	loteprednol	corticosteroid agonist, phospholipase inhibitor	NR3C1	Glucocorticoid receptor agonist	9.38, 4.38	76.26	1.67, 0.61	0.01	84.22	86.09	95.01	76.84	67.24	83.59	94.39	63.56	93.64	-5.92	66.64	43.04	77.99	96.55	38.77	53.18	75.68	3.95	85.94
BRD-A11990600	CP	lorazepam	chloride channel agonist, GABA benzodiazepine site receptor agonist, GABA receptor agonist, potassium channel agonist	GABRA1, GABRA2, GABRA3, GABRA5, GABRA4, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, TSPO	Benzodiazepine receptor agonist	10.63, 5.63	76.24	1.08, 0.33	19.26	28.81	92.45	72.44	97.36	48.51	78.04	99.93	8.36	24.63	96.25	3.11	88.36	80.75	74.44	88.29	68.07	91.81	88.88	66.08
BRD-K02950022	CP	BMS-299897	gamma secretase inhibitor, antiamyloidogenic agent		Gamma secretase inhibitor	6.11, 2.22	76.24	1.18, 0.15	90.64	21.08	70.79	85.91	84.82	97.09	21.80	83.55	96.37	60.88	37.86	-7.13	95.62	81.69	49.88	92.46	18.90	95.46	35.86	13.86
BRD-A41519720	CP	ezetimibe	cholesterol absorption inhibitor, Niemann-Pick C1-like 1 protein antagonist, liver bile acid transporter inhibitor, Niemann-Pick C1-like 1 protein inhibitior	NPC1L1, ANPEP, SOAT1		10.00, 6.11	76.23	0.97, 0.18	75.71	83.71	62.91	59.78	58.43	89.05	85.63	81.32	99.93	46.59	93.06	88.26	26.96	76.75	87.85	68.38	97.29	15.60	49.32	50.93
BRD-K81729199	CP	AQ-RA741	acetylcholine receptor antagonist			4.44, 1.67	76.05	0.85, 0.20	73.40	16.94	96.08	51.94	58.42	91.50	86.26	92.48	96.07	78.69	95.80	36.54	60.27	27.50	27.24	93.57	14.41	79.83	56.69	96.00
BRD-K92760278	CP	riboflavin	vitamin B2, required for flavoprotein enzyme reactions			3.33, 3.33	75.93	0.76, 0.19	79.13	23.96	68.38	82.48	98.10	69.01	80.03	19.86	86.66	46.20	93.98	2.47	38.83	99.40	84.33	78.38	75.01	75.34	67.56	76.52
BRD-K73991644	CP	isoquercetin	aldose reductase inhibitor, falcipain inhibitor	AKR1B1, ACE		13.75, 8.75	75.76	1.64, 0.66	54.61	79.74	88.01	82.92	99.68	-0.67	59.99	52.15	27.58	99.72	85.71	32.52	79.67	37.94	99.75	32.92	80.57	56.85	71.86	97.13
BRD-K37991163	CP	paroxetine	cyclophilin inhibitor, norepinephrine reputake inhibitor, selective serotonin reuptake inhibitor (SSRI), serotonin reuptake inhibitor, serotonin uptake inhibitor	SLC6A4, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HTR2A, SLC6A2		6.67, 2.22	75.67	1.65, 0.47	29.82	62.04	84.62	75.38	91.30	94.68	25.88	63.37	99.93	72.74	75.97	90.73	37.39	46.57	86.47	90.25	89.46	92.67	42.30	42.04
BRD-K45033733	CP	famciclovir	DNA polymerase inhibitor, DNA directed DNA polymerase inhibitor		DNA polymerase inhibitor	10.56, 7.78	75.67	0.38, 0.10	98.52	29.57	98.34	78.65	86.97	72.02	71.25	92.98	53.57	72.69	54.90	-6.62	88.09	93.96	93.41	67.26	63.66	88.33	65.30	88.16
BRD-K98530306	CP	clonidine	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, ADRA1A, ADRA1B, ADRA1D		7.22, 3.33	75.63	0.95, 0.27	90.63	0.67	82.79	82.67	96.20	78.31	14.50	59.46	77.48	54.73	64.34	-31.26	73.77	98.31	79.35	63.67	49.44	81.89	61.75	92.14
BRD-K45158365	CP	valsartan	angiotensin receptor antagonist	AGTR1		8.89, 5.00	75.62	0.73, 0.22	71.26	39.24	68.98	91.52	99.45	33.54	33.67	39.79	8.69	96.54	84.15	-1.55	22.72	88.57	93.46	81.01	84.82	76.90	74.33	80.95
BRD-U68942961	CP	JW-7-24-1	LCK Inhibitor	LCK		7.78, 1.67	75.40	2.46, 0.67	55.12	96.02	80.31	44.57	91.71	15.42	86.81	98.19	57.87	16.12	88.38	95.77	15.16	11.30	70.48	87.52	93.75	16.59	46.12	87.47
BRD-K82561139	CP	ricinine	casein kinase inhibitor			5.56, 2.22	75.37	0.94, 0.19	92.72	15.37	73.72	70.15	91.44	72.88	77.15	68.60	83.41	90.94	98.10	0.00	37.98	97.89	81.34	93.14	77.01	73.00	24.20	46.30
BRD-K32744045	CP	disulfiram	aldehyde dehydrogenase inhibitor, DNA methyltransferase inhibitor, TRPA1 agonist	ALDH2, ALDH1A2, ALDH5A1, ALDH7A1, CYP2E1, DBH, DNMT1, TRPA1		10.63, 6.25	75.29	1.80, 0.52	17.99	97.29	83.91	68.27	17.23	-6.10	96.82	24.72	82.32	43.90	44.21	89.75	87.90	34.88	95.71	67.07	87.01	35.80	85.55	90.71
BRD-A92585442	CP	RU-28318	cytochrome P450 antagonist	NR3C2		10.00, 5.88	75.24	0.86, 0.19	34.32	40.02	86.84	95.28	40.67	15.46	77.53	60.18	98.73	97.35	37.96	27.42	73.67	76.80	95.67	78.11	64.61	98.06	73.23	99.12
BRD-A81233518	CP	glycopyrrolate	acetylcholine receptor antagonist	CHRM1, CHRM3, CHRM2, CHRM4, CHRM5		8.33, 3.89	75.13	0.88, 0.26	79.21	3.21	98.56	86.09	83.16	55.83	1.80	26.49	44.90	67.13	93.07	1.52	71.05	79.49	93.84	94.09	2.04	85.22	52.54	83.47
BRD-K56429665	CP	calcipotriol	vitamin D receptor agonist	VDR	Vitamin D receptor agonist	8.82, 5.29	75.10	1.07, 0.26	20.89	86.82	63.02	61.29	86.56	78.84	1.16	93.00	85.57	71.36	29.95	86.15	25.96	45.70	68.42	89.25	86.37	97.20	48.38	92.15
BRD-A35033682	CP	eriodictyol	cytochrome P450 inhibitor, TRPM3 antagonist, xanthine oxidase inhibitor	CYP1B1, NFE2L2, XDH		6.11, 3.33	75.01	1.48, 0.51	24.16	87.91	21.59	86.54	75.99	23.97	80.54	41.69	82.95	63.38	11.70	79.68	40.68	54.96	74.04	95.32	80.33	79.73	13.99	87.20
BRD-K49481516	CP	galantamine	acetylcholinesterase inhibitor, acetylcholine receptor agonist, butyrylcholinesterase inhibitors	ACHE, BCHE, CHRNA1, CHRNA10, CHRNA2, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNA9, CHRNB1, CHRNB2, CHRNB3, CHRNB4, CHRND, CHRNE, CHRNG		12.50, 10.00	74.94	1.66, 0.57	46.42	18.31	97.98	99.58	97.66	25.58	67.03	83.59	70.81	98.36	93.92	1.16	96.55	34.60	98.13	54.24	74.89	92.49	74.98	69.16
BRD-K18523449	CP	mestanolone	androgenic steroid		Androgen receptor modulator	13.13, 8.13	74.88	1.38, 0.44	34.76	71.70	81.33	99.06	97.04	19.52	50.86	71.48	56.68	93.78	30.61	39.92	92.67	89.64	96.55	97.25	46.17	95.51	42.84	78.06
BRD-K15834839	CP	lobendazole	anthelmintic agent			5.56, 1.11	74.82	1.11, 0.27	90.59	35.52	97.50	40.65	95.94	84.44	77.61	59.93	75.84	23.89	93.55	2.26	77.74	98.91	46.08	73.81	62.87	24.50	57.08	96.26
BRD-A44133049	CP	azasetron	serotonin receptor antagonist	HTR3A, HTR3B		9.44, 6.11	74.39	0.66, 0.13	92.55	-3.91	84.17	99.01	44.73	98.56	15.86	79.78	64.95	86.87	75.24	3.49	92.87	26.11	95.81	49.96	28.84	67.55	78.14	73.54
BRD-K28936863	CP	ketotifen	histamine receptor ligand, leukotriene antagonist, phosphodiesterase inhibitor	HRH1, PDE4A, PDE4B, PDE4C, PDE4D, PDE7A, PDE7B, PDE8A, PDE8B, PGD		6.11, 5.00	74.34	0.52, 0.07	99.97	15.87	76.77	60.79	91.86	67.33	59.71	33.19	81.18	32.44	81.14	16.61	77.43	82.36	77.75	86.86	49.44	82.94	71.92	65.79
BRD-A18497530	CP	5-iodotubercidin	adenosine kinase inhibitor, nucleoside transporter inhibitor	MAPK3, ADK, CSNK1G2, GSG2, LRRK2		4.44, 2.22	74.28	4.91, 1.55	98.52	0.00	57.64	82.05	99.51	77.84	95.24	69.72	11.92	83.77	93.29	24.47	43.83	95.03	82.91	81.91	59.47	9.99	61.18	70.72
BRD-A91452556	CP	estradiol-cypionate	estrogen receptor agonist	ESR1	Estrogen receptor agonist	3.89, 0.56	74.26	1.38, 0.34	34.01	35.99	90.56	77.50	94.30	9.06	74.31	51.66	66.99	16.68	92.72	22.39	74.21	94.32	87.31	95.03	75.52	33.28	47.95	90.84
BRD-K89125793	CP	tinidazole	anti-protozoal			7.78, 2.22	74.17	0.77, 0.15	58.47	0.26	98.34	74.79	92.36	94.30	37.88	59.32	99.68	67.73	65.99	23.62	96.83	84.07	89.39	73.54	43.67	81.00	38.18	95.29
BRD-K17705806	CP	JTC-801	opioid receptor antagonist	OPRL1		12.50, 7.50	74.13	2.92, 0.63	81.40	98.72	75.60	14.31	99.61	72.67	96.12	95.51	99.42	58.71	70.26	97.92	0.00	8.62	63.54	79.63	96.85	7.11	59.05	22.79
BRD-K57222227	CP	indometacin	cyclooxygenase inhibitor	PTGS1, PTGS2, PPARG, PTGDR2, GLO1, PLA2G2A, PPARA, PTGR2, SLC46A1		12.35, 7.65	74.13	1.18, 0.33	66.76	23.49	98.38	79.71	64.53	65.27	89.74	68.56	98.62	47.55	42.84	-5.87	95.21	19.16	95.07	92.58	43.33	92.67	97.82	89.35
BRD-K86301799	CP	dipyridamole	phosphodiesterase inhibitor, cyclooxygenase inhibitor, platelet aggregation inhibitor	ADA, PDE5A, PDE10A, PDE4A, PDE7B, PDE8A, PDE8B, SLC29A1		5.56, 3.89	74.13	0.55, 0.09	84.92	4.26	83.31	81.75	92.08	60.35	36.31	83.24	57.33	86.52	80.20	2.15	69.66	95.21	68.50	53.39	67.15	98.59	36.71	78.59
BRD-K15086322	CP	JNJ-10191584	histamine receptor antagonist, histamine receptor silent antagonist	HRH4		4.44, 1.67	74.06	0.93, 0.32	73.95	68.54	5.60	93.62	94.32	95.90	25.90	74.16	42.78	81.12	99.79	-1.09	88.82	88.88	6.55	91.66	41.83	81.47	43.49	4.61
BRD-A24191444	CP	ifenprodil	adrenergic receptor antagonist, glutamate receptor antagonist	GRIN1, GRIN2B		10.63, 5.00	74.04	0.90, 0.16	38.24	7.21	72.83	93.17	96.70	99.75	23.30	73.57	0.04	22.86	60.66	19.98	74.51	95.46	79.84	76.13	22.11	93.69	99.20	90.87
BRD-K17561142	CP	amiodarone	acetylcholine receptor ligand, adrenergic receptor antagonist, ATP-sensitive potassium channel inhibitor, HCN (hyperpolarization activated cyclic nucleotide gated) channel modulator, polarization inhibitor, potassium channel antagonist, Sodium Channel  Blockers, voltage-gated sodium channel blocker	KCNH2, ADRB1, CACNA1H, CACNA2D2, CHRM3, CYP2C8, KCNA7, SCN5A		8.33, 2.78	74.02	1.55, 0.49	81.92	45.34	91.92	29.23	65.28	79.24	61.38	95.63	93.60	31.66	57.89	92.11	70.49	24.92	94.32	91.19	86.73	73.49	17.66	74.55
BRD-A80638690	CP	floxuridine	DNA synthesis inhibitor, MDCK inhibitor, PEPT1 inhibitor, pyrimidine antagonist	TYMS	DNA synthesis inhibitor	7.65, 4.71	73.94	1.23, 0.32	3.24	73.87	94.85	74.02	93.04	25.56	99.43	80.98	53.80	88.03	14.85	72.40	33.65	90.35	94.10	72.48	85.89	78.98	23.19	45.26
BRD-K23383398	CP	T-0901317	LXR agonist, ABC transporter expression enhancer, ROR inverse agonist	NR1H3, NR1H2, ABCA1, NCOA1, NCOA2, NR1I2, RORA, RORC, RXRB		5.00, 2.78	73.83	0.77, 0.18	57.25	31.25	20.10	41.16	83.63	89.29	15.46	92.90	75.38	92.23	94.11	79.18	43.79	39.33	84.47	63.19	87.94	68.57	72.28	81.67
BRD-A82371568	CP	clofarabine	ribonucleoside reductase inhibitor, DNA polymerase inhibitor, DNA repair enzyme inhibitor, DNA synthesis inhibitor, ribonucleotide reductase inhibitor	RRM1, POLA1, RRM2, SLC22A8	Ribonucleotide reductase inhibitor	9.44, 6.11	73.83	2.16, 0.52	1.73	95.62	64.85	8.98	83.85	89.72	99.58	98.38	14.07	51.82	78.50	93.53	15.69	1.20	88.88	33.38	87.30	69.15	26.34	88.05
BRD-K06593056	CP	LE-135	retinoid receptor agonist	RARB		10.56, 4.44	73.68	0.53, 0.05	45.50	95.42	76.73	51.39	87.93	59.63	95.67	79.79	91.36	40.16	45.95	99.12	56.52	95.04	55.14	73.73	98.46	62.38	29.11	73.63
BRD-K15715913	CP	fluperlapine	dopamine receptor antagonist, serotonin receptor antagonist	DRD2, HTR2A, HTR6, HTR7		6.67, 3.89	73.64	0.52, 0.17	77.19	28.40	19.23	84.82	60.35	54.46	54.79	54.66	16.51	96.39	60.20	30.55	82.55	84.85	79.55	83.80	79.55	70.08	92.30	92.75
BRD-K92138166	CP	mammea-a	cytotoxic, antibacterial			2.78, 2.78	73.56	0.55, 0.08	76.34	72.97	93.83	14.47	87.95	74.15	72.28	81.69	66.43	62.04	69.58	93.62	59.66	81.31	67.04	81.94	89.47	23.65	48.90	90.00
BRD-K92870997	CP	pterostilbene	cyclooxygenase inhibitor, FAAH inhibitor, MAP kinase inhibitor, PPAR receptor agonist	FAAH, PPARA, PTGS1, PTGS2		13.13, 6.25	73.53	1.94, 0.63	5.88	83.83	40.26	98.73	74.49	67.07	60.81	10.76	74.12	99.93	72.93	66.48	-9.41	49.27	97.60	96.60	82.21	79.26	67.63	97.21
BRD-K89402695	CP	L-655240	platelet aggregation inhibitor, prostanoid receptor antagonist, thromboxane receptor antagonist	PTGES	Thromboxane receptor antagonist	8.89, 3.89	73.48	0.91, 0.27	97.71	41.13	65.22	75.07	81.29	96.27	8.75	66.98	47.10	86.82	98.27	0.69	95.54	97.17	41.55	93.98	72.80	19.82	49.59	74.16
BRD-A68888262	CP	azelastine	histamine receptor antagonist, histamine release inhibitor, immunosuppressant	HRH1, CYP2C19		10.63, 6.88	73.40	1.81, 0.68	35.53	0.81	98.48	91.56	94.46	52.00	33.17	61.05	86.43	93.61	94.09	67.88	61.95	14.48	95.67	68.21	78.59	98.93	58.78	94.77
BRD-A49160188	CP	donepezil	acetylcholinesterase inhibitor	ACHE, HTR2A		6.11, 4.44	73.33	1.13, 0.32	72.86	43.92	92.64	88.24	98.48	44.08	7.15	98.73	43.45	66.75	64.14	6.05	45.13	97.35	84.84	73.80	68.43	83.11	94.52	80.87
BRD-K49448285	CP	bisindolylmaleimide	CDK inhibitor, PKC inhibitor, leucine rich repeat kinase inhibitor	CCND1, CDK4, LRRK2, PDPK1, PIM1, PRKCA, PRKCB, PRKCI, PRKCZ	PKC inhibitor	4.71, 2.94	73.26	0.73, 0.14	38.54	59.30	73.57	8.81	94.49	25.65	74.56	6.79	96.62	49.49	80.11	84.26	34.80	41.86	80.62	16.28	74.48	99.22	78.13	72.94
BRD-A65076780	CP	dihydroergocristine	adrenergic receptor antagonist, prolactin inhibitor, adrenergic receptor partial agonist, dopamine receptor agonist, dopamine receptor partial agonist, dopamine receptor partial antagonist, serotonin receptor antagonist	HTR2A, ADRA1A, ADRB1, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR3A, HTR4, HTR5A, HTR6, HTR7		4.12, 1.76	73.22	1.34, 0.35	5.53	70.43	95.50	36.91	49.02	29.80	32.55	99.12	78.87	76.38	62.93	89.25	41.49	92.39	76.01	77.28	42.96	91.66	9.21	97.04
BRD-K37798499	CP	etoposide	topoisomerase inhibitor, cell cycle inhibitor, DNA inhibitor, DNA intercalating drug, DNA repair enzyme inhibitor	TOP2A, CYP2E1, CYP3A5, TOP2B	Topoisomerase inhibitor	13.75, 7.50	73.19	2.69, 0.78	36.71	95.14	98.27	92.99	96.52	15.87	99.93	99.20	2.40	52.00	74.87	86.53	53.83	63.26	94.01	86.25	45.96	18.17	19.04	71.52
BRD-K78122587	CP	NNC-55-0396	T-type calcium channel blocker	CATSPER1, CATSPER2, CATSPER3, CATSPER4	T-type calcium channel blocker	8.89, 5.00	72.88	1.65, 0.48	42.36	96.59	82.79	75.43	93.76	5.67	24.46	85.84	99.89	11.85	71.73	99.68	6.79	5.68	74.03	78.54	98.24	24.32	14.69	54.41
BRD-K68264559	CP	brimonidine	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, AOX1		3.33, 0.56	72.79	0.86, 0.16	74.76	34.22	67.72	77.36	91.72	94.30	36.37	73.26	23.72	72.32	88.36	8.96	79.70	95.42	62.89	57.62	61.66	74.02	50.07	75.59
BRD-K95676198	CP	JAK3-inhibitor-V	JAK inhibitor	JAK3		6.11, 3.89	72.77	1.39, 0.28	76.27	68.12	81.73	53.32	64.55	99.05	79.47	96.66	2.68	96.02	98.74	-1.37	73.46	92.57	63.28	88.83	47.12	24.09	-14.80	72.08
BRD-K33308633	CP	INCA-6	calcineurin inhibitor, Inhibitor of interaction between calcineurin and its substrate nuclear factor of activated T cells (NFAT)	NFATC1		6.11, 3.33	72.72	0.63, 0.18	98.56	88.07	81.95	75.34	98.30	60.53	73.95	35.94	99.82	39.27	11.10	40.76	28.79	97.11	80.59	60.52	42.57	92.64	46.43	71.48
BRD-A91866971	CP	SQ-29548	thromboxane receptor antagonist			7.06, 4.12	72.55	0.80, 0.14	69.29	23.82	99.30	72.97	93.25	65.38	29.77	82.21	80.97	96.42	28.28	43.46	72.13	59.31	85.29	86.71	46.03	99.54	58.56	99.12
BRD-K84955386	CP	hyperoside	glucosidase inhibitor, free radical scavenger	ACE, AKR1B1, GAA		10.00, 5.63	72.54	2.08, 0.76	25.46	0.56	78.88	91.56	72.71	25.07	44.85	44.90	37.55	99.82	72.37	41.11	91.81	27.27	99.58	99.72	13.57	95.97	77.97	89.17
BRD-A04553218	CP	chlorphenamine	histamine receptor antagonist	HRH1, SLC6A2, SLC6A3, SLC6A4		5.00, 2.78	72.35	0.41, 0.08	57.71	0.74	90.40	95.42	93.83	75.98	48.18	56.32	94.85	78.24	81.95	1.51	9.16	68.72	80.88	88.44	61.63	77.49	41.45	20.48
BRD-A75935363	CP	atracurium	acetylcholine receptor antagonist	CHRNA2		9.38, 4.38	72.28	1.17, 0.34	92.09	89.64	75.24	60.95	13.30	95.61	83.82	99.89	45.95	-11.42	88.92	46.32	94.38	95.71	9.47	78.97	27.77	46.63	69.32	17.62
BRD-A16332958	CP	modafinil	adrenergic receptor agonist, dopamine receptor reuptake inhibitor	ADRA1B, CYP1A2, CYP2B6, CYP2C19, CYP3A4, CYP3A5, SLC6A3		5.56, 2.78	72.24	0.72, 0.18	79.15	14.02	88.24	86.56	92.35	69.77	23.01	76.46	37.83	57.25	85.72	-3.00	34.46	98.45	74.72	85.24	78.98	53.66	32.75	43.46
