#1.3
2429	32	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K31627533-summary	BRD-A08187463-summary	BRD-K28183345-summary	BRD-A55913614-summary	BRD-K95921201-summary	BRD-A39390670-summary	BRD-K49111258-summary	BRD-K51485625-summary	BRD-K21283037-summary	BRD-A10070317-summary	BRD-A62525898-summary	BRD-A26334849-summary	BRD-K48168960-summary	BRD-K72222507-summary	BRD-K19352500-summary	BRD-K28667793-summary	BRD-K70505054-summary	BRD-K30563334-summary	BRD-K88429204-summary	BRD-K05658747-summary	BRD-A21858158-summary	BRD-K75699339-summary	BRD-A59174698-summary	BRD-K68867920-summary	BRD-K97399794-summary	BRD-K59273480-summary	BRD-A97674275-summary	BRD-K53857191-summary	BRD-K42098891-summary	BRD-K01638814-summary	BRD-K32247306-summary	BRD-K63828191-summary
BRD-A68888262	CP	azelastine	histamine receptor antagonist, histamine release inhibitor, immunosuppressant	HRH1, CYP2C19		10.20, 8.24	82.42	1.81, 0.68	46.05	89.90	64.58	81.95	79.48	83.45	88.04	82.90	37.76	94.76	83.43	87.30	79.74	10.05	99.79	97.60	32.68	98.20	95.50	91.38	91.36	48.61	64.91	67.86	80.03	31.71	99.79	99.75	70.16	52.90	55.74	98.48
BRD-A10977446	CP	carvedilol	adrenergic receptor antagonist, reducing agent, ryanodine receptor channel modulator	ADRB1, ADRB2, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB3, CYP2C19, CYP2E1, GJA1, HIF1A, KCNH2, NDUFC2, NPPB, RYR2, SELE, VCAM1, VEGFA		11.69, 7.14	82.36	0.88, 0.16	83.85	72.63	87.42	80.88	86.84	74.28	89.47	99.12	45.39	84.83	86.92	69.84	99.27	27.02	99.19	89.37	94.29	20.63	66.14	78.47	45.96	91.15	86.35	98.72	56.33	33.12	80.45	69.67	99.82	62.34	63.38	98.20
BRD-K06147391	CP	telenzepine	acetylcholine receptor antagonist	CHRM1		10.39, 5.84	82.27	0.53, 0.17	79.94	66.75	30.99	11.73	76.22	77.19	98.34	78.60	34.10	95.46	92.21	99.86	77.86	93.03	29.29	82.91	99.01	72.00	95.65	89.04	98.91	35.17	81.62	86.90	70.63	95.71	94.74	99.89	72.17	97.61	71.03	96.19
BRD-K13032584	CP	procarbazine	DNA alkylating drug, transmethylation inhibitor			8.12, 4.22	81.81	0.78, 0.17	82.21	96.34	95.22	62.50	59.06	68.66	86.57	94.06	0.95	74.25	26.60	98.25	84.46	97.03	13.28	86.14	92.56	41.08	96.02	98.24	69.75	40.84	51.52	70.66	35.74	66.29	85.64	62.76	81.40	89.03	95.67	92.19
BRD-A24381660	CP	zeranol	estrogen receptor agonist			8.63, 3.92	81.66	1.49, 0.59	75.17	45.78	49.59	20.80	87.56	75.76	91.62	98.94	10.65	55.24	2.08	97.43	88.38	99.82	3.74	93.41	74.04	99.25	99.89	96.90	0.60	36.09	94.82	40.99	25.66	97.07	99.75	55.84	95.56	96.45	92.54	56.39
BRD-K82357231	CP	desloratadine	histamine receptor antagonist	HRH1		11.37, 6.27	81.63	0.78, 0.17	12.68	97.67	72.86	4.12	88.10	80.84	95.67	94.02	32.05	72.32	53.12	97.94	97.04	51.22	94.63	73.26	82.12	81.13	99.01	82.54	26.52	32.19	87.37	94.82	52.49	84.47	78.67	97.84	99.51	71.95	52.04	99.12
BRD-A66563878	CP	medetomidine	adrenergic receptor agonist, MAP kinase inhibitor	ADRA2A, ADRA2B, ADRA2C, ADRA1A, ADRA1B, ADRA1D		7.42, 3.89	81.21	1.22, 0.45	48.55	50.29	15.35	49.91	26.98	97.78	0.99	39.03	86.21	93.20	94.06	42.16	98.38	16.57	90.79	94.81	96.86	87.15	4.47	31.14	99.93	97.39	79.27	47.83	87.73	96.98	83.15	97.15	67.63	77.14	98.15	1.37
BRD-K57179821	CP	crotamiton	scabicidal, antipruritic			12.66, 7.79	81.10	1.06, 0.17	92.01	80.87	98.20	41.85	86.20	50.94	99.02	38.62	89.64	68.71	76.19	57.52	87.59	98.52	67.86	97.51	97.92	83.77	70.73	89.62	22.65	38.52	81.34	79.71	31.42	95.16	89.36	74.40	97.44	95.40	62.12	79.31
BRD-K96402602	CP	farnesylthiotriazole	prenylated protein methyltransferase (PPMTase) inhibitor			6.82, 3.90	81.07	1.00, 0.34	88.27	68.99	82.67	87.89	33.04	6.98	96.27	91.05	99.19	96.34	97.68	4.19	92.18	80.72	81.42	98.08	96.76	53.06	24.45	59.57	83.50	65.36	77.07	97.89	57.91	3.38	63.94	82.18	92.40	58.19	80.71	54.37
BRD-K85030058	CP	benactyzine	acetylcholine receptor antagonist			11.37, 7.45	80.85	1.19, 0.39	-35.17	95.17	85.47	32.85	33.99	74.47	10.79	90.75	44.10	82.34	88.63	99.75	98.94	35.00	15.88	75.80	79.37	96.34	99.86	98.42	88.48	84.36	72.98	66.31	53.55	97.32	99.93	83.61	96.25	67.16	65.52	9.60
BRD-A39052811	CP	mosapride	serotonin receptor agonist, serotonin receptor antagonist	HTR4, HTR3A		9.09, 4.87	80.85	2.30, 0.74	53.66	22.33	70.74	82.46	11.00	57.44	94.05	61.01	99.30	89.56	99.75	96.83	98.43	55.52	76.00	93.74	79.33	42.24	13.86	78.85	93.48	93.08	83.12	99.82	87.27	76.09	89.38	82.36	86.21	21.00	63.79	74.25
BRD-K54771420	CP	glycocholic-acid	cholesterol inhibitor	FABP6		9.74, 5.52	80.71	0.50, 0.11	77.81	96.78	80.36	99.86	56.25	62.65	68.57	91.50	89.40	86.26	99.19	24.87	76.64	98.45	97.85	52.02	92.63	67.71	54.74	91.37	93.28	71.00	95.77	81.06	82.67	66.58	78.04	51.14	76.60	94.71	99.93	7.48
BRD-K30563334	CP	rifabutin	DNA directed DNA polymerase inhibitor, DNA directed RNA polymerase inhibitor, protein synthesis inhibitor	CYP3A4, HSP90AA1, HSP90B1		5.88, 5.49	80.57	1.76, 0.69	80.42	15.59	30.12	70.51	62.25	56.14	74.84	94.05	22.93	90.96	90.65	92.74	91.72	93.95	47.82	89.84	75.31	99.98	80.57	90.52	90.06	19.05	80.57	39.70	78.10	80.70	96.83	99.56	-6.05	88.41	71.75	98.77
BRD-K04710043	CP	hexamethylenebisacetamide	differentiation inducer, NFKB inhibitor, AKT inhibitor			10.20, 8.24	80.24	2.07, 0.75	0.58	31.16	0.53	29.49	67.87	98.31	22.39	97.53	4.57	-20.24	78.44	99.82	94.61	80.65	0.07	97.32	47.66	99.93	84.72	98.03	56.80	20.68	10.78	82.40	24.35	92.53	99.93	99.75	93.40	94.66	93.26	79.82
BRD-K45117373	CP	Y-26763	potassium channel activator, potassium channel agonist	ABCC9, KCNJ8	Potassium channel activator	9.09, 4.55	80.12	0.83, 0.22	92.99	90.63	95.34	80.07	34.04	30.04	94.53	84.76	18.11	72.73	60.46	36.75	78.65	96.24	41.33	89.58	99.37	80.17	66.26	72.12	71.31	93.44	90.15	89.83	99.08	41.18	81.83	10.88	72.44	91.91	99.65	36.74
BRD-A23359898	CP	sibutramine	serotonin reuptake inhibitor, adrenergic transmitter uptake inhibitor, dopamine reuptake inhibitor, norepinephrine reuptake inhibitor, norepinephrine transporter inhibitor, serotonin uptake inhibitor	SLC6A2, SLC6A4, SLC6A3, CYP2B6, CYP2C19, CYP3A5		9.02, 6.67	80.09	0.98, 0.30	16.69	87.05	84.53	87.00	55.01	99.82	79.42	94.84	-20.61	83.55	9.49	64.50	78.94	53.37	21.63	91.36	97.56	89.56	94.99	47.93	92.25	46.76	88.49	97.08	22.55	81.63	99.84	12.74	80.76	56.80	42.74	11.49
BRD-K44353683	CP	nateglinide	insulin secretagogue, ATP-sensitive potassium channel antagonist, meglitinide, sulphonylurea receptor activator	ABCC8, KCNJ11, CYP3A4, INS, KCNJ10, PPARG		10.59, 5.10	80.05	1.57, 0.31	22.79	57.86	77.63	75.39	44.66	96.46	93.62	80.01	20.83	37.80	99.19	80.09	90.26	70.06	84.72	54.98	81.55	98.66	95.99	98.98	97.95	88.63	71.58	46.82	17.30	42.22	95.56	5.90	88.21	97.64	95.71	25.46
BRD-K47717570	CP	NBQX	glutamate receptor antagonist, kainate receptor antagonist	GRIA1, GRIA2, GRIA3, GRIA4, GRIK1, GRIN1, GRIN2A, GRIN2B		12.34, 8.12	80.01	0.85, 0.19	22.97	85.82	81.83	99.26	58.33	88.55	6.49	68.33	96.09	83.88	92.19	64.55	97.53	7.98	66.90	97.64	78.18	42.04	70.39	37.76	98.11	94.69	88.06	88.24	53.80	92.98	53.25	27.06	89.76	64.45	98.01	2.29
BRD-K05737787	CP	isoeugenol	nitric oxide production inhibitor			5.77, 3.21	79.69	1.83, 0.56	79.90	93.41	57.53	82.94	49.65	2.61	66.01	94.29	93.64	99.15	98.04	12.51	98.17	90.06	82.49	94.87	24.44	59.60	79.49	55.61	51.45	20.16	69.20	83.20	44.74	0.85	80.20	37.49	96.99	77.16	99.79	95.99
BRD-A02176148	CP	tubaic-acid	mitochondrial complex I inhibitor, NADH-ubiquinone oxidoreductase (Complex I) inhibitor	MT-ND1		8.12, 3.90	79.69	1.09, 0.36	86.25	98.27	95.47	51.68	85.26	68.25	44.68	57.98	15.15	24.77	27.93	98.54	81.61	96.75	9.01	91.75	91.78	23.91	85.94	99.22	82.12	77.77	85.80	52.17	62.46	16.83	62.10	62.70	91.41	96.87	82.65	8.80
BRD-K94144010	CP	cotinine	nicotine metabolite			8.24, 3.92	79.61	1.89, 0.59	58.06	65.91	5.22	96.39	0.00	58.02	10.77	81.75	59.68	98.51	88.95	94.18	84.90	21.23	80.90	79.91	80.79	96.30	22.74	87.99	95.86	91.13	47.73	22.31	79.31	83.80	92.90	96.25	62.29	48.07	69.34	1.76
BRD-K21733600	CP	rofecoxib	cyclooxygenase inhibitor	PTGS2, CYP3A4, ELN		10.39, 5.84	79.53	0.57, 0.15	94.54	96.77	97.61	60.60	76.10	80.26	77.44	50.00	5.40	78.79	81.48	69.77	88.56	97.55	58.25	56.93	75.70	48.82	97.13	84.46	82.03	82.24	48.90	74.24	54.10	52.58	95.41	83.91	93.37	81.06	98.77	3.95
BRD-K46435977	CP	valaciclovir	DNA directed DNA polymerase inhibitor, DNA polymerase inhibitor		DNA polymerase inhibitor	9.41, 7.06	79.47	1.90, 0.66	77.80	98.05	88.82	0.35	63.35	80.73	77.57	49.23	-4.51	58.49	63.79	99.86	78.20	95.73	-33.42	97.74	90.73	98.24	99.74	99.89	86.49	32.45	69.50	66.99	60.06	95.12	99.93	99.86	92.34	85.54	72.23	40.54
BRD-A65076780	CP	dihydroergocristine	adrenergic receptor antagonist, prolactin inhibitor, adrenergic receptor partial agonist, dopamine receptor agonist, dopamine receptor partial agonist, dopamine receptor partial antagonist, serotonin receptor antagonist	HTR2A, ADRA1A, ADRB1, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR3A, HTR4, HTR5A, HTR6, HTR7		6.71, 4.59	79.42	1.34, 0.35	16.08	41.52	64.23	73.23	88.58	83.46	26.80	94.88	55.50	99.19	87.77	78.61	64.58	25.90	99.01	94.86	86.65	65.50	13.38	59.77	52.78	80.28	83.12	69.85	80.24	98.59	80.52	98.14	97.69	22.26	5.34	99.51
BRD-A26334849	CP	propafenone	antiarrhythmic medication, potassium channel blocker, voltage-gated sodium channel blocker	KCNH2, SCN5A, ADRB1, ADRB2, KCNA5, KCNK2, KCNK3		12.99, 8.44	79.30	0.89, 0.17	1.66	88.92	60.36	15.93	81.59	63.58	97.10	92.56	11.58	28.53	58.25	99.99	92.99	19.41	86.38	94.13	79.83	46.13	92.37	89.75	97.48	79.51	72.08	86.46	12.56	61.43	74.24	17.53	98.91	67.86	92.53	79.08
BRD-K97752965	CP	nicorandil	ATP channel activator, nitric oxide donor, potassium channel agonist	ABCC9, KCNJ11, KCNJ8		10.20, 7.06	79.22	2.11, 0.73	69.53	28.91	11.83	30.93	64.20	70.67	89.74	2.90	84.48	98.45	95.04	99.68	96.95	94.80	70.41	99.44	79.33	98.40	42.58	98.75	98.58	72.93	60.75	27.18	77.95	89.16	99.93	83.24	38.36	52.12	79.10	82.85
BRD-K97799481	CP	theophylline	adenosine receptor antagonist, chitinase inhibitor, GABA receptor antagonist, phosphodiesterase inhibitor	ADORA1, ADORA2A, ADORA2B, ADORA3, CHIA, CYP2E1, CYP3A4, HDAC2, PDE3A, PDE4A, PDE4B, PDE5A		13.43, 7.07	79.15	1.84, 0.49	84.19	79.61	94.33	21.74	54.57	74.53	86.35	73.22	23.83	94.57	97.72	25.03	99.15	84.30	-0.03	99.93	95.96	27.43	97.70	94.87	63.12	76.01	84.43	95.63	78.68	76.86	18.84	97.99	50.17	70.60	95.57	13.09
BRD-A09828896	CP	SKF-81297	dopamine receptor agonist	DRD1, DRD5		5.84, 2.60	78.90	0.83, 0.23	85.91	49.13	94.09	77.75	77.40	21.16	88.53	90.29	84.28	94.89	11.46	4.37	80.05	87.60	92.16	84.53	80.37	25.55	82.80	25.57	50.72	28.78	96.36	83.12	96.68	8.13	67.19	56.88	88.72	41.52	39.84	51.83
BRD-K37206356	CP	rhamnetin	aldose reductase inhibitor, JNK inhibitor, lipoxygenase inhibitor, nitric oxide production inhibitor, p38 MAPK inhibitor	ALOX5, MAPK8		11.36, 6.82	78.87	0.80, 0.28	97.34	98.84	49.27	78.05	74.47	29.89	81.96	58.28	84.41	81.19	98.84	48.29	91.55	94.44	79.69	77.22	68.39	67.70	35.50	45.79	88.26	22.79	98.41	83.23	99.93	19.33	77.81	84.90	63.15	68.80	96.09	96.46
BRD-A05352148	CP	ipratropium	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5		6.49, 3.90	78.54	0.75, 0.27	89.59	55.86	82.11	83.72	3.21	86.15	17.10	85.78	57.79	80.00	90.70	53.17	93.27	82.12	95.66	77.08	88.71	39.21	80.32	74.97	91.48	65.49	47.59	55.02	44.71	74.07	28.99	86.79	84.99	36.84	93.81	0.81
BRD-K60160658	CP	tiagabine	GABA uptake inhibitor, GAT inhibitor	SLC6A1, CYP2C19		9.41, 5.49	78.46	1.98, 0.76	28.41	14.22	63.26	0.02	65.37	98.63	88.99	12.95	9.30	64.29	27.98	90.94	95.01	16.53	3.73	98.84	90.68	99.08	99.75	97.42	78.43	-21.63	45.15	72.58	62.49	98.92	99.93	97.39	78.48	83.28	79.05	97.11
BRD-K32311154	CP	nifekalant	potassium channel antagonist, potassium channel blocker			6.67, 6.27	78.37	0.98, 0.32	-66.23	-0.02	70.60	31.39	16.41	89.37	79.97	76.77	30.82	1.47	44.77	96.05	87.03	63.65	9.68	98.12	81.96	93.90	98.80	99.89	86.03	-12.99	52.92	93.93	-4.91	59.25	98.91	98.06	93.68	91.48	99.38	30.49
BRD-K34533029	CP	tyrphostin-AG-494	epidermal growth factor receptor (EGFR) inhibitor, tyrosine kinase inhibitor	EGFR		6.49, 2.92	78.34	0.81, 0.25	89.08	94.47	1.48	37.85	93.53	67.88	87.94	29.75	11.73	88.56	50.92	74.66	71.58	98.72	31.10	80.20	77.03	64.89	93.72	74.09	25.48	4.12	56.70	46.44	97.85	86.09	82.65	99.89	79.65	85.08	84.01	98.03
BRD-K45158365	CP	valsartan	angiotensin receptor antagonist	AGTR1		10.39, 4.87	78.26	0.73, 0.22	97.82	71.96	88.81	42.78	78.81	34.74	93.35	63.22	51.74	68.19	47.88	95.94	87.28	60.64	29.57	84.16	85.22	97.04	88.56	86.04	72.03	71.11	68.11	69.68	62.25	91.38	97.39	77.71	92.10	88.83	99.93	28.67
BRD-K96134740	CP	kitasamycin	protein synthesis inhibitor			7.84, 4.31	78.15	1.08, 0.34	62.72	0.02	55.36	64.14	82.26	47.21	97.33	91.51	11.41	94.95	-80.51	92.47	53.24	95.94	89.07	58.07	38.37	79.88	99.86	99.61	25.09	61.29	80.89	75.17	32.01	76.41	98.41	50.58	99.12	85.87	80.64	89.41
BRD-K89274813	CP	DMP-543	acetylcholine release enhancer			7.47, 4.22	78.10	0.77, 0.24	91.97	95.41	11.49	-33.45	64.97	71.31	98.34	49.29	87.52	84.44	31.07	99.72	90.40	99.75	62.47	96.74	99.12	79.70	70.94	75.25	48.94	20.14	94.51	96.26	76.50	73.02	43.69	54.50	85.99	91.36	20.70	97.43
BRD-K01095011	CP	finasteride	5 alpha reductase inhibitor, androgen receptor antagonist, steroid 5alpha-reductase inhibitor	SRD5A2, SRD5A1, AKR1D1, AR		6.49, 3.90	78.03	0.77, 0.14	83.60	62.98	87.50	50.17	63.39	89.37	75.15	84.27	49.90	55.51	75.32	79.60	92.14	82.82	52.43	86.81	74.84	78.04	67.31	78.73	78.02	78.41	81.03	75.63	79.25	45.47	99.37	56.34	86.86	53.02	89.41	44.41
BRD-K89402695	CP	L-655240	platelet aggregation inhibitor, prostanoid receptor antagonist, thromboxane receptor antagonist	PTGES	Thromboxane receptor antagonist	4.55, 1.95	77.67	0.91, 0.27	92.36	83.12	36.34	61.53	27.07	78.05	18.92	80.09	53.83	89.76	75.26	28.63	94.44	92.13	55.20	86.12	98.15	55.44	28.33	80.23	87.09	71.14	86.43	34.88	96.70	52.52	94.68	92.75	77.28	94.72	16.88	-0.49
BRD-K64310881	CP	MW-STK33-3B	large conductance potassium channel activator			8.83, 4.59	77.55	1.39, 0.25	37.19	85.19	88.72	78.46	56.00	27.34	92.32	35.41	2.53	20.79	82.63	96.25	92.77	55.63	86.52	92.02	76.64	95.31	84.38	99.79	74.85	48.80	23.91	15.34	88.73	50.59	23.70	17.68	82.71	79.87	60.46	94.91
BRD-K21853356	CP	RG-14620	EGFR inhibitor	EGFR		7.47, 3.57	77.41	1.09, 0.33	49.90	35.94	52.12	99.51	46.36	22.83	43.61	92.00	77.61	90.87	97.93	91.28	74.18	61.80	84.83	95.16	77.21	19.43	3.83	73.10	99.68	92.45	94.12	90.45	63.48	21.02	93.44	97.22	88.42	48.40	97.67	16.67
BRD-A00993607	CP	alprenolol	adrenergic receptor antagonist	ADRB1, ADRB2, HTR1A		9.74, 6.17	77.00	0.57, 0.13	95.42	89.30	77.74	89.32	38.12	73.34	41.66	77.98	15.11	55.90	76.56	12.18	77.79	92.56	73.17	68.22	96.76	20.30	59.75	84.68	81.90	76.28	93.63	92.32	57.74	-16.55	92.24	50.08	92.46	77.44	97.70	-1.02
BRD-K28936863	CP	ketotifen	histamine receptor ligand, leukotriene antagonist, phosphodiesterase inhibitor	HRH1, PDE4A, PDE4B, PDE4C, PDE4D, PDE7A, PDE7B, PDE8A, PDE8B, PGD		5.84, 2.60	76.94	0.52, 0.07	44.94	67.01	86.72	89.75	65.84	66.36	73.89	47.85	93.95	96.34	78.55	68.74	78.54	76.04	92.34	62.26	74.81	77.83	92.30	91.14	90.55	67.08	15.20	50.65	81.00	78.42	81.73	76.01	69.11	86.26	63.54	88.20
BRD-A01643550	CP	prednisolone	glucocorticoid receptor agonist	NR3C1, NR3C2, SERPINA6	Glucocorticoid receptor agonist	12.01, 7.47	76.90	0.86, 0.39	99.79	77.59	99.86	77.60	51.37	76.21	85.96	64.22	63.59	70.06	99.89	32.38	74.66	99.19	80.51	27.97	91.45	66.79	61.71	59.16	99.72	99.51	88.88	80.40	96.60	16.73	67.76	45.32	93.24	39.51	99.54	8.73
BRD-K45988865	CP	tetramethylsilane	organosilicon compound used as an internal standard in NMR spectroscopy			4.22, 1.30	76.80	1.18, 0.18	75.49	12.71	39.18	24.95	14.57	88.25	1.62	85.80	99.44	79.72	80.31	8.32	88.03	68.07	78.11	87.46	53.96	86.93	23.28	89.63	97.78	99.19	48.63	28.37	92.76	93.55	41.10	85.57	-39.57	93.76	17.92	2.89
BRD-K13926615	CP	vardenafil	phosphodiesterase inhibitor	PDE5A, CYP2C19, CYP2C8, CYP3A5, PDE6G, PDE6H		7.14, 3.25	76.70	0.99, 0.28	81.84	34.84	83.81	50.20	74.83	56.01	31.72	30.38	90.18	58.60	84.91	82.50	74.11	84.32	42.37	67.04	86.77	77.34	78.91	91.86	20.62	2.68	84.30	75.19	48.76	86.64	76.07	43.75	90.68	80.78	88.70	94.69
BRD-K19227686	CP	phenolphthalein	weak acid used as a pH indicator			12.34, 7.47	76.67	1.25, 0.52	30.22	26.09	27.42	96.66	40.77	90.81	3.69	81.41	81.96	98.17	99.93	48.16	99.33	-4.38	90.33	95.78	99.15	20.67	12.03	49.35	99.65	72.60	97.25	99.26	80.73	47.65	31.01	69.74	98.77	16.17	99.54	52.17
BRD-K66874953	CP	pifithrin-alpha	TP53 inhibitor	TP53		5.84, 2.60	76.55	0.52, 0.11	80.50	32.82	86.23	87.22	65.83	87.39	21.98	73.74	53.40	65.81	85.68	86.86	80.76	50.04	72.46	35.76	88.61	80.40	79.36	68.73	86.92	54.84	88.48	68.85	81.53	40.30	30.76	88.45	80.42	83.83	61.55	60.21
BRD-K49668410	CP	clarithromycin	50S ribosomal subunit inhibitor	CYP2C19, CYP3A4, CYP3A5, CYP3A7		6.67, 3.53	76.44	1.41, 0.39	31.11	69.24	34.19	70.28	69.42	74.65	57.14	57.29	16.08	82.57	95.46	92.18	97.81	96.08	27.23	98.20	77.94	98.77	93.61	97.17	90.80	-16.97	70.88	74.95	54.09	79.67	91.90	97.41	88.15	74.58	88.49	6.62
BRD-A36471396	CP	biperiden	anticholinergic	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA2		8.77, 4.55	76.15	0.88, 0.26	96.05	58.93	95.86	53.10	-32.97	38.41	43.92	92.06	98.91	94.99	77.72	34.86	83.08	97.51	92.64	48.24	77.54	14.53	82.57	45.00	99.16	98.79	96.90	70.93	42.75	-22.63	25.99	-58.31	94.14	74.77	96.20	1.30
BRD-K33106058	CP	cytarabine	antimetabolite, DNA polymerase inhibitor, DNA synthesis inhibitor, ribonucleotide reductase inhibitor	POLB, POLA1	Ribonucleotide reductase inhibitor	8.24, 6.27	76.03	1.28, 0.45	65.61	19.93	6.90	41.25	72.94	73.99	99.30	51.07	5.98	73.98	77.28	98.43	79.32	97.59	35.32	92.27	67.70	98.41	97.74	89.57	52.10	52.11	24.99	81.32	97.55	74.78	99.10	98.50	94.89	54.48	95.48	98.91
BRD-K92015269	CP	GBR-12783	dopamine uptake inhibitor			8.44, 4.55	75.90	0.94, 0.19	21.05	85.44	13.45	91.76	75.61	42.16	80.36	94.11	4.78	60.95	44.74	93.21	66.13	75.59	12.80	92.71	96.62	91.63	99.25	92.49	28.15	34.91	93.57	68.52	69.97	76.18	67.68	64.06	80.00	88.53	77.27	98.63
BRD-A84134924	CP	pancuronium	acetylcholine receptor antagonist	CHRM2, CHRM3, CHRNA1, CHRNA2		9.41, 5.49	75.83	1.82, 0.60	71.30	34.52	4.74	6.44	41.42	55.85	4.21	87.52	98.91	95.69	96.38	99.65	72.01	45.58	89.26	92.08	54.78	97.62	0.14	81.46	79.19	56.99	77.10	77.29	75.75	96.47	98.80	96.62	-21.74	42.50	23.55	75.92
BRD-K04196797	CP	oxcarbazepine	voltage-gated sodium channel blocker, Sodium Channel  Blockers	CYP2C19, CYP3A4, CYP3A5, SCN1A, SCN3A, SCN5A		8.24, 5.10	75.81	1.35, 0.35	52.07	47.17	79.41	96.95	70.14	40.70	99.58	47.01	5.24	86.53	74.08	99.41	97.91	85.44	58.01	98.98	26.52	61.90	97.40	94.17	35.59	29.63	77.54	96.97	71.81	29.88	83.22	86.28	99.51	70.94	80.18	1.83
BRD-K25310650	CP	ormetoprim	antibiotic			7.45, 5.10	75.80	1.85, 0.74	78.02	26.61	33.02	36.80	53.21	89.34	76.23	46.74	2.37	64.11	66.32	96.99	88.01	34.71	66.66	75.53	61.08	99.86	88.67	83.90	96.78	12.86	48.99	87.88	49.44	33.47	99.93	99.68	86.02	76.07	80.05	94.44
BRD-A46393198	CP	tetramisole	alkaline phosphatase inhibitor			11.04, 5.84	75.75	1.20, 0.38	92.94	99.82	74.33	93.18	55.32	66.46	64.44	92.84	83.08	95.26	79.68	81.24	44.23	73.59	47.13	79.79	79.46	70.42	64.53	77.11	82.51	61.69	19.27	97.91	59.40	30.89	44.26	87.09	96.72	74.39	91.53	29.69
BRD-A13650332	CP	flucloxacillin	antibiotic of the penicillin class			9.42, 5.52	75.72	1.03, 0.22	89.57	62.82	74.37	99.33	-16.87	22.41	25.71	82.47	26.22	75.64	92.52	11.48	88.56	39.51	83.06	46.04	60.05	23.15	82.27	96.83	76.16	99.68	98.70	86.27	75.81	-38.53	67.67	3.05	94.92	79.92	88.29	1.30
BRD-K90733503	CP	cefalexin	cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor	6.27, 3.92	75.68	1.35, 0.28	-21.49	94.34	2.33	56.38	0.19	76.88	6.84	91.12	0.14	93.69	78.09	98.94	44.51	-12.33	81.43	82.91	88.99	38.15	70.00	98.94	92.59	73.88	84.01	74.48	61.73	93.31	99.37	30.82	88.93	13.98	84.63	5.55
BRD-K77771411	CP	moxonidine	imidazoline receptor agonist, adrenergic receptor agonist	NISCH, ADRA2A, ADRA2B, ADRA2C		6.82, 5.19	75.44	0.56, 0.11	72.27	56.05	59.00	44.83	48.51	54.35	15.20	78.49	56.82	84.23	81.78	99.40	73.22	75.62	12.80	81.71	88.05	39.46	89.48	74.15	91.92	76.63	76.40	46.92	55.96	75.26	83.44	81.49	80.11	83.42	98.79	16.77
BRD-A92630576	CP	trimebutine	opioid receptor agonist, acetylcholine receptor antagonist, Sodium Channel  Blockers	CHRM1, CHRM2, CHRM3, CHRM4		9.41, 5.10	75.44	1.00, 0.30	29.58	51.75	50.67	12.24	70.50	98.56	97.83	82.08	17.33	88.18	96.79	76.71	96.51	13.64	55.93	96.84	55.35	97.50	94.46	97.50	76.70	17.72	7.72	4.08	28.42	74.18	99.21	64.74	98.91	80.94	96.01	5.34
BRD-K62929068	CP	6-benzylaminopurine	purinergic receptor activator			3.53, 2.12	75.41	0.53, 0.08	16.26	90.72	57.41	12.29	54.56	82.21	14.99	89.34	68.51	96.48	92.76	79.71	81.16	44.78	10.20	74.59	95.38	50.22	83.70	77.77	76.56	93.18	79.48	23.05	90.06	97.64	30.87	32.76	3.21	76.24	28.44	6.69
BRD-K18909381	CP	CGS-12066B	serotonin receptor agonist	HTR1B, HTR1A, HTR1D, HTR2A, HTR2B, HTR2C		9.42, 3.25	75.39	0.84, 0.18	75.94	82.35	43.14	60.60	86.84	97.12	84.59	72.63	6.43	86.12	74.15	37.26	62.07	72.61	75.80	68.56	97.25	87.59	11.99	81.41	50.38	22.90	94.59	71.21	96.48	76.94	99.01	74.98	76.65	66.55	59.77	98.87
BRD-K19352500	CP	prochlorperazine	dopamine receptor antagonist, dopamine receptor	DRD2, DRD1, DRD3, DRD4	Dopamine receptor antagonist	14.29, 9.42	75.38	0.93, 0.16	72.75	63.84	97.89	98.38	96.05	66.89	99.61	92.28	48.44	95.02	99.47	4.49	83.86	65.86	99.97	51.13	97.92	42.05	20.81	78.01	89.74	71.77	78.29	64.46	59.82	48.47	71.15	18.30	99.51	64.97	93.80	99.33
BRD-A29485665	CP	bicalutamide	androgen receptor antagonist	AR, CYP2C19		7.79, 4.87	75.21	0.67, 0.17	25.67	97.89	82.18	76.41	91.92	21.22	96.02	65.09	32.91	55.60	61.94	69.82	94.92	44.91	80.04	76.85	96.99	75.71	85.29	92.31	36.41	22.40	83.20	37.40	58.33	18.51	74.71	31.93	98.70	94.35	97.35	43.48
BRD-A55946879	CP	BW-B70C	lipoxygenase inhibitor	ALOX5		6.36, 2.83	75.18	1.08, 0.33	38.07	30.39	11.41	77.16	84.69	91.99	16.96	68.34	40.37	80.59	65.61	94.91	47.18	85.19	88.12	20.94	90.46	18.60	75.17	60.05	95.86	16.68	75.19	93.25	96.05	99.79	97.64	81.58	24.70	39.92	68.85	96.84
