#1.3
2429	14	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K73196317-summary	BRD-K45158365-summary	BRD-K81418486-summary	BRD-K56343971-summary	BRD-K72093121-summary	BRD-A09533288-summary	BRD-K40227168-summary	BRD-K29582115-summary	BRD-A24514565-summary	BRD-A56359832-summary	BRD-K41260949-summary	BRD-K71289571-summary	BRD-K53318339-summary	BRD-K13926615-summary
BRD-K28667793	CP	pyrazinamide	fatty acid synthase inhibitor	FASN		5.79, 3.31	81.42	1.74, 0.56	85.81	8.90	0.00	21.13	92.88	48.90	93.82	79.16	83.68	96.08	99.05	85.80	65.37	26.75
BRD-K25310650	CP	ormetoprim	antibiotic			9.01, 5.41	81.34	1.85, 0.74	99.26	64.34	84.57	80.06	82.62	92.55	98.90	27.46	24.38	99.61	48.89	41.46	86.89	25.67
BRD-A70083328	CP	secnidazole	acetylcholinesterase inhibitor, microtubule inhibitor			10.81, 8.11	81.30	1.44, 0.48	99.93	37.16	13.72	14.68	74.52	94.58	45.56	87.01	87.13	99.79	99.08	71.34	94.64	75.59
BRD-K91904471	CP	SD-169	p38 MAPK inhibitor	MAPK14		3.31, 0.83	81.07	1.19, 0.34	69.57	89.70	38.13	80.87	57.85	85.21	91.79	77.91	95.02	60.92	92.89	86.48	81.27	17.20
BRD-A10903566	CP	imiloxan	adrenergic receptor antagonist	ADRA2B		7.44, 4.96	81.05	1.17, 0.44	93.83	92.38	61.15	84.77	87.29	47.11	99.51	71.56	87.57	99.15	72.81	77.33	46.09	54.42
BRD-A24817035	CP	laudanosine	central nervous system agent			5.79, 2.48	80.68	1.32, 0.27	93.44	35.79	55.22	88.59	94.92	52.70	99.30	86.98	98.87	91.64	22.36	73.88	74.38	57.35
BRD-K04170657	CP	psoromic-acid	Rab-Prenylation Inhibitor			4.62, 4.62	80.66	1.73, 0.28	-18.56	83.43	-4.09	37.87	34.05	93.81	99.08	37.31	88.92	46.61	91.52	93.96	79.31	82.02
BRD-K18816859	CP	L-694247	serotonin receptor agonist	HTR1D, HTR1A, HTR1B		7.14, 3.17	80.62	0.72, 0.08	86.28	48.23	10.50	12.22	76.85	95.07	67.45	84.83	95.62	43.15	91.20	84.39	76.05	99.26
BRD-M41783010	CP	acamprosate	glutamate receptor antagonist, excitatory amino acid receptor antagonist, GABA receptor agonist, glutamate receptor modulator	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, GRM5		11.24, 6.74	80.61	1.35, 0.39	99.19	65.57	14.31	84.57	77.86	82.00	96.07	19.34	85.91	24.24	66.60	84.65	87.25	79.22
BRD-K86434416	CP	selegiline	monoamine oxidase inhibitor, superoxide dismutase stimulant	MAOB, MAOA, CYP2B6, CYP2C19		6.61, 4.13	80.51	0.80, 0.26	82.45	88.99	0.81	2.61	82.75	89.65	80.03	89.54	23.71	58.83	95.63	5.78	80.98	7.73
BRD-K61250553	CP	loperamide	opioid receptor agonist, atrial natriuretic peptide receptor antagonist	OPRM1, OPRD1, CACNA1A, CALM1, CYP2B6, CYP2C8, NPR2, OPRK1, POMC		5.56, 1.59	80.42	1.26, 0.56	69.69	83.91	82.39	67.81	92.76	87.72	69.61	83.90	34.72	46.07	69.15	92.32	78.44	84.40
BRD-K40578143	CP	GR-79236	adenosine receptor agonist	ADORA1, ADORA2A	Adenosine receptor agonist	6.35, 2.38	80.30	1.09, 0.34	63.75	97.57	3.43	26.02	87.59	85.43	82.48	50.63	95.59	19.18	95.40	84.99	78.11	7.29
BRD-A86044036	CP	flurbiprofen	cyclooxygenase inhibitor	PTGS1, PTGS2		10.74, 6.61	80.28	1.57, 0.39	99.54	43.74	85.17	43.70	87.83	31.70	87.67	71.46	72.10	76.26	84.31	95.47	73.79	98.30
BRD-K85030058	CP	benactyzine	acetylcholine receptor antagonist			8.11, 6.31	80.22	1.19, 0.39	99.40	17.39	48.78	81.05	85.49	8.54	82.65	94.18	79.39	99.96	64.73	8.91	78.73	84.33
BRD-K54314721	CP	zolmitriptan	serotonin receptor agonist	HTR1B, HTR1D, HTR1A, HTR1F, HTR1E		6.35, 1.59	80.01	0.59, 0.14	88.93	45.55	18.13	11.36	42.78	93.23	77.04	94.92	82.99	56.23	48.16	86.20	86.36	96.27
BRD-K28936863	CP	ketotifen	histamine receptor ligand, leukotriene antagonist, phosphodiesterase inhibitor	HRH1, PDE4A, PDE4B, PDE4C, PDE4D, PDE7A, PDE7B, PDE8A, PDE8B, PGD		9.52, 5.56	79.98	0.52, 0.07	78.57	76.62	11.25	81.39	82.72	84.45	84.80	60.14	66.04	55.77	60.15	82.09	98.63	96.09
BRD-K22828899	CP	TUL-XXI039	serine/threonine kinase inhibitor			7.44, 4.96	79.94	1.26, 0.35	88.37	85.23	-12.18	28.79	98.87	50.90	69.61	78.14	66.83	98.49	-76.91	87.28	81.73	92.71
BRD-K61192372	CP	capecitabine	dihydropyrimidine dehydrogenase inhibitor, DNA synthesis inhibitor, pyrimidine antagonist, RNA synthesis inhibitor, thymidylate synthase inhibitor	TYMS, DPYD	Thymidylate synthase inhibitor	5.56, 3.17	79.82	1.72, 0.45	78.62	13.28	-4.43	9.09	61.73	99.51	67.17	88.18	99.54	98.59	91.10	32.42	94.07	81.01
BRD-K13032584	CP	procarbazine	DNA alkylating drug, transmethylation inhibitor			11.11, 3.17	79.77	0.78, 0.17	87.78	95.74	27.95	58.52	45.39	88.22	86.60	58.84	95.92	62.55	96.80	20.70	72.94	94.20
BRD-K56745457	CP	azauridine	antiviral agent, blocks the conversion of orotic acid into UMP			6.35, 3.17	79.69	1.30, 0.32	60.79	91.87	55.65	46.54	50.90	86.57	93.60	50.61	98.20	92.85	89.22	37.76	72.80	95.85
BRD-A49358627	CP	ciprofibrate	PPAR receptor agonist, lipase clearing factor inhibitor	PPARA, LPL		3.97, 2.38	79.40	1.09, 0.34	93.32	92.04	1.99	16.40	87.57	96.27	83.74	89.53	9.93	25.19	40.39	92.38	67.72	75.07
BRD-A23359898	CP	sibutramine	serotonin reuptake inhibitor, adrenergic transmitter uptake inhibitor, dopamine reuptake inhibitor, norepinephrine reuptake inhibitor, norepinephrine transporter inhibitor, serotonin uptake inhibitor	SLC6A2, SLC6A4, SLC6A3, CYP2B6, CYP2C19, CYP3A5		18.02, 9.91	79.31	0.98, 0.30	84.30	11.24	18.24	20.64	58.39	99.37	74.31	95.89	99.86	98.87	99.05	65.23	49.26	97.64
BRD-K47150025	CP	KI-8751	PDGFR alpha and c-Kit inhibitor, vascular endothelial growth factor receptor 2 (VEGFR2) inhibitor, VEGFR inhibitor	KDR	PDGFR/KIT inhibitor	7.44, 4.13	79.26	2.49, 0.72	88.12	43.18	60.33	81.30	79.79	20.19	99.93	92.46	95.68	25.08	-39.39	86.40	6.37	78.73
BRD-K64310881	CP	MW-STK33-3B	large conductance potassium channel activator			6.61, 1.65	79.24	1.39, 0.25	92.19	86.63	41.61	10.97	87.94	80.00	78.48	15.61	69.57	45.09	48.12	91.18	87.12	97.89
BRD-K47278471	CP	diphenhydramine	histamine receptor antagonist	HRH1		7.21, 5.41	79.20	1.67, 0.52	99.05	40.90	83.55	64.04	78.30	69.44	79.52	24.57	78.89	99.89	94.72	54.77	86.03	98.77
BRD-K81521265	CP	dicyclohexylurea	epoxide hydolase inhibitor	EPHX2		9.52, 4.76	78.99	1.08, 0.45	95.08	99.93	14.46	70.47	96.65	93.94	71.44	84.85	34.61	91.95	73.13	46.99	72.27	91.70
BRD-A29426959	CP	carbinoxamine	histamine receptor antagonist, L-type calcium channel blocker	HRH1		6.35, 3.97	78.98	1.30, 0.38	77.73	25.43	-41.60	12.74	82.87	92.27	68.74	62.66	93.97	63.73	80.23	94.09	85.06	84.12
BRD-A29734509	CP	disopyramide	voltage-gated sodium channel blocker	SCN5A, CHRM1, CHRM2, CHRM3, KCND2, KCND3, KCNH2		13.49, 7.14	78.93	0.70, 0.20	77.42	83.44	12.19	61.23	98.56	73.29	91.59	55.63	98.98	69.87	80.44	97.48	96.84	72.11
BRD-K49049886	CP	CGS-15943	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3		4.13, 2.48	78.92	1.56, 0.28	84.39	13.33	82.33	93.14	76.63	78.47	97.27	59.24	20.08	86.99	68.81	89.90	38.67	79.36
BRD-A02176148	CP	tubaic-acid	mitochondrial complex I inhibitor, NADH-ubiquinone oxidoreductase (Complex I) inhibitor	MT-ND1		6.35, 3.97	78.90	1.09, 0.36	27.30	99.37	4.32	79.95	77.85	62.68	96.11	68.24	46.95	84.66	81.36	28.01	80.13	97.49
BRD-K64755930	CP	etazolate	phosphodiesterase inhibitor, alpha secretase activator, GABA receptor modulator	GABRB3, PDE4A		5.79, 4.96	78.85	1.39, 0.44	78.21	57.45	4.33	91.81	63.74	91.16	94.18	25.70	71.41	98.84	95.28	24.20	79.49	80.50
BRD-K54759182	CP	dosulepin	adrenergic transmitter uptake inhibitor, norepinephrine reuptake inhibitor, serotonin reuptake inhibitor, serotonin uptake inhibitor, tricyclic antidepressant	SLC6A2, SLC6A4, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C19, HRH1		3.17, 2.38	78.72	1.30, 0.30	91.11	59.56	57.48	91.58	94.93	61.15	86.29	71.54	15.57	89.15	25.99	85.89	57.81	98.24
BRD-K88679075	CP	methandriol	androgenic horomone		Androgen receptor modulator	9.91, 7.21	78.66	2.10, 0.76	99.26	97.17	90.98	18.34	80.46	61.02	94.68	41.38	56.41	99.93	29.99	58.00	76.86	88.57
BRD-K18905250	CP	ST-91	adrenergic receptor agonist			10.32, 3.97	78.63	1.31, 0.35	-3.81	99.33	1.52	14.32	60.40	86.18	99.22	62.41	86.65	76.60	98.54	85.41	80.67	58.33
BRD-K95676198	CP	JAK3-inhibitor-V	JAK inhibitor	JAK3		4.76, 3.17	78.49	1.39, 0.28	94.92	80.36	42.68	41.42	94.35	43.62	73.72	98.40	79.23	22.36	71.42	89.11	77.74	91.76
BRD-K51066026	CP	aminoindazole	ionophore			7.94, 5.56	78.38	0.99, 0.36	90.39	21.85	80.51	60.46	92.11	87.59	75.19	91.93	68.15	96.22	76.25	65.63	69.01	98.18
BRD-K50464341	CP	berbamine	calmodulin antagonist	CALM1	Calmodulin antagonist	4.13, 2.48	78.28	1.76, 0.69	80.74	15.86	95.96	94.29	75.83	91.51	98.64	61.19	95.14	99.61	18.62	69.52	11.09	63.06
BRD-A72758037	CP	asiatic-acid	antioxidant and antiinflammatory agent	PYGM		7.14, 3.17	78.25	0.67, 0.16	74.35	45.62	2.46	26.87	86.13	86.11	89.52	82.15	70.43	35.64	47.92	90.25	95.07	89.19
BRD-A79981887	CP	midodrine	adrenergic receptor agonist	ADRA1A, ADRA1B, ADRA1D		9.52, 3.97	78.25	0.78, 0.14	76.68	82.07	0.92	16.05	91.62	50.83	96.30	26.06	89.59	79.82	57.24	81.62	76.23	82.42
BRD-K47323024	CP	methapyrilene	histamine receptor antagonist		HRH1 antagonist	7.44, 4.13	78.23	1.35, 0.44	72.95	76.96	73.03	79.50	97.46	98.59	96.53	48.20	91.15	20.94	30.00	79.57	47.57	81.13
BRD-A87387433	CP	cefpodoxime	cell wall synthesis inhibitor			10.81, 6.31	78.21	1.22, 0.39	89.69	45.09	51.27	77.31	97.84	25.93	67.34	87.02	79.11	99.89	18.05	63.46	80.03	96.96
BRD-K41713976	CP	E-4031	polarization inhibitor, potassium channel antagonist, potassium channel blocker	KCNH2, KCNH1		4.76, 2.38	78.12	0.72, 0.18	77.75	41.50	16.57	46.56	5.14	86.98	81.44	30.69	83.35	61.82	93.72	89.45	78.49	96.65
BRD-K77695569	CP	tiabendazole	quinol-fumarate reductase inhibitor			3.97, 2.38	78.03	0.77, 0.14	85.53	84.91	4.96	54.66	92.25	88.51	90.81	63.05	32.50	41.81	73.85	94.31	82.21	35.06
BRD-K94887716	CP	TFMPP	serotonin receptor agonist, serotonin receptor antagonist			7.21, 6.31	77.81	1.41, 0.39	86.60	11.96	75.52	84.45	80.94	31.25	85.73	-51.90	99.51	99.79	45.09	41.77	80.10	72.50
BRD-K92870997	CP	pterostilbene	cyclooxygenase inhibitor, FAAH inhibitor, MAP kinase inhibitor, PPAR receptor agonist	FAAH, PPARA, PTGS1, PTGS2		9.91, 5.41	77.66	1.94, 0.63	99.72	33.39	77.09	88.12	99.33	37.71	88.98	72.91	78.86	82.93	-47.88	78.23	42.77	47.41
BRD-K36862742	CP	hydroflumethiazide	sodium/potassium/chloride transporter inhibitor	SLC12A1, ATP1A1, CA1, CA12, CA2, CA4, CA9, KCNMA1		7.44, 4.96	77.60	1.64, 0.39	78.61	34.57	20.25	4.69	66.78	98.59	77.72	99.05	94.72	92.46	99.01	64.45	25.97	77.49
BRD-A30815329	CP	felodipine	calcium channel blocker, L-type calcium channel blocker	CACNA1C, CACNA1D, CACNA1H, CACNA1S, CACNA2D1, CACNA2D2, CACNB2, CALM1, CFTR, NR3C2, PDE1A, PDE1B, TNNC1, TNNC2		6.35, 3.17	77.57	0.97, 0.16	85.43	4.40	-10.70	27.99	76.50	87.91	78.64	92.49	87.15	99.89	95.46	21.37	69.04	34.50
BRD-A36217750	CP	sulfinpyrazone	platelet aggregation inhibitor	ABCC1, ABCC2, FPR1, SLC22A12		11.57, 5.79	77.55	0.36, 0.06	81.33	34.36	4.05	13.94	88.65	91.49	69.59	94.89	90.76	16.27	98.94	89.86	73.77	61.11
BRD-A54487287	CP	cortisone	glucocorticoid receptor agonist	NR3C1		6.35, 4.76	77.53	0.72, 0.15	79.78	45.29	13.40	76.26	78.80	86.01	73.53	5.78	91.46	90.78	73.32	94.01	73.83	91.77
BRD-A65280694	CP	molindone	dopamine receptor antagonist	DRD2, HTR2A, CHRM1, DRD5, HRH1, HTR1A		1.65, 0.83	77.45	1.01, 0.30	84.25	49.91	5.55	12.17	88.25	35.72	88.68	51.58	87.50	89.44	84.94	82.17	72.73	44.18
BRD-K33106058	CP	cytarabine	antimetabolite, DNA polymerase inhibitor, DNA synthesis inhibitor, ribonucleotide reductase inhibitor	POLB, POLA1	Ribonucleotide reductase inhibitor	9.01, 6.31	77.38	1.28, 0.45	99.65	31.74	93.54	89.21	99.93	83.89	96.42	29.01	52.53	99.78	45.65	67.68	70.87	56.33
BRD-K81473089	CP	tacrine	acetylcholinesterase inhibitor, acetylcholine release stimulant, butyrylcholinesterase inhibitors, potassium channel antagonist	ACHE, BCHE		9.09, 2.48	77.33	0.77, 0.17	71.30	53.91	3.83	14.07	98.24	84.93	83.36	89.97	64.78	66.30	92.96	97.02	59.41	88.08
BRD-A02759312	CP	betaxolol	adrenergic receptor antagonist	ADRB1, ADRB2		11.11, 7.14	77.32	0.85, 0.17	82.90	97.57	2.04	3.59	81.64	91.72	74.45	82.07	34.15	47.11	80.19	6.37	40.64	96.82
BRD-K32526544	CP	DCEBIO	intermediate conductance potassium channel activator	KCNN2, KCNN3, KCNN4	Potassium channel activator	7.94, 4.76	77.19	0.80, 0.24	80.64	91.03	3.14	43.99	95.74	96.10	86.12	98.13	33.57	47.99	81.74	73.73	42.06	5.84
BRD-K13800121	CP	parecoxib	cyclooxygenase inhibitor	LTF, PTGS2		7.21, 5.41	77.10	0.99, 0.30	90.36	11.61	21.98	73.79	81.79	63.41	95.24	50.40	99.86	43.24	99.86	99.58	67.98	80.41
BRD-A07440155	CP	labetalol	adrenergic receptor antagonist	ADRB1, ADRB2, ADRA1A, ADRA1D, ADRA1B		3.97, 0.79	77.08	0.61, 0.19	55.63	78.38	2.64	80.20	75.78	91.64	81.19	81.17	87.53	67.40	74.32	81.84	66.88	48.12
BRD-K09963420	CP	saquinavir	HIV protease inhibitor, peptidase inhibitor	CYP3A4, CYP3A5		5.56, 3.17	77.05	1.15, 0.35	94.33	73.17	6.74	78.60	41.89	83.81	75.50	86.53	58.86	96.84	29.05	84.39	64.28	94.08
BRD-K96144918	CP	mead-acid	KPL-1 tumor suppressor			6.35, 2.38	77.04	1.18, 0.35	68.85	89.09	9.30	6.33	42.91	95.97	76.00	86.27	78.08	79.28	50.97	84.07	95.44	46.05
BRD-K93034159	CP	cladribine	adenosine deaminase inhibitor, antimetabolite, DNA synthesis inhibitor, immunosuppressant, ribonucleotide reductase inhibitor	ADA, PNP, POLA1, POLE, POLE2, POLE3, POLE4, RRM1, RRM2, RRM2B	Ribonucleotide reductase inhibitor	10.32, 7.14	77.01	1.42, 0.52	74.19	97.10	89.48	90.75	99.93	48.76	99.51	72.55	56.16	30.75	15.25	79.84	25.17	98.43
BRD-K59273480	CP	propentofylline	acetylcholinesterase inhibitor, adenosine reuptake inhibitor, adenosine uptake inhibitor, phosphodiesterase inhibitor	ACHE		6.61, 4.13	76.92	0.77, 0.18	80.83	68.42	5.14	83.02	75.46	60.40	98.63	61.48	98.66	78.38	86.68	54.83	87.08	54.92
BRD-K33308633	CP	INCA-6	calcineurin inhibitor, Inhibitor of interaction between calcineurin and its substrate nuclear factor of activated T cells (NFAT)	NFATC1		3.97, 2.38	76.76	0.63, 0.18	84.69	72.92	27.37	6.23	97.67	54.38	91.39	92.88	80.60	10.58	57.28	47.00	81.69	91.39
BRD-K26015241	CP	ODQ	guanylyl cyclase inhibitor, inhibitor of soluble guanylyl cyclase, potassium channel blocker	GUCY1A2, GUCY1A3, GUCY1B3		7.14, 3.17	76.63	1.08, 0.33	85.20	38.51	6.70	53.71	31.06	77.30	95.25	79.13	90.73	5.36	75.95	78.93	99.75	58.23
BRD-A95939040	CP	sertaconazole	sterol demethylase inhibitor, cell wall synthesis inhibitor			7.14, 3.17	76.56	0.74, 0.25	81.72	39.89	-2.09	95.38	76.73	96.01	69.78	-15.34	76.38	76.76	99.75	73.52	79.69	59.99
BRD-K04976539	CP	aminogenistein	PKC inhibitor, src inhibitor	LCK		7.94, 3.97	76.55	1.01, 0.20	81.59	61.99	16.65	42.06	43.83	86.22	92.73	71.51	36.25	50.69	97.35	94.71	96.72	93.38
BRD-K35531059	CP	molsidomine	activator of soluble guanylyl cyclase, nitric oxide donor, nitric oxide stimulant	GUCY1A3		8.73, 1.59	76.50	0.84, 0.31	86.25	65.99	5.31	89.11	33.52	97.01	74.50	78.50	-52.77	80.07	95.98	66.75	93.22	51.31
BRD-K40902647	CP	vincamine	adrenergic receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4		5.56, 3.97	76.45	0.98, 0.38	91.21	74.75	68.72	84.55	72.41	81.03	78.15	89.16	59.29	85.66	62.81	67.21	82.46	53.96
BRD-K25224017	CP	pirenperone	serotonin receptor antagonist	HTR2A, HTR7		4.76, 3.17	76.44	0.50, 0.07	92.45	27.07	42.35	46.30	81.89	71.79	51.89	78.47	60.24	99.02	80.47	74.42	81.09	80.61
BRD-A59303141	CP	quinethazone	diuretic	CA1, CA2, SLC12A1, SLC12A2, SLC12A3	Na-K-Cl transporter inhibitor	7.44, 4.96	76.43	1.09, 0.31	75.63	91.30	13.91	59.68	77.23	92.35	99.37	47.72	97.30	88.22	72.41	59.34	52.08	78.57
BRD-A67373739	CP	AICA-ribonucleotide	adenosine release stimulant, AMPK stimulant	ATIC, PRKAA1		8.73, 6.35	76.37	2.41, 0.59	30.93	94.26	-18.48	24.23	17.34	100.00	84.72	68.02	97.67	54.13	99.75	59.05	87.56	94.20
BRD-K64402243	CP	ivachtin	caspase inhibitor	CASP3		4.76, 2.38	76.28	1.60, 0.39	32.81	98.13	0.60	30.79	82.40	91.67	96.79	66.49	-10.39	79.95	75.81	38.34	96.84	76.76
BRD-A78942461	CP	ICI-118551	adrenergic receptor antagonist			9.92, 4.96	76.22	1.08, 0.27	97.93	96.16	56.73	74.51	95.93	90.45	99.19	76.43	23.81	99.75	16.18	76.02	67.14	64.98
BRD-K11540476	CP	EMF-BCA1-64	caspase inhibitor	CASP3		3.17, 2.38	76.19	0.66, 0.09	60.25	30.69	51.29	29.32	19.97	85.16	77.82	81.45	40.76	85.85	87.82	91.27	74.56	79.53
BRD-A18917088	CP	estradiol	estrogen receptor agonist	ESR1, ESR2, NR1I2, CYP2B6, CYP2C19, CYP2C8, CYP2E1, CYP3A5, CYP3A7, GPER1, KCNMA1	Estrogen receptor agonist	11.90, 5.56	76.15	0.52, 0.15	35.54	97.20	90.40	59.91	87.85	62.14	91.86	69.96	51.99	40.57	23.00	96.48	84.78	82.35
BRD-K23204545	CP	busulfan	DNA damaging, DNA inhibitor			11.57, 5.79	76.14	1.14, 0.38	99.40	61.73	1.27	38.90	92.26	90.71	91.23	95.10	28.66	89.46	47.49	80.51	47.78	71.76
BRD-A64297288	CP	amlodipine	breast cancer resistance protein inhibitor, calcium channel blocker, calcium channel inhibitor, L-type calcium channel blocker	CACNA1C, CACNA1D, CACNA2D1, ABCG2, CA1, CACNA1B, CACNA1S, CACNA2D3, CACNB1, CACNB2, SMPD1	Calcium channel blocker	5.41, 3.60	76.08	1.36, 0.33	94.53	18.85	89.83	83.32	68.69	93.28	27.42	85.04	68.84	99.93	40.12	7.49	33.78	84.94
BRD-K20986251	CP	lithocholic-acid	FXR antagonist, MDM inhibitor, PXR ligand, tyrosine phosphatase inhibitor, vitamin D receptor ligand	NR1I2, VDR, GPBAR1, MDM2, MDM4, NR1H4, PTPN1	Bile acid, FXR antagonist, Vitamin D receptor agonist	9.52, 3.97	76.06	1.42, 0.32	91.76	18.78	13.81	13.33	61.42	99.89	98.02	85.33	95.14	97.14	90.25	26.46	66.79	63.67
BRD-K62929068	CP	6-benzylaminopurine	purinergic receptor activator			9.09, 6.61	75.96	0.53, 0.08	82.82	76.05	35.76	75.28	83.84	47.74	99.89	94.86	32.98	75.86	45.80	81.95	81.46	74.01
BRD-A31195449	CP	TCB2	serotonin receptor agonist	HTR2A		7.14, 2.38	75.92	1.26, 0.40	89.97	31.82	40.30	85.24	97.02	30.65	80.48	93.56	20.14	97.27	81.05	20.45	27.61	71.36
BRD-K36927236	CP	glibenclamide	sulfonylurea, ATP channel blocker, ATP-sensitive potassium channel antagonist, biguanide, gluconeogenesis inhibitor, insulin secretagogue, insulin sensitizer, TRPA1 agonist	KCNJ11, ABCC8, CFTR, KCNJ5, KCNJ8, ABCA1, ABCB11, ABCC9, CPT1A, KCNJ1, SLCO2B1, TRPA1		6.35, 4.76	75.90	0.88, 0.11	83.28	41.91	2.61	64.88	85.94	92.24	64.99	70.56	98.09	81.24	69.52	94.46	82.63	67.15
BRD-K64614248	CP	salicin	antiinflammatory agent			1.59, 0.00	75.89	1.13, 0.30	58.94	12.43	31.60	56.04	94.90	51.53	75.16	76.62	79.84	96.88	94.16	9.89	84.72	80.32
BRD-K49111258	CP	prazosin	adrenergic receptor antagonist, adrenergic receptor blocker, CDK inhibitor	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CDK1, KCNH2, KCNH6, KCNH7		14.29, 5.56	75.87	0.56, 0.13	72.49	99.86	4.35	7.99	78.56	93.45	71.34	74.16	74.32	81.36	15.23	95.37	77.41	95.83
BRD-A43940795	CP	tetrahydropalmatine	serotonin release inhibitor			3.97, 1.59	75.75	0.50, 0.14	89.86	17.99	15.45	62.19	87.55	74.36	82.44	77.14	81.46	7.78	70.08	70.63	84.11	83.41
BRD-K32311154	CP	nifekalant	potassium channel antagonist, potassium channel blocker			12.61, 5.41	75.63	0.98, 0.32	94.06	50.17	2.04	0.28	49.41	68.00	83.26	66.93	94.37	98.20	99.89	66.05	97.78	97.72
BRD-K16336526	CP	capsaicin	TRPV agonist, NFkB pathway inhibitor, tumor NADH oxidase inhibitor	TRPV1, CFTR, ENOX2		2.70, 1.80	75.62	1.43, 0.47	85.72	85.84	90.18	85.10	85.52	7.15	72.58	71.86	13.78	80.75	-34.74	69.12	78.66	2.18
BRD-A66563878	CP	medetomidine	adrenergic receptor agonist, MAP kinase inhibitor	ADRA2A, ADRA2B, ADRA2C, ADRA1A, ADRA1B, ADRA1D		10.74, 4.96	75.58	1.22, 0.45	98.41	29.34	25.63	74.32	76.85	73.23	99.33	-41.65	97.85	97.92	95.94	66.24	82.54	20.89
BRD-K47679368	CP	bromfenac	cyclooxygenase inhibitor	PTGS1, PTGS2		9.09, 6.61	75.48	1.44, 0.48	72.80	78.16	1.76	27.37	97.74	24.12	86.50	50.48	0.02	86.26	24.80	98.66	78.76	82.07
BRD-K39983086	CP	loteprednol	corticosteroid agonist, phospholipase inhibitor	NR3C1	Glucocorticoid receptor agonist	5.41, 4.50	75.48	1.67, 0.61	88.61	21.57	61.92	76.78	47.59	85.43	88.30	18.48	29.83	98.84	74.18	92.26	84.73	33.20
BRD-A36318220	CP	necrostatin-1	RIPK inhibitor, indoleamine 2,3-dioxygenase inhibitor	IDO1, KRR1, RIPK1		5.56, 1.59	75.46	0.58, 0.11	27.00	73.25	1.80	1.10	84.26	96.70	82.69	41.97	77.66	17.45	93.86	87.23	80.16	24.55
BRD-A60294240	CP	tribenoside	vasoprotective agent			9.92, 4.13	75.45	1.05, 0.33	79.53	98.80	61.88	56.47	59.75	71.38	89.28	88.97	81.32	87.72	49.71	97.18	42.91	17.55
BRD-K37206356	CP	rhamnetin	aldose reductase inhibitor, JNK inhibitor, lipoxygenase inhibitor, nitric oxide production inhibitor, p38 MAPK inhibitor	ALOX5, MAPK8		7.14, 3.17	75.44	0.80, 0.28	88.77	80.93	27.26	95.36	96.92	57.67	94.22	82.08	41.34	42.31	16.43	93.09	24.10	69.94
BRD-K18909381	CP	CGS-12066B	serotonin receptor agonist	HTR1B, HTR1A, HTR1D, HTR2A, HTR2B, HTR2C		4.76, 0.79	75.40	0.84, 0.18	94.51	29.25	46.09	57.46	83.64	96.77	63.90	75.69	54.20	97.34	90.25	82.03	68.36	75.11
BRD-K47761761	CP	PD-168077	dopamine receptor agonist	DRD2, DRD4		7.44, 5.79	75.36	1.06, 0.20	81.39	89.94	0.00	24.04	93.27	99.54	99.26	69.33	27.56	25.04	8.31	92.82	87.56	17.31
BRD-A09828896	CP	SKF-81297	dopamine receptor agonist	DRD1, DRD5		7.94, 4.76	75.15	0.83, 0.23	86.35	81.78	2.43	98.66	57.98	27.74	85.66	94.03	10.43	7.33	44.04	92.89	92.42	68.53
BRD-K45435259	CP	SCH-23390	dopamine receptor antagonist	DRD1, DRD5, HTR2C, KCNJ4, KCNJ6		3.17, 2.38	75.07	1.02, 0.28	85.70	55.15	1.41	86.26	62.69	83.42	71.50	78.64	8.78	50.63	82.83	66.33	80.86	85.95
BRD-A45140972	CP	meclocycline	tetracycline antibiotic		Bacterial 30S ribosomal subunit inhibitor	7.14, 4.76	75.05	0.55, 0.11	91.16	53.63	6.37	90.38	86.88	89.13	75.14	67.67	29.75	60.97	31.49	98.03	86.12	74.96
BRD-A24191444	CP	ifenprodil	adrenergic receptor antagonist, glutamate receptor antagonist	GRIN1, GRIN2B		13.51, 4.50	74.91	0.90, 0.16	99.19	5.32	8.12	33.34	37.64	72.63	96.77	92.79	76.52	92.38	29.73	81.06	84.62	73.31
BRD-K76908866	CP	CP-724714	receptor tyrosine protein kinase inhibitor, EGFR inhibitor, tyrosine kinase inhibitor	ERBB2		9.52, 2.38	74.86	1.26, 0.22	87.73	61.86	15.81	87.06	57.33	62.73	91.29	53.24	85.08	64.64	98.27	94.79	47.62	97.00
BRD-K56700933	CP	phenethyl-isothiocyanate	cancer cell growth inhibitor, unidentified pharmacological activity	CYP2E1		4.76, 1.59	74.79	0.93, 0.19	46.52	70.90	15.90	-17.49	96.71	98.73	84.31	35.96	92.76	7.65	78.68	88.41	84.45	64.49
