#1.3
2429	19	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K18779551-summary	BRD-K17743125-summary	BRD-K19462402-summary	BRD-K99964838-summary	BRD-K91315211-summary	BRD-K11717138-summary	BRD-K74763371-summary	BRD-A16665823-summary	BRD-K55191674-summary	BRD-A05186015-summary	BRD-K46018455-summary	BRD-K32821942-summary	BRD-K21450440-summary	BRD-A89175223-summary	BRD-A29485665-summary	BRD-K03406345-summary	BRD-K23204545-summary	BRD-K41410256-summary	BRD-A94543220-summary
BRD-K81521265	CP	dicyclohexylurea	epoxide hydolase inhibitor	EPHX2		11.11, 7.22	79.75	1.08, 0.45	46.61	9.66	98.73	6.52	94.40	89.21	85.23	98.41	54.39	30.72	98.90	4.69	95.11	98.87	99.72	36.26	45.28	78.76	79.75
BRD-K55034111	CP	pefloxacin	topoisomerase inhibitor	TOP2A		8.61, 5.96	79.56	1.27, 0.40	85.04	6.55	80.04	84.75	82.85	98.31	98.03	78.80	48.91	59.09	78.06	98.40	72.56	99.35	43.21	79.56	26.13	43.97	97.29
BRD-K10961822	CP	latanoprost	prostanoid receptor agonist	PTGFR		11.92, 5.96	79.44	1.78, 0.70	83.88	45.89	79.44	81.55	30.27	99.93	60.56	95.98	76.06	99.73	97.24	33.50	72.48	69.89	40.89	88.09	91.86	49.73	99.61
BRD-A02176148	CP	tubaic-acid	mitochondrial complex I inhibitor, NADH-ubiquinone oxidoreductase (Complex I) inhibitor	MT-ND1		10.56, 4.44	79.42	1.09, 0.36	23.69	23.78	44.23	42.74	91.79	51.73	79.42	99.03	62.63	82.06	96.79	1.52	89.81	95.82	92.17	50.64	97.86	75.48	95.37
BRD-K47639036	CP	flavoxate	acetylcholine receptor antagonist	CHRM1, CHRM2		6.67, 2.22	79.26	1.10, 0.34	1.34	10.18	94.00	58.93	89.23	85.27	96.83	87.17	33.08	61.47	32.38	47.39	99.83	90.72	83.16	45.04	85.78	79.26	34.41
BRD-K29458283	CP	chlorambucil	DNA damaging, DNA inhibitor			7.22, 5.00	79.23	0.51, 0.16	56.03	50.38	32.24	25.87	86.34	89.10	97.84	94.53	-1.71	99.44	79.23	85.92	97.66	43.11	93.24	78.40	85.89	51.32	42.47
BRD-K92015269	CP	GBR-12783	dopamine uptake inhibitor			3.33, 2.78	79.21	0.94, 0.19	21.05	49.75	83.66	82.53	70.98	92.22	89.13	79.21	25.22	15.82	86.39	85.50	99.15	86.40	32.32	52.68	60.62	88.18	73.03
BRD-K18574842	CP	nafcillin	antibiotic	CYP3A4	Bacterial cell wall synthesis inhibitor	8.89, 5.56	79.14	0.88, 0.30	82.08	28.01	59.79	64.48	20.87	72.03	89.52	90.19	90.47	92.71	83.31	79.14	74.32	56.44	95.15	72.55	99.54	84.69	72.25
BRD-M72442222	CP	vicriviroc	CC chemokine receptor antagonist, CC chemokine receptor 5 (CCR5) antagonist	CCR5		3.89, 3.33	78.89	0.97, 0.15	87.81	86.33	98.73	59.49	77.02	32.80	73.32	61.39	92.71	94.26	66.57	6.87	50.85	78.89	76.98	90.42	88.90	89.04	99.68
BRD-K42500029	CP	CGP-57380	MAP kinase inhibitor, MAPK-interacting kinase inhibitor	AURKB, LCK, MKNK1, MKNK2, SGK1		7.78, 3.89	78.56	1.36, 0.49	81.73	50.58	88.00	64.60	23.97	85.56	14.66	70.94	98.18	78.56	24.01	88.34	61.92	96.16	86.00	94.98	75.50	67.70	86.75
BRD-K33106058	CP	cytarabine	antimetabolite, DNA polymerase inhibitor, DNA synthesis inhibitor, ribonucleotide reductase inhibitor	POLB, POLA1	Ribonucleotide reductase inhibitor	10.60, 5.30	78.55	1.28, 0.45	34.31	88.36	94.76	65.35	72.94	99.93	96.87	61.56	16.62	31.28	78.55	84.53	71.89	99.79	93.06	93.38	40.10	62.40	99.51
BRD-K57179821	CP	crotamiton	scabicidal, antipruritic			10.00, 6.11	78.52	1.06, 0.17	19.43	45.59	48.21	36.00	84.00	95.08	90.14	68.72	91.20	98.09	99.82	33.66	95.06	99.56	85.24	56.00	41.51	67.22	78.52
BRD-K92870997	CP	pterostilbene	cyclooxygenase inhibitor, FAAH inhibitor, MAP kinase inhibitor, PPAR receptor agonist	FAAH, PPARA, PTGS1, PTGS2		9.93, 6.62	78.52	1.94, 0.63	83.48	81.73	78.52	79.63	19.96	99.86	25.42	50.60	6.24	99.93	20.34	79.32	4.69	93.66	92.90	67.48	43.00	77.08	99.51
BRD-K66615216	CP	moxifloxacin	DNA gyrase inhibitor, topoisomerase inhibitor	TOP2A	Bacterial DNA gyrase inhibitor	8.89, 5.00	78.50	0.51, 0.09	24.97	13.29	71.11	78.50	83.75	99.54	96.37	52.27	51.75	80.15	90.40	30.10	97.48	91.09	64.15	46.59	90.10	65.35	97.46
BRD-K57718010	CP	pentylenetetrazol	GABA receptor antagonist		GABA receptor antagonist	9.44, 5.00	78.43	1.01, 0.26	21.26	6.38	76.07	6.00	82.04	33.85	90.51	91.15	91.13	88.33	99.79	8.60	63.91	94.48	81.73	26.55	82.05	71.66	78.43
BRD-K33864865	CP	LY-225910	CCK receptor antagonist	CCKBR	CCK receptor antagonist	3.89, 2.78	78.33	0.90, 0.19	14.82	49.39	26.46	19.14	80.90	47.63	78.86	84.06	31.56	84.18	81.81	94.72	57.68	99.79	71.98	79.10	27.39	84.80	78.33
BRD-K38615104	CP	A-443644	AKT inhibitor	AKT1, AKT2, AKT3, CDC42BPB, GSK3B, PHKG1, PKIA, PRKACA		3.89, 0.56	78.21	2.41, 0.84	92.37	86.21	97.10	35.87	2.43	42.06	84.74	2.79	78.21	90.86	22.73	21.33	27.22	24.15	87.02	0.00	85.68	85.52	93.71
BRD-K82147103	CP	lofepramine	adrenergic transmitter uptake inhibitor, norepinephrine reuptake inhibitor, serotonin reuptake inhibitor, serotonin uptake inhibitor, tricyclic antidepressant	SLC6A2, SLC6A4		13.25, 9.27	78.10	1.72, 0.57	93.72	65.26	98.38	79.91	61.66	98.85	85.67	25.98	83.08	95.46	31.87	2.78	-23.83	69.85	8.64	19.90	78.10	98.77	99.39
BRD-A30437061	CP	camptothecin	topoisomerase inhibitor, beta amyloid synthesis inhibitor, hypoxia inducible factor inhibitor	TOP1, HIF1A	Topoisomerase inhibitor	6.67, 1.67	78.03	2.19, 0.69	93.67	98.20	87.42	74.78	40.47	93.44	39.04	5.29	36.79	99.18	22.97	21.62	56.53	89.59	96.92	78.03	47.37	85.94	93.51
BRD-K73196317	CP	urapidil	adrenergic receptor antagonist, serotonin receptor agonist	HTR1A		13.25, 5.30	78.01	1.93, 0.51	87.01	74.35	98.70	18.22	26.53	94.03	43.01	15.23	82.03	96.84	70.20	38.33	59.77	95.60	78.01	28.51	92.00	96.76	98.84
BRD-A31007383	CP	SDZ-WAG-994	adenosine receptor agonist	ADORA1		6.67, 2.22	77.67	1.30, 0.43	77.60	55.33	77.67	-2.63	69.53	80.89	78.62	92.90	22.50	90.96	97.00	6.45	59.97	99.51	91.13	65.24	54.20	94.39	85.69
BRD-K48932581	CP	cetraxate	gastrin inhibitor, mucus protecting agent	GAST		15.23, 9.27	77.67	1.48, 0.39	99.51	49.22	99.89	33.69	40.17	97.31	54.05	59.90	95.98	99.61	77.67	69.39	-24.45	87.58	35.72	16.65	86.00	96.97	98.94
BRD-A19248578	CP	latrunculin-b	actin destabilizer, unidentified pharmacological activity	ACTA1, MKL1, SPIRE2		7.78, 4.79	77.42	1.32, 0.42	88.87	99.12	66.92	97.25	39.92	91.50	77.42	77.99	37.82	31.99	42.45	87.64	5.70	91.10	51.14	88.38	23.66	84.96	52.54
BRD-K06221026	CP	DUP-697	cyclooxygenase inhibitor	PTGS2		6.11, 2.22	77.38	0.72, 0.19	25.30	41.59	56.29	24.40	16.69	93.45	79.17	73.50	73.33	81.25	83.72	39.99	77.38	81.81	83.76	72.59	92.43	91.96	83.33
BRD-K17561142	CP	amiodarone	acetylcholine receptor ligand, adrenergic receptor antagonist, ATP-sensitive potassium channel inhibitor, HCN (hyperpolarization activated cyclic nucleotide gated) channel modulator, polarization inhibitor, potassium channel antagonist, Sodium Channel  Blockers, voltage-gated sodium channel blocker	KCNH2, ADRB1, CACNA1H, CACNA2D2, CHRM3, CYP2C8, KCNA7, SCN5A		2.78, 1.11	77.29	1.55, 0.49	72.07	83.67	70.06	91.47	73.01	56.47	91.99	87.78	49.93	33.43	78.70	95.80	77.29	86.05	51.26	69.71	86.25	70.99	94.74
BRD-K85119730	CP	tolbutamide	ATP channel blocker	ABCC8, CYP2B6, CYP2C19, CYP2C8, KCNJ1, KCNJ11, KCNJ8		6.67, 3.33	77.10	1.03, 0.28	41.00	37.34	32.20	15.81	81.99	65.38	96.44	94.21	66.77	87.29	83.92	1.27	67.82	93.05	84.45	85.74	89.31	75.21	77.10
BRD-A73909368	CP	dactinomycin	DNA directed RNA polymerase inhibitor, nucleic acid syntheis inhibitor, protein synthesis inhibitor	POLR2A		6.11, 2.22	76.98	2.35, 0.80	93.64	88.66	81.74	68.96	-4.39	82.28	76.98	-1.94	37.23	99.72	50.22	2.36	22.35	35.74	92.12	0.00	91.59	84.87	98.24
BRD-K21520694	CP	sulfacetamide	antibiotic			8.98, 5.39	76.68	1.20, 0.33	24.52	14.13	76.68	62.36	82.62	50.27	93.83	73.27	82.94	97.18	79.23	77.99	54.20	62.65	97.35	18.54	91.67	34.78	90.91
BRD-A42571354	CP	cetirizine	histamine receptor antagonist	HRH1		11.11, 5.00	76.54	0.81, 0.11	76.54	10.60	95.58	25.99	80.00	64.40	91.21	91.09	31.71	49.57	99.79	83.58	84.45	42.25	31.17	13.78	84.34	80.06	53.25
BRD-A71262238	CP	nafadotride	dopamine receptor antagonist	DRD3, DRD2, HTR1A		4.44, 2.22	76.47	0.90, 0.17	94.75	60.53	62.88	73.94	-20.60	27.19	76.91	29.91	90.57	36.54	86.16	76.67	36.34	86.08	76.47	24.43	88.42	96.17	86.48
BRD-A24381660	CP	zeranol	estrogen receptor agonist			10.60, 5.96	76.46	1.49, 0.59	76.46	34.42	97.99	87.87	81.22	99.93	73.57	93.27	9.70	65.85	99.79	34.47	42.63	95.85	26.88	10.14	56.76	90.09	99.82
BRD-K82135108	CP	elesclomol	apoptosis stimulant, HSP agonist, HSP inducer, oxidative stress inducer, topoisomerase inhibitor	TOP2A		2.78, 1.67	76.30	1.14, 0.13	49.28	67.52	29.69	62.87	80.50	83.43	76.77	65.16	12.23	92.03	81.57	62.91	76.30	96.10	70.38	88.79	58.27	90.71	82.05
BRD-K22662435	CP	ganciclovir	DNA directed DNA polymerase inhibitor, DNA polymerase inhibitor, DNA synthesis inhibitor		DNA polymerase inhibitor	7.78, 3.59	76.14	1.63, 0.35	93.95	24.23	83.55	25.10	83.26	73.96	92.95	76.14	0.00	39.76	25.96	80.99	58.65	60.39	15.74	85.08	83.29	81.98	96.12
BRD-K90976994	CP	dehydrocholic-acid	gastrointestinal agent that stimulates bile production or the flow of bile into the duodenum			7.78, 3.89	75.98	1.48, 0.41	72.68	81.51	80.60	75.59	54.22	92.58	15.84	54.48	75.98	92.49	82.68	25.02	95.66	57.66	59.23	43.05	84.97	99.76	94.28
BRD-K07303502	CP	arachidonyl-trifluoro-methane	cytosolic phospholipase inhibitor	PLA2G4A		4.44, 2.22	75.97	1.40, 0.15	75.97	98.03	42.11	65.44	83.53	65.83	36.10	96.96	63.57	98.47	76.27	97.89	69.10	84.81	56.21	95.32	72.79	84.43	53.14
BRD-A68888262	CP	azelastine	histamine receptor antagonist, histamine release inhibitor, immunosuppressant	HRH1, CYP2C19		11.26, 5.96	75.96	1.81, 0.68	98.77	63.41	96.42	89.39	48.41	98.65	83.02	58.48	57.89	14.11	60.38	15.87	-0.49	81.82	75.96	35.20	80.74	82.58	99.72
BRD-K32526544	CP	DCEBIO	intermediate conductance potassium channel activator	KCNN2, KCNN3, KCNN4	Potassium channel activator	6.11, 3.89	75.96	0.80, 0.24	54.44	75.96	77.31	13.46	93.61	52.51	73.50	92.24	88.65	99.75	85.46	-1.66	36.49	99.15	99.05	69.77	35.61	73.13	82.39
BRD-K66874953	CP	pifithrin-alpha	TP53 inhibitor	TP53		3.33, 1.11	75.96	0.52, 0.11	61.20	48.88	82.59	16.88	65.01	91.50	90.53	77.01	74.84	75.77	70.19	31.29	90.81	77.28	37.97	75.96	86.68	91.34	80.18
BRD-K45033733	CP	famciclovir	DNA polymerase inhibitor, DNA directed DNA polymerase inhibitor		DNA polymerase inhibitor	7.78, 3.89	75.95	0.38, 0.10	70.72	41.06	90.00	37.61	83.51	96.87	73.26	86.41	80.47	72.98	84.78	17.01	79.20	75.95	68.77	85.18	60.97	51.19	84.40
BRD-K73109821	CP	diazoxide	ATP channel activator, potassium channel activator	ATP1A1, CA1, CA2, KCNJ11, KCNMA1, SLC12A3		11.11, 6.67	75.87	1.05, 0.27	57.96	27.52	87.04	4.76	79.48	75.87	63.97	92.58	67.50	90.51	40.44	60.00	91.64	99.93	84.31	32.35	54.88	89.74	98.66
BRD-K91699951	CP	benzonatate	non-narcotic cough suppressant thought to act as a local anesthetic	SCN5A		7.22, 4.44	75.87	0.69, 0.10	30.28	41.38	82.52	32.11	86.58	60.99	92.06	25.66	70.03	99.89	98.37	30.21	76.27	96.15	98.87	65.08	92.81	75.87	35.69
BRD-K82865713	CP	prostaglandin-b2	cAMP inhibitor			5.56, 2.78	75.74	0.77, 0.26	75.74	37.10	40.31	10.41	82.45	93.92	55.00	44.67	57.86	97.82	20.76	37.95	91.36	80.55	72.32	87.67	94.49	79.84	81.23
BRD-A99833829	CP	bethanechol	acetylcholine receptor agonist	CHRM2, CHRM1, CHRM3, CHRM4		9.58, 3.59	75.72	1.18, 0.32	91.60	37.89	78.64	57.18	50.24	42.57	96.70	88.46	77.21	85.67	75.72	42.21	-0.32	13.93	4.62	78.56	88.96	85.54	63.90
BRD-A68589262	CP	troxipide	glucosamine synthetase stimulant			9.27, 3.31	75.69	1.55, 0.52	96.26	59.30	99.08	86.29	57.08	96.67	38.37	68.48	80.21	78.67	0.92	21.19	29.11	14.41	75.69	22.68	81.47	98.73	98.56
BRD-A75455249	CP	kavain	calcium channel modulator, mTOR inhibitor, Sodium Channel  Blockers	MTOR		11.67, 6.11	75.67	0.56, 0.16	83.54	13.95	87.99	13.99	59.74	77.11	75.67	97.78	41.41	82.05	99.68	6.01	90.21	92.97	82.74	69.65	50.93	52.97	73.42
BRD-A11813248	CP	AM-92016	glutamate receptor antagonist, ionotropic glutamate receptor antagonist, time-dependent delayed rectifier potassium current blocker	GRIN1, GRIN2B		10.00, 4.44	75.61	0.78, 0.19	95.20	51.54	23.81	48.77	37.45	15.24	95.61	97.60	75.94	99.75	99.65	97.80	30.93	34.27	68.28	82.18	83.48	75.61	53.82
BRD-K62996583	CP	lidoflazine	calcium channel antagonist	SCN1A, SCN3A, SLC29A1		6.67, 4.44	75.58	0.60, 0.09	98.52	73.52	40.79	63.46	94.33	97.43	75.58	90.94	44.72	10.24	69.09	89.63	78.68	86.39	25.53	61.07	40.57	88.49	98.87
BRD-K15916496	CP	clotrimazole	cell wall synthesis inhibitor, cytochrome P450 inhibitor, imidazole inhibitor, intermediate conductance potassium channel activator, intermediate conductance potassium channel blocker, lanosterol demethylase inhibitor, sterol demethylase inhibitor	KCNN4, CYP3A4, CYP51A1, NR1I2, NR1I3, TRPM2, TRPM4, TRPM8		13.25, 5.30	75.51	1.44, 0.69	96.07	61.56	75.51	90.20	5.06	99.58	98.13	91.83	65.78	92.30	86.44	72.58	65.52	43.07	31.96	86.52	49.50	68.35	96.97
BRD-K56403959	CP	ZK-756326	CC chemokine receptor ligand	CCR8		7.78, 4.19	75.48	1.11, 0.35	92.36	3.35	4.16	15.90	58.09	77.55	81.87	80.34	3.05	76.18	79.43	98.98	75.48	75.19	72.04	38.19	54.96	90.26	76.16
BRD-A92585442	CP	RU-28318	cytochrome P450 antagonist	NR3C2		4.79, 1.20	75.43	0.86, 0.19	69.12	44.65	61.71	41.59	14.28	75.66	85.09	81.00	15.98	96.75	79.31	77.90	24.64	98.87	51.88	75.43	59.03	80.13	96.62
BRD-K17953061	CP	staurosporine	PKC inhibitor, AKT inhibitor, BMX inhibitor, CDK inhibitor, CHK inhibitor, G protein coupled receptor agonist, glycogen synthase kinase inhibitor, leucine rich repeat kinase inhibitor, ribosomal protein inhibitor, sodium/hydrogen exchanger inhibitor	CDK2, GSK3B, CAMK2B, CDK1, CDK5, CHEK1, CHRM1, CHRM2, CHRM4, CSK, DAPK1, GPR35, IKBKB, ITK, LCK, LRRK2, MAP2K4, MAP2K6, MAPKAPK2, PAK2, PDPK1, PHKG2, PIK3CG, PIM1, PKN1, PRKACB, PRKCI, PRKCQ, RPS6KA1, STK3, SYK, TNIK, ZAP70		5.59, 3.11	75.40	4.04, 1.01	81.14	60.26	65.65	66.03	-82.57	95.00	33.28	22.08	73.01	99.89	75.40	86.13	79.04	-29.55	86.12	84.17	69.70	90.67	89.03
BRD-A79465854	CP	auranofin	disease modifying antirheumatic drug, immunosuppressant, NFkB pathway inhibitor, prostanoid receptor inhibitor, thioredoxin reductase inhibitor	IKBKB, PRDX5, TRPA1, TXNRD1, TXNRD2	NFkB pathway inhibitor	3.33, 2.22	75.38	2.74, 0.50	91.86	79.01	27.72	28.79	83.03	75.38	18.89	92.63	55.50	99.82	77.55	69.18	0.00	39.38	4.89	88.51	44.20	85.82	87.02
BRD-A42759514	CP	ornidazole	antiprotozoal agent			6.11, 2.78	75.37	0.88, 0.17	35.36	49.20	63.11	63.48	96.47	95.27	88.89	88.31	76.62	84.57	85.95	40.66	74.34	91.75	75.37	24.15	69.91	39.46	87.79
BRD-K32821942	CP	azathioprine	dehydrogenase inhibitor, immunosuppressant, purine antagonist	HPRT1, IMPDH1, PPAT	IMPDH inhibitor	10.18, 8.98	75.27	0.22, 0.05	30.94	36.78	80.21	61.33	81.41	75.84	80.44	31.81	90.43	78.13	75.27	99.97	48.89	75.20	65.34	69.64	75.72	56.49	94.85
BRD-A01643550	CP	prednisolone	glucocorticoid receptor agonist	NR3C1, NR3C2, SERPINA6	Glucocorticoid receptor agonist	7.22, 3.89	75.19	0.86, 0.39	89.58	82.64	35.89	56.37	50.58	98.40	9.99	82.51	84.06	91.94	97.60	1.76	-19.35	99.93	27.70	80.88	61.67	75.19	58.57
BRD-K93480852	CP	KN-93	calcium/calmodulin dependent protein kinase inhibitor	CAMK2A		5.00, 0.56	75.16	0.61, 0.08	75.16	84.35	95.68	89.73	7.10	81.23	58.63	87.30	95.70	38.93	42.46	95.70	65.28	66.53	70.31	77.38	9.21	74.97	93.49
BRD-A78942461	CP	ICI-118551	adrenergic receptor antagonist			8.38, 4.79	75.10	1.08, 0.27	89.10	35.56	97.19	88.16	41.84	99.93	45.70	21.53	97.60	36.48	80.12	99.93	46.88	87.27	25.64	32.20	54.92	75.10	89.35
BRD-K31542390	CP	mycophenolic-acid	dehydrogenase inhibitor, immunosuppressant, IMPDH inhibitor, inosine monophosphate dehydrogenase inhibitor	IMPDH1, IMPDH2	IMPDH inhibitor	4.44, 1.67	75.06	0.92, 0.33	20.46	90.55	91.53	84.96	75.06	51.33	77.95	22.36	37.62	97.74	21.81	99.03	91.90	61.58	93.47	83.06	39.20	35.82	42.73
BRD-K48029790	CP	OBAA	phospholipase inhibitor	PLA2G1B		5.00, 2.78	75.02	1.43, 0.38	79.27	25.81	78.12	20.38	27.29	28.83	62.71	31.89	76.61	97.53	84.80	5.85	-32.53	82.73	91.69	7.79	75.02	94.26	90.43
BRD-K70487031	CP	flupentixol	dopamine receptor antagonist	DRD2, DRD1, ADRA1A, CHRM1, DRD3, DRD5, HTR2A		4.44, 2.22	74.96	1.06, 0.28	93.63	74.96	94.75	93.50	-20.99	15.93	62.04	96.47	78.99	89.84	42.71	92.79	46.63	30.82	10.45	47.11	8.57	79.77	89.41
BRD-K66896231	CP	BRD-K66896231	acetylcholinesterase inhibitor	ACHE		12.58, 7.28	74.94	1.90, 0.75	95.73	75.28	88.65	84.74	24.06	99.82	74.94	31.48	79.21	99.93	18.31	12.86	50.49	11.41	32.81	71.02	84.96	34.52	99.68
BRD-K96402602	CP	farnesylthiotriazole	prenylated protein methyltransferase (PPMTase) inhibitor			5.56, 3.33	74.77	1.00, 0.34	60.60	41.38	74.77	81.38	83.12	91.11	80.40	48.17	23.41	97.80	28.90	42.70	57.51	76.14	94.75	40.74	93.64	89.55	63.05
BRD-K54771420	CP	glycocholic-acid	cholesterol inhibitor	FABP6		7.22, 3.89	74.74	0.50, 0.11	49.59	44.90	41.70	12.90	94.23	74.74	96.21	72.63	96.09	99.44	97.68	6.42	89.71	79.81	99.61	83.20	34.74	57.31	45.38
BRD-K21806131	CP	tegaserod	serotonin receptor partial agonist, serotonin receptor agonist	HTR4, HTR2B, HTR2A, HTR2C		6.06, 3.79	74.68	1.69, 0.63	89.51	90.40	60.19	91.07	13.47	50.50	17.65	91.54	12.00	74.68	2.08	99.93	83.45	90.52	19.27	99.26	28.77	57.31	86.10
BRD-K88679075	CP	methandriol	androgenic horomone		Androgen receptor modulator	11.92, 10.60	74.67	2.10, 0.76	98.82	62.45	58.32	29.19	36.13	99.93	93.11	21.71	72.06	99.37	87.07	11.33	70.62	91.51	74.67	59.60	96.60	97.74	99.79
BRD-K92760278	CP	riboflavin	vitamin B2, required for flavoprotein enzyme reactions			8.89, 3.33	74.62	0.76, 0.19	13.87	27.78	95.77	25.83	58.82	81.39	89.58	53.04	66.80	95.37	97.22	93.68	98.48	29.17	74.62	26.70	84.69	90.35	46.83
BRD-K12219985	CP	glipizide	sulfonylurea, ATP channel blocker, ATP-sensitive potassium channel antagonist, insulin secretagogue	ABCC8, KCNJ10, KCNJ11, PPARG	KCNJ11 modulator	6.67, 3.89	74.61	0.94, 0.19	66.37	57.15	37.07	40.08	76.34	89.66	78.13	81.13	79.12	99.37	96.69	24.90	74.61	67.72	88.68	37.87	39.64	83.33	38.18
BRD-K45158365	CP	valsartan	angiotensin receptor antagonist	AGTR1		11.67, 6.11	74.60	0.73, 0.22	38.43	29.48	95.34	30.10	92.62	91.09	71.29	90.26	60.72	58.24	98.57	52.69	74.60	86.93	92.86	5.85	90.33	46.70	96.87
BRD-A16332958	CP	modafinil	adrenergic receptor agonist, dopamine receptor reuptake inhibitor	ADRA1B, CYP1A2, CYP2B6, CYP2C19, CYP3A4, CYP3A5, SLC6A3		10.00, 4.44	74.58	0.72, 0.18	82.75	21.13	96.90	30.69	89.48	68.73	78.36	59.04	50.43	94.92	74.58	65.11	80.64	56.20	99.37	44.37	67.21	80.84	95.43
BRD-K39983086	CP	loteprednol	corticosteroid agonist, phospholipase inhibitor	NR3C1	Glucocorticoid receptor agonist	5.96, 2.65	74.56	1.67, 0.61	80.90	91.12	29.40	78.53	26.26	95.32	27.65	20.95	74.56	93.63	79.17	66.27	1.20	62.58	0.49	77.43	12.99	79.37	98.89
BRD-K89055274	CP	alverine	smooth muscle relaxant	HTR1A		9.44, 3.89	74.53	0.90, 0.28	7.82	25.00	78.16	8.79	98.12	25.85	85.46	95.11	29.19	81.26	97.41	74.53	68.81	93.43	87.41	35.07	43.59	85.01	38.61
BRD-A64977602	CP	mirtazapine	adrenergic receptor antagonist, serotonin receptor antagonist	ADRA2A, HTR2A, HTR2C, ADRA2C, HTR3A, ADRA1A, ADRA1B, ADRA1D, ADRA2B, ADRB1, ADRB2, DRD1, DRD2, DRD3, DRD5, HRH1, HRH3, HTR2B, HTR7, OPRK1, SLC6A2, SLC6A3, SLC6A4		11.11, 4.44	74.49	0.50, 0.14	31.84	26.53	94.50	39.12	82.72	89.90	45.30	71.62	47.38	98.15	95.25	49.19	96.53	74.49	85.98	30.37	82.51	52.70	91.00
BRD-K60160658	CP	tiagabine	GABA uptake inhibitor, GAT inhibitor	SLC6A1, CYP2C19		11.92, 6.62	74.45	1.98, 0.76	81.01	46.55	98.59	87.30	14.34	99.93	36.65	26.42	85.18	33.26	96.64	14.67	32.55	92.89	32.15	60.64	78.02	74.45	99.68
BRD-K52522949	CP	NCH-51	HDAC inhibitor	HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9	HDAC inhibitor	9.58, 5.99	74.33	2.09, 0.66	97.94	99.79	94.35	97.17	0.00	96.22	73.48	76.07	88.61	73.22	74.33	56.55	85.53	36.99	79.35	67.79	54.31	57.88	64.75
BRD-K43068349	CP	AMG-9810	TRPV antagonist	TRPV1		8.89, 3.33	74.28	0.85, 0.15	58.43	50.31	49.67	-22.24	84.07	83.70	9.08	80.77	-39.80	97.64	95.45	48.89	95.15	95.65	97.70	74.28	67.25	68.89	95.17
BRD-K81128206	CP	edrophonium	acetylcholinesterase inhibitor	ACHE, BCHE		7.78, 2.40	74.18	0.90, 0.33	50.75	0.00	69.12	60.17	95.95	33.72	96.87	80.48	34.68	80.11	74.18	90.10	87.19	27.57	9.80	61.15	97.34	77.25	83.29
BRD-A94709349	CP	metaxalone	muscle relaxant			7.22, 3.33	74.15	0.88, 0.30	66.16	16.76	78.07	40.93	97.80	94.50	65.60	93.33	74.15	91.05	92.44	4.31	54.12	97.42	35.72	74.80	35.09	35.36	78.25
BRD-A31575449	CP	CGP-20712	adrenergic receptor antagonist	ADRB1, ADRB3		6.67, 4.44	74.07	0.88, 0.32	94.43	62.60	72.02	68.36	76.88	7.86	74.59	99.75	92.10	53.67	74.07	28.24	70.82	83.12	83.96	62.53	84.96	59.30	79.69
BRD-K68264559	CP	brimonidine	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, AOX1		7.78, 3.89	74.03	0.86, 0.16	43.39	11.98	49.49	13.45	91.93	87.39	86.88	67.31	37.63	91.09	95.51	18.21	65.90	99.65	74.03	54.05	95.04	88.75	89.90
BRD-K81729199	CP	AQ-RA741	acetylcholine receptor antagonist			7.22, 2.78	73.97	0.85, 0.20	52.68	20.71	30.45	73.97	89.55	97.78	95.08	96.99	77.49	4.79	97.25	99.19	86.23	82.53	13.31	32.01	61.91	56.89	56.53
BRD-A92177080	CP	betamethasone	corticosteroid agonist, glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	2.22, 1.11	73.96	1.30, 0.82	29.55	25.51	74.66	83.78	94.62	39.94	83.81	85.18	39.43	90.61	51.31	2.35	86.61	89.77	73.96	-7.65	74.09	54.39	20.91
BRD-K52989797	CP	clomipramine	serotonin transporter (SERT) inhibitor, dopamine transporter (DAT) inhibitor, norepinephrine transporter (NET) inhibitor	SLC6A4, SLC6A2, CYP2C19, GSTP1, HTR2A, HTR2B, HTR2C, SLC6A3	Tricyclic antidepressant	7.22, 3.33	73.96	0.86, 0.22	95.33	41.61	44.58	87.48	52.26	46.79	78.72	96.11	73.01	82.10	80.09	87.79	37.61	16.19	73.96	60.75	97.56	65.63	85.43
BRD-K63068307	CP	ZSTK-474	PI3K inhibitor	PIK3CG, PIK3CA, PIK3CB, PIK3CD	PI3K inhibitor	2.78, 0.56	73.71	1.91, 0.60	54.31	83.84	81.42	82.82	77.55	46.68	86.82	33.59	45.58	80.99	30.39	99.86	53.27	51.96	86.35	73.71	52.43	59.83	85.06
BRD-U68942961	CP	JW-7-24-1	LCK Inhibitor	LCK		3.89, 1.11	73.71	2.46, 0.67	73.71	93.34	71.00	93.76	53.86	8.74	53.80	91.23	85.54	94.04	44.50	97.93	3.52	44.70	58.82	95.86	48.79	75.58	85.80
