#1.3
2429	21	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-A51382177-summary	BRD-K76674262-summary	BRD-A15297126-summary	BRD-K77947974-summary	BRD-K05977355-summary	BRD-A09472452-summary	BRD-A17655518-summary	BRD-K34776109-summary	BRD-K28307902-summary	BRD-K64052750-summary	BRD-K80396088-summary	BRD-K22662435-summary	BRD-K55127134-summary	BRD-A22769835-summary	BRD-K15108141-summary	BRD-K12219985-summary	BRD-K47639036-summary	BRD-K11129031-summary	BRD-A49765801-summary	BRD-K36862742-summary	BRD-A31159102-summary
BRD-A64977602	CP	mirtazapine	adrenergic receptor antagonist, serotonin receptor antagonist	ADRA2A, HTR2A, HTR2C, ADRA2C, HTR3A, ADRA1A, ADRA1B, ADRA1D, ADRA2B, ADRB1, ADRB2, DRD1, DRD2, DRD3, DRD5, HRH1, HRH3, HTR2B, HTR7, OPRK1, SLC6A2, SLC6A3, SLC6A4		6.25, 2.60	77.26	0.50, 0.14	90.46	-11.10	71.69	69.42	38.53	50.15	67.18	96.11	78.35	77.72	-10.59	94.21	31.79	78.62	-0.03	89.71	85.25	89.45	77.26	80.63	8.29
BRD-K05737787	CP	isoeugenol	nitric oxide production inhibitor			4.12, 1.03	77.16	1.83, 0.56	89.46	89.51	79.33	12.14	70.17	59.99	38.72	77.94	77.16	70.48	92.32	86.58	15.47	91.82	63.13	96.44	0.05	91.00	90.03	42.37	0.07
BRD-K93201660	CP	ML-7	myosin light chain kinase inhibitor	MYLK		9.90, 2.60	77.12	0.94, 0.22	93.51	0.00	67.77	96.51	96.26	93.59	55.88	98.91	28.70	91.86	55.56	67.29	95.15	26.44	17.34	77.12	92.53	13.16	87.39	44.28	94.20
BRD-K33106058	CP	cytarabine	antimetabolite, DNA polymerase inhibitor, DNA synthesis inhibitor, ribonucleotide reductase inhibitor	POLB, POLA1	Ribonucleotide reductase inhibitor	6.13, 4.29	77.01	1.28, 0.45	93.97	90.63	54.85	28.36	77.01	62.69	99.44	97.48	86.83	95.56	16.38	59.23	22.74	94.71	99.96	96.47	39.58	11.16	69.79	78.65	63.53
BRD-A31575449	CP	CGP-20712	adrenergic receptor antagonist	ADRB1, ADRB3		6.77, 3.65	76.80	0.88, 0.32	86.89	74.67	47.56	90.12	50.97	77.66	58.01	99.12	83.98	14.23	77.55	76.80	94.86	35.94	25.20	96.98	45.39	17.82	94.68	9.48	90.70
BRD-K15588452	CP	R-96544	serotonin receptor antagonist	HTR2A	Serotonin receptor antagonist	11.46, 6.77	76.75	1.30, 0.28	70.08	0.00	22.94	99.05	97.51	97.99	94.18	27.28	9.00	95.77	84.62	68.37	96.97	52.36	80.12	36.02	93.67	76.75	33.51	66.87	97.03
BRD-A86044036	CP	flurbiprofen	cyclooxygenase inhibitor	PTGS1, PTGS2		4.47, 2.79	76.45	1.57, 0.39	78.37	31.46	26.20	79.23	81.52	98.48	17.56	66.91	92.75	89.69	76.45	97.82	2.25	0.56	0.39	99.79	66.15	50.67	28.65	90.07	87.25
BRD-A30205217	CP	ethotoin	anticonvulsant	SCN5A		10.61, 5.59	76.30	1.16, 0.38	42.35	27.03	80.89	37.82	90.88	99.61	75.65	99.29	76.30	54.70	95.03	74.74	15.39	97.37	5.53	96.98	9.99	97.49	80.60	76.45	34.97
BRD-K37991163	CP	paroxetine	cyclophilin inhibitor, norepinephrine reputake inhibitor, selective serotonin reuptake inhibitor (SSRI), serotonin reuptake inhibitor, serotonin uptake inhibitor	SLC6A4, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HTR2A, SLC6A2		7.81, 5.73	76.27	1.65, 0.47	41.21	61.01	50.53	97.64	89.36	94.43	37.56	66.83	92.42	98.06	32.24	65.34	98.48	88.65	75.39	76.27	19.73	11.84	92.68	79.01	98.34
BRD-K91699951	CP	benzonatate	non-narcotic cough suppressant thought to act as a local anesthetic	SCN5A		3.65, 2.60	76.10	0.69, 0.10	82.98	43.25	82.04	59.73	90.91	55.61	85.26	76.10	51.29	82.97	77.15	87.82	24.57	27.07	40.60	76.90	71.12	57.91	91.24	80.64	51.22
BRD-U37049823	CP	HG-6-64-01	RAF inhibitor, Abl kinase inhibitor, ephrin receptor inhibitor, KIT inhibitor, MAP kinase inhibitor, MEK inhibitor, p38 MAPK inhibitor, src inhibitor	ABL1, BRAF, CSF1R, EGFR, FGFR1, FLT3, KIT, MAPK11, PDGFRB, RET	PDGFR/KIT inhibitor, RAF inhibitor	6.25, 3.13	76.09	1.82, 0.35	86.38	95.84	76.09	85.29	32.05	42.84	19.50	95.21	15.66	84.48	10.42	73.74	90.59	88.54	95.60	40.63	12.44	5.81	96.02	28.70	95.74
BRD-K85030058	CP	benactyzine	acetylcholine receptor antagonist			5.52, 3.68	76.03	1.19, 0.39	90.61	0.00	67.08	22.39	14.48	89.91	76.03	2.61	95.62	83.44	92.19	82.88	34.56	84.22	-0.70	73.55	14.77	9.15	90.09	97.25	98.17
BRD-K80315159	CP	DPPE	histamine receptor antagonist	ABCB1, HRH1		7.81, 4.69	75.85	0.92, 0.18	95.94	76.82	82.73	94.28	76.33	91.83	75.85	26.87	14.21	88.34	99.93	68.83	61.69	77.43	0.74	54.78	98.25	74.48	20.76	56.02	72.23
BRD-K21667562	CP	AM-404	FAAH transport inhibitor, anandamide transport inhibitor, nucelar factor of activated T-cells inhibitor, TRPV agonist	TRPV1, CNR1, CNR2, FAAH		5.73, 1.56	75.83	1.23, 0.27	70.12	70.02	75.83	34.53	21.65	79.41	91.71	79.68	80.47	8.27	86.91	95.59	32.07	27.23	10.46	93.94	53.62	88.77	93.45	28.03	80.00
BRD-K17743125	CP	belinostat	HDAC inhibitor, cell cycle inhibitor	HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9	HDAC inhibitor	1.56, 1.04	75.79	1.84, 0.53	81.26	90.59	69.60	69.66	79.41	9.78	43.87	97.57	33.92	66.65	86.93	60.72	88.27	83.96	92.99	56.49	91.26	3.35	13.85	75.79	81.88
BRD-K81272440	CP	dantrolene	calcium channel antagonist	RYR1, RYR3		9.90, 5.73	75.68	0.70, 0.14	80.39	7.97	80.81	75.68	99.86	83.69	96.82	17.41	29.95	79.56	87.91	99.19	2.44	8.12	20.33	86.77	74.30	65.20	84.05	46.55	17.32
BRD-K55044200	CP	amoxicillin	cell wall synthesis inhibitor, PBPA inhibitor	SLC15A1		12.85, 7.26	75.63	1.64, 0.45	75.63	4.62	91.23	11.74	99.20	19.13	33.33	53.10	98.16	81.88	96.27	98.84	2.14	8.88	38.82	98.07	20.59	14.33	95.21	82.47	97.95
BRD-K35941380	CP	methysergide	serotonin receptor antagonist	HTR2C, HTR1B, HTR1E, HTR1F, HTR2A, HTR2B, HTR7, HTR1A, HTR1D, HTR5A, HTR6		5.73, 1.04	75.56	0.81, 0.24	88.32	27.22	46.49	83.72	12.36	63.51	97.07	93.09	89.90	13.38	81.60	78.11	1.27	44.26	2.08	96.37	12.33	56.27	89.76	83.67	75.56
BRD-A17535965	CP	gelsemine	acetylcholine receptor antagonist, glycine receptor antagonist	GLRA3		7.82, 6.15	75.53	0.97, 0.31	98.03	27.92	78.81	17.56	85.48	-50.84	12.94	92.17	64.36	88.92	68.26	90.52	15.06	37.64	14.30	99.30	75.53	65.70	95.14	98.91	98.00
BRD-K27141178	CP	SB-203186	serotonin receptor antagonist	HTR4		9.50, 4.47	75.49	1.80, 0.59	94.95	10.50	92.42	19.67	10.76	15.43	75.49	92.20	85.91	7.67	63.04	42.26	80.83	21.25	79.28	75.51	97.11	98.21	11.05	96.09	53.96
BRD-K59332007	CP	linopirdine	acetylcholine release enhancer, acetylcholine release stimulant, neurotransmitter agonist, voltage-gated potassium channel blocker	KCNQ2, KCNQ3, KCNQ4, KCNQ5		5.73, 3.65	75.48	0.66, 0.20	64.88	46.91	94.14	73.03	88.91	72.78	92.99	69.81	98.20	78.78	61.03	63.28	93.83	81.72	19.36	69.58	82.58	66.51	95.80	85.77	75.48
BRD-A66927094	CP	nemonapride	dopamine receptor antagonist, serotonin receptor agonist	DRD2, DRD3, DRD4		5.73, 4.17	75.46	0.98, 0.38	79.29	6.60	87.03	21.87	91.24	96.69	75.46	14.57	32.10	60.58	98.87	83.12	21.58	-38.96	-1.44	93.10	90.76	96.58	59.25	76.49	24.10
BRD-K09778810	CP	FGIN-1-27	benzodiazepine receptor agonist, inositol monophosphatase inhibitor	TSPO		6.25, 2.60	75.44	0.65, 0.13	85.45	29.99	83.71	68.59	12.14	27.71	80.31	52.30	19.16	88.74	39.31	51.40	84.31	90.96	79.82	40.13	85.25	86.90	75.44	70.17	90.80
BRD-K57179821	CP	crotamiton	scabicidal, antipruritic			11.46, 5.73	75.37	1.06, 0.17	46.75	61.99	94.08	72.08	96.07	57.63	98.93	95.38	97.42	42.85	60.19	75.37	76.49	81.59	0.95	13.32	97.82	81.25	94.02	20.09	4.19
BRD-K82562631	CP	tolmetin	cyclooxygenase inhibitor	PTGS2, PTGS1	Cyclooxygenase inhibitor	5.21, 3.65	75.32	0.64, 0.18	79.09	37.97	28.31	35.62	69.16	79.63	89.96	83.41	75.32	16.02	84.56	90.51	3.11	89.04	-1.52	80.10	80.78	11.95	90.64	7.22	23.45
BRD-K81729199	CP	AQ-RA741	acetylcholine receptor antagonist			9.38, 6.25	75.23	0.85, 0.20	99.01	61.90	77.05	17.22	35.48	18.05	99.89	75.23	70.19	77.88	96.79	99.47	73.86	97.70	31.69	33.93	47.22	84.89	77.52	83.70	51.37
BRD-K41567364	CP	SB-334867	orexin receptor antagonist	HCRTR1, HCRTR2		8.33, 5.21	75.15	1.28, 0.47	97.36	-48.94	92.07	82.47	99.05	90.34	61.60	97.31	72.36	31.56	93.45	29.57	35.32	32.06	18.06	83.79	84.39	81.20	70.59	75.15	44.30
BRD-A29082194	CP	gitoxigenin	ATPase inhibitor	ATP1A1	ATPase inhibitor	8.85, 5.21	75.06	0.82, 0.30	77.89	94.19	21.55	84.30	92.96	46.36	23.10	95.66	77.23	76.32	43.52	75.06	15.38	26.00	92.06	88.09	48.44	18.92	82.10	63.22	10.35
BRD-K24675965	CP	LY-288513	CCK receptor antagonist	CCKBR		8.33, 4.17	75.04	0.94, 0.19	76.51	-16.84	94.33	22.49	37.91	21.52	92.86	26.74	75.04	90.60	89.78	93.80	-5.94	78.33	94.81	73.96	98.26	44.35	84.13	28.71	22.74
BRD-K06593056	CP	LE-135	retinoid receptor agonist	RARB		6.25, 2.60	75.00	0.53, 0.05	75.00	90.53	0.88	87.96	61.10	76.54	32.11	81.41	19.18	92.88	51.34	75.43	85.55	68.17	96.49	91.56	66.22	-3.31	96.05	41.09	45.43
BRD-A91008255	CP	bepridil	calcium channel blocker, L-type calcium channel blocker	ATP1A1, CACNA1A, CACNA1C, CACNA1H, CACNA2D2, CALM1, KCNQ1, KCNQ4, PDE1A, PDE1B, SCN5A, TNNC1		5.73, 2.08	74.80	0.27, 0.05	74.80	37.74	88.03	90.72	14.24	21.11	95.67	59.78	4.05	81.91	85.88	56.04	95.17	40.56	15.26	45.93	86.52	76.24	75.80	92.05	55.21
BRD-K59962020	CP	CHEMBL-374350	NFkB pathway inhibitor			7.81, 3.13	74.79	1.70, 0.33	87.57	81.13	74.79	96.62	6.10	93.26	61.30	35.46	14.15	92.37	4.23	80.82	98.66	90.66	83.66	69.41	60.68	51.73	63.40	45.47	84.82
BRD-A65076780	CP	dihydroergocristine	adrenergic receptor antagonist, prolactin inhibitor, adrenergic receptor partial agonist, dopamine receptor agonist, dopamine receptor partial agonist, dopamine receptor partial antagonist, serotonin receptor antagonist	HTR2A, ADRA1A, ADRB1, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR3A, HTR4, HTR5A, HTR6, HTR7		6.15, 4.47	74.72	1.34, 0.35	84.99	69.89	89.52	65.63	80.30	37.67	83.70	64.54	9.87	89.84	15.33	74.72	97.78	84.81	89.89	31.60	24.27	25.72	72.26	83.38	99.08
BRD-K28936863	CP	ketotifen	histamine receptor ligand, leukotriene antagonist, phosphodiesterase inhibitor	HRH1, PDE4A, PDE4B, PDE4C, PDE4D, PDE7A, PDE7B, PDE8A, PDE8B, PGD		11.46, 7.29	74.59	0.52, 0.07	74.59	36.58	58.70	57.92	89.08	97.96	99.47	97.96	83.34	90.24	97.46	32.62	52.69	86.95	0.67	86.38	71.33	43.73	90.35	63.43	66.25
BRD-K92015269	CP	GBR-12783	dopamine uptake inhibitor			6.77, 3.65	74.59	0.94, 0.19	52.92	16.82	71.71	94.17	52.10	91.48	95.84	80.84	74.59	98.06	63.01	59.74	91.45	91.91	35.85	35.96	92.90	37.79	89.09	92.15	39.35
BRD-K47936004	CP	piribedil	dopamine receptor agonist, adrenergic receptor antagonist	DRD2, DRD3, ADRA1A, ADRA2A, ADRA2C, DRD4, HTR1A, HTR2B		6.15, 2.23	74.39	0.93, 0.11	79.63	7.22	74.39	19.68	40.36	38.94	92.76	76.18	26.50	73.57	41.42	80.04	63.98	88.03	14.67	50.56	81.19	97.34	93.63	86.74	90.70
BRD-A94669766	CP	naringenin	aromatase inhibitor, estrogen receptor agonist, quorum sensing signaling modulator, TRPM3 antagonist	CYP19A1, ESR2, CYP1B1, GLO1, HSD17B1		5.73, 2.60	74.33	1.16, 0.26	74.33	40.61	88.36	75.61	46.28	37.49	79.25	73.63	93.59	8.38	98.15	43.90	34.58	86.25	5.05	79.80	87.98	82.08	79.26	49.74	63.63
BRD-K62996583	CP	lidoflazine	calcium channel antagonist	SCN1A, SCN3A, SLC29A1		4.69, 2.60	74.26	0.60, 0.09	75.07	20.67	17.18	79.49	50.83	57.97	63.66	86.09	24.50	98.01	79.65	95.36	70.03	57.81	5.00	90.89	74.26	8.71	88.55	78.60	85.25
BRD-K32501161	CP	vanoxerine	dopamine reuptake inhibitor, dopamine transporter inhibitor, monoamine oxidase inhibitor	SLC6A3, MAOA, MAOB		5.73, 2.08	74.20	1.47, 0.31	68.10	80.34	50.66	94.29	88.96	94.43	28.59	83.30	43.91	79.04	58.59	69.28	88.26	95.86	89.19	49.31	73.78	2.15	83.78	17.51	74.20
BRD-A95869247	CP	indapamide	carbonic anhydrase inhibitor, thiazide diuretic	KCNQ1, CA7, KCNE1, SLC12A3	Na-K-Cl transporter inhibitor	7.26, 2.23	73.96	1.00, 0.23	75.07	12.82	60.51	33.37	98.60	88.74	73.96	65.57	79.37	74.16	94.80	95.39	16.40	86.81	-1.13	93.25	49.69	82.18	64.00	20.33	41.77
BRD-K67017579	CP	cilostazol	phosphodiesterase inhibitor, platelet aggregation inhibitor	PDE3A, CYP2C19, CYP3A5, PDE3B		6.77, 3.13	73.94	1.17, 0.38	73.94	34.16	81.53	92.25	80.81	78.47	99.41	96.24	93.02	15.30	59.68	93.25	25.76	68.86	1.62	69.92	28.18	81.58	95.63	56.97	21.63
BRD-A49172652	CP	lansoprazole	ATPase inhibitor	ATP4A, CYP2C19, CYP3A4, CYP3A5		4.29, 2.45	73.83	1.35, 0.30	6.18	0.00	6.25	94.65	96.82	99.44	94.53	49.38	78.02	32.90	88.28	46.74	85.47	74.11	26.46	92.11	33.36	81.59	5.46	73.83	10.62
BRD-K41713976	CP	E-4031	polarization inhibitor, potassium channel antagonist, potassium channel blocker	KCNH2, KCNH1		5.21, 2.08	73.80	0.72, 0.18	86.71	-6.53	78.99	68.61	73.95	64.97	81.64	52.03	88.56	29.34	73.04	58.29	9.59	85.05	0.11	84.61	67.09	93.35	88.91	73.80	74.86
BRD-A29485665	CP	bicalutamide	androgen receptor antagonist	AR, CYP2C19		6.77, 2.60	73.64	0.67, 0.17	65.07	6.91	38.54	32.25	81.48	98.56	62.11	97.44	94.52	69.25	64.24	73.64	8.76	78.55	30.05	96.65	93.88	80.19	90.40	78.16	39.00
BRD-A49370193	CP	RO-60-0175	serotonin receptor agonist	HTR2C, HTR2A, HTR2B	Serotonin receptor agonist	4.69, 2.08	73.60	0.97, 0.23	17.22	14.37	73.60	83.92	94.90	97.40	49.19	75.33	24.88	88.66	96.13	73.62	39.92	66.49	-4.94	97.14	87.13	12.92	46.40	47.24	77.38
BRD-K10995081	CP	perphenazine	dopamine receptor, dopamine receptor antagonist	DRD2, CALM1, DRD1, HRH1, HTR2A, HTR2C, HTR6, HTR7	Dopamine receptor antagonist	10.94, 5.73	73.54	1.30, 0.53	56.88	73.54	87.18	98.63	57.55	90.72	29.83	47.17	90.24	84.26	48.90	56.27	99.68	87.10	90.37	30.74	57.68	24.50	71.24	93.38	97.36
BRD-A10903566	CP	imiloxan	adrenergic receptor antagonist	ADRA2B		3.91, 1.68	73.50	1.17, 0.44	78.36	73.16	85.94	82.55	48.45	78.92	39.63	73.50	76.87	82.18	19.81	65.27	27.08	93.45	87.38	86.41	47.37	99.37	43.41	56.18	73.46
BRD-A65280694	CP	molindone	dopamine receptor antagonist	DRD2, HTR2A, CHRM1, DRD5, HRH1, HTR1A		11.17, 6.15	73.50	1.01, 0.30	94.29	-6.06	94.93	9.11	60.52	65.08	77.02	48.71	96.65	41.04	3.52	97.43	57.01	78.55	32.40	73.50	92.60	76.99	93.66	6.94	77.03
BRD-K16664969	CP	GTP-14564	FLT3 inhibitor, tyrosine kinase receptor inhibitor	FLT3, CSF1R, KIT, PDGFRB		4.17, 1.04	73.16	0.93, 0.17	95.68	80.00	90.22	59.91	22.37	40.67	73.16	8.89	9.53	19.01	77.69	78.63	34.74	81.30	53.04	28.47	96.13	81.53	87.64	92.23	6.24
BRD-K77286328	CP	reversine	Aurora kinase inhibitor, adenosine receptor antagonist	AURKB, ADORA3, AURKA, INCENP, MAP2K1	Aurora kinase inhibitor	7.29, 4.17	73.15	1.58, 0.56	61.76	80.93	43.19	81.15	62.88	94.43	28.60	62.52	84.07	99.93	22.45	77.52	65.17	43.74	96.03	77.83	56.76	0.07	83.80	75.75	73.15
BRD-A44780397	CP	mifepristone	glucocorticoid receptor antagonist, progesterone receptor antagonist, androgen receptor ligand, internal ribosomal entry site inhibitor	PGR, NR3C1, AR, CYP2B6, CYP2C8, CYP3A5, CYP3A7, NR1I2	Progesterone receptor antagonist	4.17, 2.08	73.11	0.90, 0.16	73.11	81.89	62.55	83.67	70.36	92.51	18.05	97.43	93.63	93.56	85.29	56.50	79.49	15.44	30.23	90.42	62.15	11.28	84.11	23.90	58.96
BRD-K40992116	CP	parachlorophenol	disinfectant			6.25, 2.08	73.11	1.11, 0.33	94.58	18.09	44.28	70.80	85.61	35.83	17.54	92.29	66.73	73.11	78.15	74.63	18.59	81.59	86.11	96.78	92.43	70.65	95.41	19.52	71.86
BRD-K42098891	CP	protriptyline	tricyclic antidepressant (TCA)	SLC6A2, SLC6A4	Tricyclic antidepressant	6.77, 3.13	73.03	1.17, 0.33	49.30	17.70	87.71	93.75	72.39	97.40	75.11	82.18	18.70	75.10	91.47	70.74	90.16	41.72	0.99	66.56	57.63	25.04	73.03	91.63	77.21
BRD-K22227508	CP	targinine	nitric oxide synthase inhibitor	NOS2, NOS3		1.84, 0.61	73.02	2.35, 0.69	59.72	38.98	53.70	17.28	77.90	5.71	71.95	73.34	81.06	85.09	77.61	96.55	-0.02	84.93	1.63	73.02	51.06	7.43	88.93	77.59	74.70
BRD-K39621635	CP	artemether	antimalarial, interacts with heme and with COX3	ATP1A1, CYP2B6, CYP2C19, CYP3A5		3.07, 1.84	72.93	1.15, 0.26	58.89	86.49	54.14	83.23	62.10	-10.75	99.79	70.60	96.99	88.41	-7.16	85.19	27.27	72.93	34.65	78.97	70.74	70.58	94.27	95.30	83.83
BRD-K09497549	CP	kawain	calcium channel modulator, mTOR inhibitor, Sodium Channel  Blockers	MTOR		5.59, 3.35	72.90	1.07, 0.28	90.03	-9.61	89.35	48.56	69.43	72.90	99.05	74.13	93.35	29.56	95.66	58.08	14.12	87.80	17.62	87.78	54.11	90.67	73.04	42.86	38.19
BRD-K04196797	CP	oxcarbazepine	voltage-gated sodium channel blocker, Sodium Channel  Blockers	CYP2C19, CYP3A4, CYP3A5, SCN1A, SCN3A, SCN5A		9.20, 5.52	72.89	1.35, 0.35	83.74	8.95	78.99	95.43	52.19	95.89	91.57	77.98	72.89	2.61	59.99	81.52	1.71	58.16	0.42	85.65	69.64	53.93	49.69	99.44	95.38
BRD-A17655518	CP	ibuprofen	cyclooxygenase inhibitor, NFkB pathway inhibitor	PTGS2, PTGS1, ASIC1, BCL2, CFTR, CYP2C8, FABP2, PLAT, PPARG, SLC5A8, THBD		10.06, 8.94	72.67	0.92, 0.19	93.62	23.09	86.39	52.62	31.53	72.82	99.99	72.67	64.78	35.36	48.45	81.61	15.19	87.93	0.56	91.95	79.31	98.83	37.73	72.92	49.03
BRD-K78838262	CP	austricine	hypolipidemic			4.12, 0.00	72.66	1.58, 0.44	90.57	-64.71	83.63	52.87	82.53	93.38	32.71	30.89	56.85	91.65	90.29	85.49	6.79	59.75	11.00	92.87	72.66	1.10	95.22	97.15	8.07
BRD-K11801786	CP	trimidox	antimetabolite, ribonucleoside reductase inhibitor, ribonucleotide reductase inhibitor	RRM1		8.94, 3.91	72.64	1.60, 0.43	79.52	65.22	47.71	4.78	95.02	89.90	7.06	73.33	22.57	72.64	60.22	94.99	0.00	7.27	0.78	98.55	74.87	90.29	89.58	95.77	68.64
BRD-A70649075	CP	sulconazole	sterol demethylase inhibitor, cell wall synthesis inhibitor			6.25, 3.13	72.56	0.64, 0.11	29.78	33.68	49.44	92.25	55.58	96.09	20.79	99.89	43.07	95.42	16.50	82.85	80.47	72.56	43.98	92.78	82.82	1.83	91.65	37.10	89.29
BRD-K04710043	CP	hexamethylenebisacetamide	differentiation inducer, NFKB inhibitor, AKT inhibitor			3.68, 2.45	72.49	2.07, 0.75	85.71	5.25	72.49	90.59	12.49	18.24	99.72	85.94	78.75	36.38	54.00	88.84	7.23	99.72	-0.56	99.89	68.74	45.32	81.46	74.18	32.97
BRD-K98530306	CP	clonidine	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, ADRA1A, ADRA1B, ADRA1D		4.69, 2.08	72.49	0.95, 0.27	70.22	5.53	60.65	59.43	90.52	72.89	78.38	62.36	94.83	55.45	76.49	62.08	2.15	93.31	23.17	83.15	72.49	92.98	83.24	50.95	75.49
BRD-K23383398	CP	T-0901317	LXR agonist, ABC transporter expression enhancer, ROR inverse agonist	NR1H3, NR1H2, ABCA1, NCOA1, NCOA2, NR1I2, RORA, RORC, RXRB		7.29, 4.69	72.48	0.77, 0.18	84.07	4.40	92.53	96.17	95.97	98.28	68.40	44.53	42.22	47.97	79.73	78.14	7.38	-85.00	69.33	87.52	87.24	85.92	72.48	44.01	69.05
BRD-A30437061	CP	camptothecin	topoisomerase inhibitor, beta amyloid synthesis inhibitor, hypoxia inducible factor inhibitor	TOP1, HIF1A	Topoisomerase inhibitor	3.65, 2.60	72.36	2.19, 0.69	71.01	93.46	77.66	32.66	93.06	1.66	7.99	98.65	75.91	72.36	20.32	97.92	1.64	31.20	99.47	99.01	71.89	4.02	73.15	85.55	63.41
BRD-K29950728	CP	clomifene	estrogen receptor antagonist, estrogen receptor modulator, selective estrogen receptor modulator (SERM), testosterone receptor agonist	ESR1, AR	Estrogen receptor antagonist	10.42, 4.17	72.36	0.81, 0.19	70.48	15.10	81.06	96.51	29.24	86.96	3.50	20.22	17.88	92.59	72.36	83.49	99.72	84.74	96.64	78.51	42.17	2.36	68.20	13.69	91.84
BRD-K97810537	CP	beclometasone	glucocorticoid receptor agonist, corticosteroid hormone receptor agonist, immunosuppressant	NR3C1, CYP3A5, GPR97, SERPINA6	Glucocorticoid receptor agonist	11.46, 9.38	72.32	1.28, 0.67	91.46	62.87	99.58	19.91	90.47	92.58	96.07	31.27	91.70	88.53	97.22	90.51	24.36	64.97	49.03	42.18	59.61	29.09	99.12	72.32	17.38
BRD-K99964838	CP	bosutinib	src inhibitor, Abl kinase inhibitor, Bcr-Abl kinase inhibitor, apoptosis stimulant, STAT inhibitor	ABL1, SRC, BCR, CAMK2G, LYN, CAMK1D, CDK2, FRK, FYN, HCK, MAP2K1, MAP2K2, MAP3K2, MAP4K5, STK10, STK24, STK4, TNK2, TXK	SRC inhibitor	7.29, 3.65	72.31	1.28, 0.45	73.14	49.69	72.31	85.82	83.33	-5.12	68.32	55.98	47.39	96.48	12.56	78.05	98.31	93.82	96.13	42.35	49.45	7.87	74.71	56.89	97.32
BRD-K22010301	CP	JLK-6	gamma secretase inhibitor, antiamyloidogenic agent	PSEN1	Gamma secretase inhibitor	2.60, 0.00	72.26	1.88, 0.56	83.27	91.72	8.83	63.89	92.01	72.56	23.57	50.84	5.67	74.77	88.98	59.66	74.66	88.44	94.33	49.91	79.46	-13.18	45.72	36.59	72.26
BRD-A16700644	CP	isoxsuprine	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	5.03, 2.23	72.19	0.77, 0.20	10.05	75.18	66.24	90.66	12.18	99.82	92.80	76.49	90.25	40.31	-4.64	57.62	77.34	93.79	-22.13	80.28	52.21	72.19	39.02	52.18	89.72
BRD-A92585442	CP	RU-28318	cytochrome P450 antagonist	NR3C2		5.03, 2.23	72.13	0.86, 0.19	73.00	52.69	91.95	72.13	40.31	17.02	89.69	55.05	89.40	69.94	24.91	51.75	67.45	98.07	38.03	96.10	79.17	97.14	89.36	36.13	88.55
BRD-A08709697	CP	heliotrine	in touchstone			6.15, 3.91	72.05	1.08, 0.38	19.34	33.22	96.45	72.05	46.79	-42.09	98.07	31.30	93.40	75.09	34.34	17.46	5.10	72.04	0.46	91.75	90.91	99.75	95.81	77.64	85.83
BRD-K32247306	CP	primidone	GABA receptor antagonist, unidentified pharmacological activity	GABRA1, CHRNA4, CHRNA7, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA2, GRIK2		8.33, 3.65	71.91	0.44, 0.11	91.48	25.74	87.35	11.71	73.38	77.00	89.84	95.16	27.45	77.26	35.02	66.04	0.88	7.19	-0.56	77.05	89.97	15.51	79.38	71.91	31.48
BRD-K81521265	CP	dicyclohexylurea	epoxide hydolase inhibitor	EPHX2		8.85, 3.65	71.86	1.08, 0.45	86.99	27.19	71.86	8.02	98.13	94.49	87.35	96.51	89.78	50.99	84.62	92.80	8.80	36.08	-0.46	99.89	38.96	98.73	28.09	17.11	31.85
BRD-K94920105	CP	DR-2313	PARP inhibitor	PARP1, PARP3		6.77, 2.60	71.80	0.99, 0.15	90.59	27.02	91.23	40.27	10.05	93.62	69.39	87.15	58.51	95.35	92.37	99.15	34.49	71.80	-0.53	58.48	76.96	82.02	94.36	42.70	26.39
BRD-A44133049	CP	azasetron	serotonin receptor antagonist	HTR3A, HTR3B		3.13, 1.56	71.78	0.66, 0.13	52.79	68.38	82.44	88.13	47.95	91.10	96.14	40.09	75.75	70.15	78.41	90.75	12.85	71.78	0.03	61.37	75.31	92.76	92.38	71.26	35.75
BRD-K87573634	CP	propylpyrazole	estrogen receptor agonist	ESR1		5.59, 2.23	71.77	1.33, 0.36	34.85	3.75	-17.16	94.52	92.23	93.82	75.51	18.89	29.00	98.09	-45.75	92.52	47.85	71.77	-0.63	89.09	42.84	81.10	79.14	33.93	73.13
