#1.3
2429	13	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K82941592-summary	BRD-K81473089-summary	BRD-K50859149-summary	BRD-K15933101-summary	BRD-K19416115-summary	BRD-K50938287-summary	BRD-A70083328-summary	BRD-A33168282-summary	BRD-K93645900-summary	BRD-K53972329-summary	BRD-A95939040-summary	BRD-K36627727-summary	BRD-A62035778-summary
BRD-K51671335	CP	sulpiride	carbonic anhydrase inhibitor, dopamine receptor, dopamine receptor antagonist	DRD2, CA7, DRD3, CA1, CA12	Dopamine receptor antagonist	11.54, 8.65	81.29	2.11, 0.84	90.60	98.90	15.00	54.51	-74.68	27.37	84.87	81.29	99.93	83.96	11.90	96.94	79.84
BRD-K32526544	CP	DCEBIO	intermediate conductance potassium channel activator	KCNN2, KCNN3, KCNN4	Potassium channel activator	7.32, 4.07	81.24	0.80, 0.24	88.27	98.67	81.24	46.99	94.20	99.44	27.59	50.42	69.82	99.51	80.35	81.12	95.26
BRD-K60770992	CP	pergolide	dopamine receptor agonist, calcium-activated potassium channel blocker, potassium channel blocker, prolactin inhibitor	DRD1, DRD2, ADRA2A, ADRA2B, ADRA2C, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, ADRA1A, ADRA1B, ADRA1D, KCNA5		8.13, 3.25	81.23	0.58, 0.14	91.17	81.23	77.72	39.00	89.34	73.43	83.73	43.63	92.29	86.93	38.70	38.91	97.26
BRD-K57179821	CP	crotamiton	scabicidal, antipruritic			10.57, 5.69	81.20	1.06, 0.17	85.76	28.07	81.46	77.29	83.02	99.54	63.49	81.20	99.01	15.84	79.37	63.86	95.61
BRD-K55034111	CP	pefloxacin	topoisomerase inhibitor	TOP2A		12.50, 8.65	81.14	1.27, 0.40	99.08	77.09	41.23	44.42	94.72	97.36	99.01	53.65	99.37	88.56	57.72	67.05	81.14
BRD-K99291625	CP	SB-203580	p38 MAPK inhibitor, calcium channel activator, interleukin inhibitor, stress activated protein kinase inhibitor	MAPK14, MAPK1, MAPK11, AKT1, ALOX5, CHEK1, CYP2D6, CYP3A4, GAK, GSK3B, LCK, MAPK10, MAPK12, MAPK8, MAPK9, PRKCA, RAF1, RIPK2, ROCK1, RPS6KB1, SGK1, SRC, TNF	P38 MAPK inhibitor	4.07, 2.44	81.05	1.74, 0.34	84.93	82.01	13.89	12.68	-37.39	1.09	86.58	6.52	96.23	90.38	14.82	81.05	87.30
BRD-K50859149	CP	sulfafurazole	endothelin receptor antagonist, FOLP inhibitor		Dihydrofolate reductase inhibitor	10.57, 8.13	80.97	1.09, 0.25	44.53	90.36	99.97	86.28	88.50	78.67	51.32	86.80	80.97	54.98	89.80	8.18	55.57
BRD-K07237224	CP	moclobemide	monoamine oxidase inhibitor	MAOA, CYP2C19, MAOB		15.38, 6.73	80.94	0.95, 0.32	68.72	98.87	22.65	93.60	-70.03	94.46	96.52	80.94	99.58	96.41	62.49	67.82	43.58
BRD-A15415227	CP	GW-1929	PPAR receptor agonist, insulin sensitizer	INS, PPARG	PPAR receptor agonist	6.50, 5.69	80.80	1.10, 0.28	6.38	36.32	81.62	99.72	80.80	85.01	12.30	4.82	90.21	59.82	48.51	89.71	81.60
BRD-K00610438	CP	altanserin	serotonin receptor antagonist, collagen stimulant	HTR2A, HTR2C		8.13, 4.88	80.79	0.55, 0.14	84.69	17.81	83.42	15.25	93.09	87.12	78.68	80.79	45.41	33.19	87.69	4.07	87.83
BRD-A25576662	CP	streptozotocin	DNA alkylating drug	SLC2A2		11.40, 5.26	80.77	1.32, 0.58	80.77	98.77	63.64	31.92	89.44	95.59	18.95	89.41	90.87	66.77	62.90	43.23	96.33
BRD-A39390670	CP	rabeprazole	ATPase inhibitor, gastrin inhibitor	ATP4A, CYP2C19		6.73, 2.88	80.74	0.77, 0.14	10.15	91.24	66.29	89.45	96.45	94.89	88.49	22.55	48.74	23.34	80.74	83.74	45.61
BRD-K68507560	CP	dicycloverine	acetylcholine receptor antagonist, anticholinergic	CHRM1, CHRM2, CHRM3		10.57, 4.07	80.72	0.75, 0.18	93.80	95.36	18.44	9.11	88.58	95.64	32.84	98.00	63.89	91.99	80.72	24.70	67.43
BRD-K46384212	CP	o-3M3FBS	phospholipase activator			10.57, 7.32	80.65	0.64, 0.14	35.93	44.39	89.36	89.04	93.73	37.05	51.97	34.38	99.37	67.94	80.65	87.02	97.82
BRD-A54236247	CP	racephedrine	adrenergic receptor agonist			11.40, 7.02	80.62	1.25, 0.33	57.29	96.97	52.34	14.37	95.20	96.84	85.50	99.37	80.62	91.46	46.05	28.57	28.55
BRD-K82357231	CP	desloratadine	histamine receptor antagonist	HRH1		4.81, 3.85	80.57	0.78, 0.17	97.93	53.52	72.02	80.57	90.93	79.71	90.60	85.38	96.67	65.37	94.87	57.63	29.05
BRD-K61250553	CP	loperamide	opioid receptor agonist, atrial natriuretic peptide receptor antagonist	OPRM1, OPRD1, CACNA1A, CALM1, CYP2B6, CYP2C8, NPR2, OPRK1, POMC		2.44, 1.63	80.47	1.26, 0.56	80.47	70.54	77.68	92.28	21.85	83.15	35.28	84.05	42.21	57.37	90.99	80.78	86.31
BRD-K59256312	CP	gabexate	serine protease inhibitor, AP inhibitor, NFkB pathway inhibitor, peptidase inhibitor, protease inhibitor	PRSS1, TPSAB1		13.01, 8.94	80.37	1.23, 0.36	91.90	77.94	98.87	77.11	92.71	80.37	53.73	97.46	87.32	24.95	58.95	17.55	95.49
BRD-A49172652	CP	lansoprazole	ATPase inhibitor	ATP4A, CYP2C19, CYP3A4, CYP3A5		11.54, 5.77	80.19	1.35, 0.30	74.42	95.52	67.76	1.13	99.79	80.19	82.94	92.76	85.92	19.59	96.03	39.13	1.57
BRD-K95202259	CP	ML-3163	p38 MAPK inhibitor	CYP2D6, CYP3A4, MAPK11, MAPK12, MAPK14	P38 MAPK inhibitor	5.69, 1.63	80.09	0.93, 0.22	9.74	99.50	96.62	89.33	88.81	87.08	82.64	48.85	37.55	80.09	56.65	43.96	4.86
BRD-A02367930	CP	ethinyl-estradiol	DNA directed DNA polymerase stimunlant, estrogen receptor agonist, estrogenic component in oral contraceptives	CYP2C8, ESR1, ESR2, NR1I2	Estrogen receptor agonist	7.02, 3.51	79.96	1.19, 0.38	86.73	85.58	34.45	95.40	79.96	14.19	30.48	99.30	82.76	29.15	14.74	80.83	44.96
BRD-A72441487	CP	stiripentol	GABA aminotransferase inhibitor, GABA reuptake inhibitor, sodium channel blocker	ABAT, SCN1A, SCN3A		8.94, 4.07	79.86	1.07, 0.35	35.88	94.19	28.84	79.86	96.76	81.86	79.34	99.78	95.94	46.11	41.22	12.91	86.98
BRD-K65639003	CP	icariin	neuromedin receptor agonist, sorbitol dehydrogenase inhibitor	NMUR2, PDE5A, SORD		6.50, 3.25	79.84	0.50, 0.07	74.09	89.15	36.16	8.95	79.84	98.76	89.35	91.06	89.05	92.72	48.49	28.42	41.83
BRD-K49481516	CP	galantamine	acetylcholinesterase inhibitor, acetylcholine receptor agonist, butyrylcholinesterase inhibitors	ACHE, BCHE, CHRNA1, CHRNA10, CHRNA2, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNA9, CHRNB1, CHRNB2, CHRNB3, CHRNB4, CHRND, CHRNE, CHRNG		14.42, 9.62	79.79	1.66, 0.57	95.67	98.75	48.54	51.96	91.52	63.46	99.68	47.96	99.93	79.79	94.26	37.59	57.74
BRD-K82484965	CP	carmoxirole	dopamine receptor agonist	DRD2		4.88, 3.25	79.65	0.95, 0.26	42.50	89.38	88.99	57.96	83.54	96.94	86.12	10.79	22.72	85.38	79.65	12.06	61.45
BRD-K25394294	CP	oxaprozin	cyclooxygenase inhibitor	PTGS1, PTGS2		4.88, 4.07	79.58	0.91, 0.16	96.51	94.67	40.70	93.81	74.56	62.20	79.58	83.11	92.31	62.15	62.89	35.63	88.30
BRD-K39915878	CP	loxapine	dopamine receptor antagonist, serotonin receptor antagonist, dopamine receptor ligand	DRD2, DRD3, DRD4, DRD1, HRH1, HTR2A, HTR2C, HTR6, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, ADRB1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD5, HRH2, HRH4, HTR1A, HTR1B, HTR1D, HTR1E, HTR3A, HTR5A, HTR7, SLC6A2, SLC6A3, SLC6A4		11.38, 4.07	79.58	0.76, 0.16	85.66	79.58	34.05	65.70	98.05	86.58	85.66	65.08	98.48	44.95	86.36	3.81	65.55
BRD-K32710582	CP	EI-247	insulin growth factor receptor inhibitor	INSR		8.13, 4.07	79.39	1.22, 0.30	18.26	96.97	10.70	83.81	92.79	57.20	28.27	99.22	83.76	79.39	8.78	97.43	64.36
BRD-K10974103	CP	diloxanide	unidentified pharmacological activity			7.32, 3.25	79.38	0.47, 0.09	69.01	81.12	37.25	76.63	93.09	93.20	55.63	83.26	93.18	40.01	80.64	33.76	79.38
BRD-K66896231	CP	BRD-K66896231	acetylcholinesterase inhibitor	ACHE		14.42, 10.58	79.35	1.90, 0.75	99.82	98.61	8.83	31.07	29.39	99.40	79.35	86.98	99.93	0.18	62.67	18.30	89.09
BRD-K85030058	CP	benactyzine	acetylcholine receptor antagonist			10.58, 6.73	79.30	1.19, 0.39	66.26	79.30	93.14	81.11	2.68	63.06	99.15	97.15	99.93	56.46	17.31	91.90	17.08
BRD-K15916496	CP	clotrimazole	cell wall synthesis inhibitor, cytochrome P450 inhibitor, imidazole inhibitor, intermediate conductance potassium channel activator, intermediate conductance potassium channel blocker, lanosterol demethylase inhibitor, sterol demethylase inhibitor	KCNN4, CYP3A4, CYP51A1, NR1I2, NR1I3, TRPM2, TRPM4, TRPM8		13.46, 6.73	79.27	1.44, 0.69	99.79	94.34	15.33	32.69	25.33	47.58	91.98	7.46	99.82	92.10	71.01	93.84	79.27
BRD-A10355991	CP	norketamine	glutamate receptor antagonist	CYP2B6, CYP2C19, CYP3A5, GRIN1		5.69, 3.25	79.24	1.31, 0.39	76.92	79.24	94.89	94.88	98.31	91.03	44.66	8.57	49.09	29.50	92.19	83.79	8.41
BRD-A15131297	CP	benazepril	angiotensin converting enzyme inhibitor	ACE		8.13, 4.88	79.24	0.78, 0.15	79.24	79.47	92.19	42.90	83.50	76.44	77.97	88.74	95.43	17.40	81.28	56.46	52.94
BRD-K61737877	CP	VEGF-receptor-2-kinase-inhibitor-IV	VEGFR inhibitor	KDR		11.29, 4.84	79.09	0.90, 0.31	82.52	83.86	17.46	-15.17	79.09	20.88	4.26	83.62	93.32	11.52	5.98	85.17	95.51
BRD-K34330170	CP	rotenonic-acid	RAR antagonist			6.50, 4.88	78.97	0.84, 0.23	59.83	98.31	17.38	14.50	54.31	92.77	31.29	86.05	79.30	91.70	38.10	78.97	88.05
BRD-K88789588	CP	letrozole	aromatase inhibitor, estrogen receptor antagonist	CYP19A1		9.65, 4.39	78.78	0.50, 0.11	60.07	97.28	62.20	78.78	-49.87	81.69	86.43	43.93	97.96	60.98	89.86	62.06	80.06
BRD-K44353683	CP	nateglinide	insulin secretagogue, ATP-sensitive potassium channel antagonist, meglitinide, sulphonylurea receptor activator	ABCC8, KCNJ11, CYP3A4, INS, KCNJ10, PPARG		14.42, 7.69	78.70	1.57, 0.31	40.92	83.70	78.70	48.63	93.46	99.75	97.71	32.86	99.75	99.54	76.33	73.39	63.33
BRD-A33168282	CP	sotalol	adrenergic receptor antagonist, polarization inhibitor, potassium channel antagonist	ADRB1, ADRB2, KCNH2		13.16, 8.77	78.61	0.82, 0.20	82.97	31.87	55.72	87.93	84.65	77.70	88.51	99.97	95.04	41.30	61.88	29.50	78.61
BRD-A31575449	CP	CGP-20712	adrenergic receptor antagonist	ADRB1, ADRB3		1.63, 1.63	78.60	0.88, 0.32	90.11	88.92	79.50	78.60	72.40	56.37	25.97	45.39	32.72	86.16	88.97	93.20	44.22
BRD-K06926592	CP	tretinoin	RAR agonist, RAR receptor binder, retinoid receptor agonist, ROR ligand	RARG, RORB, ALDH1A1, ALDH1A2, GPRC5A, NR0B1, NR2C2, PPARD, RARA, RARB, RARRES1, RORC, RXRB, RXRG	Retinoid receptor agonist	5.69, 4.07	78.57	0.84, 0.17	77.46	94.93	17.49	93.05	67.32	22.34	56.01	51.19	78.57	92.88	92.01	97.64	91.85
BRD-A17655518	CP	ibuprofen	cyclooxygenase inhibitor, NFkB pathway inhibitor	PTGS2, PTGS1, ASIC1, BCL2, CFTR, CYP2C8, FABP2, PLAT, PPARG, SLC5A8, THBD		6.14, 4.39	78.48	0.92, 0.19	22.00	83.79	84.80	52.82	98.20	77.69	67.57	88.23	92.59	19.33	80.59	78.48	33.39
BRD-K97181089	CP	amiloride	sodium channel blocker, diuretic, epithelial sodium channel blocker, sodium/hydrogen exchanger inhibitor	SCNN1A, ASIC1, ASIC2, SCNN1B, SCNN1G, AOC1, ASIC3, PKD2, PKD2L1, PLAU, SCNN1D, SLC9A1, TRPC7, TRPV2		11.38, 6.50	78.47	0.32, 0.06	56.77	94.93	76.21	82.57	94.21	78.47	68.77	92.79	68.81	80.69	28.60	42.75	96.19
BRD-K30480208	CP	torasemide	cytochrome P450 antagonist, diuretic, electrolyte reabsorption inhibitor, thromboxane receptor antagonist	SLC12A1, CYP2C8, SLC12A2		7.89, 7.89	78.33	0.84, 0.23	36.46	71.97	82.37	78.33	59.15	79.44	82.64	99.30	88.71	76.68	77.53	43.01	80.13
BRD-A50764878	CP	MDL-73005EF	serotonin receptor antagonist, serotonin receptor partial agonist	HTR1A		7.02, 3.51	78.26	0.63, 0.07	9.45	76.34	79.47	29.21	94.53	97.92	82.06	44.74	78.26	92.38	74.86	36.44	82.33
BRD-A25067867	CP	benzatropine	anticholinergic	CHRM1, HRH1, SLC6A3		4.39, 1.75	78.23	1.56, 0.44	82.92	90.56	84.59	86.04	45.13	7.36	78.23	36.22	96.34	93.97	73.56	20.57	16.19
BRD-K19136521	CP	indirubin	CDK inhibitor, glycogen synthase kinase inhibitor, cyclin-dependent kinase inhibitor, PKC inhibitor	CDK1, CDK5, CCNE1, CDK2, CDK4, CDK5R1, CDK9, GSK3A, GSK3B, LCK, LRRK1, LRRK2	CDK inhibitor, Glycogen synthase kinase inhibitor	0.00, 0.00	78.12	1.20, 0.28	61.57	78.93	78.12	91.35	-20.60	84.38	51.76	29.71	64.04	79.31	65.83	82.39	84.67
BRD-A01643550	CP	prednisolone	glucocorticoid receptor agonist	NR3C1, NR3C2, SERPINA6	Glucocorticoid receptor agonist	4.07, 1.63	77.90	0.86, 0.39	91.22	82.67	77.71	84.50	20.60	-28.31	51.54	56.38	79.12	82.93	10.48	91.89	77.90
BRD-A51382177	CP	fosinopril	angiotensin converting enzyme inhibitor, breast cancer resistance protein inhibitor	ACE, ABCG2		13.16, 5.26	77.79	1.51, 0.53	61.27	78.91	95.20	92.41	83.93	77.79	35.69	77.24	69.45	2.26	14.41	96.83	86.08
BRD-A30590053	CP	MR-16728	acetylcholine release enhancer			10.57, 7.32	77.78	0.59, 0.23	93.51	88.88	14.01	14.47	63.22	97.54	40.25	8.53	91.86	77.78	98.40	19.40	99.41
BRD-K99107520	CP	felbamate	carbonic anhydrase inhibitor, GABA receptor modulator, glutamate receptor blocker	GRIN2A, GRIN2B, GRIN3A		10.57, 4.88	77.75	0.57, 0.11	50.59	69.13	95.36	79.89	77.75	97.33	57.53	2.97	85.90	79.59	12.30	35.78	96.73
BRD-K21733600	CP	rofecoxib	cyclooxygenase inhibitor	PTGS2, CYP3A4, ELN		3.25, 3.25	77.60	0.57, 0.15	58.44	88.65	58.99	68.43	67.74	79.05	77.60	83.16	71.69	78.61	87.52	37.84	85.44
BRD-K47323024	CP	methapyrilene	histamine receptor antagonist		HRH1 antagonist	11.40, 6.14	77.60	1.35, 0.44	73.01	99.40	55.18	77.60	93.85	69.45	53.15	99.01	65.70	86.44	38.09	94.57	84.07
BRD-K36862742	CP	hydroflumethiazide	sodium/potassium/chloride transporter inhibitor	SLC12A1, ATP1A1, CA1, CA12, CA2, CA4, CA9, KCNMA1		16.67, 11.40	77.54	1.64, 0.39	-0.07	36.56	98.05	99.12	99.61	48.08	51.22	94.11	92.59	28.20	15.59	99.54	77.54
BRD-A10303790	CP	talampicillin	antibiotic			4.07, 1.63	77.51	0.80, 0.17	55.67	83.47	60.34	77.51	92.20	94.89	93.49	97.61	55.55	77.36	31.43	-0.63	82.69
BRD-K59753853	CP	MDL-29951	glutamate receptor antagonist, fructose biphosphate inhibitor, UDP/CysLT (GPR17, P2Y-like) Agonists	FBP1, GPR17		11.38, 5.69	77.48	1.28, 0.45	82.44	44.90	76.49	99.93	96.22	76.70	67.03	96.10	60.95	6.03	77.48	81.18	92.81
BRD-K46317332	CP	proadifen	nitric oxide synthase inhibitor, cytochrome P450 inhibitor, potassium channel blocker	NOS1		9.76, 4.88	77.45	0.60, 0.16	47.89	57.22	84.48	89.26	50.90	94.47	37.78	77.45	87.44	85.67	43.00	30.22	87.94
BRD-A67748489	CP	K3644	Kinesin-Like Spindle Protein  KIF11 (KSP, Eg5) Inhibitors, mitotic kinesin inhibitor	KIF11		7.32, 4.07	77.33	1.23, 0.36	19.20	98.34	63.44	48.49	94.85	83.53	51.28	71.78	98.78	97.36	36.24	77.33	89.11
BRD-K63089472	CP	farnesylthioacetic-acid	inhibitor of methyl esterification of farnesylated proteins			8.94, 4.07	77.26	1.24, 0.35	29.47	95.13	94.81	1.02	98.20	77.26	70.87	78.33	46.60	45.75	90.87	9.64	85.47
BRD-A78322124	CP	dobutamine	adrenergic receptor agonist	ADRB1, ADRB2, ADRA1A	Beta-adrenergic receptor agonist	4.88, 2.44	77.25	0.75, 0.14	38.83	32.13	42.62	22.24	88.28	94.13	46.16	94.20	77.25	84.77	92.48	12.45	91.34
BRD-K08996725	CP	zolantidine	histamine receptor antagonist			2.44, 0.81	77.25	1.06, 0.39	70.48	87.33	33.70	56.36	82.64	86.50	60.38	20.60	38.91	90.02	80.90	77.25	81.84
BRD-A11135865	CP	nor-binaltorphimine	opioid receptor antagonist			4.39, 1.75	77.22	0.80, 0.19	79.92	92.96	78.39	33.01	77.22	37.19	80.38	98.91	96.22	29.98	64.26	59.17	31.88
BRD-K89402695	CP	L-655240	platelet aggregation inhibitor, prostanoid receptor antagonist, thromboxane receptor antagonist	PTGES	Thromboxane receptor antagonist	5.69, 2.44	77.22	0.91, 0.27	12.17	80.28	77.22	74.19	25.21	86.53	51.91	68.44	97.84	98.03	70.76	91.24	80.01
BRD-A04668240	CP	CGP-52432	GABA receptor antagonist	GABBR1, GABBR2	GABA receptor antagonist	8.94, 4.07	77.15	1.38, 0.45	96.12	76.88	91.56	11.28	98.63	77.15	75.02	87.75	50.08	88.60	91.63	27.22	58.04
BRD-K93618743	CP	ipriflavone	bone resorption inhibitor			9.62, 4.81	77.08	1.25, 0.25	84.26	29.11	19.88	30.95	97.96	94.95	79.59	96.41	95.20	54.39	65.39	77.08	42.29
BRD-K57569181	CP	pentoxifylline	phosphodiesterase inhibitor, acetylcholinesterase inhibitor, chitinase inhibitor, tumor necrosis factor production inhibitor	TNF, ACHE, ADORA1, ADORA2A, ADRA2B, CHIA, NT5E, PDE4A, PDE4B, PDE5A		8.13, 5.69	77.06	0.63, 0.14	67.68	81.77	77.21	65.23	90.71	98.69	27.50	48.98	69.06	84.73	74.92	77.06	95.74
BRD-K73109821	CP	diazoxide	ATP channel activator, potassium channel activator	ATP1A1, CA1, CA2, KCNJ11, KCNMA1, SLC12A3		6.50, 1.63	77.01	1.05, 0.27	66.87	69.26	21.37	31.51	96.50	85.83	85.14	83.51	93.81	90.66	68.70	77.01	51.07
BRD-K04877770	CP	FTase-inhibitor-B581	farnesyltransferase inhibitor, protein farnesyltransferase inhibitor			14.63, 7.32	76.91	0.83, 0.30	17.14	98.24	71.45	16.91	90.38	41.56	79.56	80.09	99.34	23.59	76.91	97.12	30.20
BRD-K40965114	CP	cyanopindolol	adrenergic receptor antagonist	HTR1D		7.89, 2.63	76.88	1.40, 0.47	20.45	95.22	76.88	46.19	41.92	93.90	97.19	90.44	25.72	40.07	79.13	50.13	95.60
BRD-K23383398	CP	T-0901317	LXR agonist, ABC transporter expression enhancer, ROR inverse agonist	NR1H3, NR1H2, ABCA1, NCOA1, NCOA2, NR1I2, RORA, RORC, RXRB		8.94, 4.88	76.87	0.77, 0.18	66.38	79.40	85.28	76.87	51.50	76.93	32.47	60.41	96.49	14.45	96.47	98.04	25.78
BRD-K86301799	CP	dipyridamole	phosphodiesterase inhibitor, cyclooxygenase inhibitor, platelet aggregation inhibitor	ADA, PDE5A, PDE10A, PDE4A, PDE7B, PDE8A, PDE8B, SLC29A1		5.69, 3.25	76.87	0.55, 0.09	83.46	85.23	60.37	38.16	92.14	83.67	70.73	78.58	81.95	17.37	71.71	76.87	68.48
BRD-M45964048	CP	verteporfin	apoptosis stimulant, photosensitizing agent, radical formation stimulant			6.50, 4.07	76.85	0.91, 0.30	88.37	77.58	81.60	99.75	76.85	33.17	7.88	28.33	81.10	-5.07	60.42	37.34	82.84
BRD-K62200014	CP	anagrelide	phosphodiesterase inhibitor	PDE3A		6.50, 5.69	76.83	0.98, 0.31	76.83	82.33	38.08	91.52	81.63	97.99	20.32	89.33	57.78	35.41	31.82	42.65	85.77
BRD-K15588452	CP	R-96544	serotonin receptor antagonist	HTR2A	Serotonin receptor antagonist	7.32, 4.88	76.80	1.30, 0.28	16.93	45.42	98.76	7.71	76.80	98.06	20.40	45.59	70.42	82.67	97.45	80.44	95.23
BRD-K79145749	CP	dibenzepin	norepinephrine reuptake inhibitor			12.20, 5.69	76.72	0.90, 0.27	76.72	74.16	82.16	96.63	7.79	59.91	76.72	56.85	99.15	80.81	92.10	71.34	97.64
BRD-A29082194	CP	gitoxigenin	ATPase inhibitor	ATP1A1	ATPase inhibitor	9.76, 4.88	76.62	0.82, 0.30	-13.91	78.31	92.37	46.40	82.01	67.17	62.09	46.31	96.92	98.59	65.68	76.62	91.26
BRD-K20986251	CP	lithocholic-acid	FXR antagonist, MDM inhibitor, PXR ligand, tyrosine phosphatase inhibitor, vitamin D receptor ligand	NR1I2, VDR, GPBAR1, MDM2, MDM4, NR1H4, PTPN1	Bile acid, FXR antagonist, Vitamin D receptor agonist	4.88, 4.07	76.61	1.42, 0.32	0.46	78.01	90.45	-0.53	87.64	75.48	85.44	96.89	19.94	76.61	7.29	52.17	80.59
BRD-A92585442	CP	RU-28318	cytochrome P450 antagonist	NR3C2		7.02, 2.63	76.60	0.86, 0.19	16.66	75.44	34.47	65.74	14.57	92.94	93.53	76.60	99.32	96.40	56.41	85.20	88.69
BRD-A93659613	CP	GR-89696	opioid receptor agonist	OPRK1		5.69, 3.25	76.56	0.76, 0.16	76.56	87.03	87.15	27.85	85.99	90.61	81.68	48.64	98.67	73.31	70.96	48.39	58.28
BRD-K45158365	CP	valsartan	angiotensin receptor antagonist	AGTR1		6.50, 3.25	76.38	0.73, 0.22	93.83	89.51	78.45	66.89	76.38	94.33	76.68	37.06	74.60	57.99	68.92	37.76	98.84
BRD-A78942461	CP	ICI-118551	adrenergic receptor antagonist			1.75, 0.88	76.33	1.08, 0.27	94.96	46.26	33.20	93.62	91.99	91.79	53.29	57.37	76.33	58.14	79.01	69.71	88.21
BRD-K99447003	CP	enalaprilat	angiotensin converting enzyme inhibitor	ACE		4.81, 2.88	76.03	1.80, 0.55	75.39	98.24	94.47	91.20	2.78	84.18	85.50	42.53	37.44	81.54	8.97	76.03	71.68
BRD-K78637815	CP	LY-320135	cannabinoid receptor antagonist	CNR1		7.32, 3.25	76.02	1.63, 0.51	76.02	73.96	93.78	3.78	95.35	86.40	23.25	74.37	81.61	65.96	96.42	14.87	83.35
BRD-K02275692	CP	cefotiam	cell wall synthesis inhibitor			8.13, 2.44	75.90	1.11, 0.27	8.23	70.27	95.04	96.78	96.17	75.90	88.28	10.26	36.67	45.23	95.53	9.63	90.01
BRD-A31227688	CP	kynuramine	aryl hydrocarbon receptor activator			9.76, 6.50	75.88	0.94, 0.28	56.25	98.41	26.28	9.73	89.39	27.24	97.56	83.83	59.35	83.90	75.88	49.28	81.22
BRD-K75615183	CP	talipexole	adrenergic receptor agonist, dopamine receptor agonist, dopamine autoreceptor agonist, serotonin receptor antagonist	DRD2, HTR3A		6.50, 4.07	75.86	0.89, 0.22	72.16	89.39	98.44	94.64	61.56	81.30	53.17	97.46	18.81	31.46	75.86	47.06	86.59
BRD-K77771411	CP	moxonidine	imidazoline receptor agonist, adrenergic receptor agonist	NISCH, ADRA2A, ADRA2B, ADRA2C		7.32, 3.25	75.80	0.56, 0.11	11.89	90.65	78.21	79.51	80.48	75.80	96.72	49.88	68.80	60.05	63.41	41.01	85.65
BRD-A90131694	CP	alclometasone	glucocorticoid receptor agonist, immunosuppressant	NR3C1, SERPINA6	Glucocorticoid receptor agonist	6.50, 2.44	75.73	1.36, 0.61	80.32	71.03	19.27	78.58	83.98	75.73	37.02	6.64	98.17	13.49	29.45	79.96	93.51
BRD-K68437527	CP	EMF-bca1-60	caspase inhibitor			7.32, 1.63	75.73	0.66, 0.17	82.46	55.05	62.91	36.92	29.05	94.48	27.10	87.64	88.79	75.75	75.73	40.44	76.15
BRD-K62858456	CP	lomerizine	calcium channel antagonist, calcium channel blocker, P glycoprotein inhibitor	ABCB1, CACNA1B, SCN5A	Calcium channel blocker	10.58, 6.73	75.70	1.78, 0.67	87.32	37.26	15.24	75.70	2.26	97.27	80.39	89.35	99.93	80.25	18.05	11.79	59.01
BRD-K57222227	CP	indometacin	cyclooxygenase inhibitor	PTGS1, PTGS2, PPARG, PTGDR2, GLO1, PLA2G2A, PPARA, PTGR2, SLC46A1		12.28, 6.14	75.62	1.18, 0.33	76.09	96.99	38.14	57.13	92.82	75.38	99.47	97.45	98.84	30.97	61.79	8.62	75.62
BRD-A56987319	CP	SQ-22536	adenylyl cyclase inhibitor	ADCY1, ADCY5		8.94, 4.07	75.59	1.06, 0.40	8.99	3.45	95.51	98.37	97.15	90.55	8.71	83.72	24.94	89.52	51.50	56.47	75.59
BRD-K92049597	CP	triamterene	sodium channel blocker	SCNN1A, SCNN1B, SCNN1G, SCNN1D	Sodium channel blocker	6.50, 4.88	75.58	0.78, 0.23	37.10	88.76	36.91	55.75	83.22	93.48	65.71	30.00	69.30	88.74	75.58	77.36	92.01
BRD-K60460488	CP	nelfinavir	HIV protease inhibitor, proteasome inhibitor	CYP2C19, CYP3A5, CYP3A7	HIV protease inhibitor	6.50, 3.25	75.56	1.32, 0.41	75.56	99.02	21.08	9.23	40.06	50.59	90.29	-16.27	86.67	87.05	63.86	95.99	90.44
BRD-A39969961	CP	eplerenone	cytochrome P450 antagonist, mineralocorticoid receptor antagonist	NR3C2, CYP3A5		8.13, 4.88	75.54	1.35, 0.40	42.65	78.21	66.77	95.47	84.25	87.20	4.90	90.81	35.81	21.32	75.54	52.70	82.90
BRD-A96882008	CP	L-732138	tachykinin antagonist	TACR1, TACR2		5.69, 4.07	75.49	1.41, 0.35	36.23	93.13	47.80	21.29	80.60	94.57	32.09	-2.11	98.69	88.66	17.58	83.87	75.49
BRD-K00532621	CP	midazolam	benzodiazepine receptor agonist, GABA benzodiazepine site receptor agonist	CYP3A5, CYP3A7, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3	Benzodiazepine receptor agonist	12.50, 7.69	75.49	1.90, 0.82	75.49	85.08	89.76	44.29	13.42	67.77	99.61	96.18	99.93	86.84	74.82	29.49	48.62
