#1.3
2429	20	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K32318651-summary	BRD-K70358946-summary	BRD-K53737926-summary	BRD-K20141153-summary	BRD-K94830329-summary	BRD-K52172416-summary	BRD-K97181089-summary	BRD-K62200014-summary	BRD-A25234499-summary	BRD-A20239487-summary	BRD-K33483813-summary	BRD-K57631554-summary	BRD-K70330367-summary	BRD-K02265150-summary	BRD-K66175015-summary	BRD-K29530284-summary	BRD-K11433652-summary	BRD-K91290917-summary	BRD-K67043667-summary	BRD-K56558538-summary
BRD-K95676198	CP	JAK3-inhibitor-V	JAK inhibitor	JAK3		8.51, 5.32	81.46	1.39, 0.28	98.03	36.90	73.08	99.89	95.59	98.98	99.93	83.00	80.36	97.98	-76.44	67.76	97.08	42.56	82.55	73.06	31.12	49.21	91.39	51.24
BRD-A41519720	CP	ezetimibe	cholesterol absorption inhibitor, Niemann-Pick C1-like 1 protein antagonist, liver bile acid transporter inhibitor, Niemann-Pick C1-like 1 protein inhibitior	NPC1L1, ANPEP, SOAT1		6.91, 3.19	81.42	0.97, 0.18	83.51	86.82	89.72	38.44	21.63	29.06	23.52	48.13	38.71	79.32	48.85	40.88	85.30	87.30	91.30	91.12	88.36	97.60	53.23	95.24
BRD-K49481516	CP	galantamine	acetylcholinesterase inhibitor, acetylcholine receptor agonist, butyrylcholinesterase inhibitors	ACHE, BCHE, CHRNA1, CHRNA10, CHRNA2, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNA9, CHRNB1, CHRNB2, CHRNB3, CHRNB4, CHRND, CHRNE, CHRNG		8.18, 6.29	81.40	1.66, 0.57	83.76	99.93	49.39	65.08	82.14	94.01	80.65	61.69	58.60	86.85	84.09	61.98	56.60	22.73	58.64	98.11	84.95	95.82	33.00	84.28
BRD-K06147391	CP	telenzepine	acetylcholine receptor antagonist	CHRM1		5.32, 3.19	81.20	0.53, 0.17	81.79	82.08	92.14	97.85	77.52	96.83	80.61	98.73	84.84	90.78	5.67	74.23	36.56	36.53	62.68	77.27	59.47	99.61	82.85	23.22
BRD-K69195780	CP	NAN-190	serotonin receptor agonist	HTR1A, ADRA1A, ADRA1B, ADRA1D, HTR1F		7.45, 2.13	81.20	1.16, 0.38	92.40	10.29	68.41	88.92	90.79	90.42	93.67	89.30	29.93	43.11	96.63	18.00	69.83	79.16	61.98	67.06	87.79	83.23	58.80	95.21
BRD-K14282469	CP	LY-165163	serotonin receptor antagonist	HTR1A, HTR1D	Serotonin receptor antagonist	6.91, 2.13	80.99	0.91, 0.23	96.46	46.15	83.66	97.46	80.49	66.46	85.52	28.74	30.94	90.06	64.97	79.65	64.51	89.41	85.89	64.89	33.99	89.51	81.50	90.96
BRD-K39621635	CP	artemether	antimalarial, interacts with heme and with COX3	ATP1A1, CYP2B6, CYP2C19, CYP3A5		9.43, 3.14	80.98	1.15, 0.26	99.30	82.98	-32.18	37.19	95.58	95.67	47.25	11.60	96.92	75.89	64.03	57.93	38.41	78.98	84.03	96.05	87.25	99.47	36.05	96.80
BRD-A42571354	CP	cetirizine	histamine receptor antagonist	HRH1		14.36, 5.85	80.50	0.81, 0.11	86.75	47.24	94.21	97.46	98.09	84.48	80.69	79.52	44.43	87.04	86.56	89.80	57.71	39.88	40.12	45.97	43.92	48.16	96.76	80.31
BRD-K15715913	CP	fluperlapine	dopamine receptor antagonist, serotonin receptor antagonist	DRD2, HTR2A, HTR6, HTR7		9.57, 3.72	80.33	0.52, 0.17	93.38	64.50	77.12	81.79	76.77	98.24	54.79	23.23	90.67	95.86	71.67	73.84	93.04	89.55	66.86	78.86	83.97	89.32	62.80	82.94
BRD-K76534306	CP	enrofloxacin	topoisomerase inhibitor		Bacterial DNA gyrase inhibitor	6.38, 3.19	80.26	1.13, 0.36	94.08	-67.41	95.78	63.51	78.94	99.05	98.47	98.31	59.49	56.93	-56.10	9.47	90.28	92.70	38.46	56.77	68.61	81.58	93.02	94.58
BRD-K97752965	CP	nicorandil	ATP channel activator, nitric oxide donor, potassium channel agonist	ABCC9, KCNJ11, KCNJ8		5.66, 3.77	79.94	2.11, 0.73	68.24	90.01	72.90	75.61	84.80	74.99	13.70	98.10	54.99	97.53	82.25	79.68	42.10	80.21	58.30	95.21	95.71	87.78	89.57	78.82
BRD-A06784547	CP	MRS-1334	adenosine receptor antagonist			9.04, 5.32	79.90	0.56, 0.14	87.82	86.72	11.95	98.72	53.78	90.11	99.35	71.72	62.59	72.06	88.41	48.65	78.15	69.43	31.53	35.26	81.65	97.64	82.49	98.73
BRD-K09416995	CP	lovastatin	HMGCR inhibitor	HMGCR, CYP3A5, HDAC2, ITGAL, NR1I2	HMGCR inhibitor	9.04, 3.72	79.86	0.77, 0.16	94.07	91.04	98.53	80.36	86.25	94.01	79.36	24.87	79.04	72.94	97.24	86.71	56.91	93.95	83.50	65.62	69.94	53.36	73.72	75.90
BRD-K82561139	CP	ricinine	casein kinase inhibitor			7.98, 4.79	79.86	0.94, 0.19	97.61	11.64	20.57	84.65	86.50	53.98	69.65	59.37	99.36	90.23	15.49	18.32	92.78	75.07	44.28	93.71	90.21	99.61	96.11	14.27
BRD-K17953061	CP	staurosporine	PKC inhibitor, AKT inhibitor, BMX inhibitor, CDK inhibitor, CHK inhibitor, G protein coupled receptor agonist, glycogen synthase kinase inhibitor, leucine rich repeat kinase inhibitor, ribosomal protein inhibitor, sodium/hydrogen exchanger inhibitor	CDK2, GSK3B, CAMK2B, CDK1, CDK5, CHEK1, CHRM1, CHRM2, CHRM4, CSK, DAPK1, GPR35, IKBKB, ITK, LCK, LRRK2, MAP2K4, MAP2K6, MAPKAPK2, PAK2, PDPK1, PHKG2, PIK3CG, PIM1, PKN1, PRKACB, PRKCI, PRKCQ, RPS6KA1, STK3, SYK, TNIK, ZAP70		6.55, 3.57	79.83	4.04, 1.01	99.22	26.53	49.24	99.58	98.66	77.05	87.76	88.05	98.94	82.60	-94.93	13.36	36.29	54.23	85.44	76.53	-95.95	90.07	83.88	62.85
BRD-K46435977	CP	valaciclovir	DNA directed DNA polymerase inhibitor, DNA polymerase inhibitor		DNA polymerase inhibitor	13.84, 10.06	79.74	1.90, 0.66	77.98	99.93	39.80	99.19	98.68	50.31	99.96	0.07	71.25	77.10	93.23	78.79	79.86	75.07	76.09	94.43	95.05	97.91	99.15	79.62
BRD-K85119730	CP	tolbutamide	ATP channel blocker	ABCC8, CYP2B6, CYP2C19, CYP2C8, KCNJ1, KCNJ11, KCNJ8		9.57, 2.66	79.73	1.03, 0.28	12.30	5.36	60.53	98.97	89.55	86.01	72.68	85.52	10.78	97.69	81.71	88.13	77.75	47.19	33.94	30.76	92.93	52.50	89.65	91.10
BRD-A91452556	CP	estradiol-cypionate	estrogen receptor agonist	ESR1	Estrogen receptor agonist	12.23, 9.57	79.62	1.38, 0.34	77.68	74.78	40.51	99.30	78.17	45.72	97.68	-12.39	67.41	86.02	23.17	96.76	90.03	43.86	19.85	81.07	93.22	99.65	98.82	84.37
BRD-K36965586	CP	m-chlorophenylbiguanide	serotonin receptor agonist	HTR3A, HTR3B		5.32, 1.60	79.57	1.09, 0.35	84.98	28.62	13.65	24.22	97.33	88.89	98.78	19.32	78.45	76.02	85.10	91.17	84.18	45.95	56.77	70.30	48.76	95.97	94.54	80.70
BRD-A80641450	CP	FR-139317	endothelin receptor antagonist	EDNRA		4.79, 1.60	79.12	1.18, 0.40	80.68	16.92	51.79	88.48	65.15	16.84	92.33	98.01	95.49	77.56	93.51	41.75	89.53	52.71	8.36	65.66	90.00	82.17	98.62	71.23
BRD-K81128206	CP	edrophonium	acetylcholinesterase inhibitor	ACHE, BCHE		9.09, 4.55	78.92	0.90, 0.33	96.13	16.89	84.42	86.03	97.67	96.03	95.57	16.62	11.96	79.99	83.36	89.94	77.85	17.66	35.15	70.99	94.56	29.60	71.75	71.94
BRD-A64092382	CP	mexiletine	sodium channel blocker, potassium channel blocker	SCN5A, AHR, CYP2B6, CYP2E1, KCNK2, KCNK3, SCN4A	Sodium channel blocker	12.77, 5.85	78.78	0.61, 0.13	50.88	15.10	81.77	68.72	97.85	93.79	57.11	22.47	19.98	94.65	87.90	95.14	98.80	34.08	19.94	61.36	81.52	76.05	83.52	96.39
BRD-K19352500	CP	prochlorperazine	dopamine receptor antagonist, dopamine receptor	DRD2, DRD1, DRD3, DRD4	Dopamine receptor antagonist	6.38, 3.19	78.72	0.93, 0.16	37.82	64.74	99.72	39.53	87.80	73.58	73.06	64.19	31.27	90.30	82.50	82.71	85.35	95.29	84.47	74.94	72.89	64.60	86.59	94.55
BRD-K02637541	CP	celecoxib	cyclooxygenase inhibitor, caspase activator	PTGS2, CA12, CASP3, CYP2C19, PDPK1		7.45, 3.72	78.69	0.74, 0.09	93.98	88.00	77.26	92.01	91.83	94.49	40.81	36.40	80.11	86.77	65.44	74.02	71.12	14.46	47.98	72.51	73.11	81.58	91.33	88.09
BRD-K35240538	CP	methylprednisolone	glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	9.04, 4.26	78.62	1.44, 0.60	98.98	92.61	63.41	55.29	85.55	94.88	96.39	52.06	99.87	86.08	83.25	96.95	-36.56	59.01	73.98	-11.31	85.03	47.73	22.30	26.25
BRD-K86301799	CP	dipyridamole	phosphodiesterase inhibitor, cyclooxygenase inhibitor, platelet aggregation inhibitor	ADA, PDE5A, PDE10A, PDE4A, PDE7B, PDE8A, PDE8B, SLC29A1		6.38, 4.79	78.56	0.55, 0.09	39.95	45.90	64.46	8.72	83.52	75.35	92.66	6.17	98.68	87.53	89.12	87.67	86.47	9.28	15.95	81.78	92.41	29.68	93.84	37.72
BRD-A29485665	CP	bicalutamide	androgen receptor antagonist	AR, CYP2C19		3.72, 1.60	78.55	0.67, 0.17	67.75	60.26	84.52	84.57	91.57	28.07	55.24	19.28	55.42	96.18	77.80	91.96	79.29	12.56	44.84	84.63	81.83	17.58	89.65	94.53
BRD-K07237224	CP	moclobemide	monoamine oxidase inhibitor	MAOA, CYP2C19, MAOB		8.81, 5.66	78.54	0.95, 0.32	82.30	68.17	43.41	86.03	92.64	92.48	99.89	5.90	27.04	66.43	86.88	74.78	33.68	62.66	10.83	95.23	92.07	92.93	90.01	46.02
BRD-K09631521	CP	thiotepa	cytochrome P450 inhibitor	CYP2B6		9.04, 4.26	78.47	1.48, 0.39	46.45	80.25	40.04	86.15	93.04	81.95	38.43	-11.79	91.99	42.28	88.19	77.23	40.56	63.35	31.10	65.00	79.70	91.67	89.91	99.86
BRD-K81473089	CP	tacrine	acetylcholinesterase inhibitor, acetylcholine release stimulant, butyrylcholinesterase inhibitors, potassium channel antagonist	ACHE, BCHE		10.80, 5.68	78.32	0.77, 0.17	92.25	25.91	41.82	77.73	97.25	31.74	80.35	38.58	80.30	88.06	86.39	80.60	77.70	19.48	26.89	78.90	95.82	67.40	84.47	67.18
BRD-A68888262	CP	azelastine	histamine receptor antagonist, histamine release inhibitor, immunosuppressant	HRH1, CYP2C19		13.84, 6.92	78.31	1.81, 0.68	83.85	94.15	92.88	47.32	88.22	98.48	29.75	27.25	42.93	62.24	98.38	20.31	41.17	95.86	72.76	98.91	43.80	90.91	97.26	29.46
BRD-K59753853	CP	MDL-29951	glutamate receptor antagonist, fructose biphosphate inhibitor, UDP/CysLT (GPR17, P2Y-like) Agonists	FBP1, GPR17		10.64, 6.91	78.25	1.28, 0.45	94.35	26.96	28.06	20.55	94.86	80.83	95.12	34.76	99.56	55.76	30.09	39.23	98.98	97.49	10.53	42.92	75.66	97.83	82.03	99.25
BRD-K13032584	CP	procarbazine	DNA alkylating drug, transmethylation inhibitor			7.45, 4.26	78.19	0.78, 0.17	62.13	60.93	77.83	38.00	86.24	81.24	77.37	38.15	98.70	78.54	99.61	90.53	83.36	45.46	19.57	91.12	78.71	64.57	85.18	47.74
BRD-K54759182	CP	dosulepin	adrenergic transmitter uptake inhibitor, norepinephrine reuptake inhibitor, serotonin reuptake inhibitor, serotonin uptake inhibitor, tricyclic antidepressant	SLC6A2, SLC6A4, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C19, HRH1		6.38, 3.19	78.14	1.30, 0.30	66.32	44.04	90.60	99.74	93.31	97.78	89.57	0.21	38.68	92.71	73.05	45.55	56.91	91.57	56.50	87.00	83.95	83.22	21.00	58.87
BRD-K57179821	CP	crotamiton	scabicidal, antipruritic			7.45, 3.72	78.08	1.06, 0.17	15.72	93.08	67.07	92.82	87.34	72.08	65.17	98.10	12.56	88.08	88.01	90.61	20.94	73.57	40.79	82.58	86.83	63.00	70.64	95.73
BRD-K83302049	CP	protopine	acetylcholinesterase inhibitor, norepinephrine transporter inhibitor, serotonin transporter (SERT) inhibitor	ACHE, SLC6A2, SLC6A4		2.27, 1.14	78.06	0.68, 0.18	94.97	14.75	81.77	75.27	57.21	88.30	94.91	90.66	92.10	69.11	71.87	19.26	82.65	41.31	33.69	80.36	80.37	12.81	79.61	76.51
BRD-K47679368	CP	bromfenac	cyclooxygenase inhibitor	PTGS1, PTGS2		13.64, 7.95	78.05	1.44, 0.48	90.30	52.13	97.28	93.57	99.86	91.36	14.97	95.72	15.68	99.00	77.48	78.61	69.08	43.57	29.30	43.38	81.95	14.83	99.26	12.97
BRD-K69600043	CP	thiethylperazine	dopamine receptor antagonist	DRD1, DRD2, DRD4	Dopamine receptor antagonist	9.04, 3.72	77.92	0.92, 0.26	61.69	86.73	80.18	99.65	88.15	76.92	95.98	83.75	35.23	72.56	44.42	78.92	54.30	94.08	61.13	56.85	60.06	99.16	43.32	98.94
BRD-K94649603	CP	taxifolin	apolipoprotein secretion inhibitor, beta amyloid aggregation inhibitor, cholesterol biosynthesis inhibitor, HMGCR inhibitor, NFkB pathway modulator, opioid receptor antagonist, reverse transcriptase inhibitor	APOB, APP, HMGCR		9.43, 5.66	77.87	2.00, 0.70	49.33	97.02	3.40	47.16	86.80	86.70	83.36	7.02	97.96	78.00	77.18	10.25	62.51	82.57	72.32	77.74	95.60	99.51	-88.25	87.59
BRD-K20482099	CP	rutin	aldose reductase inhibitor, antioxidant, capillary stabilizing agent, nitric oxide scavenger, prolyl 4-hydroxylase inhibitor	AKR1C3, AKR1B1, F10		6.91, 3.19	77.61	0.81, 0.10	80.93	41.53	55.85	77.53	95.14	80.85	88.77	25.51	18.77	93.79	96.68	87.82	71.32	41.17	9.58	97.89	90.82	77.56	76.15	77.66
BRD-K67783091	CP	haloperidol	dopamine receptor antagonist	DRD2, DRD1, DRD3, HTR2A, CYP3A7, DRD4, DRD5, GRIN2B, HRH1, HTR1A, HTR1D, HTR2B, HTR7, KCNH1		8.51, 4.79	77.57	1.23, 0.23	97.92	42.92	87.52	90.49	68.92	93.55	83.83	11.33	95.91	31.76	32.62	64.67	81.11	70.76	76.91	66.78	46.32	99.51	78.22	91.19
BRD-K67100011	CP	pivmecillinam	cell wall synthesis inhibitor			8.51, 4.79	77.40	1.03, 0.27	95.60	74.51	69.37	49.72	78.86	73.02	75.93	99.72	86.79	57.00	90.85	91.44	46.35	98.03	35.61	21.80	0.00	90.31	79.63	99.26
BRD-K52219182	CP	BRD-K52219182	phosphodiesterase inhibitor			10.11, 3.19	77.33	0.65, 0.14	82.39	14.85	46.39	65.83	96.41	86.80	73.47	97.34	81.20	85.59	83.19	62.60	85.40	41.84	35.82	52.30	48.49	83.80	57.28	98.30
BRD-K02992638	CP	lamivudine	nucleoside reverse transcriptase inhibitor, reverse transcriptase inhibitor			7.98, 5.32	77.19	0.59, 0.19	99.15	94.07	82.03	99.89	89.27	57.52	99.26	18.96	90.42	89.85	89.41	72.10	-2.68	56.77	20.62	72.36	41.31	67.24	58.61	91.52
BRD-K02275692	CP	cefotiam	cell wall synthesis inhibitor			5.32, 2.66	77.17	1.11, 0.27	37.66	8.99	13.97	99.72	84.84	96.69	89.15	11.09	94.72	48.67	94.50	36.18	69.51	19.01	45.26	34.56	89.52	90.93	92.87	95.21
BRD-A45499626	CP	UBP-302	glutamate receptor antagonist	GRIK1		7.45, 3.19	77.17	0.94, 0.34	87.88	15.98	84.69	78.67	86.68	75.67	28.33	7.22	99.44	82.43	93.56	22.09	17.61	22.21	11.77	81.82	82.10	25.57	85.22	9.19
BRD-K64614248	CP	salicin	antiinflammatory agent			7.98, 4.79	77.16	1.13, 0.30	23.08	66.61	9.49	98.73	98.45	91.23	46.71	23.62	65.16	97.09	79.05	75.27	41.19	56.75	15.25	92.73	84.00	95.93	79.99	88.89
BRD-K63550407	CP	erythromycin	NFkB pathway inhibitor, 50S ribosomal subunit inhibitor, motilin receptor agonist, RPLV inhibitor	CYP3A4, MLNR		6.38, 2.13	77.10	1.20, 0.44	52.23	27.75	94.43	40.48	80.94	32.88	48.40	92.01	27.14	89.14	78.01	85.83	78.42	42.67	22.33	80.41	86.04	97.86	36.65	76.19
BRD-K44779798	CP	miglitol	glucosidase inhibitor, sodium/glucose cotransporter activator	GAA, MGAM, GANAB, GANC, SLC5A4		5.66, 3.77	77.09	1.74, 0.57	84.42	83.00	15.20	52.90	78.41	28.32	75.77	-7.82	25.92	19.29	87.49	81.72	18.81	29.90	83.47	88.36	24.34	90.87	98.41	81.60
BRD-K99029477	CP	prometon	photosynthesis inhibitor			2.06, 2.06	77.07	2.05, 0.64	86.72	16.95	93.85	93.17	91.50	89.60	90.15	77.47	70.78	22.59	34.03	67.42	92.32	76.66	25.60	51.37	58.83	94.18	39.47	88.78
BRD-A63546914	CP	RO-04-5595	ionotropic glutamate receptor antagonist			7.98, 3.72	77.04	0.98, 0.31	93.15	43.36	97.83	99.54	93.85	81.76	87.46	83.08	35.32	57.58	65.69	67.52	93.68	57.28	24.25	79.14	33.93	56.18	95.83	74.94
BRD-K60690191	CP	MPEP	glutamate receptor antagonist	GRM5, GRM1, GRM4		14.41, 7.21	77.04	1.56, 0.49	94.76	3.70	97.64	94.24	97.63	98.16	0.99	49.34	44.85	40.00	70.78	94.62	83.30	89.44	60.16	42.60	30.20	99.44	98.87	49.53
BRD-K91699951	CP	benzonatate	non-narcotic cough suppressant thought to act as a local anesthetic	SCN5A		6.91, 3.72	76.99	0.69, 0.10	66.40	71.51	66.23	78.73	76.10	76.08	93.02	93.57	36.59	98.45	86.53	64.81	91.51	57.94	31.26	82.95	87.05	99.65	62.02	77.89
BRD-K01612348	CP	meropenem	cell wall synthesis inhibitor			11.36, 8.52	76.94	0.94, 0.31	79.62	84.44	33.07	99.89	98.94	80.61	83.59	6.57	27.70	74.27	92.85	86.57	73.74	22.11	18.66	90.72	-39.60	80.50	73.52	39.11
BRD-K08619574	CP	thioproperazine	dopamine receptor antagonist	ADRA1A, ADRA1B, DRD1, DRD2, HTR1A, HTR2A	Dopamine receptor antagonist	4.79, 2.66	76.94	0.81, 0.30	78.51	21.43	94.53	99.18	75.37	86.90	84.90	84.32	14.62	68.87	44.85	81.91	66.18	83.10	34.87	11.28	58.87	63.62	88.49	87.66
BRD-K45033733	CP	famciclovir	DNA polymerase inhibitor, DNA directed DNA polymerase inhibitor		DNA polymerase inhibitor	7.45, 1.60	76.60	0.38, 0.10	77.11	79.65	72.19	94.68	34.46	73.41	43.08	81.33	76.08	95.96	57.90	39.53	93.09	28.66	31.59	87.86	75.43	93.42	84.89	85.98
BRD-K11801786	CP	trimidox	antimetabolite, ribonucleoside reductase inhibitor, ribonucleotide reductase inhibitor	RRM1		13.07, 7.95	76.58	1.60, 0.43	98.48	18.98	74.09	99.88	99.15	96.82	10.63	79.07	45.15	99.15	-5.64	7.07	48.73	-19.53	18.84	79.84	97.06	85.36	94.89	-15.57
BRD-K39462424	CP	dexchlorpheniramine	histamine receptor antagonist			7.98, 4.26	76.56	1.17, 0.39	96.60	10.82	91.57	97.50	80.59	99.19	-5.53	22.51	52.57	84.96	72.53	89.51	97.50	61.76	39.82	58.64	88.93	65.91	90.97	49.70
BRD-A51829654	CP	BRL-15572	serotonin receptor antagonist	HTR1D, HTR1A, HTR1B, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR6		7.45, 2.13	76.54	1.05, 0.30	93.45	48.93	7.47	39.70	98.94	89.76	99.82	8.21	95.69	25.59	90.14	58.17	86.94	76.25	35.90	67.21	76.84	68.76	81.19	94.70
BRD-K13261168	CP	LY-16350	dopamine receptor agonist, dopamine receptor antagonist	DRD2, DRD3		6.91, 4.26	76.47	1.34, 0.36	93.96	10.10	38.17	84.20	85.52	78.42	97.46	64.90	45.58	93.39	27.54	59.56	98.06	61.91	24.60	71.75	94.21	83.15	88.66	74.51
BRD-K61192372	CP	capecitabine	dihydropyrimidine dehydrogenase inhibitor, DNA synthesis inhibitor, pyrimidine antagonist, RNA synthesis inhibitor, thymidylate synthase inhibitor	TYMS, DPYD	Thymidylate synthase inhibitor	5.32, 1.60	76.28	1.72, 0.45	18.91	66.45	55.00	55.73	95.01	77.00	99.26	68.67	69.07	95.04	94.41	90.78	54.49	7.65	85.74	75.56	96.07	83.35	18.53	83.05
BRD-K18742343	CP	H-8	PKA inhibitor	PKIA, PRKACA	PKA inhibitor	4.79, 1.06	76.14	1.00, 0.30	80.10	6.69	19.13	96.25	80.87	49.16	88.93	75.58	99.22	52.45	85.04	16.00	90.74	27.16	16.55	76.70	81.94	59.45	79.89	38.11
BRD-A84174393	CP	meloxicam	cyclooxygenase inhibitor, prostanoid receptor inhibitor	PTGS2, PTGS1		7.98, 3.72	76.09	1.10, 0.35	78.83	27.06	75.18	90.72	71.34	77.85	85.56	99.86	82.91	88.95	78.66	77.00	37.65	33.62	38.87	30.13	63.89	69.80	8.48	95.06
BRD-K54142781	CP	cirazoline	alpha receptor agonist	ADRA1A		4.79, 2.66	76.08	1.07, 0.28	74.99	3.42	93.90	79.35	85.96	81.55	51.82	80.47	99.44	85.04	73.46	79.73	84.60	10.95	36.58	42.53	-48.46	47.51	77.18	42.71
BRD-K47943470	CP	tyrphostin-51	EGFR inhibitor			10.64, 4.26	76.01	1.35, 0.39	76.09	82.43	82.48	64.30	63.49	75.93	44.68	-0.70	32.23	66.00	95.15	92.81	12.11	96.08	69.84	-8.98	95.03	95.97	97.93	98.73
BRD-K07736136	CP	VX-702	p38 MAPK inhibitor	MAPK14, MAPK11, MAPK12	P38 MAPK inhibitor	5.85, 2.66	75.85	1.49, 0.30	89.84	56.41	60.55	89.54	93.79	73.58	39.26	0.63	57.92	88.87	78.12	81.61	93.93	0.42	36.74	94.33	99.30	53.16	88.98	1.27
BRD-K65639003	CP	icariin	neuromedin receptor agonist, sorbitol dehydrogenase inhibitor	NMUR2, PDE5A, SORD		7.98, 4.79	75.85	0.50, 0.07	82.07	33.69	22.19	98.63	91.19	77.82	33.84	76.11	75.59	86.91	98.35	34.86	51.23	44.19	15.60	96.35	83.95	81.33	44.25	57.76
BRD-A84702196	CP	penicillin	cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor	13.30, 9.57	75.83	1.33, 0.38	99.82	15.45	6.78	75.53	92.59	99.08	76.14	21.83	99.93	82.06	51.79	40.02	87.52	29.91	44.93	88.56	34.44	77.78	98.12	43.21
BRD-A07875874	CP	cilnidipine	calcium channel blocker, L-type calcium channel blocker, N-type calcium channel blocker	CACNA1B, CACNA1C		6.38, 2.66	75.83	0.75, 0.28	82.27	72.05	31.48	87.39	74.57	15.75	93.95	48.12	93.71	84.98	82.50	77.09	81.93	40.32	39.78	78.39	69.68	49.50	82.12	57.04
BRD-K54771420	CP	glycocholic-acid	cholesterol inhibitor	FABP6		5.85, 3.72	75.81	0.50, 0.11	77.62	10.82	92.74	29.30	84.80	90.83	27.54	26.40	74.00	83.16	95.04	50.10	98.85	15.26	16.68	92.77	97.43	53.58	68.90	99.72
BRD-A49734948	CP	foliosidine	anticonvulsant			4.79, 2.13	75.75	0.94, 0.30	62.64	5.32	59.49	83.10	94.60	79.56	99.26	-0.63	36.55	38.41	95.38	78.26	87.00	69.62	23.17	73.23	87.72	6.01	83.46	91.91
BRD-A65282128	CP	cefazolin	cell wall synthesis inhibitor	PON1, SLC22A8		13.64, 9.09	75.68	1.34, 0.35	85.52	16.38	55.70	99.15	99.61	76.45	88.68	50.01	8.03	98.31	19.93	95.11	90.48	72.67	60.80	48.90	78.84	74.91	99.93	56.88
BRD-K33860217	CP	CP-94253	serotonin receptor agonist	HTR1B		6.91, 3.72	75.64	1.03, 0.28	89.67	14.17	35.09	14.48	94.77	91.92	99.86	71.08	99.72	62.53	64.45	44.63	95.95	86.23	43.64	52.99	81.99	80.20	91.57	55.01
BRD-K27871032	CP	lysergol	ergoline alkaloid	HTR1B, HTR1D, HTR1E		2.66, 1.60	75.52	1.22, 0.39	48.44	51.11	-8.91	68.44	76.69	88.18	99.89	45.00	83.28	74.35	91.99	91.72	85.67	32.40	42.14	15.61	82.73	95.83	58.07	98.31
BRD-K14221570	CP	benzopurpurin-4b	binds HIV gp120 and inhibits HIV-1 entry into the neural cell line SK-N-MC			7.45, 3.72	75.51	1.14, 0.40	88.76	12.86	87.28	94.28	84.89	76.48	24.38	98.73	75.27	56.21	-8.58	34.81	97.13	72.69	15.58	6.67	75.76	10.29	80.86	94.61
BRD-A11135865	CP	nor-binaltorphimine	opioid receptor antagonist			7.95, 5.11	75.50	0.80, 0.19	78.44	20.55	20.60	44.00	34.40	99.08	85.04	99.86	99.26	79.57	99.47	32.20	71.17	2.78	7.14	91.60	73.04	77.96	97.79	38.27
BRD-K22662435	CP	ganciclovir	DNA directed DNA polymerase inhibitor, DNA polymerase inhibitor, DNA synthesis inhibitor		DNA polymerase inhibitor	7.39, 2.84	75.47	1.63, 0.35	82.64	32.89	55.47	14.51	91.12	86.89	72.20	-0.11	-11.09	94.65	94.84	84.28	53.56	0.02	36.77	95.56	85.24	2.74	99.40	78.73
BRD-A65280694	CP	molindone	dopamine receptor antagonist	DRD2, HTR2A, CHRM1, DRD5, HRH1, HTR1A		10.23, 6.82	75.40	1.01, 0.30	66.76	26.25	1.49	87.84	97.21	84.62	74.43	98.63	14.66	76.38	92.30	90.98	41.79	6.53	52.60	32.31	95.23	62.32	80.31	88.34
BRD-K71266197	CP	PSB-06126	NTPDase inhibitor	ENTPD3		14.36, 6.91	75.35	0.70, 0.15	95.04	5.99	10.16	97.43	40.54	73.62	64.38	77.07	21.48	98.66	13.71	44.45	93.19	77.93	8.84	57.93	90.02	98.71	99.40	87.86
BRD-K12260308	CP	xanthoxyline	plant-derived antifungal			8.51, 4.79	75.33	0.93, 0.28	84.01	-8.53	86.65	99.51	72.35	22.30	9.05	92.92	37.31	85.12	32.59	68.75	97.79	18.15	26.38	78.32	43.29	97.61	90.30	89.75
BRD-K98530306	CP	clonidine	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, ADRA1A, ADRA1B, ADRA1D		5.85, 2.66	75.33	0.95, 0.27	81.74	17.65	63.13	53.68	78.20	64.21	89.27	18.25	96.77	94.43	75.02	94.74	75.64	43.44	40.36	88.81	90.01	59.88	91.75	24.54
BRD-K45435259	CP	SCH-23390	dopamine receptor antagonist	DRD1, DRD5, HTR2C, KCNJ4, KCNJ6		5.85, 3.19	75.33	1.02, 0.28	99.12	35.76	28.26	82.21	71.41	73.36	46.61	89.36	96.39	78.52	10.43	8.65	43.79	81.59	29.57	86.00	90.19	62.43	94.93	77.29
BRD-A17535965	CP	gelsemine	acetylcholine receptor antagonist, glycine receptor antagonist	GLRA3		5.68, 3.41	75.25	0.97, 0.31	98.27	6.18	74.66	97.97	75.83	81.63	92.61	99.22	10.21	77.39	-98.80	15.01	45.76	34.77	26.95	77.15	76.42	96.78	39.02	28.58
