#1.3
2429	28	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K04185004-summary	BRD-K25394294-summary	BRD-K55930204-summary	BRD-K87990216-summary	BRD-A43882281-summary	BRD-A33447119-summary	BRD-K47780086-summary	BRD-K74514084-summary	BRD-A22380646-summary	BRD-A28746609-summary	BRD-A65013509-summary	BRD-A18043272-summary	BRD-K01292756-summary	BRD-A19633847-summary	BRD-K85090592-summary	BRD-A97479839-summary	BRD-K90333595-summary	BRD-K15567136-summary	BRD-A48430263-summary	BRD-K67277431-summary	BRD-K51313569-summary	BRD-K47869605-summary	BRD-A97701745-summary	BRD-K37991163-summary	BRD-K67102207-summary	BRD-K15409150-summary	BRD-K92731339-summary	BRD-A57382968-summary
BRD-K25394294	CP	oxaprozin	cyclooxygenase inhibitor	PTGS1, PTGS2		11.57, 6.34	80.31	0.91, 0.16	76.06	99.98	83.58	43.04	96.40	96.03	97.32	49.95	65.52	83.79	89.29	95.22	11.73	24.69	87.09	85.92	74.47	65.29	95.00	78.14	30.80	84.51	39.33	4.85	17.39	59.01	82.48	83.98
BRD-K50464341	CP	berbamine	calmodulin antagonist	CALM1	Calmodulin antagonist	8.47, 6.45	80.17	1.76, 0.69	45.92	46.12	34.40	-10.40	62.11	79.60	71.24	66.51	80.75	84.74	40.29	88.86	99.93	99.47	98.77	35.61	63.51	92.97	90.57	72.85	81.91	81.68	81.05	97.78	86.27	94.96	14.95	43.80
BRD-K57222227	CP	indometacin	cyclooxygenase inhibitor	PTGS1, PTGS2, PPARG, PTGDR2, GLO1, PLA2G2A, PPARA, PTGR2, SLC46A1		7.66, 2.42	80.10	1.18, 0.33	74.35	90.92	95.49	26.47	97.42	51.78	96.35	87.62	83.26	96.07	94.31	88.37	29.49	27.53	62.76	92.96	93.41	36.10	99.68	85.13	80.72	58.25	23.37	2.54	67.74	39.71	53.61	79.49
BRD-K19136521	CP	indirubin	CDK inhibitor, glycogen synthase kinase inhibitor, cyclin-dependent kinase inhibitor, PKC inhibitor	CDK1, CDK5, CCNE1, CDK2, CDK4, CDK5R1, CDK9, GSK3A, GSK3B, LCK, LRRK1, LRRK2	CDK inhibitor, Glycogen synthase kinase inhibitor	7.09, 4.48	80.10	1.20, 0.28	46.92	47.72	65.32	77.72	91.60	97.89	82.48	99.05	61.12	95.13	30.96	92.46	43.76	75.65	85.01	69.32	41.01	86.60	98.59	94.75	94.02	91.08	47.81	44.65	91.78	83.91	77.52	22.60
BRD-A31575449	CP	CGP-20712	adrenergic receptor antagonist	ADRB1, ADRB3		7.09, 4.48	80.06	0.88, 0.32	9.67	43.60	90.94	75.76	46.96	37.13	97.32	93.88	50.97	76.97	91.91	77.17	81.52	84.78	91.82	86.68	46.57	88.41	31.58	94.08	99.08	95.17	75.59	88.47	71.63	78.61	93.73	69.82
BRD-A70649075	CP	sulconazole	sterol demethylase inhibitor, cell wall synthesis inhibitor			9.70, 4.10	80.06	0.64, 0.11	54.68	63.87	-20.48	72.00	98.66	89.93	76.53	99.65	35.96	90.43	83.60	53.44	85.07	90.43	94.19	43.96	99.13	90.35	71.00	72.07	91.63	64.83	46.18	92.12	55.11	88.83	96.59	63.92
BRD-K01292756	CP	pimozide	dopamine receptor antagonist, dopamine receptor, opioid receptor antagonist, serotonin receptor antagonist	DRD2, DRD3, CACNA1I, CALM1, HRH1, HTR1A, HTR2A, KCNA10, KCNH2	Dopamine receptor antagonist	13.43, 8.96	79.84	1.60, 0.57	58.45	24.71	72.54	70.77	30.99	18.90	95.37	98.48	60.43	88.61	90.65	89.01	99.98	98.27	66.72	75.82	59.03	94.57	55.47	90.73	89.20	83.86	64.13	96.27	88.71	96.58	36.14	7.34
BRD-A64092382	CP	mexiletine	sodium channel blocker, potassium channel blocker	SCN5A, AHR, CYP2B6, CYP2E1, KCNK2, KCNK3, SCN4A	Sodium channel blocker	11.57, 7.09	79.83	0.61, 0.13	86.82	79.36	99.33	57.72	74.92	47.88	84.00	56.50	92.46	89.06	92.33	65.60	35.95	20.82	83.08	92.46	88.55	80.30	92.59	71.12	37.41	46.64	95.26	12.05	98.38	46.82	83.46	52.03
BRD-K18523449	CP	mestanolone	androgenic steroid		Androgen receptor modulator	9.87, 7.17	79.82	1.38, 0.44	67.42	99.93	82.39	12.71	87.99	66.87	99.65	65.88	98.91	21.92	91.09	90.56	66.29	78.09	85.30	98.25	81.55	3.55	86.30	21.02	63.95	77.22	88.99	22.43	73.98	83.67	98.77	7.48
BRD-K94080537	CP	diethyltoluamide	DEET, activator of fly antenna ionotropic receptor IR40a			3.36, 2.61	79.81	0.78, 0.18	96.96	8.91	69.48	87.79	39.53	87.34	91.51	89.99	99.11	82.13	88.09	33.16	3.96	45.42	93.52	79.42	74.50	27.77	93.54	88.15	6.42	88.13	68.89	16.83	44.43	5.74	91.49	80.19
BRD-K50422030	CP	clomethiazole	GABA receptor agonist, GABA receptor antagonist, GABA receptor modulator, p38 MAPK inhibitor	GABRA1		7.46, 4.48	79.59	0.74, 0.19	86.65	37.03	26.77	96.80	90.41	84.76	48.35	80.01	99.84	44.86	86.23	83.25	38.76	38.27	90.92	37.45	6.17	79.16	80.71	99.08	46.63	85.21	86.14	9.71	88.59	15.40	25.25	51.30
BRD-A10977446	CP	carvedilol	adrenergic receptor antagonist, reducing agent, ryanodine receptor channel modulator	ADRB1, ADRB2, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB3, CYP2C19, CYP2E1, GJA1, HIF1A, KCNH2, NDUFC2, NPPB, RYR2, SELE, VCAM1, VEGFA		13.43, 7.84	79.50	0.88, 0.16	97.65	37.95	79.64	44.12	96.95	79.36	85.84	42.77	81.24	79.55	58.36	75.54	92.07	85.85	97.25	72.63	98.48	79.45	90.15	51.10	92.24	8.01	77.40	91.77	21.17	77.74	98.63	59.78
BRD-K00603606	CP	ticlopidine	purinergic receptor antagonist, platelet aggregation inhibitor	P2RY12, CYP2B6, CYP2C19		7.84, 4.10	79.49	1.24, 0.18	88.14	98.22	44.22	30.67	98.24	94.42	94.12	88.27	79.41	84.30	81.23	5.00	38.63	18.63	57.67	92.14	89.35	68.99	98.87	65.48	85.68	48.59	54.04	51.79	35.74	25.05	79.56	90.74
BRD-K73109821	CP	diazoxide	ATP channel activator, potassium channel activator	ATP1A1, CA1, CA2, KCNJ11, KCNMA1, SLC12A3		5.60, 3.36	79.41	1.05, 0.27	91.13	79.37	89.24	89.81	90.12	54.30	78.28	33.92	79.44	74.38	71.24	87.28	7.94	1.62	87.04	89.57	86.95	65.55	85.64	96.72	82.32	73.15	51.80	3.58	84.65	42.43	83.44	58.02
BRD-K83302049	CP	protopine	acetylcholinesterase inhibitor, norepinephrine transporter inhibitor, serotonin transporter (SERT) inhibitor	ACHE, SLC6A2, SLC6A4		6.05, 3.23	79.35	0.68, 0.18	98.48	87.76	93.07	82.18	85.03	83.95	92.98	58.84	36.09	89.64	34.67	97.25	47.64	26.22	97.78	88.75	87.90	53.32	28.70	29.16	75.72	76.52	87.00	32.28	88.34	38.01	41.01	62.09
BRD-A78942461	CP	ICI-118551	adrenergic receptor antagonist			6.05, 2.42	79.34	1.08, 0.27	91.31	20.39	97.04	92.03	98.67	63.26	89.25	89.50	35.85	88.23	68.94	72.93	89.99	29.73	95.04	88.63	61.65	88.16	75.72	75.54	95.83	76.92	81.76	17.72	75.43	55.05	84.93	45.52
BRD-A34817987	CP	itraconazole	cell wall synthesis inhibitor, cytochrome P450 inhibitor, sterol demethylase inhibitor, VEGFR inhibitor	CYP3A5, CYP3A7, CYP51A1, KDR		8.21, 3.73	79.32	0.97, 0.13	78.64	67.14	86.89	65.64	73.19	54.23	95.66	88.58	72.27	84.95	96.24	28.02	87.86	84.58	96.37	60.34	65.40	86.40	59.50	92.69	81.48	94.38	17.83	80.14	65.22	80.00	40.34	29.91
BRD-K41731458	CP	triclosan	DNA methyltransferase inhibitor, enoyl-(acyl-carrier protein) reductase Fabl inhibitor, enoyl-[acyl-carrier-protein] reductase [NADH] inhibitor	DNMT1		6.72, 4.10	79.28	1.36, 0.30	27.28	29.98	79.23	15.43	93.25	79.33	73.57	99.26	90.68	63.40	83.67	29.62	50.47	84.11	82.99	57.27	67.48	89.16	83.17	53.64	90.59	83.45	14.54	84.69	62.80	91.58	85.99	38.72
BRD-K95676198	CP	JAK3-inhibitor-V	JAK inhibitor	JAK3		2.99, 1.12	79.26	1.39, 0.28	96.98	87.48	54.95	94.06	98.36	64.19	17.88	89.72	94.08	74.15	56.78	94.91	15.25	10.66	82.28	91.91	88.70	85.47	97.87	83.45	74.67	66.28	90.43	76.23	74.78	22.86	29.46	62.25
BRD-K54771420	CP	glycocholic-acid	cholesterol inhibitor	FABP6		8.21, 3.73	79.21	0.50, 0.11	87.29	86.22	79.72	92.02	97.89	58.00	96.14	37.56	49.79	85.80	73.64	97.36	7.83	-9.35	88.91	78.70	98.76	97.32	74.08	75.12	90.74	58.86	71.23	4.83	55.46	11.92	98.63	97.57
BRD-K76133116	CP	benzydamine	membrane integrity inhibitor, prostanoid receptor inhibitor	PRSS1, PRSS2		8.58, 4.10	79.04	0.93, 0.26	79.62	95.83	97.57	85.48	96.05	82.40	25.40	58.63	56.57	78.46	82.95	89.74	55.51	6.49	96.07	81.05	58.46	80.66	47.70	97.39	42.10	56.84	98.68	20.28	70.74	23.68	82.18	54.55
BRD-K96134740	CP	kitasamycin	protein synthesis inhibitor			5.83, 3.59	78.99	1.08, 0.34	69.22	14.69	95.66	75.35	94.64	82.93	49.94	89.98	86.29	97.55	84.67	82.55	90.63	42.32	99.44	79.46	91.50	76.24	74.05	31.54	8.13	63.02	99.82	0.03	98.70	78.53	53.23	45.01
BRD-A15530910	CP	carpindolol	adrenergic receptor antagonist, serotonin receptor antagonist		Serotonin receptor antagonist	6.72, 4.85	78.93	1.11, 0.32	89.10	11.39	83.72	77.48	89.32	83.52	59.47	16.14	82.57	51.08	80.87	97.97	96.86	83.64	31.07	96.10	70.15	18.74	22.34	98.73	54.88	31.37	83.17	86.24	76.43	80.38	72.49	9.73
BRD-K26429091	CP	J-104129	acetylcholine receptor antagonist	CHRM3		7.46, 1.49	78.84	1.17, 0.33	96.39	95.93	74.26	15.14	88.47	50.07	40.22	95.29	73.46	78.85	95.42	89.59	56.62	65.21	83.50	37.91	62.78	98.27	92.37	84.97	41.21	91.91	79.12	78.83	85.57	39.19	27.41	33.63
BRD-K35430135	CP	SR-59230A	adrenergic receptor antagonist	ADRB3, ADRB1, ADRB2		8.96, 4.48	78.84	0.66, 0.16	69.94	13.18	72.79	41.74	74.54	26.13	98.75	94.35	79.48	80.60	78.19	82.04	88.55	86.09	28.70	85.38	99.55	86.34	28.01	97.13	16.85	5.39	91.75	85.87	13.46	77.91	93.73	5.57
BRD-K15834839	CP	lobendazole	anthelmintic agent			7.84, 3.73	78.76	1.11, 0.27	21.83	89.07	79.72	20.18	80.66	99.08	55.38	96.90	26.56	96.18	71.26	94.04	24.38	34.04	83.75	77.81	41.11	81.98	98.19	86.34	91.95	25.54	29.46	-8.67	66.58	44.04	84.19	98.88
BRD-K67017579	CP	cilostazol	phosphodiesterase inhibitor, platelet aggregation inhibitor	PDE3A, CYP2C19, CYP3A5, PDE3B		11.57, 5.60	78.63	1.17, 0.38	72.58	46.01	93.63	77.57	99.44	99.47	95.69	86.01	94.87	97.85	79.68	97.29	40.33	27.48	75.94	98.78	89.07	21.44	98.48	61.47	76.79	57.41	98.10	3.31	71.07	54.89	92.54	73.01
BRD-K15567136	CP	papaverine	phosphodiesterase inhibitor	PDE10A, PDE4B, PDE5A		13.81, 6.72	78.61	0.84, 0.20	95.98	97.32	75.45	75.77	63.90	94.49	98.55	98.77	31.62	12.85	61.06	69.26	79.02	86.15	88.27	64.67	14.37	99.98	83.10	84.11	96.86	96.38	44.78	78.16	67.26	78.20	99.22	43.45
BRD-A65076780	CP	dihydroergocristine	adrenergic receptor antagonist, prolactin inhibitor, adrenergic receptor partial agonist, dopamine receptor agonist, dopamine receptor partial agonist, dopamine receptor partial antagonist, serotonin receptor antagonist	HTR2A, ADRA1A, ADRB1, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR3A, HTR4, HTR5A, HTR6, HTR7		8.47, 4.03	78.42	1.34, 0.35	50.54	86.83	11.86	78.28	-9.13	62.17	79.36	97.42	29.76	27.86	63.19	99.22	95.99	88.77	94.31	50.03	8.17	84.15	78.55	48.02	95.63	72.66	23.30	90.98	79.83	83.59	95.91	74.21
BRD-K09963420	CP	saquinavir	HIV protease inhibitor, peptidase inhibitor	CYP3A4, CYP3A5		6.34, 3.36	78.39	1.15, 0.35	84.16	81.72	63.98	87.32	85.80	73.06	98.97	85.09	89.60	82.19	91.91	89.65	15.54	72.03	75.06	83.60	94.72	72.88	92.74	67.30	46.45	46.16	63.72	24.13	30.39	48.82	82.24	21.42
BRD-K49668410	CP	clarithromycin	50S ribosomal subunit inhibitor	CYP2C19, CYP3A4, CYP3A5, CYP3A7		7.17, 4.93	78.33	1.41, 0.39	86.77	99.47	88.75	64.71	99.44	87.25	98.56	-41.10	74.14	87.69	80.11	95.08	1.87	31.79	88.82	99.44	53.92	69.73	81.98	76.55	55.75	81.96	12.36	15.79	97.96	32.19	63.47	10.50
BRD-K60762818	CP	desipramine	norepinephrine transporter inhibitor, Sodium Channel  Blockers, tricyclic antidepressant (TCA)	SLC6A2, SLC6A4, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR1A, HTR2A, HTR2C, SMPD1	Tricyclic antidepressant	7.84, 2.24	78.16	1.41, 0.42	77.87	23.93	76.48	12.00	67.46	95.42	76.57	45.25	58.75	88.44	93.64	88.41	94.81	91.11	71.66	95.73	74.69	56.79	78.81	51.22	80.15	85.11	58.60	91.42	95.68	84.99	37.11	78.45
BRD-K66353228	CP	zoxazolamine	IKCa channel activator			7.46, 5.60	77.99	0.56, 0.11	54.52	90.95	79.02	79.76	90.16	99.15	82.28	24.96	93.15	85.00	95.05	25.92	1.87	33.52	65.55	88.78	90.35	50.28	99.30	76.97	75.73	57.31	95.25	11.00	94.95	41.31	48.55	54.44
BRD-K25224017	CP	pirenperone	serotonin receptor antagonist	HTR2A, HTR7		6.72, 4.85	77.97	0.50, 0.07	61.63	40.47	87.06	24.42	99.43	98.73	89.89	81.56	92.72	80.64	92.94	47.27	15.81	51.95	89.65	75.30	94.36	72.41	94.23	89.84	25.75	59.43	92.07	27.44	87.02	61.75	49.53	40.20
BRD-K96471533	CP	nitazoxanide	pyruvate ferredoxin oxidoreductase inhibitor, pyruvate synthase inhibitor			8.97, 6.28	77.97	1.03, 0.27	88.51	70.57	37.33	50.30	84.90	71.86	98.44	98.34	41.45	55.45	84.65	19.12	94.05	93.97	99.58	99.21	5.36	58.58	84.08	30.75	90.63	91.74	64.85	64.94	27.61	91.23	85.25	11.23
BRD-A30435184	CP	metergoline	dopamine receptor agonist, serotonin receptor antagonist, prolactin inhibitor	DRD2, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7	Serotonin receptor antagonist	11.29, 7.26	77.93	1.90, 0.58	85.37	0.78	70.95	37.80	26.48	86.92	79.44	98.38	43.50	88.80	61.29	99.22	99.93	99.08	39.62	76.42	80.70	81.92	4.80	30.35	95.77	93.26	54.43	97.63	46.72	96.31	11.14	28.88
BRD-A19053259	CP	pseudopelletierine	stimulant reflex trigger used as an anthelmintic and anti-amoeboid			10.82, 5.22	77.82	0.86, 0.25	96.99	58.59	84.18	95.48	97.67	31.31	60.02	16.59	90.56	98.34	62.75	71.37	0.14	-7.19	97.74	97.43	95.05	92.65	99.77	11.57	22.07	89.22	80.90	9.25	83.42	19.25	70.54	74.74
BRD-K51018020	CP	VAMA-37	DNA dependent protein kinase, DNA dependent protein kinase inhibitor, PI3K inhibitor	PRKDC	DNA dependent protein kinase inhibitor	3.23, 2.02	77.65	1.39, 0.48	50.56	34.70	56.86	88.51	92.39	88.66	90.86	97.64	46.35	9.97	16.31	98.99	85.65	77.83	77.46	75.38	23.03	90.34	88.60	88.27	78.55	25.55	19.81	92.08	82.44	76.71	25.45	2.96
BRD-K66296774	CP	fluvastatin	HMGCR inhibitor	HMGCR, CYP2C8	HMGCR inhibitor	6.72, 4.10	77.57	0.69, 0.13	75.43	64.53	15.50	19.07	83.70	94.69	93.13	-14.95	80.64	96.67	36.02	55.67	50.06	87.74	87.84	19.74	19.47	79.71	98.20	74.78	92.85	84.85	-32.95	97.42	90.67	80.97	29.16	41.24
BRD-K33860217	CP	CP-94253	serotonin receptor agonist	HTR1B		7.09, 2.61	77.15	1.03, 0.28	99.82	12.56	57.73	95.06	94.09	21.67	75.17	79.00	56.45	96.34	75.31	81.45	10.70	36.04	65.46	97.19	89.26	24.53	90.67	83.88	66.17	45.57	92.47	28.22	95.42	45.88	80.90	85.31
BRD-A11813248	CP	AM-92016	glutamate receptor antagonist, ionotropic glutamate receptor antagonist, time-dependent delayed rectifier potassium current blocker	GRIN1, GRIN2B		6.34, 2.99	77.08	0.78, 0.19	85.60	82.37	39.19	58.28	28.94	97.06	89.57	97.99	7.23	77.04	96.30	96.38	86.04	82.38	36.36	84.69	82.58	29.84	17.47	72.33	77.12	80.84	33.75	59.06	88.29	75.81	55.60	1.41
BRD-K76908866	CP	CP-724714	receptor tyrosine protein kinase inhibitor, EGFR inhibitor, tyrosine kinase inhibitor	ERBB2		6.72, 2.24	77.04	1.26, 0.22	57.26	23.51	77.61	32.36	71.79	86.88	97.85	95.90	96.77	86.13	70.39	95.99	15.06	22.07	92.82	87.74	57.84	92.67	88.50	65.53	81.57	36.43	76.47	19.40	62.12	79.99	82.48	45.69
BRD-K98530306	CP	clonidine	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, ADRA1A, ADRA1B, ADRA1D		5.60, 2.61	77.02	0.95, 0.27	80.04	83.36	94.57	36.09	81.87	84.27	69.23	61.86	93.54	79.33	57.29	96.20	19.80	-9.22	87.34	77.35	87.13	84.01	76.70	67.26	34.77	84.07	61.75	1.50	88.06	24.18	72.10	38.53
BRD-K95435023	CP	PHA-665752	c-Met inhibitor, hepatocyte growth factor receptor inhibitor	MET		11.19, 7.09	77.01	1.49, 0.38	74.39	9.86	68.13	79.62	98.62	0.70	79.89	95.26	66.96	89.99	79.86	90.99	95.67	98.87	70.09	47.37	58.94	68.54	98.19	57.04	88.53	46.35	47.13	95.00	86.14	98.77	41.40	18.10
BRD-K62959606	CP	sphingosine	ceramidase inhibitor	GLTP, PVR, TRPM3		5.97, 4.85	76.77	0.88, 0.15	84.52	97.84	56.50	19.96	36.44	77.17	89.26	88.90	92.22	90.23	81.06	41.92	23.03	74.52	98.87	29.95	16.34	77.68	99.79	96.31	97.96	64.28	49.16	20.76	78.04	76.38	41.53	71.19
BRD-K17561142	CP	amiodarone	acetylcholine receptor ligand, adrenergic receptor antagonist, ATP-sensitive potassium channel inhibitor, HCN (hyperpolarization activated cyclic nucleotide gated) channel modulator, polarization inhibitor, potassium channel antagonist, Sodium Channel  Blockers, voltage-gated sodium channel blocker	KCNH2, ADRB1, CACNA1H, CACNA2D2, CHRM3, CYP2C8, KCNA7, SCN5A		9.70, 7.84	76.68	1.55, 0.49	76.08	35.93	68.68	29.99	82.08	78.32	48.27	95.28	74.10	82.67	78.93	92.73	98.78	97.82	79.20	60.69	68.58	51.37	64.94	26.05	73.54	77.28	86.62	92.18	80.39	90.87	38.54	16.94
BRD-A02710418	CP	meptazinol	opioid receptor agonist	BCHE		9.33, 4.48	76.65	1.05, 0.41	97.35	24.33	83.05	75.27	99.20	60.69	53.43	64.98	95.69	85.59	78.04	59.72	8.83	22.87	98.06	84.16	99.89	65.25	79.43	95.23	4.86	85.53	90.02	15.48	36.70	57.35	87.86	13.03
BRD-K13032584	CP	procarbazine	DNA alkylating drug, transmethylation inhibitor			7.84, 4.10	76.58	0.78, 0.17	95.08	70.68	94.67	47.56	95.24	82.66	88.91	91.34	98.91	94.33	67.26	74.10	42.87	38.25	82.27	85.91	98.84	39.99	79.07	92.85	46.66	55.85	56.46	26.65	65.49	43.08	93.92	53.32
BRD-K60160658	CP	tiagabine	GABA uptake inhibitor, GAT inhibitor	SLC6A1, CYP2C19		7.62, 5.38	76.56	1.98, 0.76	79.81	99.30	82.09	4.72	47.42	90.55	94.15	90.09	91.63	81.69	99.22	29.23	73.32	54.83	99.44	69.31	43.08	81.30	20.04	66.86	97.10	63.99	84.05	-1.59	69.12	47.41	68.13	89.92
BRD-K51302260	CP	KU-C103871	GSP agonist	SMAD3		5.22, 3.36	76.56	1.35, 0.42	51.88	13.62	86.87	-1.02	97.61	89.11	23.55	79.58	47.30	84.36	84.27	85.25	38.56	81.63	81.60	54.35	80.52	33.68	89.03	95.59	79.16	95.88	19.09	0.00	61.81	55.84	53.82	73.95
BRD-K19352500	CP	prochlorperazine	dopamine receptor antagonist, dopamine receptor	DRD2, DRD1, DRD3, DRD4	Dopamine receptor antagonist	6.72, 2.99	76.38	0.93, 0.16	86.74	96.90	75.52	81.67	77.25	75.50	91.07	82.79	75.50	79.73	80.84	65.56	90.56	52.55	80.27	40.88	69.04	47.44	23.08	46.20	26.99	40.98	6.74	87.52	83.82	89.47	91.12	35.52
BRD-K21853356	CP	RG-14620	EGFR inhibitor	EGFR		8.21, 4.85	76.31	1.09, 0.33	66.90	93.39	49.16	83.71	99.93	85.88	89.85	34.84	82.51	96.26	62.09	77.64	6.42	42.19	87.96	36.82	83.86	74.97	99.65	93.45	96.90	71.24	6.16	51.09	52.19	37.73	96.02	43.39
BRD-A46393198	CP	tetramisole	alkaline phosphatase inhibitor			11.19, 6.72	76.29	1.20, 0.38	54.17	91.23	89.61	16.74	99.75	91.23	58.30	61.11	95.14	75.87	87.90	90.60	15.52	0.95	86.04	21.59	75.50	97.36	99.72	97.21	83.64	22.54	78.27	8.07	60.55	44.64	63.61	76.71
BRD-K88304388	CP	dextrorphan	glutamate receptor antagonist, adrenergic transmitter release inhibitor, opioid receptor agonist, serotonin receptor antagonist	OPRM1, OPRK1, OPRD1, GRIN1, HTR1A, SLC6A2		4.04, 2.69	76.29	1.74, 0.72	54.90	99.82	87.23	12.30	93.33	73.79	83.95	95.27	90.05	32.63	61.21	93.15	50.79	70.45	78.79	45.29	12.70	92.96	91.18	95.99	88.52	81.95	90.47	0.03	49.25	48.62	48.78	28.34
BRD-K34533029	CP	tyrphostin-AG-494	epidermal growth factor receptor (EGFR) inhibitor, tyrosine kinase inhibitor	EGFR		4.85, 2.61	76.28	0.81, 0.25	96.84	66.57	59.59	62.72	65.23	58.05	16.00	84.32	48.49	10.67	95.56	91.48	85.33	86.33	77.64	80.67	66.41	92.05	77.87	85.50	73.51	91.72	84.92	72.05	74.91	87.11	12.88	12.03
BRD-K25310650	CP	ormetoprim	antibiotic			7.62, 4.93	76.26	1.85, 0.74	90.45	99.82	76.77	16.87	75.75	83.59	98.18	66.88	95.01	80.41	84.77	94.07	28.64	46.54	92.84	59.48	93.42	11.99	61.60	50.03	41.65	90.91	95.34	5.18	92.55	18.52	52.11	69.29
BRD-K60274257	CP	dephostatin	tyrosine phosphatase inhibitor	PTPN1, PTPN6		6.72, 4.48	76.21	1.38, 0.31	86.32	29.11	80.16	99.72	97.92	86.02	75.46	27.34	34.33	51.96	66.68	98.20	39.16	79.47	76.96	77.50	40.59	78.91	97.59	61.37	66.52	71.58	98.38	80.72	70.54	42.86	65.68	94.70
BRD-K68620903	CP	dydrogesterone	progesterone receptor agonist	PGR		7.84, 4.85	76.03	0.98, 0.32	97.32	76.42	95.10	83.63	55.46	84.06	90.00	17.20	18.45	73.34	81.27	76.90	1.20	12.98	89.36	87.43	40.75	47.37	93.17	99.30	12.16	55.63	75.65	26.62	83.64	12.79	90.13	30.26
BRD-K70301876	CP	escitalopram	selective serotonin reuptake inhibitor (SSRI), serotonin reuptake inhibitor	SLC6A4, ADRA1A, CHRM1, CYP2C19, HRH1, SLC6A2, SLC6A3		7.09, 2.99	76.03	0.45, 0.13	62.12	73.40	67.98	51.76	83.90	81.61	91.31	63.13	99.33	79.02	89.73	89.66	19.26	11.22	83.83	75.64	96.86	3.32	87.53	86.58	33.09	76.42	55.60	1.12	86.01	7.51	56.58	89.41
BRD-A95939040	CP	sertaconazole	sterol demethylase inhibitor, cell wall synthesis inhibitor			9.70, 3.36	75.99	0.74, 0.25	96.32	37.88	76.60	94.02	91.81	78.33	17.63	97.35	21.88	59.06	83.28	96.46	75.38	76.97	84.96	75.39	84.13	55.90	73.69	99.79	45.08	81.99	81.04	20.42	39.18	70.10	74.28	62.39
BRD-A02189320	CP	met-leu-phe	in touchstone			5.65, 2.42	75.87	1.18, 0.31	47.94	83.65	85.01	90.83	48.40	42.88	41.54	86.51	21.10	81.56	82.87	95.28	50.51	4.33	85.51	84.12	91.08	81.52	74.48	94.48	89.07	47.40	77.26	7.95	38.19	5.99	48.54	22.47
BRD-K09416995	CP	lovastatin	HMGCR inhibitor	HMGCR, CYP3A5, HDAC2, ITGAL, NR1I2	HMGCR inhibitor	6.72, 2.61	75.74	0.77, 0.16	82.12	33.90	73.63	61.29	94.01	67.41	77.86	84.96	64.14	86.23	67.96	92.66	82.28	88.21	90.19	36.07	97.48	34.99	89.01	41.28	82.90	44.56	81.63	85.43	54.44	58.29	44.84	69.75
BRD-K45033733	CP	famciclovir	DNA polymerase inhibitor, DNA directed DNA polymerase inhibitor		DNA polymerase inhibitor	6.72, 3.36	75.69	0.38, 0.10	57.93	97.28	71.48	64.85	98.94	88.41	97.32	15.58	91.52	89.40	80.38	75.37	36.34	18.98	78.57	89.35	64.34	45.65	87.30	85.88	42.48	62.56	76.01	7.61	80.58	22.59	88.41	50.24
BRD-K67080878	CP	milrinone	phosphodiesterase inhibitor	PDE3A, PDE2A, PDE3B, PDE5A		8.21, 5.22	75.69	0.42, 0.07	82.35	80.44	88.16	11.54	47.36	96.25	80.91	92.75	74.56	76.82	88.63	80.92	46.95	31.26	87.39	98.40	22.35	27.03	25.07	97.75	54.06	34.42	97.72	-3.31	42.52	23.94	29.44	80.43
BRD-K04412738	CP	tramadol	opioid receptor agonist, norepinephrine reputake inhibitor, serotonin reuptake inhibitor, adrenergic transmitter uptake inhibitor, OP3 receptor agonist, serotonin uptake inhibitor	OPRM1, SLC6A2, SLC6A4, CHRFAM7A, CHRM3, CYP2B6, GRIN3A, HTR2C, OPRD1, OPRK1		3.73, 2.24	75.64	1.77, 0.44	93.67	78.83	19.37	85.00	89.55	75.85	82.65	1.66	54.98	53.97	47.37	99.05	43.48	5.87	97.09	24.73	81.72	69.20	17.68	45.21	87.99	75.43	88.16	78.62	91.88	21.29	69.93	82.72
BRD-K33193182	CP	methylnorlichexanthone	Aurora kinase inhibitor, Pim kinase inhibitor, VEGFR inhibitor	AURKB, KDR, PIM1		9.56, 4.41	75.63	0.85, 0.25	15.21	10.26	29.39	-11.98	47.47	99.26	94.33	92.16	33.56	98.91	87.57	71.60	77.13	30.17	94.18	52.93	99.86	95.05	-10.61	85.95	89.85	77.06	98.07	3.81	40.07	36.29	74.20	92.50
BRD-K81521265	CP	dicyclohexylurea	epoxide hydolase inhibitor	EPHX2		5.97, 3.36	75.50	1.08, 0.45	60.70	92.48	67.87	45.34	99.12	93.97	84.45	26.32	63.80	97.67	75.37	97.94	62.67	24.74	94.95	71.14	94.35	94.51	96.76	54.73	75.62	79.51	27.41	38.35	80.86	19.18	87.37	31.87
