#1.3
2429	24	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K79254416-summary	BRD-K48722258-summary	BRD-A93424738-summary	BRD-A13188892-summary	BRD-A69636825-summary	BRD-K22031190-summary	BRD-K62363391-summary	BRD-A51820102-summary	BRD-K43887077-summary	BRD-K71103788-summary	BRD-K33211335-summary	BRD-A46179541-summary	BRD-A94756469-summary	BRD-K81272440-summary	BRD-A35108200-summary	BRD-K92093830-summary	BRD-K73109821-summary	BRD-K97158071-summary	BRD-A92537424-summary	BRD-K06878038-summary	BRD-K49328571-summary	BRD-A29734509-summary	BRD-K05673000-summary	BRD-K08252256-summary
BRD-K68264559	CP	brimonidine	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, AOX1		8.62, 5.17	79.99	0.86, 0.16	91.72	46.77	78.85	97.60	93.78	81.13	95.23	36.36	37.94	35.07	97.35	53.91	40.16	90.79	89.45	84.03	52.51	91.47	29.16	98.59	66.63	63.45	90.55	58.04
BRD-A09828896	CP	SKF-81297	dopamine receptor agonist	DRD1, DRD5		8.19, 4.31	79.98	0.83, 0.23	86.16	49.34	64.39	81.61	24.94	82.84	96.82	68.76	85.77	9.71	55.01	62.47	19.11	24.01	78.85	15.83	81.71	60.40	99.26	95.40	95.82	81.11	97.55	93.01
BRD-A08187463	CP	racecadotril	enkephalinase inhibitor, membrane metalloendopeptidase inhibitor, neprilysin inhibitor	MME		8.19, 5.60	79.92	0.98, 0.31	90.99	77.80	26.79	89.53	99.72	23.16	70.63	21.52	34.09	34.31	98.56	91.29	1.63	82.03	49.72	88.05	94.57	91.23	89.20	95.71	36.18	40.71	86.11	50.04
BRD-A64092382	CP	mexiletine	sodium channel blocker, potassium channel blocker	SCN5A, AHR, CYP2B6, CYP2E1, KCNK2, KCNK3, SCN4A	Sodium channel blocker	11.21, 5.60	79.78	0.61, 0.13	63.54	30.81	89.61	83.92	66.14	52.76	64.77	36.60	93.69	70.22	82.30	80.98	5.58	89.85	87.24	61.65	96.59	85.96	96.52	89.95	51.67	97.89	72.92	78.57
BRD-K45033733	CP	famciclovir	DNA polymerase inhibitor, DNA directed DNA polymerase inhibitor		DNA polymerase inhibitor	5.60, 1.72	79.60	0.38, 0.10	95.64	45.65	23.82	90.82	76.32	71.79	82.87	7.05	50.76	28.82	94.65	85.67	14.33	88.83	64.58	88.33	70.77	86.58	53.64	92.51	64.40	94.29	87.93	96.51
BRD-K61250553	CP	loperamide	opioid receptor agonist, atrial natriuretic peptide receptor antagonist	OPRM1, OPRD1, CACNA1A, CALM1, CYP2B6, CYP2C8, NPR2, OPRK1, POMC		5.17, 2.59	79.56	1.26, 0.56	89.91	98.06	28.22	88.79	84.96	86.01	55.76	94.30	53.84	92.79	32.53	79.18	75.62	95.29	51.88	51.80	23.35	89.48	61.74	52.43	86.16	78.19	87.54	79.93
BRD-K69600043	CP	thiethylperazine	dopamine receptor antagonist	DRD1, DRD2, DRD4	Dopamine receptor antagonist	9.48, 6.03	79.44	0.92, 0.26	81.66	83.50	96.51	93.72	49.23	34.55	79.85	32.62	54.60	81.49	36.88	86.62	27.74	55.79	69.98	59.72	79.04	63.69	83.48	85.78	70.93	97.17	98.48	99.83
BRD-K88304388	CP	dextrorphan	glutamate receptor antagonist, adrenergic transmitter release inhibitor, opioid receptor agonist, serotonin receptor antagonist	OPRM1, OPRK1, OPRD1, GRIN1, HTR1A, SLC6A2		7.37, 4.21	79.18	1.74, 0.72	96.88	86.56	96.68	74.33	55.12	86.08	76.60	0.42	88.78	NaN	48.86	79.36	10.74	52.89	30.96	90.36	0.42	63.24	79.18	94.34	32.47	99.54	88.50	99.93
BRD-A44133049	CP	azasetron	serotonin receptor antagonist	HTR3A, HTR3B		6.03, 3.88	79.17	0.66, 0.13	79.47	84.43	78.86	83.93	63.59	78.54	98.57	-2.75	83.62	72.97	97.64	83.74	19.93	73.79	84.69	24.13	62.22	71.14	70.21	99.54	15.88	88.62	82.24	96.34
BRD-K14993104	CP	bemegride	chemoreceptor agonist	GABRA1		7.76, 2.16	79.15	0.85, 0.27	82.95	52.21	84.71	96.55	52.46	96.58	80.48	29.38	95.78	-10.98	77.81	81.42	71.38	-1.52	85.35	34.04	72.29	52.78	19.92	96.75	77.73	91.06	90.46	91.92
BRD-K91699951	CP	benzonatate	non-narcotic cough suppressant thought to act as a local anesthetic	SCN5A		6.90, 4.31	79.15	0.69, 0.10	92.72	46.85	67.10	89.03	70.33	93.08	79.73	78.56	59.66	38.93	50.59	85.87	36.08	56.08	13.46	82.48	83.28	55.42	81.76	96.35	65.54	98.00	92.40	97.11
BRD-K04196797	CP	oxcarbazepine	voltage-gated sodium channel blocker, Sodium Channel  Blockers	CYP2C19, CYP3A4, CYP3A5, SCN1A, SCN3A, SCN5A		8.38, 3.14	79.14	1.35, 0.35	84.99	85.23	8.63	32.70	89.08	54.23	74.70	57.58	95.63	97.78	29.17	59.50	5.73	90.32	50.54	44.87	86.79	99.51	81.03	97.18	77.25	46.88	96.96	99.93
BRD-K32311154	CP	nifekalant	potassium channel antagonist, potassium channel blocker			7.33, 6.28	78.98	0.98, 0.32	98.91	52.36	81.34	5.14	87.20	94.67	98.31	61.95	83.27	76.03	68.26	98.66	30.10	98.80	91.59	17.45	46.51	33.41	60.83	99.79	25.40	99.11	76.63	96.35
BRD-A71262238	CP	nafadotride	dopamine receptor antagonist	DRD3, DRD2, HTR1A		7.76, 4.74	78.38	0.90, 0.17	76.83	87.84	80.88	78.59	84.32	92.25	74.78	23.10	39.36	68.94	22.97	89.94	5.63	50.23	43.06	64.14	96.01	95.67	80.01	84.74	53.40	94.15	78.17	98.80
BRD-K38323065	CP	phenacetin	cyclooxygenase inhibitor	PTGS1	Cyclooxygenase inhibitor	6.03, 3.45	78.30	0.81, 0.15	59.47	92.18	30.32	89.53	74.54	43.23	90.85	88.97	82.69	19.96	77.50	79.10	1.90	90.91	86.14	-6.95	44.36	33.51	89.27	96.26	50.15	60.36	88.87	80.09
BRD-A10303790	CP	talampicillin	antibiotic			11.64, 6.47	78.12	0.80, 0.17	86.91	53.63	12.29	82.17	96.54	99.54	80.66	80.61	52.95	36.08	87.23	42.70	11.66	8.79	75.62	40.10	7.26	50.75	88.60	98.46	20.85	98.65	94.59	95.34
BRD-K20482099	CP	rutin	aldose reductase inhibitor, antioxidant, capillary stabilizing agent, nitric oxide scavenger, prolyl 4-hydroxylase inhibitor	AKR1C3, AKR1B1, F10		7.33, 4.31	78.06	0.81, 0.10	95.94	67.84	97.32	94.40	25.01	57.14	74.31	84.26	94.73	47.30	77.10	76.38	24.04	76.72	66.63	79.03	80.27	87.88	76.45	96.81	87.37	79.32	59.46	98.31
BRD-K82561139	CP	ricinine	casein kinase inhibitor			5.60, 2.59	77.90	0.94, 0.19	92.99	29.35	89.79	66.26	86.66	96.78	77.79	88.80	-11.16	46.95	63.67	95.42	60.95	38.89	89.95	78.01	89.24	56.11	20.24	-47.60	70.59	81.31	90.45	99.47
BRD-A25067867	CP	benzatropine	anticholinergic	CHRM1, HRH1, SLC6A3		8.45, 5.63	77.62	1.56, 0.44	93.62	78.30	88.00	33.96	84.58	78.17	98.10	93.09	91.15	20.62	8.40	21.97	2.53	77.07	79.34	67.36	99.86	96.14	23.58	81.89	57.14	30.46	-32.18	39.39
BRD-K34533029	CP	tyrphostin-AG-494	epidermal growth factor receptor (EGFR) inhibitor, tyrosine kinase inhibitor	EGFR		6.03, 3.45	77.59	0.81, 0.25	83.68	92.88	94.11	53.05	87.32	89.97	68.27	65.79	71.94	0.74	81.45	36.32	55.61	68.48	79.78	75.40	96.82	67.78	95.29	86.82	13.55	96.46	30.28	99.93
BRD-K81521265	CP	dicyclohexylurea	epoxide hydolase inhibitor	EPHX2		6.90, 3.45	77.48	1.08, 0.45	69.07	51.68	93.37	97.34	84.68	69.05	73.61	85.00	33.12	10.32	81.80	64.76	6.42	87.92	87.77	89.86	95.18	42.96	81.35	92.68	61.10	37.20	40.33	96.30
BRD-K15567136	CP	papaverine	phosphodiesterase inhibitor	PDE10A, PDE4B, PDE5A		6.90, 3.45	77.42	0.84, 0.20	65.90	78.06	53.67	98.59	1.63	84.76	64.65	97.25	76.79	-54.70	43.26	10.82	88.79	30.16	13.75	90.91	97.32	76.62	93.70	80.28	95.44	94.32	62.96	84.83
BRD-K47278471	CP	diphenhydramine	histamine receptor antagonist	HRH1		7.85, 2.62	77.37	1.67, 0.52	88.69	88.62	82.01	64.85	91.45	49.53	90.00	0.56	97.25	97.50	12.77	81.46	-0.70	60.55	73.22	78.23	32.83	60.04	-4.25	76.51	62.46	96.95	92.60	87.16
BRD-K39983086	CP	loteprednol	corticosteroid agonist, phospholipase inhibitor	NR3C1	Glucocorticoid receptor agonist	7.33, 5.76	77.24	1.67, 0.61	87.52	86.34	97.78	30.39	82.17	37.50	86.99	7.12	35.69	88.92	92.42	80.70	35.55	29.93	99.40	80.87	-2.96	0.03	29.59	46.75	21.40	99.57	73.78	90.24
BRD-K46435977	CP	valaciclovir	DNA directed DNA polymerase inhibitor, DNA polymerase inhibitor		DNA polymerase inhibitor	9.95, 7.33	77.13	1.90, 0.66	97.74	89.89	62.00	66.79	94.67	61.43	69.24	2.68	97.57	99.00	58.01	98.38	-0.32	95.10	39.62	95.01	15.98	78.55	11.71	78.17	-3.38	93.53	76.10	99.93
BRD-K57222227	CP	indometacin	cyclooxygenase inhibitor	PTGS1, PTGS2, PPARG, PTGDR2, GLO1, PLA2G2A, PPARA, PTGR2, SLC46A1		4.69, 1.88	77.12	1.18, 0.33	96.76	76.09	78.15	49.37	45.54	25.59	92.42	75.23	82.92	23.00	35.54	90.71	31.62	94.84	94.93	86.91	81.45	80.99	70.29	95.22	47.76	68.85	58.72	86.93
BRD-K40645748	CP	mefloquine	acidifying agent non gastric, adenosine receptor antagonist, calmodulin antagonist, hemoglobin antagonist, pannexin inhibitor	ADORA2A, HBA1, PANX1		10.80, 6.10	77.09	1.34, 0.28	60.96	97.57	30.50	99.52	79.35	13.32	99.57	62.31	81.28	99.47	4.90	29.93	81.84	96.38	10.28	29.21	96.76	84.20	74.84	89.97	73.21	26.95	94.79	24.19
BRD-K49481516	CP	galantamine	acetylcholinesterase inhibitor, acetylcholine receptor agonist, butyrylcholinesterase inhibitors	ACHE, BCHE, CHRNA1, CHRNA10, CHRNA2, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNA9, CHRNB1, CHRNB2, CHRNB3, CHRNB4, CHRND, CHRNE, CHRNG		6.28, 4.71	76.99	1.66, 0.57	98.10	82.64	93.32	76.69	77.44	78.87	58.01	3.06	77.29	17.71	9.14	98.03	10.05	90.69	48.52	90.44	37.44	68.18	0.03	97.94	53.85	73.60	83.87	99.61
BRD-A01643550	CP	prednisolone	glucocorticoid receptor agonist	NR3C1, NR3C2, SERPINA6	Glucocorticoid receptor agonist	8.62, 6.03	76.99	0.86, 0.39	99.82	74.54	99.47	97.08	73.90	75.62	93.07	90.38	5.77	16.57	45.61	79.76	31.59	86.45	99.80	51.70	57.37	89.92	67.88	78.35	69.93	31.59	78.47	83.55
BRD-K12219985	CP	glipizide	sulfonylurea, ATP channel blocker, ATP-sensitive potassium channel antagonist, insulin secretagogue	ABCC8, KCNJ10, KCNJ11, PPARG	KCNJ11 modulator	7.76, 3.88	76.92	0.94, 0.19	97.42	85.60	78.52	91.55	69.26	71.88	62.44	96.36	55.88	1.80	99.51	51.91	18.17	72.45	45.00	81.32	94.71	91.52	85.94	94.18	70.35	75.32	87.98	70.95
BRD-A31521121	CP	methocarbamol	muscle relaxant	CA1		6.47, 3.02	76.87	1.09, 0.24	85.76	82.04	59.99	97.64	79.59	76.67	66.09	41.24	12.55	12.62	91.33	80.23	30.29	93.91	25.46	42.71	77.07	87.33	80.12	71.72	55.61	51.88	84.00	97.07
BRD-K36638830	CP	anabasine	acetylcholine receptor agonist			2.59, 0.86	76.83	1.10, 0.19	96.52	47.88	41.42	83.80	82.79	29.30	78.90	74.77	82.54	13.40	45.94	88.86	24.13	48.10	84.48	5.53	91.59	42.25	94.42	81.24	13.51	48.08	92.81	84.07
BRD-K18574842	CP	nafcillin	antibiotic	CYP3A4	Bacterial cell wall synthesis inhibitor	6.90, 4.74	76.75	0.88, 0.30	81.08	3.91	15.96	99.19	77.60	89.24	95.07	69.63	86.28	4.51	34.65	84.83	7.17	50.01	44.50	55.03	85.97	30.95	75.90	78.05	10.72	80.72	97.68	94.48
BRD-K14920963	CP	erythrosine	food coloring agent			7.76, 5.17	76.69	0.68, 0.19	97.64	84.15	91.89	99.05	52.05	21.23	-45.77	74.86	35.74	8.44	90.45	87.14	19.03	26.37	86.88	91.12	74.01	22.66	67.49	71.23	92.67	93.57	78.53	99.20
BRD-K94080537	CP	diethyltoluamide	DEET, activator of fly antenna ionotropic receptor IR40a			4.74, 2.16	76.69	0.78, 0.18	70.65	77.36	79.51	60.81	55.39	96.55	77.90	76.01	54.05	55.59	99.47	42.42	23.44	91.47	85.23	9.27	99.61	71.89	96.84	94.70	20.54	38.25	91.12	89.63
BRD-K39987650	CP	bisacodyl	stimulant laxative			7.76, 4.31	76.59	0.64, 0.26	52.03	86.55	74.28	97.79	83.51	92.45	84.11	61.08	35.63	16.21	29.51	80.20	97.85	18.91	-9.39	41.96	70.30	78.90	96.23	86.80	5.00	97.28	73.12	98.10
BRD-K95676198	CP	JAK3-inhibitor-V	JAK inhibitor	JAK3		6.03, 1.29	76.56	1.39, 0.28	96.80	79.13	61.18	80.28	78.18	91.06	28.11	61.20	74.94	89.25	97.19	56.11	55.30	-0.67	35.50	84.76	47.86	97.43	97.85	68.63	27.83	95.80	95.23	72.14
BRD-K60160658	CP	tiagabine	GABA uptake inhibitor, GAT inhibitor	SLC6A1, CYP2C19		9.42, 3.66	76.52	1.98, 0.76	99.89	78.42	96.32	91.13	41.65	74.63	85.52	3.05	24.80	82.08	23.16	96.29	-0.42	12.15	61.97	82.18	24.65	98.91	25.34	93.93	1.73	96.45	60.37	98.14
BRD-A86044036	CP	flurbiprofen	cyclooxygenase inhibitor	PTGS1, PTGS2		6.57, 3.76	76.47	1.57, 0.39	93.02	71.86	84.74	98.03	39.26	44.06	84.75	59.09	79.67	5.73	58.65	63.04	0.00	99.54	49.78	82.24	94.51	97.56	60.81	94.71	18.70	87.33	73.28	96.01
BRD-K04877770	CP	FTase-inhibitor-B581	farnesyltransferase inhibitor, protein farnesyltransferase inhibitor			8.62, 5.60	76.44	0.83, 0.30	88.67	26.46	97.32	95.20	80.47	30.56	70.77	30.94	72.42	7.29	16.37	93.92	1.41	42.66	51.47	87.65	98.73	98.40	99.15	98.94	33.15	57.75	89.29	99.26
BRD-K47598052	CP	PP-1	src inhibitor, Abl kinase inhibitor	HCK, RET, SRC	SRC inhibitor	6.03, 3.88	76.35	1.75, 0.64	45.87	80.48	24.31	30.38	82.01	19.72	72.97	97.85	91.47	92.86	95.82	50.62	6.37	43.40	17.20	91.64	81.25	84.08	59.86	79.72	99.75	-10.26	89.64	6.69
BRD-K48029790	CP	OBAA	phospholipase inhibitor	PLA2G1B		7.33, 4.31	76.30	1.43, 0.38	76.05	19.71	76.32	87.48	33.44	71.73	86.38	86.65	30.67	-7.13	67.06	86.52	9.42	58.40	82.72	40.37	87.71	51.22	88.07	88.32	76.28	98.74	96.10	99.74
BRD-K82357231	CP	desloratadine	histamine receptor antagonist	HRH1		6.81, 4.19	76.21	0.78, 0.17	82.01	91.90	76.93	58.75	52.92	14.48	59.56	44.32	98.65	99.79	7.80	92.15	0.81	92.37	79.33	63.68	22.25	43.16	47.06	88.25	75.49	80.25	92.06	97.17
BRD-A17535965	CP	gelsemine	acetylcholine receptor antagonist, glycine receptor antagonist	GLRA3		4.69, 0.47	76.13	0.97, 0.31	95.82	67.46	40.35	83.87	53.30	77.17	95.98	66.46	28.90	-67.35	61.25	40.29	19.10	83.85	10.21	85.31	91.24	95.93	75.08	94.97	30.57	89.64	92.57	79.89
BRD-A50684349	CP	fenoldopam	dopamine receptor agonist	DRD1, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, DRD4, DRD5		7.76, 2.59	76.13	0.40, 0.10	80.34	68.07	84.71	68.67	80.73	85.40	95.07	37.16	96.25	10.88	72.48	79.42	5.12	85.85	72.83	33.46	95.57	94.28	56.33	84.04	26.86	12.36	84.19	17.95
BRD-A04327189	CP	synephrine	adrenergic receptor agonist, L-type calcium channel activator	ADRA1A		5.17, 3.45	76.05	1.10, 0.23	87.29	49.44	77.34	74.77	83.32	21.10	53.04	48.42	99.40	8.27	56.16	97.98	35.78	91.46	82.61	49.10	47.48	32.74	85.91	92.02	36.42	84.27	83.21	96.67
BRD-K07237224	CP	moclobemide	monoamine oxidase inhibitor	MAOA, CYP2C19, MAOB		6.81, 3.14	76.03	0.95, 0.32	92.23	92.29	0.11	56.09	65.60	75.12	52.81	34.11	93.27	25.66	-8.41	91.19	0.28	89.50	76.95	93.67	83.16	86.38	40.70	80.26	35.29	77.28	34.61	98.13
BRD-K19136521	CP	indirubin	CDK inhibitor, glycogen synthase kinase inhibitor, cyclin-dependent kinase inhibitor, PKC inhibitor	CDK1, CDK5, CCNE1, CDK2, CDK4, CDK5R1, CDK9, GSK3A, GSK3B, LCK, LRRK1, LRRK2	CDK inhibitor, Glycogen synthase kinase inhibitor	3.88, 2.16	75.97	1.20, 0.28	68.60	72.76	78.72	75.11	63.60	74.81	62.74	93.07	41.67	38.84	97.40	10.39	82.73	66.93	81.40	94.00	88.79	76.84	59.08	97.20	89.26	40.14	82.05	86.29
BRD-A07440155	CP	labetalol	adrenergic receptor antagonist	ADRB1, ADRB2, ADRA1A, ADRA1D, ADRA1B		9.91, 5.60	75.85	0.61, 0.19	48.62	59.02	92.30	10.93	97.64	71.57	83.23	61.39	97.35	70.47	91.17	41.77	0.88	87.01	97.32	42.64	97.80	97.43	87.01	97.92	63.69	22.35	80.14	69.79
BRD-K91263825	CP	nortriptyline	PI3K inhibitor, potassium channel blocker, tricyclic antidepressant (TCA)	KCNJ10, SLC6A2, SLC6A4, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C19, DRD2, HRH1, HTR1A, HTR2A, HTR2C, HTR6, PGRMC1, PIK3CD, SIGMAR1	Tricyclic antidepressant	4.74, 3.02	75.84	1.60, 0.50	88.55	98.34	19.15	96.55	62.38	43.17	41.80	98.02	74.07	92.73	11.97	92.97	85.41	79.68	36.70	70.65	11.42	77.61	90.21	83.56	89.36	16.68	69.00	53.82
BRD-K96402602	CP	farnesylthiotriazole	prenylated protein methyltransferase (PPMTase) inhibitor			3.88, 0.86	75.72	1.00, 0.34	93.19	0.60	58.50	95.00	49.07	23.14	94.75	54.62	34.19	79.81	80.71	68.48	20.11	34.31	80.72	85.70	75.34	94.13	86.70	91.72	54.28	71.51	76.11	92.03
BRD-K09497549	CP	kawain	calcium channel modulator, mTOR inhibitor, Sodium Channel  Blockers	MTOR		5.63, 2.35	75.63	1.07, 0.28	99.86	80.91	65.83	98.16	50.32	12.18	13.46	20.49	54.74	3.46	52.84	71.23	4.30	95.35	94.14	28.97	81.15	98.87	93.25	89.58	15.75	80.03	85.16	93.73
BRD-K15601958	CP	SEW-2871	lysophospholipid receptor agonist	S1PR1		8.62, 4.31	75.63	1.19, 0.39	99.03	76.09	70.55	95.16	39.27	87.37	56.52	49.34	14.62	-4.70	99.51	54.31	25.10	60.31	81.86	75.16	98.48	91.01	28.75	79.09	19.53	96.04	83.46	97.43
BRD-K88679075	CP	methandriol	androgenic horomone		Androgen receptor modulator	7.37, 4.74	75.51	2.10, 0.76	99.01	85.62	75.51	83.04	5.13	90.01	60.58	11.86	84.69	NaN	15.95	98.87	7.01	66.78	66.34	79.60	28.52	52.18	81.05	87.25	59.69	96.69	63.85	96.88
BRD-K29173907	CP	isoflupredone	glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	11.21, 8.62	75.36	1.57, 0.72	94.53	26.53	95.81	81.95	95.74	99.68	94.91	87.70	18.25	15.95	61.50	19.91	36.57	68.77	99.93	61.89	14.68	56.93	85.93	68.19	45.78	99.47	90.45	99.93
BRD-K67017579	CP	cilostazol	phosphodiesterase inhibitor, platelet aggregation inhibitor	PDE3A, CYP2C19, CYP3A5, PDE3B		8.19, 5.60	75.28	1.17, 0.38	98.70	43.60	96.16	-57.26	71.36	74.08	76.48	53.93	91.43	65.01	87.28	80.94	18.57	33.90	83.34	71.63	94.15	52.27	1.13	98.22	30.67	86.64	92.53	99.93
BRD-K96809896	CP	SKF-86002	p38 MAPK inhibitor	ALOX5, MAPK14	P38 MAPK inhibitor	8.19, 4.74	75.25	1.01, 0.36	88.46	76.95	97.74	97.74	64.67	84.92	48.04	97.20	37.28	14.69	82.48	73.56	66.90	89.77	98.13	82.50	30.27	31.41	21.86	16.10	89.89	17.04	77.29	13.60
BRD-A41833852	CP	naloxone	opioid receptor antagonist	OPRM1, OPRK1, OPRD1, CREB1, ESR1, TLR4		7.76, 3.88	75.23	1.11, 0.22	52.32	31.62	96.48	63.77	48.68	82.86	93.48	52.26	82.78	47.52	15.19	73.70	39.98	58.22	78.53	89.11	85.92	99.01	84.32	76.77	81.66	56.40	76.87	54.85
BRD-K49668410	CP	clarithromycin	50S ribosomal subunit inhibitor	CYP2C19, CYP3A4, CYP3A5, CYP3A7		5.76, 3.14	75.23	1.41, 0.39	81.66	84.26	93.65	76.19	69.44	24.26	98.21	-38.02	32.16	-3.62	74.26	92.74	53.25	56.48	95.66	54.43	22.26	91.26	80.41	54.39	45.47	85.34	85.19	99.53
BRD-K15025317	CP	BAY-11-7821	NFkB pathway inhibitor	RELA	NFkB pathway inhibitor	2.16, 0.86	75.13	1.55, 0.50	91.25	82.43	78.38	74.80	26.65	60.48	75.46	92.88	55.13	18.89	80.86	61.71	67.31	33.39	94.27	94.02	65.66	82.70	62.64	71.03	10.46	88.68	77.12	90.84
BRD-K01095011	CP	finasteride	5 alpha reductase inhibitor, androgen receptor antagonist, steroid 5alpha-reductase inhibitor	SRD5A2, SRD5A1, AKR1D1, AR		5.17, 2.16	75.09	0.77, 0.14	76.52	81.81	42.95	72.25	82.10	55.31	70.52	32.13	73.66	88.80	88.96	79.45	38.13	30.84	90.69	25.63	39.50	40.93	83.37	98.63	40.95	78.02	84.04	90.98
BRD-A30205217	CP	ethotoin	anticonvulsant	SCN5A		4.23, 1.41	75.01	1.16, 0.38	91.54	87.74	50.61	95.18	89.93	48.44	82.58	8.24	36.00	5.15	28.05	69.30	6.57	81.13	78.61	60.91	71.78	96.79	80.43	79.53	8.53	49.10	81.77	78.25
BRD-K13544237	CP	r(-)-propylnorapomorphine	dopamine receptor agonist, antiamyloidogenic agent	DRD2, DRD1, DRD3		6.03, 2.59	74.95	0.68, 0.19	90.66	75.60	94.08	88.48	-12.92	72.96	79.88	75.00	71.42	13.92	31.49	33.14	44.07	85.17	85.70	72.69	33.09	45.73	79.78	74.90	77.05	56.38	86.49	80.07
BRD-K43736954	CP	cortisone	glucocorticoid receptor agonist	NR3C1		7.76, 3.88	74.92	1.11, 0.26	73.42	61.40	68.45	76.42	96.89	93.97	56.02	1.09	57.77	42.89	50.74	91.36	4.57	17.05	94.51	79.53	76.54	96.83	93.83	79.52	29.88	82.58	98.40	66.98
BRD-K77771411	CP	moxonidine	imidazoline receptor agonist, adrenergic receptor agonist	NISCH, ADRA2A, ADRA2B, ADRA2C		6.47, 3.02	74.89	0.56, 0.11	80.63	87.39	11.31	88.90	85.25	94.73	-5.78	39.74	75.76	96.90	90.70	79.21	13.58	31.61	51.40	53.42	48.49	69.60	54.29	83.35	15.31	74.01	87.80	90.35
BRD-K41713976	CP	E-4031	polarization inhibitor, potassium channel antagonist, potassium channel blocker	KCNH2, KCNH1		9.91, 5.17	74.84	0.72, 0.18	90.20	27.86	92.44	41.94	90.16	93.43	72.48	11.50	77.20	39.92	54.32	98.34	32.01	60.58	93.81	29.82	98.38	70.59	50.61	89.09	56.93	79.70	88.88	96.55
BRD-K16485616	CP	mocetinostat	HDAC inhibitor, cell cycle inhibitor	HDAC1, HDAC2, HDAC3, HDAC11	HDAC inhibitor	5.60, 2.59	74.70	1.90, 0.51	75.50	92.31	74.62	75.23	1.76	82.32	66.21	91.43	46.28	62.26	18.32	19.36	88.33	74.78	0.00	98.52	55.38	52.21	58.49	64.17	85.89	94.15	83.38	99.30
BRD-A29485665	CP	bicalutamide	androgen receptor antagonist	AR, CYP2C19		4.31, 2.16	74.54	0.67, 0.17	82.45	55.03	90.15	86.47	88.96	34.33	87.30	83.65	43.42	16.13	73.80	26.08	12.08	26.77	52.49	90.02	98.70	61.43	75.28	96.11	66.44	69.68	80.80	82.12
BRD-A77291778	CP	cyclopentolate	acetylcholine receptor antagonist	CHRM1		8.19, 4.31	74.44	0.55, 0.11	69.09	51.59	78.54	59.28	89.65	27.33	57.39	80.03	64.79	51.00	44.56	89.01	75.54	72.66	73.33	35.67	81.29	91.34	96.49	99.08	29.64	98.41	77.85	94.19
BRD-A42759514	CP	ornidazole	antiprotozoal agent			8.19, 3.88	74.36	0.88, 0.17	88.77	48.38	81.83	24.99	51.27	22.36	40.79	79.59	33.11	49.71	94.88	62.37	39.73	69.45	79.27	9.75	96.43	83.51	94.33	94.57	45.67	96.38	81.47	98.88
BRD-A78877355	CP	nefopam	cyclooxygenase inhibitor, prostanoid receptor inhibitor			6.47, 3.02	74.35	1.00, 0.24	75.18	49.04	81.93	68.40	74.87	99.61	37.07	82.44	40.90	17.23	5.04	61.63	17.56	52.80	79.35	84.14	75.31	78.46	64.10	30.12	73.84	95.30	82.92	94.24
BRD-K60060639	CP	methyllidocaine	antiarrhythmic, phosphatidyl-inositol activator			7.33, 3.45	74.35	0.88, 0.19	64.62	67.46	97.04	89.58	39.00	77.84	81.63	39.42	68.36	47.41	97.76	85.13	18.96	61.27	79.68	74.12	74.59	96.93	83.60	86.54	28.50	99.89	72.93	53.89
BRD-K94649603	CP	taxifolin	apolipoprotein secretion inhibitor, beta amyloid aggregation inhibitor, cholesterol biosynthesis inhibitor, HMGCR inhibitor, NFkB pathway modulator, opioid receptor antagonist, reverse transcriptase inhibitor	APOB, APP, HMGCR		11.52, 9.42	74.29	2.00, 0.70	79.70	81.70	59.55	49.52	97.89	0.04	98.21	-43.38	77.30	99.89	6.19	96.37	-19.12	91.11	22.61	10.16	99.89	31.22	60.70	33.26	71.28	87.96	92.18	99.93
BRD-A24122750	CP	saclofen	GABA receptor antagonist	GABBR1, GABBR2, KCTD12, KCTD16, KCTD8	GABA receptor antagonist	3.88, 1.72	74.23	0.99, 0.32	54.40	18.76	75.42	25.85	13.51	99.19	66.17	92.10	61.51	28.09	73.04	90.71	14.82	6.98	85.05	38.26	91.31	24.60	88.60	82.46	88.86	92.08	86.52	96.66
BRD-K89402695	CP	L-655240	platelet aggregation inhibitor, prostanoid receptor antagonist, thromboxane receptor antagonist	PTGES	Thromboxane receptor antagonist	7.33, 4.31	74.22	0.91, 0.27	87.58	56.79	26.51	92.31	86.45	72.71	86.45	32.67	70.50	3.42	57.81	82.88	50.04	75.74	62.35	80.24	46.52	99.47	31.76	99.08	53.18	93.87	97.00	99.65
