#1.3
2429	26	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-A45889380-summary	BRD-A84174393-summary	BRD-K50398167-summary	BRD-K79602928-summary	BRD-K61250553-summary	BRD-K92984783-summary	BRD-A20126139-summary	BRD-K71035033-summary	BRD-K99451608-summary	BRD-A33711280-summary	BRD-K69688083-summary	BRD-A04352665-summary	BRD-K18194590-summary	BRD-K97564742-summary	BRD-K82795137-summary	BRD-K13356952-summary	BRD-K78126613-summary	BRD-K77987382-summary	BRD-A03216249-summary	BRD-A61793559-summary	BRD-K75641298-summary	BRD-K91601245-summary	BRD-K54416256-summary	BRD-A50311610-summary	BRD-K62996583-summary	BRD-K76205745-summary
BRD-K18523449	CP	mestanolone	androgenic steroid		Androgen receptor modulator	4.35, 2.42	80.43	1.38, 0.44	81.19	10.57	36.49	94.05	11.94	61.38	94.48	94.35	78.39	61.30	53.35	82.62	87.93	65.69	99.47	91.50	83.83	42.88	85.89	4.12	79.66	74.62	94.32	91.30	94.86	27.37
BRD-K01292756	CP	pimozide	dopamine receptor antagonist, dopamine receptor, opioid receptor antagonist, serotonin receptor antagonist	DRD2, DRD3, CACNA1I, CALM1, HRH1, HTR1A, HTR2A, KCNA10, KCNH2	Dopamine receptor antagonist	6.15, 4.10	80.15	1.60, 0.57	94.18	3.50	86.06	32.62	100.00	92.83	79.78	96.07	80.25	99.68	92.63	71.71	-25.63	78.62	99.12	64.39	83.18	80.04	78.59	86.56	63.64	80.26	54.39	78.76	85.14	19.33
BRD-K45446451	CP	JZL-184	monoacylglucerol lipase inhibitor	MGLL		6.56, 2.87	80.09	1.31, 0.39	6.34	87.24	79.09	83.17	1.49	90.15	81.09	94.27	62.69	7.54	40.17	99.08	41.42	96.37	48.08	95.12	15.01	18.24	82.96	62.83	95.58	85.21	45.34	16.87	82.96	86.51
BRD-K94080537	CP	diethyltoluamide	DEET, activator of fly antenna ionotropic receptor IR40a			5.74, 2.05	80.03	0.78, 0.18	3.00	55.30	80.47	92.83	1.06	79.59	93.32	30.71	71.63	83.57	91.80	86.15	28.10	76.56	42.88	89.64	5.57	0.28	51.87	99.40	93.43	93.88	94.30	96.10	80.97	3.03
BRD-K33459542	CP	ditolylguanidine	sigma receptor agonist	GRIN1, GRIN2A, GRIN2B, SIGMAR1		5.33, 2.05	79.91	1.27, 0.42	88.82	36.79	98.41	86.57	25.29	75.96	86.09	62.32	78.21	58.75	94.22	87.78	15.29	61.97	35.25	86.38	33.35	18.58	98.81	98.91	93.66	81.95	81.61	64.03	93.01	67.68
BRD-K46435977	CP	valaciclovir	DNA directed DNA polymerase inhibitor, DNA polymerase inhibitor		DNA polymerase inhibitor	8.21, 3.38	79.90	1.90, 0.66	48.78	27.92	97.18	19.69	16.62	88.68	18.75	84.49	82.21	74.25	97.56	77.86	-49.78	87.29	85.91	97.13	24.13	51.24	98.91	75.83	18.53	74.18	99.54	81.94	97.75	99.27
BRD-K47323024	CP	methapyrilene	histamine receptor antagonist		HRH1 antagonist	12.23, 8.30	79.83	1.35, 0.44	77.08	86.14	98.30	99.79	62.59	96.83	73.32	9.03	42.69	65.07	92.43	78.72	91.87	53.75	84.85	94.23	29.33	64.05	97.22	88.54	58.60	99.05	98.84	66.93	80.94	65.89
BRD-K23204545	CP	busulfan	DNA damaging, DNA inhibitor			10.04, 5.24	79.79	1.14, 0.38	88.65	30.67	96.90	75.99	26.82	17.45	8.77	97.77	44.69	30.64	91.43	79.38	95.03	97.83	27.86	65.79	6.38	41.05	93.95	76.98	82.48	86.58	99.40	94.35	80.21	93.91
BRD-K44353683	CP	nateglinide	insulin secretagogue, ATP-sensitive potassium channel antagonist, meglitinide, sulphonylurea receptor activator	ABCC8, KCNJ11, CYP3A4, INS, KCNJ10, PPARG		4.35, 2.42	79.67	1.57, 0.31	90.75	21.39	91.71	72.38	29.72	38.61	49.54	95.38	97.92	5.13	25.70	94.46	36.72	70.18	37.91	95.10	85.31	74.96	32.46	20.78	89.66	84.37	95.30	99.44	84.83	94.93
BRD-K06147391	CP	telenzepine	acetylcholine receptor antagonist	CHRM1		6.56, 2.46	79.65	0.53, 0.17	95.68	95.23	48.68	39.41	68.83	81.25	87.23	69.16	89.42	77.79	90.26	84.82	54.24	44.23	78.06	83.16	35.21	44.94	93.74	97.57	36.52	63.90	57.84	93.73	96.22	94.13
BRD-K13032584	CP	procarbazine	DNA alkylating drug, transmethylation inhibitor			6.15, 3.28	79.64	0.78, 0.17	81.90	23.06	88.78	77.37	42.80	86.42	10.63	90.00	35.81	91.11	60.69	90.31	64.22	96.76	83.41	85.58	15.27	73.81	83.96	99.65	34.10	83.53	84.87	64.08	27.00	28.89
BRD-K61250553	CP	loperamide	opioid receptor agonist, atrial natriuretic peptide receptor antagonist	OPRM1, OPRD1, CACNA1A, CALM1, CYP2B6, CYP2C8, NPR2, OPRK1, POMC		9.43, 6.15	79.49	1.26, 0.56	95.53	49.62	86.63	95.31	99.40	58.07	78.04	67.42	92.37	98.27	83.78	55.95	86.44	66.79	99.47	63.64	44.13	44.14	95.74	72.61	87.65	80.95	88.16	75.91	63.38	21.87
BRD-K50018155	CP	RS-67506	serotonin receptor partial agonist	HTR4		3.69, 1.64	79.37	0.85, 0.16	44.87	58.03	91.36	72.76	27.14	82.09	33.83	60.03	94.21	77.80	56.54	90.41	92.67	84.34	86.34	91.41	1.23	4.97	94.36	98.24	80.93	39.14	87.46	47.46	91.46	66.95
BRD-K18574842	CP	nafcillin	antibiotic	CYP3A4	Bacterial cell wall synthesis inhibitor	7.79, 4.51	79.16	0.88, 0.30	95.70	72.64	99.30	89.22	38.38	96.17	85.48	75.15	72.77	39.68	98.73	80.44	75.24	93.25	77.88	94.64	9.74	53.45	71.34	97.52	76.07	87.19	92.72	93.08	63.57	59.62
BRD-K37814297	CP	acepromazine	dopamine receptor antagonist	ADRA1A, ADRA1B, DRD1, DRD2, HTR1A, HTR2A	Dopamine receptor antagonist	11.76, 6.47	79.10	1.01, 0.24	87.96	15.05	95.96	76.54	48.71	82.98	94.65	93.27	45.47	93.62	93.68	94.68	28.45	80.78	31.75	62.83	82.10	67.93	77.41	99.01	41.84	51.19	90.96	99.44	57.50	72.47
BRD-K16485616	CP	mocetinostat	HDAC inhibitor, cell cycle inhibitor	HDAC1, HDAC2, HDAC3, HDAC11	HDAC inhibitor	7.79, 3.28	78.89	1.90, 0.51	97.25	15.74	79.77	81.41	56.06	5.88	65.90	88.62	80.64	28.28	98.31	98.45	78.01	-2.75	80.10	26.38	88.00	69.62	76.85	97.22	55.32	93.71	92.07	97.90	11.38	9.44
BRD-A39390670	CP	rabeprazole	ATPase inhibitor, gastrin inhibitor	ATP4A, CYP2C19		7.25, 5.31	78.82	0.77, 0.14	53.70	99.54	81.89	88.39	61.90	88.48	94.71	90.91	56.98	50.17	78.88	92.64	40.17	57.05	91.93	41.67	36.89	40.40	80.81	66.01	85.38	87.39	98.98	64.78	53.70	78.76
BRD-K47679368	CP	bromfenac	cyclooxygenase inhibitor	PTGS1, PTGS2		10.04, 5.24	78.79	1.44, 0.48	16.39	49.18	87.72	97.40	3.70	45.30	83.90	34.20	27.97	10.38	92.24	96.25	90.36	81.94	92.94	97.42	51.18	28.50	65.52	75.64	43.39	86.80	97.32	93.96	14.81	97.96
BRD-K18816859	CP	L-694247	serotonin receptor agonist	HTR1D, HTR1A, HTR1B		5.74, 3.28	78.71	0.72, 0.08	16.94	16.54	76.43	72.03	81.00	91.62	80.98	92.99	90.75	88.48	87.39	46.20	92.66	60.43	56.55	96.97	7.34	30.19	94.14	44.85	47.81	88.88	83.97	93.67	52.12	38.58
BRD-K84955386	CP	hyperoside	glucosidase inhibitor, free radical scavenger	ACE, AKR1B1, GAA		4.83, 1.93	78.70	2.08, 0.76	92.01	6.20	69.16	68.81	14.89	9.60	83.57	83.73	80.21	8.98	77.41	97.50	70.72	80.11	26.69	80.95	81.57	41.23	96.26	13.72	34.11	95.81	79.99	68.13	95.95	92.99
BRD-K86958018	CP	olvanil	TRPV agonist	TRPV1, CNR1, GPR119	Cannabinoid receptor agonist	6.56, 2.87	78.49	0.86, 0.20	68.37	48.99	98.00	98.09	65.49	26.89	89.01	69.59	69.14	38.81	90.62	88.01	79.68	71.02	53.93	68.49	64.02	88.38	99.35	96.80	95.96	77.31	98.59	94.96	84.06	7.06
BRD-K61192372	CP	capecitabine	dihydropyrimidine dehydrogenase inhibitor, DNA synthesis inhibitor, pyrimidine antagonist, RNA synthesis inhibitor, thymidylate synthase inhibitor	TYMS, DPYD	Thymidylate synthase inhibitor	7.38, 3.69	78.39	1.72, 0.45	4.33	12.38	86.88	19.79	-2.83	96.65	48.25	69.90	94.19	33.95	95.67	99.65	-26.66	94.98	53.30	91.40	1.62	36.96	98.27	99.58	97.98	91.29	91.91	53.16	57.56	98.59
BRD-K56745457	CP	azauridine	antiviral agent, blocks the conversion of orotic acid into UMP			6.97, 2.05	78.31	1.30, 0.32	91.95	80.38	19.15	33.74	3.31	90.70	40.51	76.24	97.13	51.55	64.73	81.87	60.58	96.72	19.88	90.28	39.01	48.09	99.10	2.69	92.69	95.03	88.24	24.17	94.26	86.25
BRD-A78942461	CP	ICI-118551	adrenergic receptor antagonist			7.86, 4.37	78.13	1.08, 0.27	41.82	99.89	97.00	89.01	27.35	46.41	92.43	17.76	71.52	84.73	98.06	93.50	68.79	7.67	94.70	88.32	55.46	15.48	93.57	39.54	99.44	97.53	61.35	57.12	96.05	56.12
BRD-K89274813	CP	DMP-543	acetylcholine release enhancer			4.51, 2.46	78.01	0.77, 0.24	83.68	24.11	8.63	35.01	44.84	99.89	81.11	85.58	96.95	77.38	94.63	66.20	78.65	97.65	54.38	33.26	69.25	92.67	97.53	98.24	41.22	42.51	31.42	89.76	91.63	53.01
BRD-K08619838	CP	tremorine	acetylcholine receptor agonist			12.30, 6.97	77.94	1.05, 0.24	8.23	6.50	93.41	94.88	0.63	82.01	90.23	71.15	96.83	16.50	96.83	66.35	-93.59	80.87	97.73	96.38	3.28	25.67	95.12	96.53	99.51	75.02	26.16	68.90	21.51	94.73
BRD-K15567136	CP	papaverine	phosphodiesterase inhibitor	PDE10A, PDE4B, PDE5A		10.25, 5.74	77.94	0.84, 0.20	95.85	75.62	99.93	63.13	57.62	18.35	95.56	54.53	78.81	73.88	99.30	60.65	88.40	38.52	96.93	49.46	92.40	96.19	56.86	93.78	91.12	94.89	74.88	94.75	77.07	15.11
BRD-A62021152	CP	WAY-161503	serotonin receptor agonist	HTR2C		7.42, 3.49	77.83	1.43, 0.45	69.80	56.98	96.38	96.14	50.20	78.13	62.85	93.13	92.32	72.72	55.13	99.75	83.49	63.73	87.97	52.53	31.86	47.73	89.93	75.38	83.56	54.33	77.53	81.34	94.79	97.13
BRD-K96134740	CP	kitasamycin	protein synthesis inhibitor			7.25, 4.35	77.83	1.08, 0.34	14.38	8.36	95.99	0.73	1.43	99.93	42.15	76.04	98.70	66.16	21.57	97.02	79.61	97.12	56.36	95.78	13.41	59.52	93.52	88.58	75.44	94.99	88.58	87.01	5.10	93.23
BRD-K60060639	CP	methyllidocaine	antiarrhythmic, phosphatidyl-inositol activator			8.20, 4.92	77.61	0.88, 0.19	64.90	13.19	82.73	89.50	18.78	99.54	83.70	61.07	94.26	71.99	97.90	96.71	66.63	96.73	22.61	75.89	31.45	51.10	85.81	98.10	99.16	60.60	79.34	99.47	32.53	65.90
BRD-K08890269	CP	CO-102862	sodium channel blocker	SCN2A, SCN4A, SCN9A		8.20, 4.51	77.60	0.98, 0.20	53.35	15.50	99.65	89.20	45.92	80.57	79.69	85.74	89.16	4.29	86.31	16.05	61.76	87.11	84.14	93.86	25.33	9.97	58.27	81.83	75.52	87.20	25.76	39.08	81.21	51.05
BRD-K66874953	CP	pifithrin-alpha	TP53 inhibitor	TP53		8.20, 2.87	77.48	0.52, 0.11	54.82	71.50	84.09	75.21	61.84	53.09	77.54	80.67	87.98	70.79	51.63	96.24	85.96	80.70	56.93	80.42	96.48	61.29	73.62	91.54	91.95	88.69	79.33	47.59	57.90	77.42
BRD-A24381660	CP	zeranol	estrogen receptor agonist			6.76, 3.86	77.47	1.49, 0.59	66.52	76.07	78.85	48.67	17.22	99.89	47.25	95.32	98.98	42.21	88.21	96.93	51.66	92.62	99.79	87.64	68.89	64.07	88.82	33.59	24.75	76.08	93.59	88.16	98.77	50.15
BRD-K33864865	CP	LY-225910	CCK receptor antagonist	CCKBR	CCK receptor antagonist	5.74, 3.28	77.44	0.90, 0.19	2.01	4.47	32.24	54.92	12.52	80.02	74.61	79.38	86.62	86.23	98.17	56.96	-25.23	89.72	86.03	52.04	93.04	96.60	25.90	86.81	90.76	92.68	75.50	88.65	1.80	72.58
BRD-A70083328	CP	secnidazole	acetylcholinesterase inhibitor, microtubule inhibitor			8.21, 4.83	77.40	1.44, 0.48	35.73	21.29	54.16	58.32	20.13	95.70	59.06	98.80	98.29	42.97	85.25	97.80	-57.45	90.31	69.56	95.90	5.27	51.34	98.75	98.13	67.08	96.88	93.71	42.43	95.00	97.98
BRD-K39621635	CP	artemether	antimalarial, interacts with heme and with COX3	ATP1A1, CYP2B6, CYP2C19, CYP3A5		5.80, 4.83	77.22	1.15, 0.26	85.90	32.53	67.95	72.00	93.11	99.22	-7.44	93.70	92.95	51.70	94.19	82.44	94.39	54.77	10.41	49.04	94.43	63.46	61.53	97.45	0.67	85.20	99.44	95.24	45.30	2.40
BRD-K34533029	CP	tyrphostin-AG-494	epidermal growth factor receptor (EGFR) inhibitor, tyrosine kinase inhibitor	EGFR		3.69, 2.46	77.06	0.81, 0.25	94.54	31.41	79.41	52.64	82.13	82.37	76.68	76.13	88.36	81.40	86.51	94.99	3.28	99.68	60.73	-33.39	17.97	77.44	65.94	83.51	83.14	42.23	72.57	51.72	91.94	13.59
BRD-A29734509	CP	disopyramide	voltage-gated sodium channel blocker	SCN5A, CHRM1, CHRM2, CHRM3, KCND2, KCND3, KCNH2		5.74, 3.28	77.02	0.70, 0.20	97.43	35.88	83.96	66.28	0.53	81.13	72.61	85.05	94.06	9.87	93.90	67.13	42.10	68.59	75.01	67.95	11.04	81.32	97.67	96.19	92.61	50.28	85.70	79.03	63.37	86.86
BRD-K76908866	CP	CP-724714	receptor tyrosine protein kinase inhibitor, EGFR inhibitor, tyrosine kinase inhibitor	ERBB2		4.10, 0.82	76.90	1.26, 0.22	1.34	88.91	51.71	63.67	33.16	75.36	65.10	97.05	84.09	72.56	84.66	64.14	93.97	98.87	95.72	73.07	8.30	40.24	78.43	84.33	26.55	96.96	91.37	25.44	79.94	78.83
BRD-K18909381	CP	CGS-12066B	serotonin receptor agonist	HTR1B, HTR1A, HTR1D, HTR2A, HTR2B, HTR2C		7.38, 4.10	76.75	0.84, 0.18	95.76	36.07	79.73	94.59	95.60	88.83	32.46	73.77	40.13	94.76	94.79	70.12	88.35	73.54	91.72	84.20	27.39	53.14	63.81	85.86	69.79	72.75	94.11	69.52	82.26	70.87
BRD-K81521265	CP	dicyclohexylurea	epoxide hydolase inhibitor	EPHX2		7.38, 4.10	76.64	1.08, 0.45	90.69	3.43	98.01	97.24	18.78	10.24	77.69	72.98	47.56	39.85	65.46	75.26	92.90	99.72	93.17	83.13	49.42	17.83	89.25	75.58	98.52	54.86	89.63	79.21	79.66	49.63
BRD-K09497549	CP	kawain	calcium channel modulator, mTOR inhibitor, Sodium Channel  Blockers	MTOR		3.93, 2.18	76.60	1.07, 0.28	17.47	84.65	96.40	92.68	63.89	27.44	85.46	75.58	88.12	10.88	41.03	97.50	38.99	87.46	-6.98	84.19	3.56	58.61	96.26	77.62	92.81	65.69	86.34	58.59	89.14	22.54
BRD-K10961822	CP	latanoprost	prostanoid receptor agonist	PTGFR		8.21, 5.80	76.59	1.78, 0.70	75.99	11.37	91.09	92.08	0.86	29.49	28.61	95.61	82.04	71.33	65.53	97.74	89.83	76.50	99.44	80.64	76.68	9.26	89.93	85.61	37.73	58.88	41.59	99.93	95.67	70.03
BRD-A70649075	CP	sulconazole	sterol demethylase inhibitor, cell wall synthesis inhibitor			5.33, 1.23	76.28	0.64, 0.11	79.44	80.46	70.83	96.87	91.99	32.45	39.06	96.62	54.84	73.03	73.13	28.39	62.30	85.33	98.94	92.91	92.34	88.15	97.08	62.94	61.31	94.66	98.08	32.36	64.28	43.88
BRD-K57179821	CP	crotamiton	scabicidal, antipruritic			2.87, 0.82	76.26	1.06, 0.17	34.38	51.82	16.13	44.49	9.47	90.96	80.81	52.47	86.60	74.85	80.63	87.85	55.68	90.96	75.53	82.82	0.78	28.46	76.98	74.61	82.94	85.39	88.53	81.71	61.76	94.21
BRD-K38436528	CP	imipramine	norepinephrine reputake inhibitor, serotonin reuptake inhibitor, Sodium Channel  Blockers	SLC6A2, SLC6A4, CHRM2, ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM3, CHRM4, CHRM5, CYP2C19, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A3	Norepinephrine reuptake inhibitor	7.86, 4.37	76.17	0.58, 0.05	67.09	57.62	68.27	96.86	80.48	91.70	30.80	72.17	82.34	92.17	81.70	55.23	87.94	97.58	88.72	87.47	63.22	80.17	56.47	69.38	50.20	61.87	92.74	31.22	90.79	39.76
BRD-A25234499	CP	aminoglutethimide	antiglucocorticoid, aromatase inhibitor, corticosteroid antagonist, steroid sulfatase inhibitor	CYP19A1, CYP11A1, NR3C1		7.79, 4.51	76.13	0.45, 0.10	7.48	81.32	85.20	87.39	19.35	85.98	78.83	62.88	89.69	73.42	66.68	61.34	79.27	95.80	28.03	86.91	17.85	10.27	85.27	98.24	54.49	64.18	82.89	38.29	26.82	83.38
BRD-K97752965	CP	nicorandil	ATP channel activator, nitric oxide donor, potassium channel agonist	ABCC9, KCNJ11, KCNJ8		3.86, 1.93	76.13	2.11, 0.73	80.86	63.47	91.16	81.75	81.52	76.58	55.20	68.23	75.67	24.89	93.97	98.27	98.63	93.37	83.84	54.27	71.46	45.49	87.45	90.78	51.73	60.07	95.69	46.79	52.29	73.22
BRD-K88679075	CP	methandriol	androgenic horomone		Androgen receptor modulator	4.83, 1.93	76.07	2.10, 0.76	92.67	79.50	86.88	62.76	2.75	63.80	87.25	94.64	50.79	65.82	93.38	75.02	77.12	93.27	56.10	28.42	12.46	73.83	96.33	44.49	81.42	59.17	81.14	87.59	98.38	49.23
BRD-K67977190	CP	eprosartan	angiotensin receptor antagonist	AGTR1		13.97, 10.48	76.02	1.65, 0.47	94.09	10.70	98.70	99.93	19.02	31.99	57.14	74.23	69.16	85.66	97.87	58.29	63.30	66.09	90.16	98.52	2.26	83.16	46.76	68.15	77.80	80.66	99.93	87.76	39.36	88.39
BRD-K50464341	CP	berbamine	calmodulin antagonist	CALM1	Calmodulin antagonist	7.86, 5.68	75.99	1.76, 0.69	98.89	8.11	77.37	92.82	100.00	93.79	68.91	99.51	81.49	99.92	80.41	78.02	50.88	18.92	98.32	69.11	67.64	67.94	54.05	33.92	27.03	74.61	68.83	62.39	80.85	89.72
BRD-A08187463	CP	racecadotril	enkephalinase inhibitor, membrane metalloendopeptidase inhibitor, neprilysin inhibitor	MME		6.15, 2.87	75.98	0.98, 0.31	89.58	84.00	52.76	79.37	19.15	30.09	79.61	40.86	75.88	35.10	77.58	33.38	50.69	76.08	94.30	94.35	39.66	31.93	30.43	84.17	94.91	85.41	84.32	37.68	49.47	77.76
BRD-A50311610	CP	meclozine	constitutive androstane receptor (CAR) agonist	NR1I3, HRH1		11.48, 9.43	75.94	0.80, 0.23	26.90	2.11	84.29	98.77	73.45	51.17	50.19	79.92	43.02	23.48	83.27	68.69	91.06	42.07	78.44	49.63	15.67	87.18	7.33	88.97	92.34	85.18	81.53	99.97	86.28	22.23
BRD-K95676198	CP	JAK3-inhibitor-V	JAK inhibitor	JAK3		9.43, 5.74	75.84	1.39, 0.28	95.94	0.35	98.39	99.64	73.09	98.08	21.33	74.55	91.22	42.67	81.26	87.09	89.61	35.13	59.79	27.79	62.05	37.29	95.62	95.55	96.02	68.94	59.69	98.73	77.12	58.03
BRD-A10977446	CP	carvedilol	adrenergic receptor antagonist, reducing agent, ryanodine receptor channel modulator	ADRB1, ADRB2, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB3, CYP2C19, CYP2E1, GJA1, HIF1A, KCNH2, NDUFC2, NPPB, RYR2, SELE, VCAM1, VEGFA		6.97, 4.92	75.69	0.88, 0.16	79.86	99.89	55.22	73.03	94.95	43.32	91.63	69.51	89.19	91.67	68.53	69.45	92.40	6.06	89.47	93.80	33.10	65.12	76.28	75.58	75.81	94.46	89.37	35.46	66.69	72.32
BRD-K68392338	CP	ZK-93426	benzodiazepine receptor agonist, benzodiazepine receptor antagonist, GABA benzodiazepine site receptor antagonist	GABRA1, GABRA2, GABRA3, GABRA5		7.38, 3.69	75.69	1.15, 0.33	10.32	79.73	96.17	98.48	86.17	1.87	74.76	43.84	42.21	91.94	44.14	81.03	62.39	77.29	98.94	41.59	58.77	97.79	90.84	84.27	76.62	64.14	48.91	61.68	78.85	29.42
BRD-K62374253	CP	rufloxacin	topoisomerase inhibitor		Bacterial DNA gyrase inhibitor	7.73, 4.83	75.63	1.00, 0.24	69.63	74.74	65.49	77.87	4.89	99.58	91.68	89.00	76.53	55.50	77.01	66.57	32.33	95.38	87.92	92.13	44.13	28.48	24.19	81.33	69.23	84.76	88.06	82.44	63.73	39.88
BRD-K32501161	CP	vanoxerine	dopamine reuptake inhibitor, dopamine transporter inhibitor, monoamine oxidase inhibitor	SLC6A3, MAOA, MAOB		4.51, 2.05	75.57	1.47, 0.31	76.68	-4.93	70.49	6.03	91.88	91.33	51.90	74.46	81.57	77.97	69.70	83.17	64.26	53.28	81.91	94.92	84.21	89.82	63.75	23.01	9.19	42.48	77.78	94.98	42.68	77.51
BRD-K28936863	CP	ketotifen	histamine receptor ligand, leukotriene antagonist, phosphodiesterase inhibitor	HRH1, PDE4A, PDE4B, PDE4C, PDE4D, PDE7A, PDE7B, PDE8A, PDE8B, PGD		3.69, 1.64	75.34	0.52, 0.07	61.25	89.78	74.90	81.79	50.05	85.12	83.80	85.61	75.78	74.26	82.86	86.91	73.59	64.00	68.24	70.73	23.48	78.80	96.51	80.82	80.67	63.66	85.79	35.00	44.57	65.02
BRD-K67102207	CP	phenylbutyrate	HDAC inhibitor, cell cycle inhibitor, pharmacological chaperone, pyruvate dehydrogenase kinase inhibitor	CYP3A5, HDAC1		7.42, 2.62	75.31	0.95, 0.33	93.55	18.26	98.70	95.44	14.90	64.58	58.57	96.32	91.61	38.93	97.31	83.44	70.21	96.75	61.60	15.82	29.71	19.68	92.42	83.00	70.23	77.08	94.35	73.53	15.30	87.13
BRD-K46142322	CP	RS-67333	serotonin receptor partial agonist	HTR4		6.97, 4.10	75.29	1.17, 0.35	10.13	81.51	54.40	49.08	14.59	98.91	58.09	73.10	93.44	66.93	75.24	81.04	22.56	95.55	83.85	99.15	3.07	-14.66	12.35	97.58	47.82	75.35	86.60	90.49	78.64	76.60
BRD-K91699951	CP	benzonatate	non-narcotic cough suppressant thought to act as a local anesthetic	SCN5A		5.74, 2.87	75.28	0.69, 0.10	76.82	47.75	56.74	90.72	13.24	55.76	73.91	96.06	68.10	46.62	90.07	93.62	75.94	41.35	33.38	89.25	53.01	89.70	96.81	88.52	92.21	74.63	84.21	15.30	85.62	67.43
BRD-A30655177	CP	LFM-A13	Bruton's tyrosine kinase (BTK) inhibitor	BTK		3.28, 2.46	75.24	0.69, 0.13	62.25	68.58	82.63	76.85	46.70	94.82	77.33	79.77	91.92	71.29	85.30	97.54	69.66	90.56	85.14	72.39	94.75	0.85	85.57	90.10	41.76	62.98	70.93	73.62	52.46	62.36
BRD-A54487287	CP	cortisone	glucocorticoid receptor agonist	NR3C1		6.15, 3.69	75.22	0.72, 0.15	90.40	10.57	91.78	46.73	58.05	93.21	76.39	70.41	66.42	81.96	85.08	79.46	46.49	94.02	89.64	93.82	30.50	51.85	74.06	65.46	81.78	48.60	98.10	15.93	87.66	21.78
BRD-K29458283	CP	chlorambucil	DNA damaging, DNA inhibitor			5.33, 1.64	75.19	0.51, 0.16	84.15	4.23	34.20	94.39	37.69	37.95	43.21	85.58	63.39	51.39	95.88	58.00	58.58	93.64	90.84	76.48	89.79	79.33	96.08	90.04	61.81	84.16	94.10	73.90	44.99	65.86
BRD-K04412738	CP	tramadol	opioid receptor agonist, norepinephrine reputake inhibitor, serotonin reuptake inhibitor, adrenergic transmitter uptake inhibitor, OP3 receptor agonist, serotonin uptake inhibitor	OPRM1, SLC6A2, SLC6A4, CHRFAM7A, CHRM3, CYP2B6, GRIN3A, HTR2C, OPRD1, OPRK1		4.92, 2.46	75.10	1.77, 0.44	96.24	94.08	96.72	91.77	94.56	40.48	79.63	73.22	82.98	77.36	76.98	55.04	99.48	54.11	6.49	15.22	8.37	36.90	93.99	68.53	92.45	66.19	64.21	96.89	59.62	10.57
BRD-K32526544	CP	DCEBIO	intermediate conductance potassium channel activator	KCNN2, KCNN3, KCNN4	Potassium channel activator	5.33, 2.87	75.08	0.80, 0.24	-16.31	33.07	99.65	75.61	95.63	97.13	94.82	71.51	84.73	22.12	98.17	61.92	84.03	94.78	53.11	93.38	6.11	94.40	74.54	2.79	97.12	72.00	80.70	26.83	49.88	36.19
BRD-K05395900	CP	nicotine	acetylcholine receptor agonist	CHRNA10, CHRNA9, AOX1, CHAT, CHRNA2, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNB2, CHRNB3, CHRNB4, CYP19A1, CYP2B6, TBXAS1, TRPA1		7.86, 3.06	75.06	0.69, 0.14	43.50	4.97	98.87	72.49	79.44	85.09	73.77	80.75	47.32	74.25	94.08	80.61	81.52	68.11	77.38	83.13	21.73	57.50	83.68	94.62	38.03	75.87	42.70	78.44	7.93	60.24
BRD-K72903603	CP	zidovudine	nucleoside reverse transcriptase inhibitor, reverse transcriptase inhibitor	TERT	Reverse transcriptase inhibitor	10.04, 6.99	75.06	0.92, 0.39	2.33	6.13	60.23	97.56	16.67	76.57	62.52	24.65	78.65	80.95	91.47	43.43	84.31	31.57	49.74	96.29	8.27	7.05	99.33	89.79	76.96	95.02	80.47	90.39	11.76	73.55
BRD-K18618618	CP	cimetidine	histamine receptor antagonist, histamine receptor inhibitor	HRH2, SLC29A4, SLC47A1, SLC47A2		4.92, 2.46	75.02	0.72, 0.26	7.73	16.05	85.59	62.90	-0.71	87.77	30.85	97.10	98.03	5.07	88.88	93.03	60.70	98.80	29.13	67.85	20.65	26.53	87.48	96.94	92.44	85.71	67.06	82.20	6.69	84.91
BRD-K28307902	CP	flutamide	androgen receptor antagonist	AR, AHR, CYP2C19		5.33, 3.28	74.99	0.97, 0.23	60.91	40.57	96.95	48.87	25.61	96.72	95.14	97.96	82.82	31.49	77.46	85.61	88.35	89.38	33.35	82.88	69.85	75.14	60.27	81.75	74.85	44.42	39.80	55.27	38.37	80.10
BRD-K46556543	CP	canrenoic-acid	aldosterone antagonist			9.43, 5.33	74.99	1.34, 0.40	93.30	83.09	92.10	96.86	46.36	41.91	76.46	6.80	-10.57	5.94	97.41	58.80	99.58	90.73	68.67	-64.37	51.81	87.29	84.52	92.84	99.44	21.84	73.53	85.19	33.19	36.82
