indication,pert_iname
Asthenia,lidocaine
Multiple Sclerosis,lidocaine
Sclerosis,lidocaine
Acne Vulgaris,lidocaine
Blepharoptosis,lidocaine
Cholecystolithiasis,lidocaine
Cholelithiasis,lidocaine
Gallstones,lidocaine
Arthralgia,lidocaine
Retinal Detachment,lidocaine
Urolithiasis,lidocaine
Muscle Hypotonia,lidocaine
Uterine Neoplasms,lidocaine
"Reflex, Abnormal",lidocaine
Rectal Fistula,lidocaine
Rectal Neoplasms,lidocaine
Ileus,lidocaine
Diverticulum,lidocaine
"Diverticulitis, Colonic",lidocaine
Constipation,lidocaine
Osteoporotic Fractures,lidocaine
"Infertility, Female",lidocaine
Prostatic Hyperplasia,lidocaine
Hyperplasia,lidocaine
Ankle Fractures,lidocaine
Papilloma,lidocaine
Pneumoperitoneum,lidocaine
"Nose Deformities, Acquired",lidocaine
Facial Paralysis,lidocaine
Paresis,lidocaine
Cholecystitis,lidocaine
Hallux Valgus,lidocaine
Psychomotor Agitation,lidocaine
Adenocarcinoma,lidocaine
Whiplash Injuries,lidocaine
"Constriction, Pathologic",lidocaine
"Hernia, Hiatal",lidocaine
Kidney Neoplasms,lidocaine
Joint Dislocations,lidocaine
Shoulder Dislocation,lidocaine
Flushing,lidocaine
"Lymphoma, Non-Hodgkin",lidocaine
Pudendal Neuralgia,lidocaine
Tenosynovitis,lidocaine
Myoclonus,lidocaine
Bacteremia,lidocaine
Nerve Compression Syndromes,lidocaine
Charcot-Marie-Tooth Disease,lidocaine
Hereditary Sensory and Motor Neuropathy,lidocaine
Urinary Bladder Neoplasms,lidocaine
"Tooth, Impacted",lidocaine
Periodontal Diseases,lidocaine
Critical Illness,lidocaine
Cutis Laxa,lidocaine
Clubfoot,lidocaine
Talipes,lidocaine
Equinus Deformity,lidocaine
Foot Deformities,lidocaine
Acne Keloid,lidocaine
Pelvic Floor Disorders,lidocaine
Cystocele,lidocaine
Uterine Prolapse,lidocaine
Urinary Retention,lidocaine
Brain Injuries,lidocaine
"Brain Injuries, Traumatic",lidocaine
Oral Hemorrhage,lidocaine
Hemorrhage,lidocaine
Coronary Artery Disease,linagliptin
Myocardial Ischemia,linagliptin
Coronary Disease,linagliptin
"Kidney Failure, Chronic",linagliptin
Polycystic Ovary Syndrome,linagliptin
Syndrome,linagliptin
Diabetic Nephropathies,linagliptin
Osteoporosis,linagliptin
"Endocarditis, Bacterial",linezolid
Endocarditis,linezolid
Critical Illness,linezolid
Substance-Related Disorders,linezolid
"Substance Abuse, Intravenous",linezolid
Connective Tissue Diseases,linezolid
Catheter-Related Infections,linezolid
Urinary Tract Infections,linezolid
Coronary Artery Disease,lisinopril
Ischemia,lisinopril
"Heart Failure, Systolic",lisinopril
Systolic Murmurs,lisinopril
Coronavirus Infections,lisinopril
Proteinuria,lisinopril
Intracranial Arteriosclerosis,lisinopril
Heart Diseases,lisinopril
Arteriosclerosis,lisinopril
Ventricular Dysfunction,lisinopril
Glucose Intolerance,lisinopril
Fibrosis,lisinopril
Neoplasm Metastasis,lisinopril
Deglutition Disorders,lisinopril
"Glomerulonephritis, IGA",lisinopril
Multiple Sclerosis,loperamide
"Multiple Sclerosis, Relapsing-Remitting",loperamide
Substance Withdrawal Syndrome,loperamide
Dysentery,loperamide
Malnutrition,lopinavir
Opportunistic Infections,lopinavir
AIDS-Related Opportunistic Infections,lopinavir
HIV-Associated Lipodystrophy Syndrome,lopinavir
Lipodystrophy,lopinavir
Cardiovascular Diseases,lopinavir
Congenital Abnormalities,lopinavir
Dyslipidemias,lopinavir
Metabolic Diseases,lopinavir
Glucose Metabolism Disorders,lopinavir
Proteinuria,lopinavir
Coinfection,lopinavir
Hypersensitivity,loratadine
"Conjunctivitis, Allergic",loratadine
Cognition Disorders,lorazepam
Cognitive Dysfunction,lorazepam
Alcohol Drinking,lorazepam
Depression,lorazepam
Alcohol Withdrawal Delirium,lorazepam
Mental Disorders,lorazepam
Mood Disorders,lorazepam
Dyssomnias,lorazepam
Parasomnias,lorazepam
Heart Arrest,lorazepam
Hypothermia,lorazepam
Coronary Artery Disease,losartan
Ischemia,losartan
Respiratory Aspiration,losartan
Sleep Wake Disorders,losartan
Hypoxia,losartan
Pulmonary Emphysema,losartan
Emphysema,losartan
Bronchitis,losartan
"Bronchitis, Chronic",losartan
Acute Disease,losartan
Aortic Valve Stenosis,losartan
Psychotic Disorders,losartan
Mental Disorders,losartan
Disease,losartan
Schizophrenia,losartan
Depressive Disorder,losartan
"Depressive Disorder, Major",losartan
Bipolar Disorder,losartan
"Kidney Failure, Chronic",losartan
Respiration Disorders,losartan
Respiratory Tract Diseases,losartan
Hyperaldosteronism,losartan
Insulin Resistance,losartan
Liver Cirrhosis,losartan
"Liver Cirrhosis, Alcoholic",losartan
Ascites,losartan
Hepatitis A,losartan
Hepatitis C,losartan
"Hepatitis C, Chronic",losartan
Hepatitis,losartan
"Hepatitis, Chronic",losartan
Glucose Intolerance,losartan
Kidney Calculi,losartan
Nephrolithiasis,losartan
Calculi,losartan
Hyperglycemia,losartan
"Cardiac Output, Low",losartan
Systolic Murmurs,losartan
Cerebral Infarction,losartan
Carotid Stenosis,losartan
Atherosclerosis,losartan
Heart Diseases,losartan
Crohn Disease,losartan
Colitis,losartan
"Colitis, Ulcerative",losartan
Ulcer,losartan
Spondylitis,loxoprofen
Spondylarthritis,loxoprofen
"Spondylitis, Ankylosing",loxoprofen
Tinea cruris,luliconazole
Weight Gain,lurasidone
Mania,lurasidone
Ventricular Remodeling,macitentan
Acquired Immunodeficiency Syndrome,mannitol-D
HIV Infections,mannitol-D
Communicable Diseases,mannitol-D
Infections,mannitol-D
Cholestasis,mannitol-D
Parasitic Diseases,mebendazole
"Intestinal Diseases, Parasitic",mebendazole
Intestinal Diseases,mebendazole
Malnutrition,mebendazole
Amebiasis,mebendazole
"Dysentery, Amebic",mebendazole
Spinal Cord Injuries,mecamylamine
Autonomic Dysreflexia,mecamylamine
Drug-Related Side Effects and Adverse Reactions,meclizine
Parasitic Diseases,mefloquine
Carotid Stenosis,melatonin
Ischemic Stroke,melatonin
Cerebral Infarction,melatonin
Vascular System Injuries,melatonin
Endotoxemia,melatonin
Arteriosclerosis,melatonin
Coronary Artery Disease,melatonin
Calcinosis,melatonin
Infertility,melatonin
Liver Diseases,melatonin
Dementia,melatonin
Mood Disorders,melatonin
Bipolar Disorder,melatonin
Lennox Gastaut Syndrome,melatonin
Fetal Growth Retardation,melatonin
Herpes Simplex,melatonin
Herpes Genitalis,melatonin
Hypokinesia,melatonin
Psychomotor Agitation,melatonin
Seizures,melatonin
"Seizures, Febrile",melatonin
Hyperthermia,melatonin
"Epilepsy, Generalized",melatonin
"Osteoporosis, Postmenopausal",melatonin
Stomatognathic Diseases,mepivacaine
Dental Pulp Diseases,mepivacaine
Drug-Related Side Effects and Adverse Reactions,mepivacaine
Nausea,mepivacaine
Vomiting,mepivacaine
Postoperative Nausea and Vomiting,mepivacaine
Urinary Bladder Neoplasms,mepivacaine
Hypertension,mepivacaine
Neuroma,mepivacaine
Morton Neuroma,mepivacaine
Varicose Veins,mepivacaine
"Arrhythmias, Cardiac",mepivacaine
Uterine Diseases,mepivacaine
Pulpitis,mepivacaine
"Pain, Postoperative",mepivacaine
Prostatic Neoplasms,mepivacaine
Gingival Recession,mepivacaine
Arthritis,mepivacaine
Intestinal Diseases,mercaptopurine
Inflammatory Bowel Diseases,mercaptopurine
Pancreatitis,mercaptopurine
Dysphonia,mestinon
Hoarseness,mestinon
Dystonia,mestinon
Muscle Weakness,mestinon
Aneurysm,metamizole
Aortic Aneurysm,metamizole
"Aortic Aneurysm, Abdominal",metamizole
"Plaque, Atherosclerotic",metamizole
Hernia,metamizole
Pre-Eclampsia,metamizole
Fever,metamizole
Colic,metamizole
Renal Colic,metamizole
Back Pain,metamizole
Low Back Pain,metamizole
Stroke,metamizole
Ischemic Stroke,metamizole
Delirium,metamizole
Hip Fractures,metamizole
Shoulder Pain,metamizole
Respiratory Insufficiency,metamizole
Peri-Implantitis,metformin
Hypoglycemia,metformin
Acne Vulgaris,metformin
Thyroid Nodule,metformin
Nephritis,metformin
Lupus Nephritis,metformin
Altitude Sickness,metformin
Acromegaly,metformin
"Angina, Unstable",metformin
Mood Disorders,metformin
"Fractures, Bone",metformin
Amenorrhea,metformin
Albuminuria,metformin
Heart Diseases,metformin
Thalassemia,metformin
beta-Thalassemia,metformin
Thiamine Deficiency,metformin
Beriberi,metformin
Thrombosis,metformin
Reperfusion Injury,metformin
Ischemia,metformin
Metaplasia,metformin
"Abortion, Habitual",metformin
Peripheral Vascular Diseases,metformin
Mental Disorders,metformin
Ketosis,metformin
Gonadal Disorders,metformin
Melanosis,metformin
Diabetes Complications,metformin
Carotid Artery Diseases,metformin
Congenital Abnormalities,metformin
"Lupus Erythematosus, Systemic",metformin
Ataxia,metformin
Cerebellar Ataxia,metformin
Ataxia Telangiectasia,metformin
Telangiectasis,metformin
Acidosis,metformin
"Acidosis, Lactic",metformin
Masked Hypertension,metformin
Hepatic Encephalopathy,metformin
Acanthosis Nigricans,metformin
"Hypertrophy, Left Ventricular",metformin
Hypertrophy,metformin
"Hypertension, Pulmonary",methazolamide
Fatigue,methazolamide
Substance Withdrawal Syndrome,methimazole
"Goiter, Nodular",methimazole
Hernia,methocarbamol
"Hernia, Inguinal",methocarbamol
"Hernia, Ventral",methocarbamol
Low Back Pain,methocarbamol
Back Pain,methocarbamol
Acute Pain,methocarbamol
"Fractures, Bone",methocarbamol
Rib Fractures,methocarbamol
Wounds and Injuries,methocarbamol
"Lymphoma, T-Cell, Peripheral",methoxsalen
Eclampsia,methyldopa
Esophageal Diseases,metoclopramide
Substance Withdrawal Syndrome,metoclopramide
Angina Pectoris,metoclopramide
"Angina, Unstable",metoclopramide
Myocardial Infarction,metoclopramide
ST Elevation Myocardial Infarction,metoclopramide
Infarction,metoclopramide
Psychomotor Agitation,metoclopramide
"Pain, Postoperative",metoclopramide
Tension-Type Headache,metoclopramide
Breast Neoplasms,metoclopramide
Premature Birth,metoclopramide
Prostatic Neoplasms,metoclopramide
Pneumonia,metoclopramide
"Pneumonia, Aspiration",metoclopramide
Stroke,metoclopramide
COVID-19,metolazone
Coronavirus Infections,metolazone
Cardiovascular Diseases,metolazone
"Cardiomyopathy, Dilated",metoprolol
Hypotension,metoprolol
Nasal Polyps,metoprolol
ST Elevation Myocardial Infarction,metoprolol
Non-ST Elevated Myocardial Infarction,metoprolol
Cystitis,metoprolol
"Cystitis, Interstitial",metoprolol
Pelvic Pain,metoprolol
Coronary Artery Disease,metoprolol
Myocardial Ischemia,metoprolol
"Angina, Unstable",metoprolol
"Lung Diseases, Obstructive",metoprolol
Aortic Valve Insufficiency,metoprolol
Ventricular Remodeling,metoprolol
"Arrhythmias, Cardiac",metoprolol
Vascular Diseases,metoprolol
Graves Disease,metoprolol
Eye Diseases,metoprolol
Graves Ophthalmopathy,metoprolol
Drug Overdose,metoprolol
Intracranial Arteriosclerosis,metoprolol
Arteriosclerosis,metoprolol
Ventricular Dysfunction,metoprolol
"Ventricular Dysfunction, Left",metoprolol
Metabolic Syndrome,metoprolol
Insulin Resistance,metoprolol
Syncope,metoprolol
"Syncope, Vasovagal",metoprolol
Migraine Disorders,metoprolol
"Foramen Ovale, Patent",metoprolol
Myocardial Stunning,metoprolol
Puerperal Infection,metronidazole
Parasitic Diseases,metronidazole
Peri-Implantitis,metronidazole
Rabies,metronidazole
Blastocystis Infections,metronidazole
Skin Manifestations,metronidazole
Inflammation,metronidazole
Dysbiosis,metronidazole
Dientamoebiasis,metronidazole
Digestive System Diseases,metronidazole
Gastrointestinal Diseases,metronidazole
Hemorrhage,metronidazole
Asthma,metronidazole
"Angioedemas, Hereditary",metronidazole
Peritonitis,metronidazole
Cholecystitis,metronidazole
Acalculous Cholecystitis,metronidazole
Herpes Simplex,metronidazole
Irritable Bowel Syndrome,metronidazole
"Abortion, Septic",metronidazole
Dyspepsia,metronidazole
Hypersensitivity,metronidazole
Stomach Ulcer,metronidazole
Duodenal Ulcer,metronidazole
"Anemia, Iron-Deficiency",metronidazole
Pancreatitis,metronidazole
"Pancreatitis, Acute Necrotizing",metronidazole
Wound Infection,metronidazole
Mucositis,metronidazole
"Scleroderma, Systemic",metronidazole
"Scleroderma, Diffuse",metronidazole
Sclerosis,metronidazole
Periapical Abscess,metronidazole
"Pain, Postoperative",metronidazole
Disease Progression,metronidazole
Thrombosis,metronidazole
Coronary Thrombosis,metronidazole
Surgical Wound,metronidazole
Dyssomnias,mianserin
Parasomnias,mianserin
Depressive Disorder,mianserin
"Stress Disorders, Traumatic",mianserin
"Stress Disorders, Post-Traumatic",mianserin
"Dermatitis, Atopic",miconazole
Eczema,miconazole
Skin Diseases,miconazole
"Skin Diseases, Eczematous",miconazole
Recurrence,miconazole
Diaper Rash,miconazole
Melanosis,miconazole
Renal Insufficiency,miconazole
"Kidney Failure, Chronic",miconazole
Hypothermia,midodrine
Cognitive Dysfunction,midodrine
Quadriplegia,midodrine
Vasoplegia,midodrine
Hepatic Encephalopathy,midodrine
Gastrointestinal Hemorrhage,midodrine
Brain Diseases,midodrine
Hyponatremia,midodrine
"Gangliosidosis, GM1",miglustat
Spinal Diseases,milnacipran
Osteoarthritis,milnacipran
Recurrence,milnacipran
Shoulder Pain,milnacipran
Migraine Disorders,milnacipran
Epilepsy,milnacipran
Migraine with Aura,milnacipran
Migraine without Aura,milnacipran
"Lupus Erythematosus, Systemic",milnacipran
Arthritis,milnacipran
"Arthritis, Rheumatoid",milnacipran
Sleep Wake Disorders,milnacipran
Parasomnias,milnacipran
Dyssomnias,milnacipran
"Osteoarthritis, Knee",milnacipran
Joint Diseases,milnacipran
Chronic Pain,milnacipran
Autistic Disorder,milnacipran
Autism Spectrum Disorder,milnacipran
Asperger Syndrome,milnacipran
Pulmonary Edema,milrinone
Acute Coronary Syndrome,milrinone
"Shock, Cardiogenic",milrinone
Malnutrition,mirtazapine
Headache,mirtazapine
Post-Dural Puncture Headache,mirtazapine
Hepatitis C,mirtazapine
Hepatitis,mirtazapine
Dyspepsia,mirtazapine
Bipolar Disorder,mirtazapine
Mood Disorders,mirtazapine
"Stress Disorders, Post-Traumatic",mirtazapine
Weight Gain,mirtazapine
"Stress Disorders, Traumatic",mirtazapine
Psychomotor Agitation,mirtazapine
Emergence Delirium,mirtazapine
Liver Diseases,mitiglinide
Hypertension,mitiglinide
Masked Hypertension,mitiglinide
Overweight,mitiglinide
Myelitis,mitoxantrone
"Myelitis, Transverse",mitoxantrone
Nervous System Diseases,mitoxantrone
Autoimmune Diseases of the Nervous System,mitoxantrone
"Demyelinating Autoimmune Diseases, CNS",mitoxantrone
Autoimmune Diseases,mitoxantrone
Premature Birth,moxifloxacin
Periodontitis,moxifloxacin
Aggressive Periodontitis,moxifloxacin
Aggression,moxifloxacin
"Endocarditis, Bacterial",moxifloxacin
Endocarditis,moxifloxacin
Retinal Detachment,moxifloxacin
Body Weight,moxifloxacin
Microvascular Angina,moxifloxacin
Metabolic Syndrome,moxifloxacin
Insulin Resistance,moxifloxacin
"Eye Injuries, Penetrating",moxifloxacin
Periodontal Pocket,moxifloxacin
"Arrhythmias, Cardiac",moxifloxacin
Acne Vulgaris,moxifloxacin
Maxillary Sinusitis,moxifloxacin
Chronic Periodontitis,moxifloxacin
Reinfection,moxifloxacin
Corneal Injuries,moxifloxacin
Liver Abscess,moxifloxacin
"Liver Abscess, Pyogenic",moxifloxacin
Kidney Diseases,moxonidine
Diabetic Nephropathies,moxonidine
Metabolic Syndrome,moxonidine
"Obesity, Abdominal",moxonidine
Overweight,moxonidine
Schizophrenia,moxonidine
Polycystic Ovary Syndrome,moxonidine
Nervous System Diseases,moxonidine
Autonomic Nervous System Diseases,moxonidine
Reperfusion Injury,moxonidine
Ischemia,moxonidine
Atrial Fibrillation,moxonidine
Recurrence,moxonidine
"Hypertrophy, Left Ventricular",mycophenolic-acid
Hypertrophy,mycophenolic-acid
"Hepatitis, Autoimmune",mycophenolic-acid
Cholangitis,mycophenolic-acid
"Liver Cirrhosis, Biliary",mycophenolic-acid
Reperfusion Injury,mycophenolic-acid
Wounds and Injuries,mycophenolic-acid
Ischemia,mycophenolic-acid
Gastrointestinal Diseases,mycophenolic-acid
Digestive System Diseases,mycophenolic-acid
"Histiocytosis, Sinus",mycophenolic-acid
"Hepatitis C, Chronic",mycophenolic-acid
End Stage Liver Disease,mycophenolic-acid
Polyomavirus Infections,mycophenolic-acid
Churg-Strauss Syndrome,mycophenolic-acid
Polyarteritis Nodosa,mycophenolic-acid
"Signs and Symptoms, Digestive",mycophenolic-acid
"Diabetes Mellitus, Type 2",mycophenolic-acid
Communicable Diseases,mycophenolic-acid
Virus Diseases,mycophenolic-acid
Muscular Diseases,mycophenolic-acid
Myositis,mycophenolic-acid
Eczema,mycophenolic-acid
"Dermatitis, Atopic",mycophenolic-acid
Dermatitis,mycophenolic-acid
Syndrome,nafamostat
Prostatic Hyperplasia,naftopidil
Lower Urinary Tract Symptoms,naftopidil
Kidney Calculi,naftopidil
Nephrolithiasis,naftopidil
Calculi,naftopidil
Joint Diseases,nalbuphine
Acute Pain,nalbuphine
Shoulder Pain,nalbuphine
Respiratory Insufficiency,nalbuphine
Injection Site Reaction,nalbuphine
Endometriosis,nandrolone
"Fractures, Bone",naproxen
Ankle Fractures,naproxen
"Fractures, Closed",naproxen
Leiomyoma,naproxen
Myofibroma,naproxen
Uterine Diseases,naproxen
Autoimmune Diseases,naproxen
Disease,naproxen
Anxiety Disorders,naproxen
Compulsive Personality Disorder,naproxen
Obsessive-Compulsive Disorder,naproxen
Menorrhagia,naproxen
Sciatica,naproxen
Wounds and Injuries,naproxen
Temporomandibular Joint Disorders,naproxen
Temporomandibular Joint Dysfunction Syndrome,naproxen
Tennis Elbow,naproxen
Tension-Type Headache,naproxen
Headache Disorders,naproxen
"Headache Disorders, Primary",naproxen
Emergencies,naproxen
Post-Traumatic Headache,naproxen
Disease Progression,naproxen
Premenstrual Syndrome,naproxen
Delirium,naproxen
Hip Fractures,naproxen
"Tooth, Impacted",naproxen
Anxiety Disorders,nefazodone
"Phobia, Social",nefazodone
Tendon Injuries,nefopam
Colic,nefopam
Renal Colic,nefopam
Agnosia,nefopam
Ureteral Calculi,nefopam
Ureterolithiasis,nefopam
Calculi,nefopam
Disease,neostigmine
Appendicitis,neostigmine
Apnea,neostigmine
Sleep Apnea Syndromes,neostigmine
"Sleep Apnea, Obstructive",neostigmine
Intestinal Diseases,neostigmine
Postoperative Complications,neostigmine
Paralysis,neostigmine
Sphincter of Oddi Dysfunction,neostigmine
Wounds and Injuries,neostigmine
Lung Diseases,neostigmine
"Lung Diseases, Obstructive",neostigmine
"Pulmonary Disease, Chronic Obstructive",neostigmine
Respiratory Insufficiency,neostigmine
Mobility Limitation,neostigmine
Coronary Artery Disease,neostigmine
Neoplasms,neostigmine
Urinary Bladder Neoplasms,neostigmine
Urologic Neoplasms,neostigmine
"Genital Neoplasms, Female",neostigmine
"Genital Neoplasms, Male",neostigmine
Shoulder Pain,neostigmine
Delirium,neostigmine
Emergence Delirium,neostigmine
Body Weight,neostigmine
Ileus,neostigmine
Liver Cirrhosis,neostigmine
Liver Diseases,neostigmine
Fibrosis,neostigmine
Spinal Curvatures,neostigmine
Gallstones,neostigmine
Cholelithiasis,neostigmine
Cholecystolithiasis,neostigmine
Colonic Pseudo-Obstruction,neostigmine
Macular Degeneration,nepafenac
Retinal Vein Occlusion,nepafenac
"Pain, Postoperative",nepafenac
Hyperopia,nepafenac
Uveitis,nepafenac
Pseudophakia,nepafenac
Epiretinal Membrane,nepafenac
Mydriasis,nepafenac
Nervous System Diseases,nevirapine
Central Nervous System Diseases,nevirapine
HIV-Associated Lipodystrophy Syndrome,nevirapine
Insulin Resistance,nevirapine
Cardiovascular Diseases,nevirapine
"Sarcoma, Kaposi",nevirapine
Sarcoma,nevirapine
Hypercholesterolemia,nevirapine
Dyslipidemias,nevirapine
Polycystic Ovary Syndrome,niacin
Ganglion Cysts,niacin
Vertigo,niacin
Meniere Disease,niacin
Hyperpigmentation,niacin
Insulin Resistance,niacin
Hypolipoproteinemias,niacin
Hypoalphalipoproteinemias,niacin
Acne Vulgaris,niacin
Spinal Stenosis,nicardipine
Hypotension,nicardipine
COVID-19,nicardipine
Coronavirus Infections,nicardipine
Acute Coronary Syndrome,nicardipine
Retrognathia,nicardipine
Prognathism,nicardipine
"Malocclusion, Angle Class III",nicardipine
Emergencies,nicardipine
Neurobehavioral Manifestations,nicotinamide
Polycystic Ovary Syndrome,nicotinamide
Schizophrenia,nicotinamide
Hyperpigmentation,nicotinamide
Arteriosclerosis,nicotinamide
Hypolipoproteinemias,nicotinamide
Acne Vulgaris,nicotinamide
Atherosclerosis,nicotinamide
Carotid Artery Diseases,nicotinamide
Heart Diseases,nicotine
Coronary Disease,nicotine
Coronary Artery Disease,nicotine
Myocardial Ischemia,nicotine
"Pain, Postoperative",nicotine
Alcoholic Intoxication,nicotine
Problem Behavior,nicotine
Impulsive Behavior,nicotine
Cerebrovascular Disorders,nicotine
Sleep Wake Disorders,nicotine
Parasomnias,nicotine
Pancreatic Neoplasms,nicotine
Stomach Neoplasms,nicotine
Uterine Cervical Neoplasms,nicotine
Urinary Bladder Neoplasms,nicotine
Esophageal Neoplasms,nicotine
Liver Neoplasms,nicotine
Pelvic Pain,nicotine
Psychomotor Agitation,nicotine
Delirium,nicotine
Hypersensitivity,nicotine
"Lung Diseases, Obstructive",nicotine
Immunologic Deficiency Syndromes,nicotine
Ileus,nicotine
Infections,nimesulide
Communicable Diseases,nimesulide
Respiratory Tract Infections,nimesulide
Osteoarthritis,nimesulide
"Osteoarthritis, Knee",nimesulide
Pharyngitis,nimesulide
Laryngitis,nimesulide
COVID-19,nimodipine
Coronavirus Infections,nimodipine
Hypertension,nimodipine
Cognitive Dysfunction,nimodipine
Depression,nimodipine
Depressive Disorder,nimodipine
Cerebral Infarction,nimodipine
Infarction,nimodipine
COVID-19,nitrendipine
Coronavirus Infections,nitrendipine
Kidney Diseases,nitrendipine
"Renal Insufficiency, Chronic",nitrendipine
Infections,norfloxacin
Communicable Diseases,norfloxacin
Hepatorenal Syndrome,norfloxacin
Polyneuropathies,nortriptyline
Dementia,nortriptyline
Cognitive Dysfunction,nortriptyline
"Depressive Disorder, Treatment-Resistant",nortriptyline
Tinnitus,nortriptyline
Migraine Disorders,nortriptyline
Brain Injuries,nortriptyline
"Brain Injuries, Traumatic",nortriptyline
Brain Concussion,nortriptyline
Post-Concussion Syndrome,nortriptyline
Post-Traumatic Headache,nortriptyline
Bipolar Disorder,nortriptyline
Meniere Disease,nortriptyline
Recurrence,nortriptyline
Dry Eye Syndromes,ofloxacin
Keratoconjunctivitis Sicca,ofloxacin
"Pneumonia, Aspiration",ofloxacin
Cholangitis,ofloxacin
Hypoglycemia,ofloxacin
Hyperglycemia,ofloxacin
Peptic Ulcer,ofloxacin
Periodontitis,ofloxacin
Head and Neck Neoplasms,ofloxacin
Mucositis,ofloxacin
Stomatitis,ofloxacin
Bronchiectasis,ofloxacin
Disease Susceptibility,ofloxacin
Virus Diseases,ofloxacin
Critical Illness,ofloxacin
Hypersensitivity,ofloxacin
"Pneumonia, Pneumococcal",ofloxacin
Viremia,ofloxacin
Otitis Media with Effusion,ofloxacin
"Eye Injuries, Penetrating",ofloxacin
Prostatic Neoplasms,ofloxacin
Pleuropneumonia,ofloxacin
Mycoplasma Infections,ofloxacin
"Pneumonia, Mycoplasma",ofloxacin
Carcinoma,ofloxacin
Urinary Bladder Neoplasms,ofloxacin
Tardive Dyskinesia,olanzapine
Schizophrenia Spectrum and Other Psychotic Disorders,olanzapine
Emergencies,olanzapine
Problem Behavior,olanzapine
"Schizophrenia, Childhood",olanzapine
Substance-Related Disorders,olanzapine
Compulsive Personality Disorder,olanzapine
Obsessive-Compulsive Disorder,olanzapine
Alzheimer Disease,olanzapine
Dementia,olanzapine
Overweight,olanzapine
Diabetes Mellitus,olanzapine
Aggression,olanzapine
Attention Deficit and Disruptive Behavior Disorders,olanzapine
"Child Development Disorders, Pervasive",olanzapine
Autism Spectrum Disorder,olanzapine
Trichotillomania,olanzapine
Recurrence,olanzapine
Syndrome,olanzapine
Hyperglycemia,olanzapine
Dystonia,olanzapine
Parkinsonian Disorders,olanzapine
Headache,olanzapine
Lung Neoplasms,olanzapine
"Cardiac Output, Low",ondansetron
Bipolar Disorder,ondansetron
Inflammatory Bowel Diseases,ondansetron
Eosinophilic Esophagitis,ondansetron
Gastrointestinal Hemorrhage,ondansetron
Weight Loss,ondansetron
Abdominal Pain,ondansetron
Poisoning,ondansetron
Respiratory Distress Syndrome,ondansetron
"Respiratory Distress Syndrome, Newborn",ondansetron
Acute Lung Injury,ondansetron
Dehydration,ondansetron
Tourette Syndrome,ondansetron
Tics,ondansetron
Tic Disorders,ondansetron
Headache,ondansetron
Pruritus,ondansetron
"Fractures, Bone",ondansetron
Trigeminal Neuralgia,ondansetron
Intestinal Diseases,ondansetron
Marijuana Abuse,ondansetron
Chronic Pain,ondansetron
Cholelithiasis,ondansetron
Cholecystolithiasis,ondansetron
Gallstones,ondansetron
Prostatic Neoplasms,ondansetron
Body Temperature Changes,ondansetron
Glucose Intolerance,orlistat
Poisoning,orlistat
Heart Diseases,orlistat
Fatty Liver,orlistat
Non-alcoholic Fatty Liver Disease,orlistat
Hepatitis A,orlistat
Hepatitis C,orlistat
Hepatitis,orlistat
Bulimia,orlistat
Binge-Eating Disorder,orlistat
Neoplasms,orphenadrine
Colonic Neoplasms,orphenadrine
Rectal Neoplasms,orphenadrine
Ileus,orphenadrine
Diverticulitis,orphenadrine
Diverticulum,orphenadrine
"Diverticulitis, Colonic",orphenadrine
Constipation,orphenadrine
"Pain, Postoperative",orphenadrine
Muscle Hypotonia,orphenadrine
Irritable Bowel Syndrome,otilonium
Syndrome,otilonium
Inflammation,oxybutynin
"Reflex, Abnormal",oxybutynin
Cystitis,oxybutynin
Multiple Sclerosis,oxybutynin
Spinal Cord Diseases,oxybutynin
Sclerosis,oxybutynin
Sjogren's Syndrome,oxybutynin
Stomatognathic Diseases,oxymetazoline
Dental Pulp Diseases,oxymetazoline
Nasal Obstruction,oxymetazoline
Eclampsia,oxymetazoline
Pre-Eclampsia,oxymetazoline
"Cardiac Output, High",oxymetazoline
Pulmonary Arterial Hypertension,oxymetazoline
Familial Primary Pulmonary Hypertension,oxymetazoline
Acute Kidney Injury,oxymetazoline
Cough,oxymetazoline
Nasal Polyps,oxymetazoline
Retinal Diseases,oxymetazoline
Retinopathy of Prematurity,oxymetazoline
Acute Coronary Syndrome,oxymetazoline
Myocardial Ischemia,oxymetazoline
"Angina, Stable",oxymetazoline
Diabetes Mellitus,oxymetazoline
"Influenza, Human",oxymetazoline
Back Pain,oxymetazoline
Low Back Pain,oxymetazoline
Otitis,oxymetazoline
Otitis Media,oxymetazoline
Otitis Media with Effusion,oxymetazoline
Pulpitis,oxymetazoline
Refractive Errors,oxymetazoline
Eye Manifestations,oxymetazoline
Brain Neoplasms,oxymetazoline
Horner Syndrome,oxymetazoline
Endotoxemia,oxymetazoline
Apnea,oxymetazoline
Sleep Apnea Syndromes,oxymetazoline
"Sleep Apnea, Obstructive",oxymetazoline
Hypertrophy,oxymetazoline
Ischemic Stroke,ozagrel
Cerebral Infarction,ozagrel
Infarction,ozagrel
Fibromyalgia,palmitoylethanolamide
Myofascial Pain Syndromes,palmitoylethanolamide
Skin Diseases,palmitoylethanolamide
Chronic Pain,palmitoylethanolamide
Coronary Artery Disease,pantoprazole
Myocardial Ischemia,pantoprazole
Coronary Disease,pantoprazole
Heart Diseases,pantoprazole
Acute Pain,pantoprazole
