pert_iname,indication
tofacitinib,Necrosis|Arteritis|Takayasu Arteritis|Aortic Arch Syndromes|Thromboembolism|Disease|Rheumatic Fever|Infections|Granulomatosis with Polyangiitis|Systemic Vasculitis
tolcapone,"Parkinson Disease|Behavior, Addictive"
tolnaftate,Tinea Pedis|Tinea Versicolor
topiramate,"Pain|Spasms, Infantile|Cognition Disorders|Cognitive Dysfunction|Hyperandrogenism|Tinnitus|Hematoma, Subdural|Hematoma, Subdural, Chronic|Hematoma|Epilepsy, Rolandic|Emergencies|Glaucoma, Angle-Closure|Phobic Disorders|Phobia, Social|Psychomotor Agitation|Restless Legs Syndrome|Cluster Headache|Body Weight|Weight Gain|Vomiting|Headache Disorders, Secondary|Meniere Disease|Post-Traumatic Headache|Cerebral Palsy"
torasemide,"Ascites|Edema|Kidney Failure, Chronic|Liver Cirrhosis|Nephrotic Syndrome|Pulmonary Edema|Acute Kidney Injury|Cardiovascular Diseases|Fibrosis|Tricuspid Valve Insufficiency"
toremifene,Breast Carcinoma In Situ
tramiprosate,Cognitive Dysfunction
tranilast,"Conjunctivitis|Conjunctivitis, Allergic"
trapidil,"Angina, Stable"
travoprost,"Low Tension Glaucoma|Vitiligo|Eye Diseases|Graves Ophthalmopathy|Thyroid Diseases|Macular Edema|Uveitis|Uveitis, Anterior|Hyperemia|Dry Eye Syndromes|Keratoconjunctivitis Sicca"
trazodone,Cerebral Infarction|Infarction|Wounds and Injuries|Delirium|Bruxism|Sleep Bruxism|Chronic Pain|Fibromyalgia|Myofascial Pain Syndromes|Substance-Related Disorders|Mental Disorders
triamterene,Edema|Hypokalemia|Proteinuria
triclabendazole,Fascioliasis
triclosan,Bacterial Infections and Mycoses|Eczema|Surgical Wound|Wound Infection|Wounds and Injuries|Breast Neoplasms|Inflammation|Aggressive Periodontitis|Aggression
trientine,"Heavy Metal Poisoning, Nervous System"
trifluoperazine,Anxiety Disorders|Schizophrenia
triflupromazine,Hiccup|Nausea|Pain|Psychotic Disorders|Vomiting
trimebutine,"Gastroesophageal Reflux|Esophagitis|Esophagitis, Peptic"
trimetazidine,Acute Kidney Injury|Heart Diseases|Coronary Disease|Coronary Artery Disease|Myocardial Ischemia
trimethobenzamide,Nausea|Vomiting
trimethoprim,"Bronchitis|Escherichia coli Infections|Klebsiella Infections|Proteus Infections|Eye Infections, Bacterial|AIDS-Related Opportunistic Infections|Prostatic Neoplasms|Endocarditis, Bacterial|Endocarditis|Retinal Detachment|Urinary Bladder, Overactive|Reinfection|Kidney Calculi|Nephrolithiasis|Calculi|Opportunistic Infections|Diarrhea|Lupus Erythematosus, Systemic|Melioidosis|Adenoma|Pituitary Neoplasms|Pituitary Diseases|Thiamine Deficiency|Beriberi|Encephalitis|Prostatic Hyperplasia|Hyperplasia|Liver Abscess|Liver Abscess, Pyogenic|Obesity|Diabetic Foot|Carcinoma|Urinary Bladder Neoplasms"
trimipramine,Depressive Disorder|Depression
triptorelin,"Dwarfism|Primary Ovarian Insufficiency|Menopause, Premature|Fatty Liver|Metabolic Syndrome|Hypogonadism|Pelvic Pain|Aneuploidy|Gender Dysphoria"
umeclidinium,"Pulmonary Emphysema|Bronchitis, Chronic"
urapidil,Hemorrhage|Cerebral Hemorrhage|Cerebral Infarction
urea,"Ocular Hypertension|Hyperkeratosis, Epidermolytic|Intracranial Hypertension"
ursodeoxycholyltaurine,Gallstones|Cholelithiasis|Cholecystolithiasis
valdecoxib,"Arthritis, Rheumatoid|Dysmenorrhea|Rupture|Inflammation|Hyperalgesia|Back Pain|Low Back Pain|Arthritis|Sprains and Strains|Ankle Injuries"
valproic-acid,"Epilepsy, Complex Partial|Hyperkinesis|Substance Withdrawal Syndrome|Depressive Disorder, Major|Post-Cardiac Arrest Syndrome|Heart Arrest|Hypothermia|Cerebral Hemorrhage|Hemorrhage|COVID-19|Pneumonia|Pneumonia, Viral|Attention Deficit Disorder with Hyperactivity|Conduct Disorder|Asthma|Stress Disorders, Traumatic|Obesity|Panic Disorder|Opioid-Related Disorders|Behavioral Symptoms|Epilepsy, Reflex|Leukemia, T-Cell|Leukemia-Lymphoma, Adult T-Cell|Precancerous Conditions|Toxoplasmosis|Epilepsy, Rolandic"
valsartan,"Proteinuria|Coronary Artery Disease|Prediabetic State|Glucose Intolerance|Severe Acute Respiratory Syndrome|Respiratory Distress Syndrome|Respiratory Distress Syndrome, Newborn|Acute Lung Injury|Coronavirus Infections|Diabetic Angiopathies|Shock, Cardiogenic|Cardiac Output, Low|Connective Tissue Diseases|Hypotension|Respiration Disorders|Respiratory Tract Diseases|Neoplasms, Second Primary|Cardiotoxicity|Breast Diseases|Albuminuria|Chagas Disease|Lymphoma|Lymphoma, Non-Hodgkin|Prehypertension|Overweight|Apnea|Sleep Apnea Syndromes|Ventricular Dysfunction|Glomerulonephritis, IGA|Glomerulonephritis|Disease|Inflammation|Depressive Disorder|Depression|Depressive Disorder, Major|Aneurysm|Aortic Aneurysm|Aortic Aneurysm, Abdominal|Cardiomyopathy, Dilated|Glomerulosclerosis, Focal Segmental|Glomerulonephritis, Membranous|Nephrosclerosis|Sleep Apnea, Obstructive|Hypoxia|Ischemic Stroke|Cerebral Infarction|Mitral Valve Insufficiency|Osteoporosis|Vitamin D Deficiency"
vandetanib,Thyroid Neoplasms
vardenafil,"Impotence, Vasculogenic|Hypogonadism|Dyslipidemias|Metabolic Syndrome|Liver Cirrhosis"
varenicline,"Heart Diseases|Coronary Disease|Coronary Artery Disease|Myocardial Ischemia|Depressive Disorder|Depression|Depressive Disorder, Major|Dyssomnias|Parasomnias|Bipolar Disorder|Mental Disorders|Hyperkinesis|Attention Deficit Disorder with Hyperactivity|Problem Behavior|Disease Susceptibility|Genetic Predisposition to Disease|Pneumonia|Asthma|Cognition Disorders|Hypersensitivity|Dyskinesias|Parkinsonian Disorders|Tardive Dyskinesia|Immunologic Deficiency Syndromes|Hypertension|Substance Withdrawal Syndrome|Disorders of Excessive Somnolence|Sleepiness|Inflammation"
venlafaxine,"Attention Deficit Disorder with Hyperactivity|Autistic Disorder|Pain|Fatigue Syndrome, Chronic|Chronic Pain|Acute Pain|Stress Disorders, Post-Traumatic|Apnea|Head and Neck Neoplasms|Dementia|Stress Disorders, Traumatic|Body Dysmorphic Disorders|Substance Withdrawal Syndrome|Phobic Disorders|Brain Injuries|Brain Injuries, Traumatic|Wounds and Injuries|Dysthymic Disorder|Spinal Cord Injuries|Multiple Sclerosis|Multiple Sclerosis, Relapsing-Remitting|Sclerosis|Osteoarthritis|Migraine Disorders"
verapamil,"Angina Pectoris, Variant|Atrial Flutter|Myocardial Infarction|Tachycardia, Supraventricular|Atrioventricular Block|Tinnitus|Coronavirus Infections|Marfan Syndrome|Arachnodactyly|Myocardial Ischemia|Coronary Disease|Metabolic Syndrome|Proteinuria|Heart Diseases|Cardiomyopathies|Arrhythmias, Cardiac|Tachycardia|Tachycardia, Ventricular|Cardiomyopathy, Hypertrophic|Hypertrophy, Left Ventricular|Hypertrophy|Pathological Conditions, Anatomical|Heart Failure, Systolic|Systolic Murmurs|Cardiomyopathy, Dilated|Kidney Calculi|Nephrolithiasis|Calculi|Keloid|Recurrence|Vasospasm, Intracranial|Infarction|Hypoglycemia|Premature Birth"
vidarabine,"Chickenpox|Herpes Zoster|Keratoconjunctivitis, Infectious|Keratitis, Herpetic"
vilazodone,"Anxiety, Separation"
vismodegib,Skin Neoplasms
voriconazole,Fusariosis|Blastomycosis|Critical Illness|Cryptococcosis
vortioxetine,"Phobia, Social|Hot Flashes|Dementia|Stress Disorders, Traumatic|Stress Disorders, Post-Traumatic|Diabetes Mellitus|Diabetes Mellitus, Type 2|Breast Neoplasms|Panic Disorder"
warfarin,"Coronary Thrombosis|Postoperative Complications|Abortion, Spontaneous|Abortion, Habitual|Atherosclerosis|Calcinosis|Hemoglobinuria|Hemoglobinuria, Paroxysmal|Aortic Valve Insufficiency|Dementia|Cognitive Dysfunction|Cognition Disorders|Oligohydramnios|Upper Extremity Deep Vein Thrombosis|Renal Insufficiency, Chronic|Gastrointestinal Hemorrhage|Hypertension, Portal|Foramen Ovale, Patent|Vascular Calcification|Coronary Disease|Acute Coronary Syndrome|Hypersplenism"
yohimbine,Erectile Dysfunction|Miosis
zafirlukast,Asthma
zalcitabine,Hemophilia A
zileuton,Trigeminal Neuralgia|Neuralgia
ziprasidone,"Tourette Syndrome|Weight Gain|Schizophrenia Spectrum and Other Psychotic Disorders|Panic Disorder|Mania|Stress Disorders, Traumatic|Stress Disorders, Post-Traumatic|Affective Disorders, Psychotic|Recurrence|Syndrome|Insulin Resistance|Diabetes Mellitus|Schizophrenia, Paranoid"
zofenopril-calcium,"Hypertension|Heart Diseases|Diabetes Mellitus, Type 2"
zolpidem,"Supranuclear Palsy, Progressive|Respiratory Aspiration|Sleep Apnea Syndromes|Ataxia|Psychomotor Disorders|Heart Failure|Apnea|Sleep Apnea, Obstructive|Hot Flashes|Depressive Disorder|Delirium|Fractures, Bone|Hip Fractures|Sleep Deprivation|Acute Coronary Syndrome|Sleep Apnea, Central|Osteoarthritis|Suicidal Ideation"
zonisamide,Fibromyalgia|Myofascial Pain Syndromes|Dyskinesias|Parkinsonian Disorders
