pert_iname,indication
anastrozole,"Breast Neoplasms|Disease Progression|Endometriosis|Carcinoma|Endometrial Neoplasms|Hypertension, Pulmonary|Pulmonary Arterial Hypertension|Hypertension|Malnutrition|Breast Neoplasms, Male|Neoplasms|Ovarian Neoplasms|Carcinoma, Ovarian Epithelial|Recurrence|Carcinoma, Non-Small-Cell Lung|Lung Neoplasms|Breast Diseases|Carcinoma, Ductal, Breast|Carcinoma, Lobular|Carcinoma in Situ|Carcinoma, Ductal|Carcinoma, Intraductal, Noninfiltrating|Hypogonadism|Adenocarcinoma|Cystadenocarcinoma, Serous|Carcinoma, Endometrioid|Adenocarcinoma, Clear Cell|Fibrous Dysplasia, Polyostotic|Syndrome|Eunuchism|Klinefelter Syndrome|Kallmann Syndrome|Insulin Resistance|Puberty, Precocious|Gynecomastia|Sarcopenia|Osteoporosis|Hypopituitarism|Epilepsy|Seizures|Erectile Dysfunction|Anovulation|Infertility|Oligospermia|Metabolic Syndrome|Neoplasm Micrometastasis|Menstruation Disturbances|Dwarfism|Familial Primary Pulmonary Hypertension|Triple Negative Breast Neoplasms"
apixaban,"Atrial Fibrillation|Pulmonary Embolism|Thrombosis|Embolism|Venous Thrombosis|Crush Injuries|Anemia, Sickle Cell|Ischemic Stroke|COVID-19|Heart Failure|Thromboembolism|Venous Thromboembolism|Pancreatic Neoplasms|Neoplasms|Stroke|Ischemic Attack, Transient|Embolic Stroke|Cerebral Hemorrhage|Hemorrhage|Myocardial Infarction|Hemostatic Disorders|Blood Coagulation Disorders|Infarction|Ischemia|Renal Insufficiency|Renal Insufficiency, Chronic|Nephrotic Syndrome|Nephrosis|Glomerulonephritis, Membranous|Syndrome|Spinal Cord Injuries|Wounds and Injuries|Aortic Valve Stenosis|Aortic Valve Disease|Kidney Failure, Chronic|Crohn Disease|Inflammatory Bowel Diseases|Kidney Diseases|Multiple Myeloma|Neoplasms, Plasma Cell|Cerebrovascular Disorders|Thrombocytopenia|Cerebral Infarction|Heart Diseases|Cholangiocarcinoma|Gastrointestinal Stromal Tumors|Stomach Neoplasms|Gallbladder Neoplasms|Duodenal Neoplasms|Lymphoma|Leukemia|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Leukemia, Lymphoid|Acute Coronary Syndrome|Atrial Flutter|Hematoma|Hypertension, Portal|Hypertension|Periodontal Diseases|Intracranial Hemorrhage, Hypertensive|Subarachnoid Hemorrhage|Hematoma, Subdural|Intracranial Hemorrhages|Cerebral Small Vessel Diseases|Aneurysm|Foramen Ovale, Patent|Recurrence|Takotsubo Cardiomyopathy|Primary Myelofibrosis|Polycythemia Vera|Myeloproliferative Disorders|Polycythemia|Thrombocytosis|Thrombocythemia, Essential|Constriction, Pathologic|Proteinuria|Embolism, Paradoxical|Intracranial Hemorrhage, Traumatic|Liver Cirrhosis|Fibrosis"
apocynin,"Asthma|Lung Diseases, Obstructive|Pulmonary Disease, Chronic Obstructive"
apremilast,"Arthritis|Arthritis, Psoriatic|Psoriasis|Dermatitis, Atopic|Dermatitis|Eczema|COVID-19|Pneumonia|Arthritis, Gouty|Ulcer|Colitis|Colitis, Ulcerative|Behcet Syndrome|Arthritis, Juvenile|Lichen Planus|Oral Ulcer|Alcoholism|Pruritus|Acne Vulgaris|Uveitis|Lupus Erythematosus, Discoid|Lichen Planus, Oral|Osteoarthritis|Arthritis, Rheumatoid|Vitiligo|Hidradenitis Suppurativa|Hidradenitis|Prostatitis|Syndrome|Pelvic Pain|Chronic Disease|Somatoform Disorders|Vulvodynia|Neurodermatitis|Prurigo|Dermatitis, Contact|Dermatitis, Allergic Contact|Spondylitis|Spondylarthritis|Spondylitis, Ankylosing|Rosacea|Acne Conglobata|Dermatomyositis|Stomatitis|Stomatitis, Aphthous|Recurrence"
aripiprazole,"Schizophrenia|Nervous System Diseases|Mental Disorders|Disease Progression|Psychotic Disorders|Disease|Depressive Disorder|Depression|Depressive Disorder, Major|Compulsive Personality Disorder|Obsessive-Compulsive Disorder|Anorexia|Anorexia Nervosa|Shared Paranoid Disorder|Bipolar Disorder|Hyperkinesis|Attention Deficit Disorder with Hyperactivity|Depressive Disorder, Treatment-Resistant|Cocaine-Related Disorders|Anxiety Disorders|Autistic Disorder|Trichotillomania|Amphetamine-Related Disorders|Overweight|Body Weight|Body Weight Changes|Alzheimer Disease|Dementia|Autism Spectrum Disorder|Developmental Disabilities|Asperger Syndrome|Depression, Postpartum|Alcoholism|Recurrence|Child Development Disorders, Pervasive|Behavioral Symptoms|Problem Behavior|Fragile X Syndrome|Syndrome|Stress Disorders, Post-Traumatic|Substance-Related Disorders|Stress Disorders, Traumatic|HIV Infections|Tics|Tic Disorders|Tourette Syndrome|Mania|Metabolic Syndrome|Back Pain|Low Back Pain|Alcohol Drinking|Cognitive Dysfunction|Psychophysiologic Disorders|Somatoform Disorders"
aspirin,"Osteonecrosis|Ovarian Neoplasms|Carcinoma, Ovarian Epithelial|Tuberous Sclerosis|Epilepsy|Sclerosis|Cognitive Dysfunction|Diabetes Mellitus|Diabetes Mellitus, Type 2|Peripheral Arterial Disease|Disease|Bipolar Disorder|Peripheral Vascular Diseases|Atrial Fibrillation|Colorectal Neoplasms|Migraine Disorders|Gingivitis|Periodontitis|Inflammation|Stroke|Ischemic Stroke|Ischemic Attack, Transient|Ischemia|Tobacco Use Disorder|Carcinoma|Nasopharyngeal Carcinoma|Ulcer|Varicose Ulcer|Leg Ulcer|Multiple Pulmonary Nodules|Thrombosis|Cardiovascular Diseases|Polycythemia Vera|Polycythemia|Back Pain|Low Back Pain|Headache|Abortion, Habitual|Common Cold|Pre-Eclampsia|COVID-19|Pneumonia|Coronary Artery Disease|Coronary Stenosis|Sleep Initiation and Maintenance Disorders|Thromboembolism|Venous Thromboembolism|Premature Birth|Fetal Growth Retardation|Birth Weight|Critical Illness|Renal Insufficiency|Renal Insufficiency, Chronic|Colonic Neoplasms|Recurrence|Eclampsia|Diarrhea|Fractures, Bone|Ankle Fractures|Coronavirus Infections|Severe Acute Respiratory Syndrome|Atherosclerosis|Multiple Myeloma|Neoplasms, Plasma Cell|Disseminated Intravascular Coagulation|Vitamin D Deficiency|Abortion, Spontaneous|Fetal Death|Vascular Diseases|Aggressive Periodontitis|Aggression|Retinal Artery Occlusion|Arterial Occlusive Diseases|Peptic Ulcer|Cerebral Infarction|Acute Chest Syndrome|Myocardial Ischemia|Coronary Disease|Disease Progression|Acute Coronary Syndrome|Syndrome|Fallopian Tube Neoplasms|Pulmonary Embolism|Embolism|Venous Thrombosis|Pneumonia, Viral|Respiratory Insufficiency|Embolism and Thrombosis|Tension-Type Headache|Respiratory Aspiration|Embolic Stroke|Acquired Immunodeficiency Syndrome|HIV Infections|Myocardial Infarction|Heart Diseases|Infarction|Thrombophilia|Hemorrhage|Stomach Neoplasms|Lung Neoplasms|Carcinoma, Non-Small-Cell Lung|Pharyngitis|Infections|Communicable Diseases|Leukemia, Myeloid|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Cerebral Hemorrhage|Multiple Sclerosis|Endometrial Neoplasms|Uterine Neoplasms|Rectal Neoplasms|Neoplasms|Adenoma|Asthma|Periodontal Diseases|Lung Injury|Acute Lung Injury|Wounds and Injuries|ST Elevation Myocardial Infarction|Sepsis|Toxemia|Shock, Septic|Hypersensitivity|Tuberculosis|Latent Tuberculosis|Tuberculosis, Pulmonary|Tuberculosis, Multidrug-Resistant|Adenomyosis|Mucocutaneous Lymph Node Syndrome|Aortic Valve Stenosis|Heart Valve Diseases|Ventricular Outflow Obstruction|Hypertension, Pregnancy-Induced|Alpha 1-Antitrypsin Deficiency|Lung Diseases|Lung Diseases, Obstructive|Pulmonary Disease, Chronic Obstructive|Pulmonary Emphysema|Emphysema|Tuberculosis, Meningeal|Meningitis|Antiphospholipid Syndrome|Adenomatous Polyps|Neoplasm Metastasis|Depression|Depressive Disorder|Depressive Disorder, Major|Depressive Disorder, Treatment-Resistant|Esophageal Squamous Cell Carcinoma|Esophageal Neoplasms|Lupus Erythematosus, Systemic|Thrombocytopenia|Purpura|Purpura, Thrombocytopenic, Idiopathic|Purpura, Thrombocytopenic|Hypertension|Pregnancy Complications|Anemia, Sickle Cell|Angina, Unstable|Glioblastoma|Neoplasm, Residual|Liver Diseases|Fatty Liver|Non-alcoholic Fatty Liver Disease|Cerebrovascular Disorders|Coronary Aneurysm|Dilatation, Pathologic|Prostatic Neoplasms|Heart Failure|Arteriosclerosis|Breast Neoplasms|Triple Negative Breast Neoplasms|Blood Platelet Disorders|Purpura, Thrombotic Thrombocytopenic|Precancerous Conditions|Leukoplakia|Intermittent Claudication|Thrombocytosis|Thrombocythemia, Essential|Rheumatic Heart Disease|Rheumatic Diseases|Schizophrenia|Psychotic Disorders|Pulmonary Arterial Hypertension|Hypertension, Pulmonary|Familial Primary Pulmonary Hypertension|Tonsillitis|Cardiomyopathies|Cardiomyopathy, Hypertrophic|Hypertrophy|Pure Autonomic Failure|Intracranial Aneurysm|Aneurysm|Hypertriglyceridemia|Carcinoma, Squamous Cell|Brain Infarction|Stress, Psychological|Osteoarthritis|Vertebral Artery Dissection|Aneurysm, Dissecting|Perinatal Death|Abruptio Placentae|Crohn Disease|Metabolic Syndrome|Plasmacytoma|Intracranial Arteriosclerosis|Polyps|Angina, Stable|Fatigue|Barrett Esophagus|Primary Myelofibrosis|Myeloproliferative Disorders|Placental Insufficiency|Metaplasia|Melanoma|Dyslipidemias|Flushing|Retinal Diseases|Diabetic Retinopathy|Blister|Cognition Disorders|Adenocarcinoma|Adenocarcinoma of Lung|Kidney Diseases|Infertility|Infertility, Female|Obesity|Duodenal Ulcer|Body Weight|Carcinoma, Hepatocellular|Liver Neoplasms|Stomach Ulcer|Intracranial Hypertension|Pseudotumor Cerebri|Hyperlipidemia, Familial Combined|Hypercholesterolemia|Hyperlipidemias|Colorectal Neoplasms, Hereditary Nonpolyposis|Respiratory Distress Syndrome|Respiratory Distress Syndrome, Newborn|Squamous Cell Carcinoma of Head and Neck|Angina Pectoris|Mental Disorders|Foramen Ovale, Patent|Neuralgia, Postherpetic|Neuralgia|Herpes Simplex|Diabetes, Gestational|Neoplasms, Second Primary|Toothache|Retinal Vein Occlusion|Carotid Stenosis|Constriction, Pathologic|Fibrocystic Breast Disease|Skin Neoplasms|Liver Diseases, Alcoholic|Typhoid Fever|Postoperative Hemorrhage|Dementia, Vascular|Neoplastic Cells, Circulating|Neuroma|Neurofibromatoses|Neurilemmoma|Neuroma, Acoustic|Neurofibromatosis 2|Infarction, Middle Cerebral Artery|Ankylosis"
atenolol-(+/-),"Hypertension|Pre-Eclampsia|Pregnancy Complications|Hemangioma|Hemangioma, Capillary|Port-Wine Stain|Mitral Valve Stenosis|Constriction, Pathologic|Marfan Syndrome|Arachnodactyly|Syndrome|Dilatation, Pathologic|Cerebral Small Vessel Diseases|Cardiovascular Diseases|Tachycardia|Orthostatic Intolerance|Postural Orthostatic Tachycardia Syndrome|Obesity, Morbid|Hypertrophy, Left Ventricular|Hypertrophy|Atherosclerosis|Essential Hypertension|Heart Diseases|Aortic Valve Disease|Bicuspid Aortic Valve Disease|Stress Disorders, Traumatic|Stress Disorders, Post-Traumatic|Vestibular Diseases|Migraine Disorders|Angina Pectoris|Osteoporosis"
atomoxetine,"Sleep Apnea, Obstructive|Apnea|Sleep Apnea Syndromes|Syncope|Syncope, Vasovagal|Down Syndrome|Syndrome|Hypotension, Orthostatic|Pure Autonomic Failure|Hypotension|Orthostatic Intolerance|Tachycardia|Multiple Sclerosis|Memory Disorders|Sclerosis|Alcoholism|Hyperkinesis|Attention Deficit Disorder with Hyperactivity|Disease|Schizophrenia|Cognition Disorders|Substance-Related Disorders|Hypersensitivity|Marijuana Abuse|Hypertension|Attention Deficit and Disruptive Behavior Disorders|Cocaine-Related Disorders|Alzheimer Disease|Anxiety Disorders|Phobia, Social|Huntington Disease|Chorea|Fetal Alcohol Spectrum Disorders|Autistic Disorder|Opioid-Related Disorders|Tourette Syndrome|Tobacco Use Disorder|Cognitive Dysfunction|Autonomic Nervous System Diseases|Hypoglycemia|Primary Dysautonomias|Parkinson Disease"
atorvastatin,"Heart Diseases|Coronary Disease|Coronary Artery Disease|Myocardial Ischemia|Hypercholesterolemia|Dyslipidemias|Arterial Occlusive Diseases|Breast Neoplasms|Triple Negative Breast Neoplasms|Hypertension|Essential Hypertension|Metabolic Syndrome|Syndrome|Periodontitis|Chronic Periodontitis|Hyperlipidemias|Hyperlipoproteinemias|Multiple Sclerosis|Multiple Sclerosis, Relapsing-Remitting|Sclerosis|Hypertriglyceridemia|Diabetes Mellitus, Type 1|Diabetes Mellitus|Myocardial Infarction|Infarction|COVID-19|Heart Valve Diseases|Acute Coronary Syndrome|Reperfusion Injury|Inflammation|Ischemia|Wounds and Injuries|Malnutrition|Hip Fractures|Muscle Spasticity|Paraplegia|Spastic Paraplegia, Hereditary|Carcinoma, Hepatocellular|Prostatic Neoplasms|Disease Progression|Stroke|Ischemic Attack, Transient|Atherosclerosis|Thrombocytopenia|Purpura, Thrombocytopenic, Idiopathic|Cardiovascular Diseases|Melanoma|Severe Acute Respiratory Syndrome|Vitiligo|Acute Chest Syndrome|Ischemic Stroke|Cerebral Infarction|Acquired Immunodeficiency Syndrome|HIV Infections|Hypertension, Portal|Fibrosis|Hepatitis A|Hepatitis B|Hepatitis|Liver Cirrhosis|Preleukemia|Myelodysplastic Syndromes|Anemia|Leukopenia|Thromboembolism|Venous Thromboembolism|Scleroderma, Systemic|Scleroderma, Diffuse|Psoriasis|Intracranial Aneurysm|Aneurysm|Tuberculosis|Tuberculosis, Pulmonary|Diabetes Mellitus, Type 2|Renal Insufficiency|Critical Illness|Fatty Liver|Non-alcoholic Fatty Liver Disease|Hyperlipoproteinemia Type II|Arteriovenous Fistula|Fistula|Nephrosis|Nephrotic Syndrome|Hemangioma, Cavernous, Central Nervous System|Hemangioma, Cavernous|Congenital Abnormalities|Hemorrhage|ST Elevation Myocardial Infarction|Arthritis|Arthritis, Rheumatoid|Necrosis|Influenza, Human|Cardiotoxicity|Kidney Diseases|Lung Neoplasms|Atrial Fibrillation|Lipodystrophy|Erectile Dysfunction|Alzheimer Disease|Adenocarcinoma|Pancreatic Neoplasms|Pre-Eclampsia|Eclampsia|Sleep Wake Disorders|Eye Diseases|Graves Ophthalmopathy|Emergencies|Asthma|Apnea|Sleep Apnea Syndromes|Sleep Apnea, Obstructive|Lupus Erythematosus, Systemic|Leukemia|Leukemia, Myeloid|Leukemia, Myeloid, Acute|Leukemia, Lymphoid|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Arteriosclerosis|Hyperlipoproteinemia Type IV|Diabetic Foot|Foot Ulcer|Ulcer|Kidney Failure, Chronic|Endometriosis|Immune Reconstitution Inflammatory Syndrome|Intermittent Claudication|Peripheral Arterial Disease|Insulin Resistance|Diabetes Insipidus|Diabetes Insipidus, Nephrogenic|Aortic Aneurysm|Vascular Diseases|Peripheral Vascular Diseases|Lymphoma|Lymphoma, Non-Hodgkin|Pneumonia|Pneumonia, Ventilator-Associated|Sarcoidosis, Pulmonary|Sarcoidosis|Hyperlipidemia, Familial Combined|Hyperlipoproteinemia Type V|Lipidoses|Proteinuria|Precancerous Conditions|Head and Neck Neoplasms|Hearing Loss|Deafness|HIV Seropositivity|Osteonecrosis|Carcinoma, Renal Cell|Kidney Neoplasms|Carcinoma|Cardiomyopathies|Cardiomyopathy, Hypertrophic|Hypertrophy|Polycystic Ovary Syndrome|Constriction, Pathologic|Obesity|Graft vs Host Disease|Hepatitis C|Osteoarthritis|Angina Pectoris|Angina, Stable|Angina, Unstable|Sepsis|Crohn Disease|Renal Insufficiency, Chronic|Carotid Artery Diseases|Glomerulosclerosis, Focal Segmental|Leukemia, Lymphocytic, Chronic, B-Cell|Lymphoma, Mantle-Cell|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Lymphoma, Large B-Cell, Diffuse|Waldenstrom Macroglobulinemia|Multiple Myeloma|Leukemia, Prolymphocytic|Myeloproliferative Disorders|Myelodysplastic-Myeloproliferative Diseases|Recurrence|Aggression|Hematologic Neoplasms|Brain Injuries|Brain Injuries, Traumatic|Brain Concussion|Stress Disorders, Traumatic|Stress Disorders, Post-Traumatic|Calcinosis|Vascular Calcification|Inflammatory Breast Neoplasms|Mucocutaneous Lymph Node Syndrome|Coronary Aneurysm|Nasopharyngeal Carcinoma|Carotid Stenosis|Hematoma, Subdural|Hematoma, Subdural, Chronic|Hematoma|Glioblastoma|Retinal Vein Occlusion|Thrombosis|Venous Thrombosis|Neoplasms|Purpura|Purpura, Thrombocytopenic|Myalgia|Hypertension, Pulmonary|Epilepsy|Carcinoma in Situ|Carcinoma, Ductal, Breast|Breast Carcinoma In Situ|Carcinoma, Intraductal, Noninfiltrating|Carcinoma, Lobular|Hyperplasia|Hyperlipoproteinemia Type III|Aortic Valve Stenosis|Liver Cirrhosis, Biliary|Colorectal Neoplasms|Colitis|Colitis, Ulcerative|Cognitive Dysfunction|Furcation Defects|Edema|Endometrial Neoplasms|Hemostatic Disorders|Blood Coagulation Disorders|Bicuspid Aortic Valve Disease|Dementia, Vascular|Inflammatory Bowel Diseases|Virus Diseases|Hemorrhagic Fever, Ebola|Osteoarthritis, Knee|Immunologic Deficiency Syndromes|Macular Degeneration|Heart Failure|Chagas Disease|Albuminuria|Anemia, Sickle Cell|Colorectal Neoplasms, Hereditary Nonpolyposis"
atracurium,"Respiratory Distress Syndrome|Respiratory Distress Syndrome, Newborn|Acute Lung Injury|Critical Illness|Renal Insufficiency|Fasciculation|Myalgia"
atrasentan,"Kidney Diseases|Diabetic Nephropathies|Glomerulonephritis, IGA|Glomerulosclerosis, Focal Segmental|Nephritis, Hereditary|Prostatic Neoplasms|Kidney Neoplasms|Carcinoma, Renal Cell|Adenocarcinoma|Renal Insufficiency, Chronic|Albuminuria|Fallopian Tube Neoplasms|Adenocarcinoma, Papillary"
azathioprine,"Neuromyelitis Optica|Myasthenia Gravis|Muscle Weakness|Arthritis|Arthritis, Rheumatoid|Crohn Disease|Recurrence|Arthritis, Juvenile|Still's Disease, Adult-Onset|Granulomatosis with Polyangiitis|Systemic Vasculitis|Churg-Strauss Syndrome|Cardiomyopathies|Cardiomyopathy, Dilated|Death, Sudden, Cardiac|Myocarditis|Death|Syndrome|Urticaria|Anemia, Sickle Cell|Lupus Erythematosus, Systemic|Delayed Graft Function|Inflammation|Lung Diseases|Pulmonary Fibrosis|Idiopathic Pulmonary Fibrosis|Fibrosis|Thrombocytopenia|Myositis|Lung Diseases, Interstitial|Nephritis|Lupus Nephritis|Kidney Diseases|Renal Insufficiency, Chronic|Glomerulonephritis, IGA|Colitis|Colitis, Ulcerative|Ulcer|Vasculitis|Microscopic Polyangiitis|Eczema|Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis|Carcinoma|Carcinoma, Hepatocellular|Hepatitis A|Hepatitis|Hepatitis, Autoimmune|Pemphigus|Pemphigoid, Bullous|Mucopolysaccharidoses|Mucopolysaccharidosis I|Purpura, Schoenlein-Henoch|Polyarteritis Nodosa|Purpura|Conjunctivitis|Pemphigoid, Benign Mucous Membrane|Renal Insufficiency|Kidney Failure, Chronic|Intestinal Diseases|Inflammatory Bowel Diseases|Immunologic Deficiency Syndromes|Common Variable Immunodeficiency|Uveitis"
azelaic-acid,"Rosacea|Alopecia|Alopecia Areata|Erythema|Acne Vulgaris|Dermatitis|Dermatitis, Perioral|Dermatitis, Seborrheic|Melanosis"
azelastine,"Rhinitis|Rhinitis, Allergic|Rhinitis, Allergic, Seasonal|Rhinitis, Allergic, Perennial|Common Cold"
balsalazide,"Colitis|Colitis, Ulcerative|Intestinal Diseases|Inflammatory Bowel Diseases|Ulcer"
bambuterol,"Hypertension, Pulmonary|Altitude Sickness|Hypertension"
bazedoxifene,"Osteoporosis|Breast Neoplasms|Atherosclerosis|Cognitive Dysfunction|Atrophy|Osteoporosis, Postmenopausal|Endometrial Hyperplasia|Hyperplasia|Prediabetic State|Glucose Intolerance|Sclerosis|Multiple Sclerosis|Multiple Sclerosis, Relapsing-Remitting|Apnea|Sleep Apnea Syndromes|Carcinoma in Situ|Carcinoma, Ductal, Breast|Breast Carcinoma In Situ|Carcinoma, Intraductal, Noninfiltrating|Carcinoma"
belinostat,"Carcinoma|Lung Neoplasms|Small Cell Lung Carcinoma|Neoplasms, Glandular and Epithelial|Carcinoma, Neuroendocrine|Adenocarcinoma|Chondrosarcoma|Hematologic Neoplasms|Leukemia|Preleukemia|Leukemia, Myeloid|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Myelodysplastic Syndromes|Syndrome|Carcinoma, Non-Small-Cell Lung|Leukemia, Myeloid, Acute|Recurrence|Burkitt Lymphoma|Lymphoma|Lymphoma, Large B-Cell, Diffuse|Neoplasms|Multiple Myeloma|Neoplasms, Plasma Cell|Lymphoma, Non-Hodgkin|Lymphoma, T-Cell|Lymphoma, T-Cell, Peripheral|Lymphoma, T-Cell, Cutaneous|Ovarian Neoplasms|Carcinoma, Ovarian Epithelial|Brenner Tumor|Liver Neoplasms|Carcinoma, Hepatocellular|Mesothelioma|Mesothelioma, Malignant|Fallopian Tube Neoplasms|Urinary Bladder Neoplasms|Lymphoma, Large-Cell, Immunoblastic|Plasmablastic Lymphoma|Lymphoma, Extranodal NK-T-Cell|Intraocular Lymphoma|Lymphoproliferative Disorders|Immunoblastic Lymphadenopathy|Mycoses|Lymphoma, Follicular|Lymphoma, B-Cell|Hodgkin Disease|Lymphoma, Mantle-Cell|Lymphoma, B-Cell, Marginal Zone|Leukemia, Lymphocytic, Chronic, B-Cell|Mycosis Fungoides|Sezary Syndrome|Leukemia, T-Cell|Leukemia-Lymphoma, Adult T-Cell|Waldenstrom Macroglobulinemia|Lymphoma, Large-Cell, Anaplastic|Lymphomatoid Granulomatosis|Neoplasm Metastasis|Leukemia, Myelomonocytic, Chronic|Leukemia, Myelomonocytic, Juvenile|Leukemia, Promyelocytic, Acute|Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative|Primary Myelofibrosis|Myeloproliferative Disorders|Myelodysplastic-Myeloproliferative Diseases|Philadelphia Chromosome|Breast Neoplasms|Thymoma|Thymus Neoplasms|Prostatic Neoplasms|Neoplasms, Unknown Primary|Sarcoma|Carcinoma, Endometrioid|Cystadenocarcinoma|Cystadenocarcinoma, Serous|Cystadenocarcinoma, Mucinous|Carcinoma, Transitional Cell|Glioblastoma|Melanoma|Uveal Neoplasms|Aggression|Renal Insufficiency|Blast Crisis"
benazepril,"Pre-Eclampsia|Cardiovascular Diseases|Atherosclerosis|Coronary Disease|Diabetes Mellitus|Diabetes Mellitus, Type 2|Hypercholesterolemia|Malnutrition|Hypertension|Nephritis, Hereditary|Syndrome|Essential Hypertension|Nephritis|Purpura, Schoenlein-Henoch|Purpura|Lupus Erythematosus, Systemic"
bendamustine,"Lymphoma|Lymphoma, Mantle-Cell|Leukemia|Leukemia, Lymphoid|Leukemia, Lymphocytic, Chronic, B-Cell|Mycoses|Lymphoma, Non-Hodgkin|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Hodgkin Disease|Lymphoma, T-Cell|Lymphoma, T-Cell, Peripheral|Mycosis Fungoides|Sezary Syndrome|Leukemia, T-Cell|Lymphoma, T-Cell, Cutaneous|Leukemia-Lymphoma, Adult T-Cell|Lymphoma, Large-Cell, Anaplastic|Lymphoma, Extranodal NK-T-Cell|Leukemia, Large Granular Lymphocytic|Immunoblastic Lymphadenopathy|Recurrence|Lymphoma, B-Cell|Lymphoma, Large B-Cell, Diffuse|Lymphoma, Follicular|Lymphoma, B-Cell, Marginal Zone|Waldenstrom Macroglobulinemia|Multiple Myeloma|Neoplasms, Plasma Cell|Leukemia, Plasma Cell|Lymphatic Diseases|Immune System Diseases|Immunoproliferative Disorders|Lymphomatoid Papulosis|Lymphoproliferative Disorders|Disease|Leukemia, Myeloid|Leukemia, Myeloid, Acute|Breast Neoplasms|Neoplasms|Sarcoma|Small Cell Lung Carcinoma|Triple Negative Breast Neoplasms|Squamous Cell Carcinoma of Head and Neck|Burkitt Lymphoma|Leukemia, Hairy Cell|Leukemia, Prolymphocytic|Leukemia, Prolymphocytic, B-Cell|Neurotoxicity Syndromes|Hematologic Neoplasms|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Myelodysplastic Syndromes|Aggression|Lung Neoplasms|Myeloproliferative Disorders|Leukemia, Biphenotypic, Acute|Acute Disease|Amyloidosis|Renal Insufficiency|Syndrome|Preleukemia|Glioblastoma|Astrocytoma|Gliosarcoma|Oligodendroglioma|Brain Neoplasms|Ovarian Neoplasms|Carcinoma, Ovarian Epithelial|Lymphoma, Large-Cell, Immunoblastic|Plasmablastic Lymphoma|Lymphomatoid Granulomatosis|Intraocular Lymphoma|Immunoglobulin Light-chain Amyloidosis|Kidney Diseases|Renal Insufficiency, Chronic|Neuroblastoma|Infectious Mononucleosis|Hyperplasia|Neoplasm Metastasis|Hemolysis|Anemia, Hemolytic|Anemia, Hemolytic, Autoimmune|Neoplasm, Residual"
